District,Rooms,median_price,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d,avg_inflation_1d,tuik_weighted_1d,avg_inflation_7d,tuik_weighted_7d,avg_inflation_15d,tuik_weighted_15d,avg_inflation_30d,tuik_weighted_30d
KüçükçekmeceHalkalı,Stüdyo (1+0),20500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
SarıyerMerkez,2+1,20500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
Silivri,2+1,20500.0,04,,-29.310344827586203,,,,0,-30.783045977011493,-30.78304597701149,,,,
Silivri,3+1,20500.0,04,,-31.666666666666664,,,,0,-30.783045977011493,-30.78304597701149,,,,
SilivriÇanta,2+1,20500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
SultangaziCebeci,2+1,20500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
SultangaziZübeydehanım,2+1,20500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulArnavutköy,1+1,20000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulArnavutköy,2+1,23000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulArnavutköy,2+2,31500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulArnavutköy,3+1,29000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulArnavutköy,3+2,30000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulArnavutköy,3.5+1,42500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulArnavutköy,4+1,47750.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulArnavutköy,4+2,42500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulArnavutköy,5+1,60000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulArnavutköy,5+2,150000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulArnavutköy,6+1,170000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulArnavutköy,6+2,160000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulArnavutköy,7+3,90000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulArnavutköy,9+1,85000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulArnavutköy,Stüdyo (1+0),20000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulAvcılar,1+1,28750.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulAvcılar,2+0,12600.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulAvcılar,2+1,32000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulAvcılar,2+2,50000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulAvcılar,3+1,48000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulAvcılar,3+2,40000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulAvcılar,3.5+1,25000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulAvcılar,4+1,62250.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulAvcılar,4+2,55000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulAvcılar,5+1,40000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulAvcılar,5+2,43000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulAvcılar,5.5+1,110000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulAvcılar,6+2,180000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulAvcılar,Stüdyo (1+0),15500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBahçelievler,1+1,36500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBahçelievler,1.5+1,55000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBahçelievler,2+0,7000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBahçelievler,2+1,40000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBahçelievler,2+2,80000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBahçelievler,2.5+1,58000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBahçelievler,3+1,55000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBahçelievler,3+2,75000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBahçelievler,3.5+1,102500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBahçelievler,4+1,100000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBahçelievler,4+2,98000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBahçelievler,4+3,60000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBahçelievler,4.5+1,115000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBahçelievler,5+1,82500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBahçelievler,5+2,95000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBahçelievler,6+2,125000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBahçelievler,Stüdyo (1+0),28000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,1+1,46000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,1.5+1,60000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,2+1,72500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,2+2,40000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,2.5+1,155000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,3+1,95000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,3+2,137500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,3.5+1,120000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,4+1,130000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,4+2,195000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,4.5+1,222500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,4.5+2,210000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,5+1,182500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,5+2,135000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,5.5+1,480000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,6+1,320000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,6+2,260000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,7+2,470000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,8+1,90000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,8+2,290000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,9+2,600000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBakırköy,Stüdyo (1+0),14000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBayrampaşa,1+1,25000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBayrampaşa,2+0,20000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBayrampaşa,2+1,32000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBayrampaşa,2+2,55000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBayrampaşa,3+1,55000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBayrampaşa,3+2,57500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBayrampaşa,4+1,67000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBayrampaşa,4+2,55000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBayrampaşa,4+3,10000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBayrampaşa,5+1,36000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBayrampaşa,5+2,56000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBayrampaşa,Stüdyo (1+0),33000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBağcılar,1+1,32000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBağcılar,1.5+1,16000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBağcılar,2+1,33750.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBağcılar,2+2,35000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBağcılar,2.5+1,39750.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBağcılar,3+1,45500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBağcılar,3+2,50000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBağcılar,3.5+1,55000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBağcılar,4+1,70000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBağcılar,4+2,60000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBağcılar,4.5+1,82500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBağcılar,5+1,46000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBağcılar,6+1,6500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBağcılar,Stüdyo (1+0),24000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,1+1,29000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,1.5+1,39000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,10 Üzeri,450000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,2+1,35000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,2+2,16700.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,2.5+1,65000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,3+1,50000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,3+2,34500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,3.5+1,100000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,4+0,8000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,4+1,80000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,4+2,102500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,4+3,140000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,4.5+1,85000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,5+1,120000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,5+2,100000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,5+3,115000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,5.5+1,135000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,6+1,90000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,6+2,140000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,6+3,110000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,7+2,120000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,8+1,250000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,8+3,370000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBaşakşehir,Stüdyo (1+0),19000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,1+1,27000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,1.5+1,21000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,10 Üzeri,180000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,2+0,25000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,2+1,35000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,2+2,40000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,2.5+1,40000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,3+1,45000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,3+2,45000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,3.5+1,52500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,4+1,60000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,4+2,48000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,4.5+1,61000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,5+1,82500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,5+2,70000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,6+1,90000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,6+2,135000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,6+3,105000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,6.5+1,85000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,7+1,100000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,7+2,135000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,7+3,215000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,8+1,155000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,8+2,160000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,8+3,140000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeylikdüzü,Stüdyo (1+0),17000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeyoğlu,1+1,41000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeyoğlu,1.5+1,29500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeyoğlu,2+0,22000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeyoğlu,2+1,40000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeyoğlu,2+2,32000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeyoğlu,2.5+1,55000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeyoğlu,3+1,66550.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeyoğlu,3+2,61500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeyoğlu,3.5+1,90000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeyoğlu,4+1,102500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeyoğlu,4+2,520000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeyoğlu,4+3,20000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeyoğlu,4.5+1,65000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeyoğlu,5+1,225000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeyoğlu,5+2,110000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeyoğlu,Stüdyo (1+0),20000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,1+1,45000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,1.5+1,195000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,10 Üzeri,1700000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,10+1,340000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,2+0,35500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,2+1,60000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,2+2,130000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,2.5+1,85000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,3+1,85000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,3+2,96500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,3.5+1,295000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,4+0,275000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,4+1,230000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,4+2,200000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,4.5+1,455000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,5+1,250000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,5+2,450000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,5+3,650000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,5.5+1,93000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,6+1,575000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,6+2,225000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,7+1,206500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,7+2,290000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,8+1,352500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,9+4,370000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBeşiktaş,Stüdyo (1+0),22000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,1+1,28500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,1.5+1,22500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,10 Üzeri,150000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,10+2,280000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,2+1,30000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,2+2,39750.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,2.5+1,37500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,3+1,45000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,3+2,47500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,3.5+1,62500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,4+1,70000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,4+2,60000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,4+3,65000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,4.5+1,85000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,5+1,160000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,5+2,90000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,5+3,167500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,5.5+1,175000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,6+1,220000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,6+2,127500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,6+3,75000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,7+1,235000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,7+2,215000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,7+3,155000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,8+1,160000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,8+2,275000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,8+3,117500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,9+1,240000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,9+2,300000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,9+5,650000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulBüyükçekmece,Stüdyo (1+0),21000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulEsenler,1+1,16500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulEsenler,1.5+1,16000.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
İstanbulEsenler,2+1,21500.0,04,,,,,,0,-30.783045977011493,-30.78304597701149,,,,
