District,Rooms,median_price,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
İstanbul / Arnavutköy,1+1,24000.0,04,1.0526315789473684,0.0,4.3478260869565215,9.090909090909092
İstanbul / Arnavutköy,1.5+1,22500.0,04,-10.0,-10.0,-10.0,-10.0
İstanbul / Arnavutköy,2+0,15500.0,04,1.639344262295082,-12.676056338028168,10.714285714285714,3.3333333333333335
İstanbul / Arnavutköy,2+1,25000.0,04,0.0,0.0,4.166666666666666,2.0408163265306123
İstanbul / Arnavutköy,2+2,28500.0,04,0.0,0.0,-5.0,-20.27972027972028
İstanbul / Arnavutköy,2.5+1,25000.0,04,0.0,0.0,38.88888888888889,
İstanbul / Arnavutköy,3+0,8000.0,04,,,,
İstanbul / Arnavutköy,3+1,33000.0,04,-2.941176470588235,0.0,2.3255813953488373,8.19672131147541
İstanbul / Arnavutköy,3+2,40000.0,04,0.0,0.0,8.108108108108109,17.647058823529413
İstanbul / Arnavutköy,3+3,47000.0,04,0.0,,,
İstanbul / Arnavutköy,3.5+1,46000.0,04,-16.363636363636363,-17.857142857142858,-17.857142857142858,-20.0
İstanbul / Arnavutköy,4+1,50000.0,04,-23.076923076923077,3.0927835051546393,3.6269430051813467,2.0408163265306123
İstanbul / Arnavutköy,4+2,40000.0,04,0.0,-5.88235294117647,0.0,-4.761904761904762
İstanbul / Arnavutköy,5+1,65000.0,04,0.0,0.0,3.1746031746031744,48.57142857142857
İstanbul / Arnavutköy,5+2,75000.0,04,7.142857142857142,-35.3448275862069,17.1875,25.0
İstanbul / Arnavutköy,5+3,110000.0,04,0.0,,,
İstanbul / Arnavutköy,6+1,124000.0,04,0.0,7.82608695652174,-22.5,-30.140845070422532
İstanbul / Arnavutköy,6+2,170000.0,04,0.0,-12.82051282051282,-12.82051282051282,82.79569892473118
İstanbul / Arnavutköy,8+3,200000.0,04,0.0,0.0,0.0,0.0
İstanbul / Arnavutköy,9+1,85000.0,04,0.0,0.0,0.0,0.0
İstanbul / Arnavutköy,Stüdyo (1+0),19000.0,04,0.0,-5.0,-5.0,0.0
İstanbul / Avcılar,1+1,28750.0,04,-0.8620689655172413,0.8771929824561403,0.8771929824561403,-0.8620689655172413
İstanbul / Avcılar,2+0,18300.0,04,0.0,0.0,-23.75,
İstanbul / Avcılar,2+1,35500.0,04,-1.3888888888888888,1.4285714285714286,-1.3888888888888888,-1.3888888888888888
İstanbul / Avcılar,2.5+1,38000.0,04,0.0,0.0,-15.555555555555555,
İstanbul / Avcılar,3+0,30000.0,04,0.0,0.0,0.0,
İstanbul / Avcılar,3+1,48000.0,04,0.0,-2.0408163265306123,-2.0408163265306123,-2.0408163265306123
İstanbul / Avcılar,3+2,48000.0,04,0.0,5.4945054945054945,11.627906976744185,14.285714285714285
İstanbul / Avcılar,3.5+1,90000.0,04,0.0,0.0,,
İstanbul / Avcılar,4+1,65000.0,04,0.0,3.1746031746031744,8.333333333333332,8.333333333333332
İstanbul / Avcılar,4+2,50000.0,04,0.0,-2.912621359223301,-2.912621359223301,-20.634920634920633
İstanbul / Avcılar,5+1,73000.0,04,0.0,58.69565217391305,-27.0,8.148148148148149
İstanbul / Avcılar,5+2,100000.0,04,-16.666666666666664,-16.666666666666664,-36.507936507936506,122.22222222222223
İstanbul / Avcılar,5.5+1,125000.0,04,0.0,13.636363636363635,13.636363636363635,13.636363636363635
İstanbul / Avcılar,6+1,137500.0,04,0.0,0.0,0.0,
İstanbul / Avcılar,6+2,190000.0,04,0.0,,55.10204081632652,55.10204081632652
İstanbul / Avcılar,Stüdyo (1+0),17000.0,04,-1.4492753623188406,-2.857142857142857,7.086614173228346,9.061748195669606
İstanbul / Bahçelievler,1+1,37000.0,04,-1.9867549668874174,-2.631578947368421,2.7777777777777777,2.7777777777777777
İstanbul / Bahçelievler,1.5+1,50000.0,04,0.0,0.0,-5.660377358490567,-9.90990990990991
İstanbul / Bahçelievler,2+0,15500.0,04,-6.0606060606060606,55.00000000000001,93.75,121.42857142857142
İstanbul / Bahçelievler,2+1,49500.0,04,3.125,-1.0,10.0,10.0
İstanbul / Bahçelievler,2.5+1,57500.0,04,0.8771929824561403,-11.538461538461538,-11.538461538461538,4.545454545454546
İstanbul / Bahçelievler,3+0,32500.0,04,30.0,30.0,,16.071428571428573
İstanbul / Bahçelievler,3+1,65000.0,04,0.7751937984496124,0.0,0.0,8.333333333333332
İstanbul / Bahçelievler,3+2,91500.0,04,0.0,10.240963855421686,0.0,10.240963855421686
İstanbul / Bahçelievler,3.5+1,53000.0,04,-47.0,-47.0,-47.0,-51.81818181818182
İstanbul / Bahçelievler,4+1,105000.0,04,0.0,0.0,2.4390243902439024,16.666666666666664
İstanbul / Bahçelievler,4+2,85000.0,04,0.0,3.6585365853658534,0.0,34.92063492063492
İstanbul / Bahçelievler,4.5+1,127500.0,04,0.0,10.869565217391305,8.51063829787234,29.441624365482234
İstanbul / Bahçelievler,5+1,50000.0,04,0.0,0.0,0.0,-60.78431372549019
İstanbul / Bahçelievler,5+2,100000.0,04,-18.367346938775512,-20.0,-20.0,-23.076923076923077
İstanbul / Bahçelievler,6+2,135000.0,04,0.0,0.0,3.8461538461538463,3.8461538461538463
İstanbul / Bahçelievler,Stüdyo (1+0),25000.0,04,-3.8461538461538463,-7.4074074074074066,-7.4074074074074066,-5.660377358490567
İstanbul / Bakırköy,1+1,48000.0,04,-2.0408163265306123,0.0,-4.0,-4.0
İstanbul / Bakırköy,1.5+1,67500.0,04,0.0,0.0,3.8461538461538463,12.5
İstanbul / Bakırköy,10+1,350000.0,04,0.0,0.0,0.0,16.666666666666664
İstanbul / Bakırköy,2+1,80000.0,04,0.0,0.0,0.0,0.0
İstanbul / Bakırköy,2+2,125000.0,04,0.0,0.0,0.0,
İstanbul / Bakırköy,2.5+1,182500.0,04,0.0,-13.095238095238097,30.357142857142854,30.357142857142854
İstanbul / Bakırköy,3+1,91250.0,04,1.3888888888888888,-3.9473684210526314,-8.75,-8.75
İstanbul / Bakırköy,3+2,127500.0,04,6.25,0.0,-5.555555555555555,-5.555555555555555
İstanbul / Bakırköy,3.5+1,85500.0,04,0.0,-5.0,-5.0,-5.0
İstanbul / Bakırköy,4+1,155000.0,04,3.3333333333333335,3.3333333333333335,3.3333333333333335,10.714285714285714
İstanbul / Bakırköy,4+2,162500.0,04,-4.411764705882353,-4.411764705882353,-4.411764705882353,-4.411764705882353
İstanbul / Bakırköy,4.5+1,240000.0,04,0.0,0.0,-2.0408163265306123,0.0
İstanbul / Bakırköy,5+1,222500.0,04,1.1363636363636365,-1.1111111111111112,1.1363636363636365,1.1363636363636365
İstanbul / Bakırköy,5+2,135000.0,04,-1.8181818181818181,-1.8181818181818181,0.0,0.0
İstanbul / Bakırköy,5.5+1,460000.0,04,0.0,0.0,0.0,0.0
İstanbul / Bakırköy,6+1,280000.0,04,0.0,-1.7543859649122806,12.0,12.0
İstanbul / Bakırköy,6+2,260000.0,04,0.0,-7.142857142857142,-13.333333333333334,-40.229885057471265
İstanbul / Bakırköy,7+2,310000.0,04,0.0,0.0,0.0,-34.04255319148936
İstanbul / Bakırköy,8+2,285000.0,04,-1.7241379310344827,-1.7241379310344827,-1.7241379310344827,-3.389830508474576
İstanbul / Bakırköy,Stüdyo (1+0),15000.0,04,-18.91891891891892,-31.818181818181817,-31.818181818181817,-18.91891891891892
İstanbul / Bayrampaşa,1+1,28250.0,04,-3.418803418803419,-5.833333333333333,8.653846153846153,8.653846153846153
İstanbul / Bayrampaşa,2+1,37000.0,04,-2.631578947368421,2.7777777777777777,2.7777777777777777,5.714285714285714
İstanbul / Bayrampaşa,2+2,60000.0,04,0.0,0.0,0.0,
İstanbul / Bayrampaşa,3+1,51500.0,04,-2.8301886792452833,0.0,3.0,-6.363636363636363
İstanbul / Bayrampaşa,3+2,52000.0,04,0.0,60.0,60.0,-11.11111111111111
İstanbul / Bayrampaşa,4+1,57500.0,04,64.28571428571429,64.28571428571429,64.28571428571429,
İstanbul / Bayrampaşa,4+2,70000.0,04,0.0,0.0,0.0,0.0
İstanbul / Bayrampaşa,5+2,115000.0,04,0.0,24.324324324324326,0.0,1542.857142857143
İstanbul / Bayrampaşa,Stüdyo (1+0),25000.0,04,0.0,4.166666666666666,4.166666666666666,-20.634920634920633
İstanbul / Bağcılar,1+1,33000.0,04,0.0,0.0,0.0,1.5384615384615385
İstanbul / Bağcılar,1.5+1,45000.0,04,0.0,150.0,150.0,125.0
İstanbul / Bağcılar,2+1,45000.0,04,0.0,5.263157894736842,12.5,13.924050632911392
İstanbul / Bağcılar,2.5+1,33500.0,04,-9.45945945945946,-19.760479041916167,-8.21917808219178,18.58407079646018
İstanbul / Bağcılar,3+1,60000.0,04,9.090909090909092,9.090909090909092,9.090909090909092,15.384615384615385
İstanbul / Bağcılar,3.5+1,62500.0,04,-3.8461538461538463,-7.4074074074074066,0.0,8.695652173913043
İstanbul / Bağcılar,4+1,90750.0,04,-4.473684210526316,-1.358695652173913,1.3966480446927374,24.315068493150687
İstanbul / Bağcılar,4.5+1,70000.0,04,0.0,-15.151515151515152,-9.67741935483871,-12.5
İstanbul / Bağcılar,5+1,75000.0,04,0.0,,,
İstanbul / Bağcılar,5+2,75000.0,04,0.0,0.0,0.0,0.0
İstanbul / Bağcılar,6+1,58250.0,04,0.0,-4.11522633744856,-4.11522633744856,796.1538461538462
İstanbul / Bağcılar,Stüdyo (1+0),26000.0,04,0.0,1.9607843137254901,4.0,4.0
İstanbul / Başakşehir,1+1,32000.0,04,6.666666666666667,6.666666666666667,6.666666666666667,4.918032786885246
İstanbul / Başakşehir,1.5+1,43000.0,04,0.0,-4.444444444444445,-4.444444444444445,53.57142857142857
İstanbul / Başakşehir,10 Üzeri,295000.0,04,-11.940298507462686,-34.44444444444444,,-34.44444444444444
İstanbul / Başakşehir,2+1,38000.0,04,0.0,0.0013158067869314069,2.7027027027027026,8.571428571428571
İstanbul / Başakşehir,2.5+1,75000.0,04,0.0,0.0,7.144387776968242,13.636363636363635
İstanbul / Başakşehir,3+1,58000.0,04,1.7543859649122806,5.454545454545454,5.454545454545454,13.170731707317074
İstanbul / Başakşehir,3+2,35000.0,04,0.0,0.0,0.0,0.0
İstanbul / Başakşehir,3.5+1,100000.0,04,-4.761904761904762,-3.3816425120772946,-20.0,-14.893617021276595
İstanbul / Başakşehir,4+1,85000.0,04,0.0,0.0,0.0,1.1904761904761905
İstanbul / Başakşehir,4+2,120000.0,04,0.0,0.0,-2.0408163265306123,0.0
