District,Rooms,Median_Price_Today,inflation_1d_pct,inflation_7d_pct,inflation_15d_pct,inflation_30d_pct
İstanbul / Arnavutköy,1+1,20000.0,0.0,0.0,,
İstanbul / Arnavutköy,2+1,23000.0,0.0,0.0,,
İstanbul / Arnavutköy,2+2,31500.0,0.0,0.0,,
İstanbul / Arnavutköy,3+1,30000.0,0.0,0.0,,
İstanbul / Arnavutköy,3+2,30000.0,-6.25,-6.25,,
İstanbul / Arnavutköy,3.5+1,42500.0,0.0,-15.0,,
İstanbul / Arnavutköy,4+1,48000.0,1.0526315789473684,0.5235602094240838,,
İstanbul / Arnavutköy,4+2,40000.0,0.0,-4.761904761904762,,
İstanbul / Arnavutköy,5+1,60000.0,0.0,0.0,,
İstanbul / Arnavutköy,5+2,150000.0,0.0,0.0,,
İstanbul / Arnavutköy,6+1,170000.0,0.0,0.0,,
İstanbul / Arnavutköy,6+2,131500.0,-12.333333333333334,8.23045267489712,,
İstanbul / Arnavutköy,7+3,90000.0,0.0,0.0,,
İstanbul / Arnavutköy,8+3,200000.0,0.0,0.0,,
İstanbul / Arnavutköy,9+1,85000.0,0.0,0.0,,
İstanbul / Arnavutköy,Stüdyo (1+0),20000.0,0.0,0.0,,
İstanbul / Avcılar,1+1,28500.0,1.7857142857142856,1.7857142857142856,,
İstanbul / Avcılar,2+0,10800.0,0.0,0.0,,
İstanbul / Avcılar,2+1,32000.0,3.225806451612903,3.225806451612903,,
İstanbul / Avcılar,2+2,50000.0,0.0,0.0,,
İstanbul / Avcılar,3+1,48000.0,2.127659574468085,0.0,,
İstanbul / Avcılar,3+2,41000.0,0.0,-8.88888888888889,,
İstanbul / Avcılar,3.5+1,25000.0,0.0,25.0,,
İstanbul / Avcılar,4+1,60500.0,0.0,-3.2,,
İstanbul / Avcılar,4+2,50000.0,0.0,-16.666666666666664,,
İstanbul / Avcılar,5+1,40000.0,0.0,-11.11111111111111,,
İstanbul / Avcılar,5+2,43000.0,0.0,13.157894736842104,,
İstanbul / Avcılar,5.5+1,110000.0,0.0,0.0,,
İstanbul / Avcılar,6+2,180000.0,0.0,0.0,,
İstanbul / Avcılar,Stüdyo (1+0),15250.0,1.6666666666666667,-2.711323763955343,,
İstanbul / Bahçelievler,1+1,35999.5,1.4084705418386174,9.089393939393938,,
İstanbul / Bahçelievler,1.5+1,32500.0,0.0,12.068965517241379,,
İstanbul / Bahçelievler,2+0,7000.0,0.0,0.0,,
İstanbul / Bahçelievler,2+1,40000.0,-4.761904761904762,0.0,,
İstanbul / Bahçelievler,2+2,65000.0,0.0,0.0,,
İstanbul / Bahçelievler,2.5+1,58000.0,0.0,0.0,,
İstanbul / Bahçelievler,3+1,55000.0,0.0,10.0,,
İstanbul / Bahçelievler,3+2,75000.0,0.0,11.940298507462686,,
İstanbul / Bahçelievler,3.5+1,102500.0,0.0,-2.380952380952381,,
İstanbul / Bahçelievler,4+1,100000.0,0.0,5.263157894736842,,
İstanbul / Bahçelievler,4+2,98000.0,0.0,18.429003021148034,,
İstanbul / Bahçelievler,4+3,60000.0,0.0,,,
İstanbul / Bahçelievler,4.5+1,120000.0,0.0,-4.0,,
İstanbul / Bahçelievler,5+1,60000.0,0.0,-17.24137931034483,,
İstanbul / Bahçelievler,5+2,125000.0,0.0,-1.9607843137254901,,
İstanbul / Bahçelievler,6+2,125000.0,0.0,0.0,,
İstanbul / Bahçelievler,Stüdyo (1+0),25500.0,4.081632653061225,2.0,,
İstanbul / Bakırköy,1+1,45000.0,-2.7027027027027026,0.0,,
İstanbul / Bakırköy,1.5+1,60000.0,0.0,0.0,,
İstanbul / Bakırköy,2+1,72500.0,-0.684931506849315,3.571428571428571,,
İstanbul / Bakırköy,2.5+1,155000.0,0.0,0.0,,
İstanbul / Bakırköy,3+1,95000.0,0.0,5.555555555555555,,
İstanbul / Bakırköy,3+2,137500.0,-1.7857142857142856,0.0,,
İstanbul / Bakırköy,3.5+1,87750.0,0.0,3.2352941176470593,,
İstanbul / Bakırköy,4+1,120000.0,-7.6923076923076925,-7.6923076923076925,,
İstanbul / Bakırköy,4+2,195000.0,14.705882352941178,6.8493150684931505,,
İstanbul / Bakırköy,4.5+1,240000.0,0.0,7.865168539325842,,
İstanbul / Bakırköy,4.5+2,210000.0,0.0,0.0,,
İstanbul / Bakırköy,5+1,210000.0,0.0,-4.545454545454546,,
İstanbul / Bakırköy,5+2,137500.0,-1.7857142857142856,-5.172413793103448,,
İstanbul / Bakırköy,5.5+1,480000.0,0.0,0.0,,
İstanbul / Bakırköy,6+1,320000.0,0.0,0.0,,
İstanbul / Bakırköy,6+2,260000.0,0.0,36.84210526315789,,
İstanbul / Bakırköy,7+2,470000.0,0.0,0.0,,
İstanbul / Bakırköy,8+1,90000.0,0.0,0.0,,
İstanbul / Bakırköy,8+2,290000.0,0.0,0.0,,
İstanbul / Bakırköy,9+1,950000.0,0.0,0.0,,
İstanbul / Bakırköy,9+2,600000.0,0.0,0.0,,
İstanbul / Bakırköy,Stüdyo (1+0),14000.0,0.0,0.0,,
İstanbul / Bayrampaşa,1+1,25000.0,0.0,-3.8461538461538463,,
İstanbul / Bayrampaşa,1.5+1,28000.0,0.0,21.73913043478261,,
İstanbul / Bayrampaşa,2+1,32000.0,0.0,0.0,,
İstanbul / Bayrampaşa,2+2,55000.0,0.0,2.803738317757009,,
İstanbul / Bayrampaşa,3+1,56500.0,2.727272727272727,13.0,,
İstanbul / Bayrampaşa,3+2,57500.0,0.0,0.0,,
İstanbul / Bayrampaşa,4+1,67000.0,0.0,-4.285714285714286,,
İstanbul / Bayrampaşa,4+2,55000.0,0.0,1.8518518518518516,,
İstanbul / Bayrampaşa,4+3,10000.0,0.0,,,
İstanbul / Bayrampaşa,5+1,36000.0,0.0,0.0,,
İstanbul / Bayrampaşa,5+2,56000.0,0.0,0.0,,
İstanbul / Bayrampaşa,Stüdyo (1+0),31750.0,-3.787878787878788,-3.787878787878788,,
İstanbul / Bağcılar,1+1,32000.0,0.0,0.0,,
İstanbul / Bağcılar,1.5+1,18000.0,-10.0,-10.0,,
İstanbul / Bağcılar,2+1,33000.0,-2.941176470588235,6.451612903225806,,
İstanbul / Bağcılar,2+2,35000.0,0.0,0.0,,
İstanbul / Bağcılar,2.5+1,39750.0,0.0,0.0,,
İstanbul / Bağcılar,3+1,47000.0,1.0752688172043012,-0.5291005291005291,,
İstanbul / Bağcılar,3+2,50000.0,0.0,-9.090909090909092,,
İstanbul / Bağcılar,3.5+1,57500.0,0.0,4.545454545454546,,
İstanbul / Bağcılar,4+1,70000.0,0.0,-6.666666666666667,,
İstanbul / Bağcılar,4+2,50000.0,-13.043478260869565,,,
İstanbul / Bağcılar,4.5+1,82500.0,17.857142857142858,17.857142857142858,,
İstanbul / Bağcılar,5+1,46000.0,-3.1578947368421053,-3.1578947368421053,,
İstanbul / Bağcılar,6+1,6500.0,0.0,0.0,,
İstanbul / Bağcılar,Stüdyo (1+0),24999.5,0.0,-0.002,,
İstanbul / Başakşehir,1+1,29000.0,0.0,3.571428571428571,,
İstanbul / Başakşehir,1.5+1,50000.0,11.11111111111111,11.11111111111111,,
İstanbul / Başakşehir,10 Üzeri,450000.0,0.0,0.0,,
İstanbul / Başakşehir,2+1,35000.0,0.0,0.0,,
İstanbul / Başakşehir,2+2,16700.0,0.0,-1.183431952662722,,
İstanbul / Başakşehir,2.5+1,65000.0,0.0,-7.142857142857142,,
İstanbul / Başakşehir,3+1,50000.0,0.0,0.0,,
İstanbul / Başakşehir,3+2,35000.0,0.0,0.0,,
İstanbul / Başakşehir,3.5+1,100000.0,0.0,0.0,,
İstanbul / Başakşehir,4+0,8000.0,0.0,0.0,,
İstanbul / Başakşehir,4+1,80000.0,0.0,-5.88235294117647,,
İstanbul / Başakşehir,4+2,100000.0,4.166666666666666,-4.761904761904762,,
İstanbul / Başakşehir,4+3,140000.0,0.0,0.0,,
İstanbul / Başakşehir,4.5+1,85500.0,0.5882352941176471,-2.840909090909091,,
İstanbul / Başakşehir,5+1,115000.0,0.0,-2.127659574468085,,
İstanbul / Başakşehir,5+2,100000.0,0.0,0.0,,
İstanbul / Başakşehir,5+3,115000.0,0.0,0.0,,
İstanbul / Başakşehir,5.5+1,135000.0,0.0,0.0,,
İstanbul / Başakşehir,6+1,90000.0,0.0,0.0,,
İstanbul / Başakşehir,6+2,140000.0,0.0,0.03572704537334762,,
İstanbul / Başakşehir,6+3,110000.0,0.0,0.0,,
İstanbul / Başakşehir,7+2,120000.0,0.0,0.0,,
İstanbul / Başakşehir,8+1,250000.0,0.0,0.0,,
İstanbul / Başakşehir,8+3,370000.0,0.0,0.0,,
İstanbul / Başakşehir,Stüdyo (1+0),18250.0,-6.41025641025641,-36.52173913043478,,
İstanbul / Beylikdüzü,1+1,26500.0,-1.8518518518518516,1.9230769230769231,,
İstanbul / Beylikdüzü,1.5+1,21000.0,-44.0,-16.0,,
İstanbul / Beylikdüzü,10 Üzeri,180000.0,0.0,0.0,,
İstanbul / Beylikdüzü,2+1,35000.0,0.0,2.18978102189781,,
İstanbul / Beylikdüzü,2+2,42500.0,0.0,6.25,,
İstanbul / Beylikdüzü,2.5+1,40000.0,0.0,,,
İstanbul / Beylikdüzü,3+1,45000.0,0.0,4.651162790697675,,
İstanbul / Beylikdüzü,3+2,45000.0,0.0,0.0,,
İstanbul / Beylikdüzü,3.5+1,52500.0,-0.9433962264150944,-0.9433962264150944,,
İstanbul / Beylikdüzü,4+1,60000.0,0.0,5.726872246696035,,
İstanbul / Beylikdüzü,4+2,47750.0,1.0582010582010581,-4.5,,
İstanbul / Beylikdüzü,4.5+1,61000.0,0.0,1.6666666666666667,,
İstanbul / Beylikdüzü,5+1,70000.0,0.0,-15.151515151515152,,
İstanbul / Beylikdüzü,5+2,68500.0,2.2388059701492535,-3.5211267605633805,,
İstanbul / Beylikdüzü,6+1,90000.0,4.651162790697675,5.88235294117647,,
İstanbul / Beylikdüzü,6+2,145000.0,0.0,7.4074074074074066,,
İstanbul / Beylikdüzü,6+3,105000.0,0.0,-4.545454545454546,,
İstanbul / Beylikdüzü,6.5+1,85000.0,0.0,0.0,,
İstanbul / Beylikdüzü,7+1,100000.0,0.0,-9.090909090909092,,
İstanbul / Beylikdüzü,7+2,132500.0,0.0,-1.8518518518518516,,
İstanbul / Beylikdüzü,7+3,215000.0,0.0,0.0,,
İstanbul / Beylikdüzü,8+1,155000.0,0.0,,,
İstanbul / Beylikdüzü,8+2,160000.0,0.0,0.0,,
İstanbul / Beylikdüzü,8+3,140000.0,0.0,0.0,,
İstanbul / Beylikdüzü,Stüdyo (1+0),17000.0,0.0,3.0303030303030303,,
İstanbul / Beyoğlu,1+1,40000.0,0.0,0.0,,
İstanbul / Beyoğlu,1.5+1,30500.0,79.41176470588235,58.44155844155844,,
İstanbul / Beyoğlu,2+0,22000.0,0.0,0.0,,
İstanbul / Beyoğlu,2+1,38000.0,-4.940587867417136,2.7027027027027026,,
İstanbul / Beyoğlu,2+2,32000.0,-11.11111111111111,-20.0,,
İstanbul / Beyoğlu,2.5+1,55000.0,-15.384615384615385,-8.333333333333332,,
İstanbul / Beyoğlu,3+1,70000.0,2.941176470588235,7.6923076923076925,,
İstanbul / Beyoğlu,3+2,61500.0,0.0,0.0,,
İstanbul / Beyoğlu,3.5+1,85000.0,,97.67441860465115,,
İstanbul / Beyoğlu,4+1,102500.0,0.0,-2.2878932316491896,,
İstanbul / Beyoğlu,4+2,520000.0,44.44444444444444,44.44444444444444,,
İstanbul / Beyoğlu,4+3,20000.0,0.0,0.0,,
İstanbul / Beyoğlu,4.5+1,65000.0,0.0,0.0,,
İstanbul / Beyoğlu,5+1,225000.0,0.0,0.0,,
İstanbul / Beyoğlu,5+2,110000.0,0.0,0.0,,
İstanbul / Beyoğlu,Stüdyo (1+0),20000.0,0.0,0.0,,
İstanbul / Beşiktaş,1+1,45000.0,0.0,0.0,,
İstanbul / Beşiktaş,1.5+1,195000.0,0.0,50.0,,
İstanbul / Beşiktaş,10 Üzeri,1700000.0,0.0,0.0,,
İstanbul / Beşiktaş,10+1,340000.0,0.0,0.0,,
İstanbul / Beşiktaş,2+0,35500.0,0.0,0.0,,
İstanbul / Beşiktaş,2+1,60000.0,0.0,-0.8264462809917356,,
İstanbul / Beşiktaş,2+2,130000.0,0.0,4.0,,
İstanbul / Beşiktaş,2.5+1,85000.0,0.0,0.0,,
İstanbul / Beşiktaş,3+0,38000.0,0.0,38.18181818181819,,
İstanbul / Beşiktaş,3+1,85000.0,0.0,0.0,,
İstanbul / Beşiktaş,3+2,88000.0,-8.808290155440414,-8.808290155440414,,
İstanbul / Beşiktaş,3.5+1,292500.0,-2.5,-20.945945945945947,,
İstanbul / Beşiktaş,4+0,275000.0,0.0,0.0,,
İstanbul / Beşiktaş,4+1,230000.0,0.0,3.3707865168539324,,
İstanbul / Beşiktaş,4+2,215000.0,7.5,7.5,,
İstanbul / Beşiktaş,4.5+1,455000.0,0.0,1.1111111111111112,,
İstanbul / Beşiktaş,5+1,250000.0,0.0,-1.9607843137254901,,
İstanbul / Beşiktaş,5+2,390000.0,-13.333333333333334,-13.333333333333334,,
İstanbul / Beşiktaş,5+3,650000.0,0.0,0.0,,
İstanbul / Beşiktaş,5.5+1,93000.0,0.0,0.0,,
İstanbul / Beşiktaş,6+1,575000.0,-10.15625,0.8771929824561403,,
İstanbul / Beşiktaş,6+2,225000.0,0.0,0.0,,
İstanbul / Beşiktaş,7+1,206500.0,0.0,0.0,,
İstanbul / Beşiktaş,7+2,300000.0,0.0,-25.0,,
İstanbul / Beşiktaş,8+1,352500.0,0.0,-4.081632653061225,,
İstanbul / Beşiktaş,Stüdyo (1+0),23000.0,0.0,9.523809523809524,,
İstanbul / Büyükçekmece,1+1,28500.0,1.7857142857142856,1.7857142857142856,,
İstanbul / Büyükçekmece,1.5+1,22500.0,0.0,0.0,,
İstanbul / Büyükçekmece,10 Üzeri,150000.0,0.0,,,
İstanbul / Büyükçekmece,10+2,280000.0,0.0,0.0,,
İstanbul / Büyükçekmece,2+1,31500.0,0.0,-1.5625,,
İstanbul / Büyükçekmece,2+2,39750.0,0.0,,,
İstanbul / Büyükçekmece,2.5+1,37500.0,0.0,0.0,,
İstanbul / Büyükçekmece,3+1,45000.0,0.0,-1.098901098901099,,
İstanbul / Büyükçekmece,3+2,46000.0,-4.166666666666666,-2.127659574468085,,
İstanbul / Büyükçekmece,3.5+1,50000.0,0.0,-44.44444444444444,,
İstanbul / Büyükçekmece,4+1,72000.0,-4.0,-4.0,,
İstanbul / Büyükçekmece,4+2,60450.0,0.0,0.75,,
İstanbul / Büyükçekmece,4+3,65000.0,0.0,0.0,,
İstanbul / Büyükçekmece,4.5+1,82500.0,0.0,0.0,,
İstanbul / Büyükçekmece,5+1,150000.0,0.0,0.0,,
İstanbul / Büyükçekmece,5+2,87500.0,0.0,0.0,,
İstanbul / Büyükçekmece,5+3,167500.0,0.0,52.27272727272727,,
İstanbul / Büyükçekmece,5.5+1,175000.0,0.0,0.0,,
İstanbul / Büyükçekmece,6+1,210000.0,5.0,20.0,,
İstanbul / Büyükçekmece,6+2,130000.0,0.0,-5.797101449275362,,
İstanbul / Büyükçekmece,6+3,75000.0,0.0,15.384615384615385,,
İstanbul / Büyükçekmece,7+1,242500.0,0.0,-3.0,,
İstanbul / Büyükçekmece,7+2,210000.0,0.0,23.52941176470588,,
İstanbul / Büyükçekmece,7+3,155000.0,0.0,0.0,,
İstanbul / Büyükçekmece,8+1,160000.0,0.0,0.0,,
İstanbul / Büyükçekmece,8+2,275000.0,0.0,11.11111111111111,,
İstanbul / Büyükçekmece,8+3,117500.0,0.0,80.76923076923077,,
İstanbul / Büyükçekmece,9+1,240000.0,0.0,0.0,,
İstanbul / Büyükçekmece,9+2,300000.0,0.0,0.0,,
İstanbul / Büyükçekmece,9+5,650000.0,0.0,0.0,,
İstanbul / Büyükçekmece,Stüdyo (1+0),21000.0,5.0,3.7037037037037033,,
İstanbul / Esenler,1+1,16625.0,0.7575757575757576,-2.2058823529411766,,
İstanbul / Esenler,1.5+1,16000.0,0.0,0.0,,
İstanbul / Esenler,2+1,21000.0,-2.3255813953488373,-1.1764705882352942,,
İstanbul / Esenler,3+1,38500.0,4.054054054054054,4.054054054054054,,
