District,Rooms,median_price,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
İstanbul / Arnavutköy,1+1,24000.0,04,0.0,3.225806451612903,0.0,4.3478260869565215
İstanbul / Arnavutköy,1.5+1,20000.0,04,0.0,0.0,-11.11111111111111,-20.0
İstanbul / Arnavutköy,2+0,15250.0,04,0.0,-1.6129032258064515,-1.6129032258064515,8.928571428571429
İstanbul / Arnavutköy,2+1,25000.0,04,0.0,0.0,0.0,4.166666666666666
İstanbul / Arnavutköy,2+2,37000.0,04,0.0,15.625,29.82456140350877,23.333333333333332
İstanbul / Arnavutköy,2.5+1,25000.0,04,0.0,0.0,0.0,38.88888888888889
İstanbul / Arnavutköy,3+1,34500.0,04,0.0,-1.4285714285714286,4.545454545454546,6.976744186046512
İstanbul / Arnavutköy,3+2,37750.0,04,0.0,2.303523035230352,-5.625,2.027027027027027
İstanbul / Arnavutköy,3+3,35000.0,04,-14.634146341463413,-14.634146341463413,-25.53191489361702,
İstanbul / Arnavutköy,3.5+1,55000.0,04,0.0,0.0,19.565217391304348,-1.7857142857142856
İstanbul / Arnavutköy,4+1,45000.0,04,-6.25,-21.73913043478261,-10.0,-6.7357512953367875
İstanbul / Arnavutköy,4+2,45000.0,04,0.0,0.0,12.5,12.5
İstanbul / Arnavutköy,4+3,65000.0,04,0.0,,,
İstanbul / Arnavutköy,4.5+1,60000.0,04,0.0,,,
İstanbul / Arnavutköy,5+1,45000.0,04,0.0,-18.181818181818183,-30.76923076923077,-28.57142857142857
İstanbul / Arnavutköy,5+2,72000.0,04,-40.49586776859504,-57.647058823529406,-4.0,12.5
İstanbul / Arnavutköy,5+3,110000.0,04,0.0,0.0,0.0,
İstanbul / Arnavutköy,6+1,160000.0,04,0.0,0.0,29.03225806451613,0.0
İstanbul / Arnavutköy,6+2,135000.0,04,0.0,-6.896551724137931,-20.588235294117645,-30.76923076923077
İstanbul / Arnavutköy,7+1,210000.0,04,0.0,-23.636363636363637,,
İstanbul / Arnavutköy,Stüdyo (1+0),17000.0,04,0.0,-15.0,-10.526315789473683,-15.0
İstanbul / Avcılar,1+1,30000.0,04,0.0,0.0,4.3478260869565215,5.263157894736842
İstanbul / Avcılar,1.5+1,27000.0,04,0.0,35.0,,145.45454545454547
İstanbul / Avcılar,2+0,12600.0,04,0.0,0.0,-31.147540983606557,-47.5
İstanbul / Avcılar,2+1,37750.0,04,0.6666666666666667,2.027027027027027,6.338028169014084,4.861111111111112
İstanbul / Avcılar,2+2,45000.0,04,0.0,0.0,,
İstanbul / Avcılar,2.5+1,21000.0,04,0.0,,-44.73684210526316,-53.333333333333336
İstanbul / Avcılar,3+0,30000.0,04,0.0,0.0,0.0,0.0
İstanbul / Avcılar,3+1,49000.0,04,-2.0,2.083333333333333,2.083333333333333,0.0
İstanbul / Avcılar,3+2,57500.0,04,-4.166666666666666,0.0,19.791666666666664,33.72093023255814
İstanbul / Avcılar,4+1,67000.0,04,0.0,1.5151515151515151,3.076923076923077,11.666666666666666
İstanbul / Avcılar,4+2,60000.0,04,10.091743119266056,-3.225806451612903,20.0,16.50485436893204
İstanbul / Avcılar,4.5+1,65000.0,04,0.0,0.0,,
İstanbul / Avcılar,5+1,42500.0,04,-1.1627906976744187,-1.1627906976744187,-41.78082191780822,-57.49999999999999
İstanbul / Avcılar,5+2,80000.0,04,0.0,33.33333333333333,-20.0,-49.2063492063492
İstanbul / Avcılar,6+1,137500.0,04,0.0,0.0,0.0,0.0
İstanbul / Avcılar,6+2,190000.0,04,0.0,0.0,0.0,55.10204081632652
İstanbul / Avcılar,Stüdyo (1+0),17000.0,04,-1.4492753623188406,0.0,0.0,7.086614173228346
İstanbul / Bahçelievler,1+1,40000.0,04,0.0,6.666666666666667,8.108108108108109,11.11111111111111
İstanbul / Bahçelievler,1.5+1,54000.0,04,-1.8181818181818181,8.0,8.0,1.8867924528301887
İstanbul / Bahçelievler,2+0,15500.0,04,0.0,-41.509433962264154,0.0,93.75
İstanbul / Bahçelievler,2+1,50000.0,04,0.0,0.0,1.0101010101010102,11.11111111111111
İstanbul / Bahçelievler,2.5+1,45000.0,04,0.0,-10.0,-21.73913043478261,-30.76923076923077
İstanbul / Bahçelievler,3+0,25000.0,04,0.0,0.0,-23.076923076923077,
İstanbul / Bahçelievler,3+1,60000.0,04,0.0,0.0,-7.6923076923076925,-7.6923076923076925
İstanbul / Bahçelievler,3+2,83000.0,04,0.0,-9.289617486338798,-9.289617486338798,-9.289617486338798
İstanbul / Bahçelievler,3.5+1,107500.0,04,-6.521739130434782,-24.295774647887324,102.8301886792453,7.5
İstanbul / Bahçelievler,4+0,11000.0,04,0.0,0.0,,
İstanbul / Bahçelievler,4+1,105000.0,04,-2.3255813953488373,0.0,0.0,2.4390243902439024
İstanbul / Bahçelievler,4+2,90000.0,04,0.0,12.5,5.88235294117647,5.88235294117647
İstanbul / Bahçelievler,4.5+1,125000.0,04,0.0,0.0,-1.9607843137254901,6.382978723404255
İstanbul / Bahçelievler,5+1,105000.0,04,-16.0,110.00000000000001,110.00000000000001,110.00000000000001
İstanbul / Bahçelievler,5+2,150000.0,04,11.11111111111111,25.0,50.0,20.0
