District,Rooms,median_price,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
İstanbul / Arnavutköy,1+1,23500.0,04,0.0,-2.083333333333333,1.0752688172043012,13.253012048192772
İstanbul / Arnavutköy,1.5+1,20000.0,04,0.0,-11.11111111111111,-20.0,-20.0
İstanbul / Arnavutköy,2+0,15500.0,04,0.0,0.0,-12.676056338028168,5.084745762711865
İstanbul / Arnavutköy,2+1,25000.0,04,0.0,0.0,0.0,4.166666666666666
İstanbul / Arnavutköy,2+2,32000.0,04,-11.11111111111111,12.280701754385964,12.280701754385964,20.754716981132077
İstanbul / Arnavutköy,2.5+1,25000.0,04,0.0,0.0,-9.090909090909092,38.88888888888889
İstanbul / Arnavutköy,3+1,34500.0,04,0.7299270072992701,4.545454545454546,2.9850746268656714,7.8125
İstanbul / Arnavutköy,3+2,38450.0,04,0.0,-3.875,-3.875,3.9189189189189193
İstanbul / Arnavutköy,3+3,41000.0,04,0.0,-12.76595744680851,,
İstanbul / Arnavutköy,3.5+1,55000.0,04,0.0,19.565217391304348,-1.7857142857142856,0.0
İstanbul / Arnavutköy,4+1,57500.0,04,16.751269035532996,15.0,18.556701030927837,19.791666666666664
İstanbul / Arnavutköy,4+2,45000.0,04,0.0,12.5,5.88235294117647,13.924050632911392
İstanbul / Arnavutköy,5+1,65000.0,04,18.181818181818183,0.0,-18.75,44.44444444444444
İstanbul / Arnavutköy,5+2,170000.0,04,0.0,126.66666666666666,46.55172413793103,47.82608695652174
İstanbul / Arnavutköy,5+3,110000.0,04,0.0,0.0,,
İstanbul / Arnavutköy,6+1,160000.0,04,0.0,29.03225806451613,39.130434782608695,0.0
İstanbul / Arnavutköy,6+2,170000.0,04,0.0,0.0,-12.82051282051282,15.254237288135593
İstanbul / Arnavutköy,7+1,275000.0,04,0.0,,,
İstanbul / Arnavutköy,9+1,85000.0,04,0.0,0.0,0.0,0.0
