District,Rooms,Price
Merkez,3+1,35.000 TL
Merkez / Vilayet,2+1,15.250 TL
Merkez / Vilayet,3+1,17.000 TL
Pazar,1+1,9.000 TL
Merkez / Vilayet,3+1,30.000 TL
Merkez / Vilayet,2+1,25.000 TL
Ardeşen,4+1,14.000 TL
Merkez / Vilayet,3+1,20.000 TL
Merkez,3+1,25.000 TL
Merkez / Vilayet,2+1,32.000 TL
Merkez / Gündoğdu(Hamidiye),1+1,32.000 TL
Pazar,3+1,20.500 TL
Pazar,1+1,10.000 TL
Fındıklı,3+1,14.000 TL
Merkez / Kazımkarabekir,3+1,25.000 TL
Merkez / Vilayet,2+1,13.000 TL
Merkez,3+1,25.000 TL
Fındıklı,4.5+2,8.000 TL
Pazar / Köyler,3+2,19.000 TL
Merkez / Vilayet,3+1,36.500 TL
Merkez,3+1,20.000 TL
Ardeşen,3+1,15.500 TL
Merkez / Vilayet,3+1,30.000 TL
Merkez,3+1,40.000 TL
Ardeşen,3+1,18.000 TL
Merkez / Kazımkarabekir,1+1,32.000 TL
Merkez / Vilayet,3+1,25.000 TL
Merkez,3+1,23.500 TL
Pazar,4.5+2,23.000 TL
Merkez / Vilayet,3+1,15.000 TL
Merkez / Gündoğdu(Hamidiye),1+1,35.000 TL
Merkez / Vilayet,4+1,70.000 TL
Merkez,3+1,14.000 TL
Merkez / Vilayet,3+1,21.000 TL
Pazar,3+1,18.500 TL
Pazar / Köyler,2+1,30.000 TL
Çayeli,3+1,25.500 TL
Merkez,3+1,15.000 TL
Ardeşen,3+1,20.000 TL
Ardeşen,3+1,22.000 TL
Pazar / Köyler,3+1,23.000 TL
Ardeşen,3+1,16.000 TL
Ardeşen,3+1,19.000 TL
Çayeli,2+1,19.500 TL
Merkez,1+1,30.000 TL
Merkez / Vilayet,3+1,20.500 TL
Merkez / Kazımkarabekir,3+1,29.000 TL
Ardeşen,3+1,17.000 TL
Merkez / Vilayet,3+1,20.000 TL
Fındıklı,3+1,21.000 TL
Pazar / Köyler,3+1,24.500 TL
Merkez / Vilayet,3+1,25.000 TL
Pazar,3+1,20.000 TL
Pazar,1+1,16.000 TL
Merkez / Vilayet,3+1,21.000 TL
Çayeli,2+1,15.000 TL
Merkez,3+1,32.000 TL
Çayeli,3+1,24.000 TL
Merkez / Vilayet,3+1,30.000 TL
Pazar / Köyler,3+1,20.000 TL
Çayeli,3+1,30.000 TL
Ardeşen,2+1,14.000 TL
Merkez / Vilayet,2+1,30.000 TL
Merkez,3+1,20.000 TL
Merkez / Kazımkarabekir,4+2,26.000 TL
Merkez / Vilayet,3+1,25.000 TL
Merkez / Kazımkarabekir,2+1,18.000 TL
Merkez / Kazımkarabekir,3+2,35.000 TL
Merkez,3+1,22.500 TL
Ardeşen,3.5+1,25.000 TL
Merkez / Vilayet,2+1,13.000 TL
Merkez / Vilayet,2+1,12.000 TL
