Date,Overall_Normal_Daily_Inflation,Overall_Weighted_Daily_Inflation,Overall_Normal_Weekly_Inflation,Overall_Weighted_Weekly_Inflation,Genel_Market_Daily_Inflation,Genel_Market_Weekly_Inflation
2026-02-21,,,,,,
2026-02-22,0.0,0.0,,,0.0,
2026-02-23,0.003420583657829725,0.003420583657829725,,,0.003420583657829725,
2026-02-24,-0.00012250651374175032,-0.00012250651374175032,,,-0.00012250651374175032,
2026-02-25,0.0003799237182676726,0.0003799237182676726,0.0026956853270391264,0.0026956853270391264,0.0003799237182676726,0.0026956853270391264
2026-02-26,0.0010281256099734734,0.0010281256099734734,0.003976282777991886,0.003976282777991886,0.0010281256099734734,0.003976282777991886
2026-02-27,0.0005483983771026018,0.0005483983771026018,0.004126757882125264,0.004126757882125264,0.0005483983771026018,0.004126757882125264
2026-02-28,-0.00126216211798306,-0.00126216211798306,0.002564040851670277,0.002564040851670277,-0.00126216211798306,0.002564040851670277
2026-03-01,0.0002572855219647864,0.0002572855219647864,0.0009529544982096965,0.0009529544982096965,0.0002572855219647864,0.0009529544982096965
2026-03-02,0.010771176800901701,0.010771176800901701,0.01108418765253484,0.01108418765253484,0.010771176800901701,0.01108418765253484
2026-03-03,0.001793055818420858,0.001793055818420858,0.01231901226107103,0.01231901226107103,0.001793055818420858,0.01231901226107103
2026-03-04,0.00020117608277458402,0.00020117608277458402,0.01266558775643067,0.01266558775643067,0.00020117608277458402,0.01266558775643067
2026-03-05,0.0013149172162238295,0.0013149172162238295,0.013362665565130261,0.013362665565130261,0.0013149172162238295,0.013362665565130261
2026-03-06,-0.00027772959360984644,-0.00027772959360984644,0.012884562024678643,0.012884562024678643,-0.00027772959360984644,0.012884562024678643
2026-03-07,-0.000449520276180712,-0.000449520276180712,0.013232330189254574,0.013232330189254574,-0.000449520276180712,0.013232330189254574
2026-03-08,0.0,0.0,0.012764951562340917,0.012764951562340917,0.0,0.012764951562340917
2026-03-09,-0.001684433699760792,-0.001684433699760792,-0.000795451777556304,-0.000795451777556304,-0.001684433699760792,-0.000795451777556304
2026-03-10,0.001010167497533486,0.001010167497533486,-0.001659038856744636,-0.001659038856744636,0.001010167497533486,-0.001659038856744636
2026-03-11,-0.0033097698406467277,-0.0033097698406467277,-0.003987800976870521,-0.003987800976870521,-0.0033097698406467277,-0.003987800976870521
2026-03-12,0.0014044834047559744,0.0014044834047559744,-0.005181404545558286,-0.005181404545558286,0.0014044834047559744,-0.005181404545558286
2026-03-13,0.0010284884177298407,0.0010284884177298407,-0.004033679118481427,-0.004033679118481427,0.0010284884177298407,-0.004033679118481427
2026-03-14,-0.0008162421064301773,-0.0008162421064301773,-0.0031412101309991327,-0.0031412101309991327,-0.0008162421064301773,-0.0031412101309991327
2026-03-15,0.0,0.0,-0.0031412101309991327,-0.0031412101309991327,0.0,-0.0031412101309991327
2026-03-16,0.002028064483886506,0.002028064483886506,0.000992990576119192,0.000992990576119192,0.002028064483886506,0.000992990576119192
2026-03-17,0.001471720192766323,0.001471720192766323,0.0007268124692242559,0.0007268124692242559,0.001471720192766323,0.0007268124692242559
2026-03-18,0.00774886023281062,0.00774886023281062,0.013422504886746863,0.013422504886746863,0.00774886023281062,0.013422504886746863
2026-03-19,-0.0015559904740986793,-0.0015559904740986793,0.00993815040508352,0.00993815040508352,-0.0015559904740986793,0.00993815040508352
2026-03-20,0.0,0.0,0.01031088911033548,0.01031088911033548,0.0,0.01031088911033548
2026-03-21,-0.002891869074075931,-0.002891869074075931,0.010588163099400675,0.010588163099400675,-0.002891869074075931,0.010588163099400675
2026-03-22,0.0,0.0,0.010588163099400675,0.010588163099400675,0.0,0.010588163099400675
2026-03-23,0.00976446231110748,0.00976446231110748,0.015593409791080287,0.015593409791080287,0.00976446231110748,0.015593409791080287
2026-03-24,0.0012377614024012404,0.0012377614024012404,0.012882130954602928,0.012882130954602928,0.0012377614024012404,0.012882130954602928
2026-03-25,0.005521588492309125,0.005521588492309125,0.011074812751427451,0.011074812751427451,0.005521588492309125,0.011074812751427451
2026-03-26,0.0003646440675640056,0.0003646440675640056,0.013154076624335442,0.013154076624335442,0.0003646440675640056,0.013154076624335442
2026-03-27,-0.0008645346399191229,-0.0008645346399191229,0.009334677476317565,0.009334677476317565,-0.0008645346399191229,0.009334677476317565
2026-03-28,0.00011933450845592455,0.00011933450845592455,0.009807905406769126,0.009807905406769126,0.00011933450845592455,0.009807905406769126
2026-03-29,0.0,0.0,0.009807905406769126,0.009807905406769126,0.0,0.009807905406769126
2026-03-30,0.0,0.0,0.006369504089085384,0.006369504089085384,0.0,0.006369504089085384
2026-03-31,0.0020804891722574627,0.0020804891722574627,0.006245887693940092,0.006245887693940092,0.0020804891722574627,0.006245887693940092
2026-04-01,-0.001801843601515995,-0.001801843601515995,-0.0011922165587047236,-0.0011922165587047236,-0.001801843601515995,-0.0011922165587047236
2026-04-03,0.0019887706647059395,0.0019887706647059395,0.006686376744476988,0.006686376744476988,0.0019887706647059395,0.006686376744476988
2026-04-04,0.0,0.0,0.0028917949029215657,0.0028917949029215657,0.0,0.0028917949029215657
2026-04-05,0.0,0.0,0.0028917949029215657,0.0028917949029215657,0.0,0.0028917949029215657
2026-04-06,0.0017990123996426085,0.0017990123996426085,0.005169667503503949,0.005169667503503949,0.0017990123996426085,0.005169667503503949
2026-04-07,0.0,0.0,-0.002678650496071875,-0.002678650496071875,0.0,-0.002678650496071875
2026-04-08,-0.0017841906270229682,-0.0017841906270229682,0.0006696480678619738,0.0006696480678619738,-0.0017841906270229682,0.0006696480678619738
2026-04-09,0.0013982822388059761,0.0013982822388059761,0.0019940250003344963,0.0019940250003344963,0.0013982822388059761,0.0019940250003344963
2026-04-10,-0.004344954003254889,-0.004344954003254889,0.0,0.0,-0.004344954003254889,0.0
2026-04-11,-0.003641928044706656,-0.003641928044706656,-0.0022917119447983343,-0.0022917119447983343,-0.003641928044706656,-0.0022917119447983343
2026-04-12,0.0,0.0,-0.0029529799954531363,-0.0029529799954531363,0.0,-0.0029529799954531363
2026-04-13,-0.002502964018804359,-0.002502964018804359,-0.0018810797222127572,-0.0018810797222127572,-0.002502964018804359,-0.0018810797222127572
2026-04-14,0.0,0.0,-0.0039369749357433224,-0.0039369749357433224,0.0,-0.0039369749357433224
2026-04-15,-0.0032333856962683967,-0.0032333856962683967,-0.00252278027444223,-0.00252278027444223,-0.0032333856962683967,-0.00252278027444223
2026-04-16,0.0010571219490453168,0.0010571219490453168,-0.0039053270841715344,-0.0039053270841715344,0.0010571219490453168,-0.0039053270841715344
2026-04-17,0.00817554007431451,0.00817554007431451,0.004513055295957247,0.004513055295957247,0.00817554007431451,0.004513055295957247
2026-04-18,-0.0011704044062505806,-0.0011704044062505806,0.0011044695722666577,0.0011044695722666577,-0.0011704044062505806,0.0011044695722666577
2026-04-19,0.0,0.0,0.0045415497648901544,0.0045415497648901544,0.0,0.0045415497648901544
2026-04-20,0.0009461454819897297,0.0009461454819897297,0.006006135210793829,0.006006135210793829,0.0009461454819897297,0.006006135210793829
2026-04-21,-0.000504399303992063,-0.000504399303992063,0.008322360562497692,0.008322360562497692,-0.000504399303992063,0.008322360562497692
2026-04-22,0.0,0.0,0.00866844507597917,0.00866844507597917,0.0,0.00866844507597917
2026-04-23,0.001873260857543068,0.001873260857543068,0.012226488121353279,0.012226488121353279,0.001873260857543068,0.012226488121353279
2026-04-24,0.0,0.0,0.0030001520669519577,0.0030001520669519577,0.0,0.0030001520669519577
2026-04-25,0.0009499228256477153,0.0009499228256477153,0.0030914005506670786,0.0030914005506670786,0.0009499228256477153,0.0030914005506670786
2026-04-26,0.0,0.0,0.0030914005506670786,0.0030914005506670786,0.0,0.0030914005506670786
2026-04-27,-0.0007417690000257482,-0.0007417690000257482,0.0003666625806284262,0.0003666625806284262,-0.0007417690000257482,0.0003666625806284262
2026-04-28,0.0007312649588030784,0.0007312649588030784,0.0021107559797077153,0.0021107559797077153,0.0007312649588030784,0.0021107559797077153
2026-04-29,0.0,0.0,0.0021107559797077153,0.0021107559797077153,0.0,0.0021107559797077153
2026-05-01,-0.00037791079293556624,-0.00037791079293556624,0.0017509224941550695,0.0017509224941550695,-0.00037791079293556624,0.0017509224941550695
2026-05-02,0.002724906496146487,0.002724906496146487,0.00400438982117968,0.00400438982117968,0.002724906496146487,0.00400438982117968
2026-05-03,0.0,0.0,0.00400438982117968,0.00400438982117968,0.0,0.00400438982117968
2026-05-04,-0.0005834552462766849,-0.0005834552462766849,0.003804134531054099,0.003804134531054099,-0.0005834552462766849,0.003804134531054099
2026-05-05,-0.0013595848805878523,-0.0013595848805878523,0.002159896770154315,0.002159896770154315,-0.0013595848805878523,0.002159896770154315
2026-05-07,6.209436056498013e-05,6.209436056498013e-05,0.001819757272063254,0.001819757272063254,6.209436056498013e-05,0.001819757272063254
2026-05-08,0.0,0.0,0.0025004766229868827,0.0025004766229868827,0.0,0.0025004766229868827
2026-05-10,-0.0001439414697830551,-0.0001439414697830551,-0.002157348885489263,-0.002157348885489263,-0.0001439414697830551,-0.002157348885489263
2026-05-11,0.0,0.0,-0.0007548876968459087,-0.0007548876968459087,0.0,-0.0007548876968459087
2026-05-13,-0.005680739258566133,-0.005680739258566133,-0.005493144663926085,-0.005493144663926085,-0.005680739258566133,-0.005493144663926085
2026-05-14,0.0,0.0,-0.004060291815802145,-0.004060291815802145,0.0,-0.004060291815802145
