product_id,name,current_price,regular_price,is_discounted,discount_pct,category,product_url,image_url,in_stock,scrape_date,scrape_timestamp
aptamil-4-bebek-sutu-akilli-kutu-800-gr,Aptamil 4 Bebek Sütü Akıllı Kutu 800 gr,288.6,,False,,Atıştırmalık,https://www.happycenter.com.tr/aptamil-4-bebek-sutu-akilli-kutu-800-gr,https://static.happycenter.com.tr/Uploads/kg-mama-numil-tma-122-37683-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
aptamil-5-bebek-sutu-akilli-kutu-800-gr,Aptamil 5 Bebek Sütü Akıllı Kutu 800 gr,288.6,,False,,Atıştırmalık,https://www.happycenter.com.tr/aptamil-5-bebek-sutu-akilli-kutu-800-gr,https://static.happycenter.com.tr/Uploads/kg-mama-numil-tma-123-5B464-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Numil_200_Ml_Aptamil_Junior_Sut,Aptamil Junior Çocuk Sütü 200 ml,9.4,,False,,Atıştırmalık,https://www.happycenter.com.tr/Numil_200_Ml_Aptamil_Junior_Sut,https://static.happycenter.com.tr/Uploads/aptamil-junior-cocuk-sutu-200-ml-12214-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
aptamil-prosyneo-1-400-gr,Aptamil Prosyneo 1 400 Gr,49.85,,False,,Atıştırmalık,https://www.happycenter.com.tr/aptamil-prosyneo-1-400-gr,https://static.happycenter.com.tr/Uploads/screenshot-22-95F19-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
aptamil-prosyneo-3-400-gr,Aptamil Prosyneo 3 400 Gr,49.85,,False,,Atıştırmalık,https://www.happycenter.com.tr/aptamil-prosyneo-3-400-gr,https://static.happycenter.com.tr/Uploads/screenshot-23-D3CD6-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
bebeto-barbie-mini-gumball-machine-30-gr,BEBETO BARBIE MINI GUMBALL MACHINE 30 GR,19.9,,False,,Atıştırmalık,https://www.happycenter.com.tr/bebeto-barbie-mini-gumball-machine-30-gr,https://static.happycenter.com.tr/Uploads/barbie-83E5D-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
bebeto-l-fruits-yd-80-gr,BEBETO L.FRUITS YD 80 GR,122.1,,False,,Atıştırmalık,https://www.happycenter.com.tr/bebeto-l-fruits-yd-80-gr,https://static.happycenter.com.tr/Uploads/lovely-CD206-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
bebeto-metre-mix-sari-d-25-gr,BEBETO METRE MIX  SARI D 25 GR,60.95,,False,,Atıştırmalık,https://www.happycenter.com.tr/bebeto-metre-mix-sari-d-25-gr,https://static.happycenter.com.tr/Uploads/extra-8247F-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
bebeto-metre-mix-yesil-d-25-gr,BEBETO METRE MIX  YESIL D 25 GR,104.25,,False,,Atıştırmalık,https://www.happycenter.com.tr/bebeto-metre-mix-yesil-d-25-gr,https://static.happycenter.com.tr/Uploads/kg-atis-kerva-skz-031-5DBB0-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
bebeto-oily-j-mix-yd-80-gr,BEBETO OILY J.MIX YD 80 GR,46.55,,False,,Atıştırmalık,https://www.happycenter.com.tr/bebeto-oily-j-mix-yd-80-gr,https://static.happycenter.com.tr/Uploads/mix-7CF88-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Bagdat_Salep_Hazir_100_Gr,Bağdat Salep 100 Gr,24.4,,False,,Atıştırmalık,https://www.happycenter.com.tr/Bagdat_Salep_Hazir_100_Gr,https://static.happycenter.com.tr/Uploads/8690560090287-70E4F-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Numil_125_Gr_Kav__Bebelac_Elma_Armut,Bebelac Elma Armut Püresi 125 gr,219.75,,False,,Atıştırmalık,https://www.happycenter.com.tr/Numil_125_Gr_Kav__Bebelac_Elma_Armut,https://static.happycenter.com.tr/Uploads/bebelac-elma-armut-puresi-125-gr-12203-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Numil_125_Gr_Kav__Bebelac_Havuc_Elma_Puresi,Bebelac Havuç Elma Püresi 125 gr,219.75,,False,,Atıştırmalık,https://www.happycenter.com.tr/Numil_125_Gr_Kav__Bebelac_Havuc_Elma_Puresi,https://static.happycenter.com.tr/Uploads/bebelac-havuc-elma-puresi-125-gr-12189-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Numil_125_Gr_Kav__Bebelac_Sutlac,Bebelac Sütlaç Kavanoz Maması 125 gr,55.5,,False,,Atıştırmalık,https://www.happycenter.com.tr/Numil_125_Gr_Kav__Bebelac_Sutlac,https://static.happycenter.com.tr/Uploads/8699745006167-21F1E-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Numil_125_Gr_Kav__Bebelac_Seftali_Elma_Puresi,Bebelac Şeftali Elma Püresi 125 gr,55.5,,False,,Atıştırmalık,https://www.happycenter.com.tr/Numil_125_Gr_Kav__Bebelac_Seftali_Elma_Puresi,https://static.happycenter.com.tr/Uploads/bebelac-seftali-elma-puresi-125-gr-12193-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Bebeto_75_Gr_Double_Joy_Cilek-vanilya,Bebeto 75 Gr Double Joy Cilek-Vanilya,33.2,,False,,Atıştırmalık,https://www.happycenter.com.tr/Bebeto_75_Gr_Double_Joy_Cilek-vanilya,https://static.happycenter.com.tr/Uploads/kg-atis-kerva-skr-031-F4565-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Bebeto_75_Gr_Super_Belt,Bebeto 75 Gr Super Belt,33.2,,False,,Atıştırmalık,https://www.happycenter.com.tr/Bebeto_75_Gr_Super_Belt,https://static.happycenter.com.tr/Uploads/kg-atis-kerva-skr-030-24164-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Bebeto_75_Gr_Wacky_Sticks_Cilek-vanilya,Bebeto 75 Gr Wacky Sticks Cilek-Vanilya,33.2,,False,,Atıştırmalık,https://www.happycenter.com.tr/Bebeto_75_Gr_Wacky_Sticks_Cilek-vanilya,https://static.happycenter.com.tr/Uploads/kg-atis-kerva-skr-029-8D445-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Bebeto_70_Gr_Ayicik,Bebeto Ayıcık 80gr,33.2,,False,,Atıştırmalık,https://www.happycenter.com.tr/Bebeto_70_Gr_Ayicik,https://static.happycenter.com.tr/Uploads/kg-atis-kerva-skr-018-4FF97-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
r-bebeto-coolbeans-sour-60-gr,Bebeto Berrıes gd70 GR,38.3,,False,,Atıştırmalık,https://www.happycenter.com.tr/r-bebeto-coolbeans-sour-60-gr,https://static.happycenter.com.tr/Uploads/kg-atis-kerva-skr-044-1805C-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Bebeto_70_Gr_Cola,Bebeto Cola 70gr,33.2,,False,,Atıştırmalık,https://www.happycenter.com.tr/Bebeto_70_Gr_Cola,https://static.happycenter.com.tr/Uploads/kg-atis-kerva-skr-020-5A027-95x95.jpg,True,2026-03-06,2026-03-06T21:52:11.616082
Bebeto_Cosby_Box_Oyuncakli_Sakiz,"Bebeto Cosby Box Oyuncaklı Sakız 5,6 gr",33.2,,False,,Atıştırmalık,https://www.happycenter.com.tr/Bebeto_Cosby_Box_Oyuncakli_Sakiz,https://static.happycenter.com.tr/Uploads/kg-atis-kerva-skz-010-13879-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
bebeto-cosby-fun-barbie20-gr,Bebeto Cosby Fun Barbie20 GR,77.55,,False,,Atıştırmalık,https://www.happycenter.com.tr/bebeto-cosby-fun-barbie20-gr,https://static.happycenter.com.tr/Uploads/20-FEF95-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
bebeto-cosby-fun-hotweels20-gr,Bebeto Cosby Fun Hotweels20 GR,70.95,,False,,Atıştırmalık,https://www.happycenter.com.tr/bebeto-cosby-fun-hotweels20-gr,https://static.happycenter.com.tr/Uploads/hot-17C0E-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
bebeto-fizzy-yumusak-seker-75-gr,Bebeto Fizzy Yumuşak Şeker 75 gr,39.9,,False,,Atıştırmalık,https://www.happycenter.com.tr/bebeto-fizzy-yumusak-seker-75-gr,https://static.happycenter.com.tr/Uploads/8690146145301-CDAEC-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
bebeto-laces-yumusak-seker-75-gr,Bebeto Laces Yumuşak Şeker 75 gr,38.3,,False,,Atıştırmalık,https://www.happycenter.com.tr/bebeto-laces-yumusak-seker-75-gr,https://static.happycenter.com.tr/Uploads/kg-atis-kerva-skr-042-78740-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Bebeto_Bingbong_Metre_Sakiz_Cilek,Bebeto Metre Sakız - Çilek - Elma,33.2,,False,,Atıştırmalık,https://www.happycenter.com.tr/Bebeto_Bingbong_Metre_Sakiz_Cilek,https://static.happycenter.com.tr/Uploads/kg-atis-kerva-skz-005-74B32-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Bebeto_70_Gr_Ice_Cream,Bebeto İce Cream 80gr,33.2,,False,,Atıştırmalık,https://www.happycenter.com.tr/Bebeto_70_Gr_Ice_Cream,https://static.happycenter.com.tr/Uploads/kg-atis-kerva-skr-023-57223-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Bebeto_70_Gr_Seftali,Bebeto Şeftali 80gr,24.4,,False,,Atıştırmalık,https://www.happycenter.com.tr/Bebeto_70_Gr_Seftali,https://static.happycenter.com.tr/Uploads/8690146658412-F428E-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
beyoglu-dubai-cikolatasi-200-gr,Beyoğlu Dubai Çikolatası 200 Gr,133.1,,False,,Atıştırmalık,https://www.happycenter.com.tr/beyoglu-dubai-cikolatasi-200-gr,https://static.happycenter.com.tr/Uploads/dubaco-1C954-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
beyoglu-dubai-cikolatasi-35-gr,Beyoğlu Dubai Çikolatası 35 Gr,133.1,,False,,Atıştırmalık,https://www.happycenter.com.tr/beyoglu-dubai-cikolatasi-35-gr,https://static.happycenter.com.tr/Uploads/dubai-35-3A676-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
big-babol-fant-world-eksi-meyve-aromali-sakiz90-gr,Big Babol Fant.World Ekşi Meyve Aromalı Sakız90 GR,19.9,,False,,Atıştırmalık,https://www.happycenter.com.tr/big-babol-fant-world-eksi-meyve-aromali-sakiz90-gr,https://static.happycenter.com.tr/Uploads/babol-58577-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Perfetti_Bigbabol_Box_K_meyve,Bigbabol Box Meyveli Sakız 40 GR,33.2,,False,,Atıştırmalık,https://www.happycenter.com.tr/Perfetti_Bigbabol_Box_K_meyve,https://static.happycenter.com.tr/Uploads/big-babol-box-meyveli-sakiz-11120-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
bilgecan-kuru-incir-250-gr,Bilgecan Kuru İncir 250 gr,113.2,,False,,Atıştırmalık,https://www.happycenter.com.tr/bilgecan-kuru-incir-250-gr,https://static.happycenter.com.tr/Uploads/kg-atis-bilge-kry-001-4D8D2-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
black-pearl-guatamala-filtre-kahve-250-gr,Black Pearl Guatamala Fıltre Kahve 250 Gr,288.6,,False,,Atıştırmalık,https://www.happycenter.com.tr/black-pearl-guatamala-filtre-kahve-250-gr,https://static.happycenter.com.tr/Uploads/kg-sice-black-tkh-003-7A435-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
"bounty-crispy-rolls-22,5-gr","Bounty Crispy Rolls 22,5 Gr",19.9,,False,,Atıştırmalık,"https://www.happycenter.com.tr/bounty-crispy-rolls-22,5-gr",https://static.happycenter.com.tr/Uploads/bounty-BBE1A-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Bounty_Kp__57_Gr_Hindistan_Cevizli_Bar_Cikolata,Bounty Hindistan Cevizli Bar Çikolata 57 gr,61.05,,False,,Atıştırmalık,https://www.happycenter.com.tr/Bounty_Kp__57_Gr_Hindistan_Cevizli_Bar_Cikolata,https://static.happycenter.com.tr/Uploads/bounty-hindistan-cevizli-bar-cikolata-57-gr-10993-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Ulker_966_9_Cafe_Crown_Mocha_Beyaz_Cik__20_Gr,Cafe Crown  Beyaz Çikolatalı Mocha Kahve 17 Gr,289.15,,False,,Atıştırmalık,https://www.happycenter.com.tr/Ulker_966_9_Cafe_Crown_Mocha_Beyaz_Cik__20_Gr,https://static.happycenter.com.tr/Uploads/kg-sice-ulker-3in-021-72E53-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Ulker_965_1_Cafe_Crown_Latte_Karamel_17_Gr,Cafe Crown  Karamel Latte Kahve 17 Gr,219.75,,False,,Atıştırmalık,https://www.happycenter.com.tr/Ulker_965_1_Cafe_Crown_Latte_Karamel_17_Gr,https://static.happycenter.com.tr/Uploads/cafe-crown-latte-karamel-aromali-17-gr-24060-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Ulker_1976_1_Cafe_Crown_2_In_1_Sade_8li,Cafe Crown 10 Lu 2 Si 1 Arada Kahve 110 Gr,24.4,,False,,Atıştırmalık,https://www.happycenter.com.tr/Ulker_1976_1_Cafe_Crown_2_In_1_Sade_8li,https://static.happycenter.com.tr/Uploads/8690504097051-3DEEF-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Ulker_991_7_Cafe_Crown_Findkli_8li_104_Gr,Cafe Crown 10 Lu 3 Ü 1 Arada Fındıklı Kahve 180 Gr,33.2,,False,,Atıştırmalık,https://www.happycenter.com.tr/Ulker_991_7_Cafe_Crown_Findkli_8li_104_Gr,https://static.happycenter.com.tr/Uploads/cafe-crown-3-u-1-arada-findik-aromali-8-li-24058-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Ulker_991_6_Cafe_Crown_Sade_8li_104_Gr,Cafe Crown 10 Lu 3 Ü 1 Arada Kahve 175 Gr,93.8,,False,,Atıştırmalık,https://www.happycenter.com.tr/Ulker_991_6_Cafe_Crown_Sade_8li_104_Gr,https://static.happycenter.com.tr/Uploads/cafe-crown-3-u-1-arada-sade-8-li-24057-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Ulker_957_9_Cafe_Crown_Latte_8li,Cafe Crown 10 Lu Latte Kahve 170 Gr,144.2,,False,,Atıştırmalık,https://www.happycenter.com.tr/Ulker_957_9_Cafe_Crown_Latte_8li,https://static.happycenter.com.tr/Uploads/cafe-crown-latte-kahve-8-li-28571-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Ulker_965_8_Cafe_Crown_Latte_Ice_16_Gr,Cafe Crown Choco Latte Kahve 17 Gr,24.4,,False,,Atıştırmalık,https://www.happycenter.com.tr/Ulker_965_8_Cafe_Crown_Latte_Ice_16_Gr,https://static.happycenter.com.tr/Uploads/cafe-crown-ice-latte-16-gr-30270-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Ulker_955_6_Cafe_Crown_Latte_Kahve,Cafe Crown Latte Kahve 17 gr,9.4,,False,,Atıştırmalık,https://www.happycenter.com.tr/Ulker_955_6_Cafe_Crown_Latte_Kahve,https://static.happycenter.com.tr/Uploads/cafe-crown-latte-17-gr-14153-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Ulker_4632-1_Icim_Salep_Tekli,Cafe Crown Salep 15 Gr,108.2,,False,,Atıştırmalık,https://www.happycenter.com.tr/Ulker_4632-1_Icim_Salep_Tekli,https://static.happycenter.com.tr/Uploads/cafe-crown-sutlu-salep-185-gr-14173-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Ulker_955_3_Cafe_Crown_Sicak_Cikolata,Cafe Crown Sıcak Çikolata 18.5 Gr,30.5,,False,,Atıştırmalık,https://www.happycenter.com.tr/Ulker_955_3_Cafe_Crown_Sicak_Cikolata,https://static.happycenter.com.tr/Uploads/cafe-crown-sicak-cikolata-23-gr-14152-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Ulker_990_9_Cafe_Crown_2_Si_1_Arada_12_Gr,Cafe Crown Tekli 2 Si 1 Arada Kahve 11 Gr,77.7,,False,,Atıştırmalık,https://www.happycenter.com.tr/Ulker_990_9_Cafe_Crown_2_Si_1_Arada_12_Gr,https://static.happycenter.com.tr/Uploads/cafe-crown-2si-1-arada-sade-12-gr-14154-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Ulker_989_9_Cafe_Crown_3_In_1_Find_arom_13_Gr,Cafe Crown Tekli 3 Ü 1 Arada Fındıklı Kahve 18 Gr,77.7,,False,,Atıştırmalık,https://www.happycenter.com.tr/Ulker_989_9_Cafe_Crown_3_In_1_Find_arom_13_Gr,https://static.happycenter.com.tr/Uploads/kg-sice-ulker-3in-010-8595E-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Ulker_986_9_Cafe_Crown_3_In_1_13_Gr,Cafe Crown Tekli 3 Ü 1 Arada Kahve 17.5 Gr,77.7,,False,,Atıştırmalık,https://www.happycenter.com.tr/Ulker_986_9_Cafe_Crown_3_In_1_13_Gr,https://static.happycenter.com.tr/Uploads/cafe-crown-3u-1-arada-sade-13-gr-14156-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
chipsm--baharat-kinoali-misir-cips-70-gr,Chipsm  Baharat Kinoalı Mısır Cips 70 Gr,35.45,,False,,Atıştırmalık,https://www.happycenter.com.tr/chipsm--baharat-kinoali-misir-cips-70-gr,https://static.happycenter.com.tr/Uploads/8683181332959-A9DA1-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
chipsm--deniz-tuzlu-princ-cips-65-gr,Chipsm  Deniz Tuzlu Prinç Cips 65 Gr,35.45,,False,,Atıştırmalık,https://www.happycenter.com.tr/chipsm--deniz-tuzlu-princ-cips-65-gr,https://static.happycenter.com.tr/Uploads/8683181332997-FBA5B-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
chipsm--mevsim-yesillik-yogurt-misir-cips-70-gr,Chipsm  Mevsim Yeşillik Yoğurt Mısır Cips 70 Gr,35.45,,False,,Atıştırmalık,https://www.happycenter.com.tr/chipsm--mevsim-yesillik-yogurt-misir-cips-70-gr,https://static.happycenter.com.tr/Uploads/8683181332966-B676A-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
chipsm--sut-misir-sos-cips-70-gr,Chipsm  Süt Mısır Sos Cips 70 Gr,35.45,,False,,Atıştırmalık,https://www.happycenter.com.tr/chipsm--sut-misir-sos-cips-70-gr,https://static.happycenter.com.tr/Uploads/8683181332973-D783F-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
chipsm--zeytin-sumak-princ-cips-65-gr,Chipsm  Zeytin Sumak Prinç Cips 65 Gr,35.45,,False,,Atıştırmalık,https://www.happycenter.com.tr/chipsm--zeytin-sumak-princ-cips-65-gr,https://static.happycenter.com.tr/Uploads/8683181332980-FE3DE-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Perfetti_30_Gr_Chupa_Chups_Lolipop_Trio,Chupa Chups Lolipop Trio 29 gr,144.2,,False,,Atıştırmalık,https://www.happycenter.com.tr/Perfetti_30_Gr_Chupa_Chups_Lolipop_Trio,https://static.happycenter.com.tr/Uploads/chupa-chups-lolipop-trio-30-gr-11105-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
ihr-chupa-chups-melody-pops-6-x-48,Chupa Chups Melody Pops Cilek 15 gr,195.35,,False,,Atıştırmalık,https://www.happycenter.com.tr/ihr-chupa-chups-melody-pops-6-x-48,https://static.happycenter.com.tr/Uploads/kg-atis-perfe-skr-021-E98A4-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Cipso_123_Gr_Ketcap_Super,Cipso Ketçap Süper 104 Gr,61.05,,False,,Atıştırmalık,https://www.happycenter.com.tr/Cipso_123_Gr_Ketcap_Super,https://static.happycenter.com.tr/Uploads/cipso-ketcap-aromali-aile-boyu-123-gr-10876-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Cipso_123_Gr_Tirtikli_Sade_Super,Cipso Original Süper 104 Gr,61.05,,False,,Atıştırmalık,https://www.happycenter.com.tr/Cipso_123_Gr_Tirtikli_Sade_Super,https://static.happycenter.com.tr/Uploads/cipso-tirtikli-sade-aile-boyu-129-gr-10875-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
cipso-tirtikli--yogurt-parti-160-gr,Cipso Tırtıklı  Yoğurt Parti 160 Gr,195.25,,False,,Atıştırmalık,https://www.happycenter.com.tr/cipso-tirtikli--yogurt-parti-160-gr,https://static.happycenter.com.tr/Uploads/8681506021229-A2D28-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
cipso-171-gr-tirtikli-ketcap-party,Cipso Tırtıklı Ketçap Parti 160 Gr,127.65,,False,,Atıştırmalık,https://www.happycenter.com.tr/cipso-171-gr-tirtikli-ketcap-party,https://static.happycenter.com.tr/Uploads/8681506001344-36DB6-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
cipso-180-gr-tirtikli-orginal-party,Cipso Tırtıklı Orginal Parti 160 Gr,127.65,,False,,Atıştırmalık,https://www.happycenter.com.tr/cipso-180-gr-tirtikli-orginal-party,https://static.happycenter.com.tr/Uploads/8681506001320-FC0DF-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
cipso-tirtikli-peynir-sogan--parti-160-gr,Cipso Tırtıklı Peynir Soğan  Parti 160 Gr,195.25,,False,,Atıştırmalık,https://www.happycenter.com.tr/cipso-tirtikli-peynir-sogan--parti-160-gr,https://static.happycenter.com.tr/Uploads/8681506021526-EF463-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
cipso-tirtikli-peynir-sogan-super-104-gr,Cipso Tırtıklı Peynır Soğan Süper 104 Gr,195.25,,False,,Atıştırmalık,https://www.happycenter.com.tr/cipso-tirtikli-peynir-sogan-super-104-gr,https://static.happycenter.com.tr/Uploads/8681506020017-5C332-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
cipso-tirtikli-truf-mantar-super-104-gr,Cipso Tırtıklı Trüf Mantar Süper 104 Gr,195.25,,False,,Atıştırmalık,https://www.happycenter.com.tr/cipso-tirtikli-truf-mantar-super-104-gr,https://static.happycenter.com.tr/Uploads/8681506020925-3B1FC-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
Chips_Master_2x100_Gr_Incecik_Klasik_2_Li,Cipso İnce Klasik Parti 160 Gr,33.2,,False,,Atıştırmalık,https://www.happycenter.com.tr/Chips_Master_2x100_Gr_Incecik_Klasik_2_Li,https://static.happycenter.com.tr/Uploads/kg-atis-kraft-cps-057-758A2-95x95.png,True,2026-03-06,2026-03-06T21:52:11.616082
