District,Rooms,Price
Atakum / Merkez,1+1,11.000 TL
Atakum / Atakent,1+1,10.000 TL
Atakum / Kurupelit,1+1,1.700 TL
Atakum,1+1,11.000 TL
Tekkeköy,3+1,11.500 TL
İlkadım / Gazi,2+1,10.500 TL
İlkadım / Cedit,2+1,11.000 TL
Atakum / Kurupelit,1+1,10.500 TL
Atakum / Kurupelit,1+1,9.500 TL
Bafra / Merkez,2+1,10.000 TL
İlkadım / Gazi,2+1,11.000 TL
İlkadım / Kökçüoğlu,2+1,10.000 TL
Atakum,2+1,5.900 TL
Atakum / Altınkum,Stüdyo (1+0),2.500 TL
Atakum / Köyler,1+1,10.000 TL
Atakum,1+1,11.500 TL
Bafra / Bahçeler,3+1,10.000 TL
Bafra / Çarşı,2+1,9.000 TL
İlkadım / Kökçüoğlu,2+0,7.500 TL
Atakum / Köyler,1+1,10.000 TL
Tekkeköy,3+1,11.000 TL
Atakum / Kurupelit,1+1,11.000 TL
Terme,3+1,8.750 TL
İlkadım / Cedit,1+1,2.500 TL
Atakum,1+1,11.000 TL
Atakum / Köyler,1+1,11.000 TL
Atakum / Kurupelit,1+1,9.500 TL
Kavak,1+1,10.000 TL
İlkadım / Cedit,2+1,10.000 TL
Bafra / Bahçeler,2+1,11.000 TL
Atakum / Kurupelit,1+1,9.800 TL
Atakum / Köyler,1+1,10.750 TL
Atakum,1+1,10.500 TL
Bafra / Bahçeler,2+1,10.000 TL
Atakum / Atakent,1+1,11.500 TL
Atakum / Kurupelit,1+1,11.000 TL
Atakum / Kurupelit,1+1,10.000 TL
İlkadım / 19 Mayıs,Stüdyo (1+0),9.500 TL
Atakum / Köyler,1+1,10.500 TL
Atakum,2+1,11.500 TL
Bafra / Çarşı,3+1,10.000 TL
İlkadım / 19 Mayıs,1+1,11.000 TL
Atakum / Kurupelit,1+1,8.250 TL
Atakum,1+1,11.500 TL
Atakum / Kurupelit,1+1,11.000 TL
Atakum / Kurupelit,1+1,11.000 TL
Atakum / Kurupelit,1+1,9.000 TL
Atakum / Köyler,1+1,9.000 TL
Canik,2+1,7.500 TL
İlkadım / Gazi,2+1,7.500 TL
İlkadım / İstasyon,2+1,11.500 TL
İlkadım / Hastanebaşı,3+1,10.000 TL
Atakum / Köyler,1+1,10.000 TL
Bafra / Merkez,2+1,7.000 TL
Bafra / Bahçeler,2+1,8.250 TL
Atakum / Köyler,1+1,10.500 TL
İlkadım / Rasathane,2+1,9.000 TL
Atakum / Atakent,2+1,2.500 TL
