Date,Overall_Normal_Daily_Inflation,Overall_Weighted_Daily_Inflation,Overall_Normal_Weekly_Inflation,Overall_Weighted_Weekly_Inflation,Genel_Market_Daily_Inflation,Genel_Market_Weekly_Inflation
2026-02-24,,,,,,
2026-02-25,0.0,0.0,,,0.0,
2026-02-26,0.0,0.0,,,0.0,
2026-02-27,6.738885247226101e-05,6.738885247226101e-05,,,6.738885247226101e-05,
2026-02-28,0.0,0.0,,,0.0,
2026-03-01,0.007588128466943678,0.007588128466943678,,,0.007588128466943678,
2026-03-02,0.0,0.0,,,0.0,
2026-03-03,0.0,0.0,0.007656028674685622,0.007656028674685622,0.0,0.007656028674685622
2026-03-04,0.0,0.0,0.007656028674685622,0.007656028674685622,0.0,0.007656028674685622
2026-03-05,-0.000503451456163817,-0.000503451456163817,0.0071487227797371045,0.0071487227797371045,-0.000503451456163817,0.0071487227797371045
2026-03-06,-0.0035828054119263486,-0.0035828054119263486,0.003472682012619188,0.003472682012619188,-0.0035828054119263486,0.003472682012619188
2026-03-08,-0.00047830798604453495,-0.00047830798604453495,0.00299271301503512,0.00299271301503512,-0.00047830798604453495,0.00299271301503512
2026-03-09,0.0,0.0,-0.004560807458996785,-0.004560807458996785,0.0,-0.004560807458996785
2026-03-10,0.0,0.0,-0.004560807458996785,-0.004560807458996785,0.0,-0.004560807458996785
2026-03-11,0.0,0.0,-0.004560807458996785,-0.004560807458996785,0.0,-0.004560807458996785
2026-03-12,0.0,0.0,-0.004560807458996785,-0.004560807458996785,0.0,-0.004560807458996785
2026-03-13,0.0,0.0,-0.004059399713529865,-0.004059399713529865,0.0,-0.004059399713529865
2026-03-14,0.0,0.0,-0.00047830798604453495,-0.00047830798604453495,0.0,-0.00047830798604453495
2026-03-15,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-16,-0.005979386899857442,-0.005979386899857442,-0.005979386899857442,-0.005979386899857442,-0.005979386899857442,-0.005979386899857442
2026-03-18,-0.3793958715326624,-0.3793958715326624,-0.3831067037284174,-0.3831067037284174,-0.3793958715326624,-0.3831067037284174
2026-03-19,0.0,0.0,-0.3831067037284174,-0.3831067037284174,0.0,-0.3831067037284174
2026-03-20,0.0,0.0,-0.3831067037284174,-0.3831067037284174,0.0,-0.3831067037284174
2026-03-21,-0.00999272999445755,-0.00999272999445755,-0.3892711518734502,-0.3892711518734502,-0.00999272999445755,-0.3892711518734502
2026-03-22,-0.15276526239355204,-0.15276526239355204,-0.4825693046088144,-0.4825693046088144,-0.15276526239355204,-0.4825693046088144
2026-03-23,0.0,0.0,-0.4825693046088144,-0.4825693046088144,0.0,-0.4825693046088144
2026-03-24,0.0,0.0,-0.4794567752700546,-0.4794567752700546,0.0,-0.4794567752700546
2026-03-25,0.06696863035149425,0.06696863035149425,-0.10506026941763924,-0.10506026941763924,0.06696863035149425,-0.10506026941763924
2026-03-26,0.0,0.0,-0.10506026941763924,-0.10506026941763924,0.0,-0.10506026941763924
2026-03-27,0.0,0.0,-0.10506026941763924,-0.10506026941763924,0.0,-0.10506026941763924
2026-03-28,0.0,0.0,-0.09602711242984052,-0.09602711242984052,0.0,-0.09602711242984052
2026-03-29,0.0,0.0,0.06696863035149425,0.06696863035149425,0.0,0.06696863035149425
2026-03-30,0.0,0.0,0.06696863035149425,0.06696863035149425,0.0,0.06696863035149425
2026-03-31,0.0,0.0,0.06696863035149425,0.06696863035149425,0.0,0.06696863035149425
2026-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-02,0.0,0.0,0.0,0.0,0.0,0.0
