Date,Overall_Normal_Daily_Inflation,Overall_Weighted_Daily_Inflation,Overall_Normal_Weekly_Inflation,Overall_Weighted_Weekly_Inflation,Genel_Market_Daily_Inflation,Genel_Market_Weekly_Inflation
2026-03-01,,,,,,
2026-03-02,0.002259704755656511,0.002259704755656511,,,0.002259704755656511,
2026-03-03,0.0004336144061012348,0.0004336144061012348,,,0.0004336144061012348,
2026-03-04,0.0004751198748282892,0.0004751198748282892,,,0.0004751198748282892,
2026-03-05,0.007990105767332834,0.007990105767332834,,,0.007990105767332834,
2026-03-08,0.0695840548555895,0.0695840548555895,,,0.0695840548555895,
2026-03-09,0.00016596425648796043,0.00016596425648796043,,,0.00016596425648796043,
2026-03-10,0.0014648466126867543,0.0014648466126867543,0.08331263484608087,0.08331263484608087,0.0014648466126867543,0.08331263484608087
2026-03-11,-0.002608027503357868,-0.002608027503357868,0.07805124816734188,0.07805124816734188,-0.002608027503357868,0.07805124816734188
2026-03-12,-0.0009579210869068433,-0.0009579210869068433,0.07655175179546414,0.07655175179546414,-0.0009579210869068433,0.07655175179546414
2026-03-13,0.0038928192967366826,0.0038928192967366826,0.08022933480245231,0.08022933480245231,0.0038928192967366826,0.08022933480245231
2026-03-14,-0.05905499981800166,-0.05905499981800166,0.008379334099247737,0.008379334099247737,-0.05905499981800166,0.008379334099247737
2026-03-15,0.008028021398847285,0.008028021398847285,-0.04965428349734324,-0.04965428349734324,0.008028021398847285,-0.04965428349734324
2026-03-16,-0.0019524039413809646,-0.0019524039413809646,-0.05166713157932801,-0.05166713157932801,-0.0019524039413809646,-0.05166713157932801
2026-03-17,-0.001221746102121557,-0.001221746102121557,-0.054211189100797474,-0.054211189100797474,-0.001221746102121557,-0.054211189100797474
2026-03-18,-0.0007691681936131678,-0.0007691681936131678,-0.05246746887050435,-0.05246746887050435,-0.0007691681936131678,-0.05246746887050435
2026-03-19,0.0016134098703481925,0.0016134098703481925,-0.05002871300453504,-0.05002871300453504,0.0016134098703481925,-0.05002871300453504
2026-03-20,0.0009019947687520791,0.0009019947687520791,-0.05285889305106384,-0.05285889305106384,0.0009019947687520791,-0.05285889305106384
2026-03-21,0.0008193897138182304,0.0008193897138182304,0.007409768313937137,0.007409768313937137,0.0008193897138182304,0.007409768313937137
2026-03-22,-0.0003548838927008857,-0.0003548838927008857,-0.0009679954964747495,-0.0009679954964747495,-0.0003548838927008857,-0.0009679954964747495
2026-03-23,-0.0022664066351230083,-0.0022664066351230083,-0.001282307901802282,-0.001282307901802282,-0.0022664066351230083,-0.001282307901802282
2026-03-24,0.0023293834285735837,0.0023293834285735837,0.0022686063030239456,0.0022686063030239456,0.0023293834285735837,0.0022686063030239456
2026-03-25,-0.004358966581004098,-0.004358966581004098,-0.0013321054765904616,-0.0013321054765904616,-0.004358966581004098,-0.0013321054765904616
2026-03-26,0.004962121369737282,0.004962121369737282,0.002006758230210348,0.002006758230210348,0.004962121369737282,0.002006758230210348
2026-03-27,0.00011016827492582593,0.00011016827492582593,0.0012140577437427247,0.0012140577437427247,0.00011016827492582593,0.0012140577437427247
2026-03-28,-0.001272444160799635,-0.001272444160799635,-0.0008786010349113305,-0.0008786010349113305,-0.001272444160799635,-0.0008786010349113305
2026-03-29,0.005702146931232166,0.005702146931232166,0.0051752564919962385,0.0051752564919962385,0.005702146931232166,0.0051752564919962385
2026-03-30,0.0003945111866852091,0.0003945111866852091,0.007856020948387554,0.007856020948387554,0.0003945111866852091,0.007856020948387554
2026-04-01,0.0007459256327801977,0.0007459256327801977,0.006263832292849214,0.006263832292849214,0.0007459256327801977,0.006263832292849214
2026-04-02,0.0003317922001264684,0.0003317922001264684,0.01100463821489206,0.01100463821489206,0.0003317922001264684,0.01100463821489206
2026-04-03,0.003112440033386621,0.003112440033386621,0.009143835334360473,0.009143835334360473,0.003112440033386621,0.009143835334360473
2026-04-05,0.0009713773018040772,0.0009713773018040772,0.010012823379854874,0.010012823379854874,0.0009713773018040772,0.010012823379854874
2026-04-06,-0.0010445415095819977,-0.0010445415095819977,0.010243301250287384,0.010243301250287384,-0.0010445415095819977,0.010243301250287384
2026-04-07,-0.002120214346457927,-0.002120214346457927,0.002385618829245262,0.002385618829245262,-0.002120214346457927,0.002385618829245262
2026-04-08,-0.0018632112666557843,-0.0018632112666557843,0.0001234027802463622,0.0001234027802463622,-0.0018632112666557843,0.0001234027802463622
2026-04-09,0.0025063797093449747,0.0025063797093449747,0.0018827617507852779,0.0018827617507852779,0.0025063797093449747,0.0018827617507852779
2026-04-10,-0.0023823896059831373,-0.0023823896059831373,-0.0008356282724069075,-0.0008356282724069075,-0.0023823896059831373,-0.0008356282724069075
2026-04-11,-0.0030280343812147947,-0.0030280343812147947,-0.006951934895391698,-0.006951934895391698,-0.0030280343812147947,-0.006951934895391698
2026-04-12,0.0019457112341785265,0.0019457112341785265,-0.005985313423239047,-0.005985313423239047,0.0019457112341785265,-0.005985313423239047
2026-04-13,-0.0001919242129672094,-0.0001919242129672094,-0.005136913119040076,-0.005136913119040076,-0.0001919242129672094,-0.005136913119040076
2026-04-14,0.004393289123328481,0.004393289123328481,0.0013568993236257043,0.0013568993236257043,0.004393289123328481,0.0013568993236257043
