Daily Inflation(%),Date
0.6818854879525372,4-30
0.34841866651239656,5-1
-0.0007473968498606546,5-2
-0.009078140880224888,5-3
0.1313970051531714,5-4
-0.06882211582053871,5-5
-0.024262253443684642,5-6
0.13848369959772627,5-7
0.000987865088111651,5-8
0.0016589558740085237,5-9
