District,Rooms,Price
Palandöken / Yenişehir,3+1,9.500 TL
Palandöken,3+1,9.000 TL
Aziziye / Merkez,3+1,8.500 TL
Yakutiye / Lalapaşa,3+1,8.200 TL
Aziziye / Merkez,3+1,9.900 TL
Aziziye / Merkez,2+1,7.000 TL
Yakutiye / İstasyon,1+1,8.500 TL
Yakutiye / Merkez,1+1,7.500 TL
Palandöken,1+1,8.650 TL
Yakutiye / Lalapaşa,2+1,9.200 TL
Yakutiye / Yağan,2+1,9.500 TL
Palandöken / Yenişehir,3+1,9.000 TL
Palandöken / Yenişehir,3+1,7.500 TL
Palandöken / Yenişehir,2+1,9.000 TL
Yakutiye / Lalapaşa,3+1,9.500 TL
Palandöken / Yenişehir,3+1,8.000 TL
Palandöken,3+1,9.500 TL
Yakutiye / Merkez,2+1,8.500 TL
Palandöken / Yenişehir,3+1,9.000 TL
Palandöken,3+1,9.000 TL
Palandöken,2+1,6.000 TL
Palandöken / Yenişehir,3+1,9.250 TL
Yakutiye / Yağan,3+1,8.000 TL
Palandöken,2+1,9.500 TL
Aşkale,2+1,8.500 TL
Yakutiye / Yağan,4+1,4.000 TL
Palandöken,3+1,9.500 TL
Yakutiye / Terminal,1+1,7.000 TL
Palandöken,3+1,8.500 TL
Yakutiye / Terminal,2+1,9.000 TL
Aziziye / Merkez,2+1,8.750 TL
Yakutiye / Merkez,3+1,9.000 TL
Palandöken / Yenişehir,3+1,9.500 TL
Yakutiye / Merkez,Stüdyo (1+0),8.000 TL
Aziziye / Merkez,3+1,6.500 TL
Palandöken / Yenişehir,3+1,9.000 TL
Palandöken / Yenişehir,3+1,6.800 TL
Yakutiye / Terminal,3+1,9.650 TL
Yakutiye / Merkez,2+1,8.750 TL
Palandöken,3+1,8.250 TL
Yakutiye / Yağan,2+1,7.250 TL
Aziziye / Merkez,2+1,7.500 TL
Yakutiye / Terminal,3+1,7.250 TL
Yakutiye / Terminal,1+1,8.500 TL
Palandöken / Yenişehir,3+1,7.500 TL
Palandöken,3+1,9.750 TL
Palandöken,3+1,8.000 TL
Palandöken / Yenişehir,3+1,8.250 TL
Palandöken / Yenişehir,3+1,9.000 TL
Oltu,2+1,8.500 TL
Palandöken,3+1,8.500 TL
Yakutiye / Yağan,3+1,9.500 TL
Palandöken,2+1,9.000 TL
Aziziye / Merkez,2+1,8.750 TL
Yakutiye / Terminal,1+1,7.500 TL
Yakutiye / Merkez,2+1,9.500 TL
Yakutiye / Merkez,2+1,9.000 TL
Palandöken,2+1,8.750 TL
Palandöken / Yıldızkent,6+3,6.500 TL
Yakutiye / Terminal,1+1,9.500 TL
Yakutiye / Terminal,1+1,8.000 TL
Aziziye / Merkez,1+1,4.500 TL
Palandöken / Yenişehir,3+1,9.400 TL
Yakutiye / Lalapaşa,2+1,9.000 TL
Palandöken,2+1,8.500 TL
Palandöken,3+1,8.500 TL
Palandöken,3+1,9.000 TL
Palandöken / Yenişehir,3+1,8.500 TL
Aziziye / Merkez,3+1,9.000 TL
Palandöken / Yenişehir,3+1,2.500 TL
Palandöken,3+1,7.000 TL
Yakutiye / Lalapaşa,2+1,6.000 TL
Palandöken / Yıldızkent,10+2,7.000 TL
Aşkale,3+1,8.500 TL
Yakutiye / Merkez,2+1,9.750 TL
Yakutiye / Lalapaşa,3+1,8.250 TL
Aziziye / Merkez,1+1,4.500 TL
Yakutiye / İstasyon,2+1,7.500 TL
Aziziye / Merkez,3+1,8.000 TL
Yakutiye / Terminal,1+1,5.500 TL
Palandöken,1+1,5.750 TL
Yakutiye / Terminal,3+1,5.000 TL
Aziziye / Merkez,1+1,8.500 TL
Yakutiye / Terminal,2+1,6.900 TL
Aziziye / Merkez,1+1,7.500 TL
Yakutiye / Merkez,Stüdyo (1+0),8.500 TL
Aziziye / Merkez,3+1,8.500 TL
Aziziye / Merkez,2+1,9.500 TL
Aziziye / Merkez,2+1,9.000 TL
Palandöken,3+1,9.500 TL
Palandöken / Yenişehir,3+1,3.000 TL
Yakutiye / Terminal,1+1,5.100 TL
Yakutiye / Yağan,3+1,9.000 TL
Yakutiye / Yağan,2+1,7.500 TL
Yakutiye / Yağan,2+1,9.000 TL
Palandöken,3+1,7.800 TL
Yakutiye / Lalapaşa,Stüdyo (1+0),7.500 TL
Aziziye / Merkez,2+1,8.500 TL
Aziziye / Merkez,2+0,8.750 TL
Aziziye / Merkez,2+1,9.000 TL
