District,Rooms,Price
Merkez / Tunceli,3+1,29.000 TL
Merkez,2+1,12.000 TL
Merkez / Çiçekli(Buğulu),3+1,25.000 TL
Merkez / Tunceli,1+1,21.750 TL
Merkez / Tunceli,3+1,22.000 TL
Merkez / Tunceli,3+1,20.000 TL
Merkez / Tunceli,1+1,19.000 TL
Merkez / Tunceli,3+1,18.000 TL
Merkez / Tunceli,3+1,21.000 TL
Merkez / Tunceli,2+1,28.000 TL
Merkez / Tunceli,3+1,23.000 TL
Pertek,2+1,23.000 TL
Merkez / Tunceli,2+1,26.000 TL
Merkez / Tunceli,2+1,19.000 TL
Merkez / Tunceli,3+1,30.000 TL
Merkez / Tunceli,3+1,25.000 TL
Merkez / Tunceli,2+1,20.000 TL
Merkez / Tunceli,1+1,19.000 TL
Merkez,2+1,14.000 TL
