District,Rooms,Price
Merkez,2+1,18.000 TL
Merkez / Tunceli,3+1,35.000 TL
Merkez / Tunceli,3+1,17.000 TL
Mazgirt,2+1,20.000 TL
Mazgirt,2+1,14.000 TL
Merkez / Tunceli,3+1,20.000 TL
Merkez / Tunceli,3+1,29.000 TL
Merkez / Tunceli,1+1,16.000 TL
Merkez / Tunceli,2+0,20.000 TL
Merkez,2+1,12.000 TL
Merkez / Çiçekli(Buğulu),3+1,25.000 TL
Merkez / Tunceli,3+1,20.000 TL
Merkez / Tunceli,3+1,20.000 TL
Merkez / Tunceli,3+1,18.000 TL
Merkez / Tunceli,3+1,21.000 TL
Pertek,2+1,23.000 TL
Merkez / Tunceli,2+1,26.000 TL
Merkez / Tunceli,2+1,19.000 TL
Merkez / Tunceli,1.5+1,23.000 TL
Merkez,1+1,15.000 TL
