date,category,product,unit,monthly_qty,avg_unit_price_TRY,monthly_cost_TRY,n_matched,matched_products
Feb-26 2026,Dairy Products,Yogurt,Kg,59.7,81.12,4842.86,22,EKER CILEKLI YOGURT 80 GR; EKER EFSANE YOGURT 350 GR; EKER EFSANE YOGURT 750 GR; EKER KASE YOGURT 150GR; EKER YOGURT 1500 GR; EKER YOGURT KOVA 2000 GR; ICIM KASE YOGURT 500GR; ICIM TAM YAGLI DOGAL YOGURT 2000GR; ICIM YARIM YAGLI YOGURT 3000 GR; ICIM YOGURT DOGAL 1000GR 8006; SUTAS YOGURT KAYMAKSIZ KOVA 2000GR; SUTAS YOGURT KAYMAKSIZ YK 1000GR; SUTAS YOGURT KAYMAKSIZ YK 1500GR; SUTAS YOGURT KAYMAKSIZ YK 500 GR; TORKU 500 GR.YOGURT HOM.TAM YAG.X24; TORKU 900 GR.YOGURT HOM.TAM YAG.; TORKU DOGAL YOGURT 2000GR; TORKU YARIM YAGLI YOGURT 2000GR; YOGURTCUZADE YAGLI YOGURT 2000 GR; PINAR YOGURT T.YAGLI 750 GR; PINAR YOGURT Y.YAGLI 2000 GR; PINAR DOGAL YOGURT 500 GR; PINAR YOGURT AZ.YAGLI 3000 GR
Feb-26 2026,Dairy Products,White Cheese,Kg,5.3,305.62,1619.79,6,AYCA BEYAZ PEYNIR AZ YAGLI PLS. 800 GR; EKICI BEYAZ PEYNIR 500 GR; EKICI BEYAZ PEYNIR 800 GR; SUTAS BEYAZ PEYNIR 250 GR; SUTAS PRATIK BEYAZ PEYNIR 900 GR; TORKU BEYAZ PEYNIR 900GR; EKICI KLASIK BEYAZ PEYNIR 450 GR
Feb-26 2026,Meat and Protein,Cubed Meat / Lamb Meat,Kg,3.3,,,0,N/A
Feb-26 2026,Meat and Protein,Chicken,Kg,7.0,177.5,1242.5,2,TOROS BUTUN PILIC KG; BANVIT BUTUN PILIC KG
Feb-26 2026,Meat and Protein,Fish,Kg,5.1,,,0,N/A
Feb-26 2026,Meat and Protein,Eggs,Piece,60.0,6.21,372.6,8,BOLVADIN GEZEN TAVUK YUMURTA 15 LI; EVRENKAYA KOYUM YUMURTA 15 LI; EVRENKAYA KOYUM YUMURTA 30 LU; GUZEL KOY ORGANIK YUMURTA 10 LU; EVRENKAYA KOYUM YUMURTA 30 LU M 53-63 GR; SOZ YUMURTA 30LU L BOY; SOZ YUMURTA 30LU S BOY; TAKTAK GEZEN TAVUK YUMURTA 10 LU
Feb-26 2026,Legumes,Chickpeas,Kg,5.6,142.83,799.85,3,DURU IRI NOHUT 12MM 1000GR; YAYLA KOCBASI NOHUT 1KG-8.5MM; DURU KOCBASI NOHUT 8MM 1000GR
Feb-26 2026,Nuts and Seeds,Walnut / Hazelnut / Peanut,Kg,2.7,,,0,N/A
Feb-26 2026,Grains,Bread,Kg,18.0,,,0,N/A
Feb-26 2026,Fruits,Banana,Kg,16.7,89.9,1501.33,1,MUZ YERLI-KG
Feb-26 2026,Fruits,Seasonal Fruit,Kg,12.9,172.25,2222.03,2,KIVI KG; ALIM UZUM ENERJI KG
Feb-26 2026,Vegetables,Onion,Kg,18.0,,,0,N/A
Feb-26 2026,Vegetables,Eggplant / Zucchini,Kg,34.7,,,0,N/A
Feb-26 2026,Vegetables,Other Vegetables,Kg,14.8,,,0,N/A
