pk,sku,base_code,name,brand,category,color,size,regular_price,sale_price,discount_pct,currency,stock
1279273,8684287567511,5WMB40002TW,Kargo Pantolon Beli Bağlamalı Cepli Pamuklu,Koton,KIDSWEAR > BABYBOY > BABYBOY > WOVEN BOTTOMS > TROUSERS,HAKİ,24/36 Ay,899.99,899.99,0.0,TRY,0
1279413,8684289238402,5WAK70053UW,Düğme Detaylı Mini Boy Pileli Şort Etek,Koton,CITY FASHION > BUSINESS > WOMEN > WOVEN BOTTOMS > SKIRTS,SİYAH,40,1199.99,1199.99,0.0,TRY,4
1279434,8684288902939,5WLK40193MK,Jogger Pijama Altı Kargo Cepli Örme,Koton,TRENDS > LINGERIE > WOMEN > SLEEPWEAR > PYJAMAS KNIT BOTTOMS,BEJ,M,1299.99,1299.99,0.0,TRY,1
1279516,8684289373462,5WAK50026UK,Fotoğraf Baskılı Tişört Kısa Kollu Bisiklet Yaya Pamuklu,Koton,CITY FASHION > CITY FASHION > WOMEN > JERSEY > TSHIRT SS,BEYAZ,S,399.99,399.99,0.0,TRY,0
1279528,8684289467628,5WKB40017TD,Kot Pantolon Düğme Detaylı Cepli Pamuklu,Koton,KIDSWEAR > BOYSWEAR > BOYS > DENIM > TROUSERS,SİYAH,7/8 Yaş,879.99,879.99,0.0,TRY,0
1279604,8684289234183,5WAK50013UK,Kısa Kollu Bisiklet Yaka Pamuklu Dantel Detaylı Tişört,Koton,CITY FASHION > CITY FASHION > WOMEN > JERSEY > TSHIRT SS,BEYAZ,M,499.99,499.99,0.0,TRY,1
1279631,8684289762648,5WAM10221HK,Slogan Baskılı Tişört Bisiklet Yaka Kısa Kollu Pamuklu,Koton,MENSWEAR > SMART > MEN > JERSEY > TSHIRT SS,BEJ,M,829.99,829.99,0.0,TRY,0
1279691,8684289245318,4SAM50052HW,Keten Karışımlı Blazer Ceket Slim Fit Mono Yaka,Koton,MENSWEAR > SMART > MEN > BLAZERS > BLAZERS,LACİVERT,46,2499.99,2499.99,0.0,TRY,3
1279694,8684289645057,5WAM40026MK,Eşofman Altı Beli Lastikli Cep Detaylı Pamuklu,Koton,MENSWEAR > CASUAL > MEN > JERSEY > SWEAT BOTTOMS,SİYAH,XL,1399.99,1399.99,0.0,TRY,0
1279721,8684287815582,5WAM30003NK,Spor Atlet Slogan Baskılı Biyeli Bisiklet Yaka Kolsuz,Koton,TRENDS > SPORTSWEAR > MEN > JERSEY > TANKTOPS,SİYAH,L,549.99,549.99,0.0,TRY,0
1279749,8684287552135,5WAM40011NK,Spor Eşofman Altı Jogger Beli Bağcıklı Cep Detaylı,Koton,TRENDS > SPORTSWEAR > MEN > JERSEY > SWEAT BOTTOMS,SİYAH,XL,1399.99,1399.99,0.0,TRY,0
1279785,8684289716535,5WAM70151MK,Polo Yaka Kazak Dokulu Pamuk Karışımlı,Koton,MENSWEAR > CASUAL > MEN > JERSEY > SWEATERS,BEJ ÇİZGİLİ,L,1099.99,1099.99,0.0,TRY,0
1279823,8684289632408,5WAL70035IK,Mini Şort Etek Çift Bel Detaylı Bağcıklı Krep Rahat Kalıp,Koton,OLE > OLE > TEENAGE > JERSEY > SKIRTS,SİYAH,L,929.99,929.99,0.0,TRY,1
1279830,8684288563987,5WAL80013IK,Tül Elbise Mini Drapeli Batik Desenli Bisiklet Yaka Uzun Kollu Slim Fit,Koton,OLE > OLE > TEENAGE > JERSEY > DRESSES,BORDO DESENLİ,S,1299.99,1299.99,0.0,TRY,2
1279885,8684289262100,4SAK80222FK,Mini Elbise Degaje Yaka Çapraz İp Askılı Drapeli Slim Fit Simli,Koton,TRENDS > PARTYWEAR > WOMEN > JERSEY > DRESSES,GRİ,XS,1299.99,1299.99,0.0,TRY,12
1279898,8684289761030,5WAL10615IK,Crop Tişört Arkası Kolej Baskılı Bisiklet Yaka Biyeli Slim Fit,Koton,OLE > OLE > TEENAGE > JERSEY > TSHIRT LS,YEŞİL,M,549.99,549.99,0.0,TRY,5
1279959,8684287619661,5WAK80001FW,Tül Elbise Mini Volanlı Uzun Kollu V Yaka Beli Dantelli,Koton,TRENDS > PARTYWEAR > WOMEN > WOVEN DRESSES > DRESSES,SİYAH,36,2999.99,2999.99,0.0,TRY,0
1280020,8684288012201,5WKG90027AT,Ajurlu Kazak Triko Yuvarlak Yaka Uzun Kollu,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > KNITWEAR > SWEATERS,MAVİ,9/10 Yaş,1399.99,1399.99,0.0,TRY,4
1280048,8684289392777,5WAK50032PW,Kolej Bomber Ceket Modal Kumaş Cepli Yuvarlak Yaka,Koton,CITY FASHION > CITY FASHION > WOMEN > BLAZERS > JACKETS,HAKİ,36,1599.99,1599.99,0.0,TRY,1
1280050,8684288808057,5WAM00021HW,Slim Fit Kaşe Kaban Cep Detaylı,Koton,MENSWEAR > SMART > MEN > OUTERWEAR > COATS,GRİ,XL,3199.99,3199.99,0.0,TRY,1
1280066,8684289453959,5WAK50015PW,Crop Tüvit Ceket Gömlek Yaka Kapaklı Cep Detaylı,Koton,CITY FASHION > CITY FASHION > WOMEN > BLAZERS > JACKETS,SİYAH,40,1999.99,1999.99,0.0,TRY,0
1280075,8684289442922,5WAK40104PW,Modal Kumaş Cepli Beli Lastikli Yüksek Bel Pantolon,Koton,CITY FASHION > CITY FASHION > WOMEN > WOVEN BOTTOMS > TROUSERS,HAKİ,36,999.99,999.99,0.0,TRY,2
1280096,8684289704297,5WAM50013ID,Kot Ceket Gömlek Yaka Cep Detaylı Pamuklu,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > JACKETS,KOYU İNDİGO,XL,1999.99,1999.99,0.0,TRY,0
1280109,8684289039092,5WMB10216TK,Sweatshirt Dik Yaka Yarım Fermuarlı Uzun Kollu Kaplan Baskılı,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SWEATSHIRTS,ANTRASİT,4/5 Yaş,499.99,499.99,0.0,TRY,0
1280151,8684287797147,5WAL90033IT,Triko Kazak Gömlek Yaka Örgü Dokulu,Koton,OLE > OLE > TEENAGE > KNITWEAR > SWEATERS,LACİVERT,XS,1799.99,1799.99,0.0,TRY,8
1280155,8684287466180,5WAM40005MK,Eşofman Altı Beli Bağcıklı Lastikli Paça Fermuarlı Cep Detaylı Pamuklu,Koton,MENSWEAR > CASUAL > MEN > JERSEY > SWEAT BOTTOMS,SİYAH,S,1399.99,1399.99,0.0,TRY,0
1280168,8684289226331,4SAM10216NK,Spor Tişört Slogan Baskılı Bisiklet Yaka Renk Bloklu Kısa Kollu,Koton,TRENDS > SPORTSWEAR > MEN > JERSEY > TSHIRT SS,SİYAH,XL,679.99,679.99,0.0,TRY,0
1280180,8684287457621,5WAL60005IW,Oversize Oduncu Gömleği Uzun Kollu Cep Detaylı Klasik Yaka Düğmeli,Koton,OLE > OLE > TEENAGE > WOVEN TOPS > SHIRTS LS,YEŞİL EKOSE,38,1299.99,1299.99,0.0,TRY,4
1280213,8684289229660,4SKG60092AK,Crop Bluz Düşük Omuz Fırfırlı Çiçek Desenli,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > BLOUSE SS,BEYAZ DESENLİ,6/7 Yaş,429.99,429.99,0.0,TRY,1
1280246,8684288818230,5WAM70078MK,Yarım Fermuarlı Şardonlu Pamuk Karışımlı Slogan Baskılı Sweatshirt,Koton,MENSWEAR > CASUAL > MEN > JERSEY > SWEATSHIRTS,MAVİ,XL,999.99,999.99,0.0,TRY,0
1280247,8684289606010,5WAM50022HW,Gömlek Ceket Fitilli Kapaklı Cep Detaylı Fermuarlı,Koton,MENSWEAR > SMART > MEN > BLAZERS > BLAZERS,SİYAH,50,2499.99,2499.99,0.0,TRY,0
1280274,8684288683173,4SAL10984IK,Oversize Tişört V Yaka Arkası Kolej Baskılı Kısa Kollu File Detaylı,Koton,OLE > OLE > TEENAGE > JERSEY > TSHIRT SS,KIRMIZI,XS,929.99,929.99,0.0,TRY,4
1280287,8684286236616,4SAL40082MD,Mini Kot Şort Normal Bel Düğmeli Rahat Kalıp Cepli,Koton,KOTON JEANS > OLE > WOMEN > DENIM > SHORTS,BLEACH,34,1199.99,1199.99,0.0,TRY,2
1280292,8684289012064,4SAL80229IK,Uzun Tül Elbise Madonna Yaka Omzu Açık Zebra Desenli Yırtmaç Detaylı,Koton,OLE > OLE > TEENAGE > JERSEY > DRESSES,GRİ DESENLİ,L,1349.99,1349.99,0.0,TRY,29
1280298,8684289542813,5WAK70055EW,Standart Bel Ekose Pileli Mini Etek,Koton,CITY FASHION > CITY FASHION > WOMEN > WOVEN BOTTOMS > SKIRTS,KAHVERENGİ EKOSE,32,1199.99,1199.99,0.0,TRY,0
1280325,8684290333424,5WKG10453AK,Köpek Baskılı Uzun Kollu Bisiklet Yaka Crop Tişört,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > TSHIRT LS,LİLA,6/7 Yaş,549.99,549.99,0.0,TRY,3
1280328,8684289312218,5WAK10180NK,Oversize Sweatshirt Kapüşonlu Pencere Detaylı Uzun Kollu,Koton,TRENDS > SPORTSWEAR > WOMEN > JERSEY > SWEATSHIRTS,KIRIK BEYAZ,M,999.99,999.99,0.0,TRY,2
1280344,8684287093003,4SLM90071MK,Slogan Baskılı Bel Detaylı Boxer,Koton,TRENDS > LINGERIE > MEN > UNDERWEAR > BOXERS BSC,SİYAH,XL,499.99,499.99,0.0,TRY,2
1280356,8684288917001,5WAL10246IK,Arkası İşlemeli Sweatshirt Oversize Bisiklet Yaka Slogan Baskılı Şardonlu,Koton,OLE > OLE > TEENAGE > JERSEY > SWEATSHIRTS,LACİVERT,XL,1099.99,1099.99,0.0,TRY,1
1280384,8684289741377,5WAM10216HK,Arkası Baskılı Tişört Bisiklet Yaka Kısa Kollu Pamuklu,Koton,MENSWEAR > CASUAL > MEN > JERSEY > TSHIRT SS,BEYAZ,M,829.99,829.99,0.0,TRY,9
1280418,8684289465303,5WAL40155MD,Geniş Paça Kot Pantolon Standart Bel Taşlı Düğmeli Cepli - Wide Leg Jean,Koton,KOTON JEANS > OLE > WOMEN > DENIM > TROUSERS,ORTA İNDİGO,25,1599.99,1599.99,0.0,TRY,2
1280478,8684289589849,5WAL80045IW,Balon Kol Elbise Mini Katlı Dokulu Volanlı,Koton,OLE > OLE > TEENAGE > WOVEN DRESSES > DRESSES,KIRIK BEYAZ,40,1999.99,1999.99,0.0,TRY,3
1280546,8684287794375,5WAL90019HT,Bisiklet Yaka Crop Triko Kazak Slim Fit,Koton,OLE > OLE > TEENAGE > KNITWEAR > SWEATERS,GRİ,M,1699.99,1699.99,0.0,TRY,1
1280552,8684288477673,5WAM40041NK,Spor Eşofman Altı Jogger Slogan Baskılı Cep Detaylı Şardonlu Pamuk Karışımlı,Koton,TRENDS > SPORTSWEAR > MEN > JERSEY > SWEAT BOTTOMS,SİYAH,XL,1199.99,1199.99,0.0,TRY,0
1280558,8684288568562,5WKG10268AK,Sweatshirt Kalp Baskılı Şardonlu Pamuklu,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > SWEATSHIRTS,EKRU,6/7 Yaş,459.99,459.99,0.0,TRY,0
1280568,8684289609981,5WKG10413AK,Fiyonk Baskılı Tişört Uzun Kollu Bisiklet Yaka Pamuklu,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > TSHIRT LS,EKRU,11/12 Yaş,559.99,559.99,0.0,TRY,0
1280608,8684289733136,5WAM50024MK,Oversize Ceket Fermuarlı Kapaklı Cep Detaylı Pamuk Karışımlı,Koton,MENSWEAR > CASUAL > MEN > JERSEY > JACKETS,SİYAH,L,2099.99,2099.99,0.0,TRY,1
1280617,8684288494656,5WKG10265AK,Sweatshirt Slogan Baskılı Uzun Kollu Bisiklet Yaka Pamuklu Şardonlu,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > SWEATSHIRTS,EKRU,5/6 Yaş,459.99,459.99,0.0,TRY,0
1280638,8684289376340,5WAM50011AA,Basic Bere Katlama Detaylı,Koton,ACCESSORIES > ACCESSORIES > MEN > ACCS TEXTILE > BEANIE,GRİ,Tek Beden,299.99,299.99,0.0,TRY,9
1280669,8684287529687,5WMB40028TK,Jogger Eşofman Altı Beli Bağcıklı Aplike Detaylı Hayvan Baskılı Cepli Pamuklu Şardonlu,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SWEAT BOTTOMS,HAKİ,3/4 Yaş,499.99,499.99,0.0,TRY,0
1280810,8684287882010,5WKG10130AK,Baskılı Sweatshirt Bisiklet Yaka İki İplik Şardonlu Uzun Kollu,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > SWEATSHIRTS,EKRU,13/14 Yaş,459.99,459.99,0.0,TRY,0
1280841,8684289414769,5WAK40097UW,Yüksek Bel Cepli Havuç Kesim Kumaş Pantolon,Koton,CITY FASHION > BUSINESS > WOMEN > WOVEN BOTTOMS > TROUSERS,SİYAH,40,899.99,899.99,0.0,TRY,0
1280895,8684287703858,5WKB20021TW,Mont Dik Yaka Fermuarlı Uzun Kollu,Koton,KIDSWEAR > BOYSWEAR > BOYS > OUTERWEAR > JACKETS ANORAK,LACİVERT,13/14 Yaş,2999.99,2999.99,0.0,TRY,0
1280904,8684289728699,5WAL10602IK,Crop Sweatshirt Fermuarlı Kapüşonlu Ajurlu Uzun Kollu Biyeli,Koton,OLE > OLE > TEENAGE > JERSEY > SWEATSHIRTS,SİYAH,M,1099.99,1099.99,0.0,TRY,11
1280906,8684287486294,5WKB10055TK,Yarım Fermuarlı Sweatshirt Baskılı Dik Yaka,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > SWEATSHIRTS,EKRU,4/5 Yaş,699.99,699.99,0.0,TRY,3
1280929,8684287794825,5WAL90021HT,Bisiklet Yaka Triko Kazak Yumuşak Dokulu Uzun Kollu,Koton,OLE > OLE > TEENAGE > KNITWEAR > SWEATERS,EKRU,M,999.99,999.99,0.0,TRY,0
1280974,8684288645744,5WAK80007FK,Tek Omuz Abiye Elbise Mini Drapeli Parıltılı Metalik Görünümlü Slim Fit,Koton,TRENDS > PARTYWEAR > WOMEN > JERSEY > DRESSES,SİYAH,L,2299.99,2299.99,0.0,TRY,7
1280981,8684289477306,5WAK80048FK,Pullu Payetli Abiye Elbise Uzun Tek Omuz Pencere Detaylı Yırtmaçlı,Koton,TRENDS > PARTYWEAR > WOMEN > JERSEY > DRESSES,SİYAH,L,1999.99,1999.99,0.0,TRY,0
1281002,8684290091492,5WKG10451AK,Kedi Baskılı Tişört Yanları Büzgülü Bağlamalı Uzun Kollu Bisiklet Yaka Pamuklu,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > TSHIRT LS,MAVİ,5/6 Yaş,549.99,549.99,0.0,TRY,0
1281009,8684288887786,4SAK80482EK,Madonna Yaka Omzu Açık Kalem Elbise Mini Boy Slim Fit,Koton,CITY FASHION > CITY FASHION > WOMEN > JERSEY > DRESSES,SİYAH,XL,1099.99,1099.99,0.0,TRY,1
1281121,8684289583588,5WAK50152EK,Korse Detaylı Crop Body Kısa Kollu Bisiklet Yaka Fitilli,Koton,CITY FASHION > CITY FASHION > WOMEN > JERSEY > TSHIRT SS,BEYAZ,XXL,499.99,499.99,0.0,TRY,3
1281173,8684289340310,5WAK70040EW,Cepli Pile Detaylı Standart Bel Mini Kargo Şort Etek,Koton,CITY FASHION > CITY FASHION > WOMEN > WOVEN BOTTOMS > SKIRTS,LACİVERT,42,1099.99,1099.99,0.0,TRY,2
1281189,8684289130904,4SAK80401EW,Straplez Elbise Mini Boy Kargo Cepli Gabardin Kumaş,Koton,CITY FASHION > CITY FASHION > WOMEN > WOVEN DRESSES > DRESSES,BEJ,44,2099.99,2099.99,0.0,TRY,38
1281245,8684287498808,5WKG10090AK,Crop Sweatshirt Oversize Slogan Baskılı Bisiklet Yaka Şardonlu Pamuk Karışımlı,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > SWEATSHIRTS,GRİ,7/8 Yaş,559.99,559.99,0.0,TRY,0
1281265,8684289742268,5WAM60092HW,Ekose Desenli Regular Fit Cep Detaylı Pamuk Karışımlı Kısa Kollu Gömlek,Koton,MENSWEAR > CASUAL > MEN > WOVEN TOPS > SHIRTS SS,SİYAH EKOSE,L,999.99,999.99,0.0,TRY,0
1281288,8684288301213,4SMG80112AW,Kare Yaka Elbise Kolsuz İşlemeli,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > WOVEN DRESSES > DRESSES,TURUNCU,12/18 Ay,1099.99,1099.99,0.0,TRY,63
1281299,8684289040005,5WMB40091TK,Eşofman Altı Basic Beli Lastikli Pamuklu,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SWEAT BOTTOMS,KAHVERENGİ,9/12 Ay,499.99,499.99,0.0,TRY,1
1281321,8684289341911,4SAK10924EK,Crop Straplez Büstiyer Soluk Efektli Pamuklu Slim Fit,Koton,CITY FASHION > CITY FASHION > WOMEN > JERSEY > TANKTOPS,ANTRASİT,L,549.99,549.99,0.0,TRY,6
1281460,8684288504539,5WMB40057TK,Pamuklu Eşofman Altı Baskılı Beli Bağcıklı Şardonlu,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SWEAT BOTTOMS,LACİVERT DESENLİ,12/18 Ay,499.99,499.99,0.0,TRY,1
1281511,8684289048001,5WAL40084MD,Kargo Cepli Kot Pantolon Normal Bel Düz Paça Düğmeli - Straight Fit Jean,Koton,KOTON JEANS > OLE > WOMEN > DENIM > TROUSERS,AÇIK İNDİGO,28,1599.99,1599.99,0.0,TRY,3
1281540,8684289732436,5WAM10219HK,One Piece Tişört Lisanslı Oversize Bisiklet Yaka Kısa Kollu Pamuklu,Koton,MENSWEAR > STREETWEAR > MEN > JERSEY > TSHIRT SS,SİYAH,S,679.99,679.99,0.0,TRY,1
1281555,8684289326284,5WAM50076AA,Basic Atkı Dokulu,Koton,ACCESSORIES > ACCESSORIES > MEN > ACCS TEXTILE > SCARFS,ANTRASİT,Tek Beden,479.99,479.99,0.0,TRY,5
1281569,8684290101726,5WAL90030IK,Crop Triko Hırka Kolsuz V Yaka İnci Düğmeli Cep Detaylı Slim Fit,Koton,OLE > OLE > TEENAGE > JERSEY > CARDIGANS,SİYAH ÇİZGİLİ,S,799.99,799.99,0.0,TRY,10
1281581,8684289323634,5WAM10180HK,Pamuklu Kısa Kollu Bisiklet Yaka Slogan Baskılı Tişört,Koton,MENSWEAR > CASUAL > MEN > JERSEY > TSHIRT SS,GRİ,XL,799.99,799.99,0.0,TRY,0
1281587,8684289733907,5WKG60078AW,Yuvarlak Yaka Gömlek Fırfır Detaylı Uzun Kollu Pamuklu,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > WOVEN TOPS > SHIRTS LS,KAHVERENGİ EKOSE,7/8 Yaş,959.99,959.99,0.0,TRY,11
1281606,8684288508858,5WMG40060AK,Basic Tayt İspanyol Paça Ribanalı,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > LEGGINGS,PEMBE,3/4 Yaş,749.99,749.99,0.0,TRY,0
1281615,8684288120142,5WKG40082AK,Basic Tayt Beli Lastikli Kumaş Detaylı,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > LEGGINGS,SİYAH,6/7 Yaş,1049.99,1049.99,0.0,TRY,0
1281720,8684289545791,5WAK80018UW,A Kesim Bağlama Detaylı Kolsuz Dantel Bebe Yaka Mini Elbise,Koton,CITY FASHION > BUSINESS > WOMEN > WOVEN DRESSES > DRESSES,SİYAH,42,1499.99,1499.99,0.0,TRY,0
1281727,8684289074277,5WLK40172MK,Kapüşonlu Pijama Üstü Uzun Kollu,Koton,TRENDS > LINGERIE > WOMEN > SLEEPWEAR > PYJAMAS KNIT TOPS,GRİ MELANJ,XL,999.99,999.99,0.0,TRY,0
1281758,8684288645959,5WAK80011FK,Abiye Elbise Pullu Payetli Mini Vatkalı Drapeli Bisiklet Yaka,Koton,TRENDS > PARTYWEAR > WOMEN > JERSEY > DRESSES,GÜMÜŞ,XL,2299.99,2299.99,0.0,TRY,0
1281846,8684287007055,4SKB30037TK,Atlet Yaz Temalı Baskı Detaylı Kolsuz Bisiklet Yaka,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TANKTOPS,TURUNCU,4/5 Yaş,379.99,379.99,0.0,TRY,0
1281867,8683968963796,4SKG10182AK,2'li Takım Tayt Sweatshirt Slogan Baskılı,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > SETS,MAVİ,5/6 Yaş,779.99,779.99,0.0,TRY,0
1281878,8684288406925,5WAK90251HT,Basic Boğazlı Triko Kazak Uzun Kollu Yumuşak Dokulu,Koton,CITY FASHION > CITY FASHION > WOMEN > KNITWEAR > SWEATERS,GRİ,M,959.99,959.99,0.0,TRY,18
1281885,8684289601725,5WAL10566IK,Uzun Kollu Tişört Kurdele Fiyonklu Pencere Detaylı Bisiklet Yaka Slim Fit,Koton,OLE > OLE > TEENAGE > JERSEY > TSHIRT LS,EKRU,XL,779.99,779.99,0.0,TRY,1
1281901,8684286552167,4SAM10331HK,Oversize Tişört Batik Desenli Kısa Kollu Bisiklet Yaka Pamuklu,Koton,MENSWEAR > STREETWEAR > MEN > JERSEY > TSHIRT SS,GRİ DESENLİ,L,649.99,649.99,0.0,TRY,4
1281919,8684287648319,5WAM70023MK,Polo Yaka Sweatshirt Basic Uzun Kollu Pamuklu,Koton,MENSWEAR > CASUAL > MEN > JERSEY > SWEATSHIRTS,EKRU,L,999.99,999.99,0.0,TRY,0
1282030,8684288893169,5WAK80032FK,Uzun Payetli Elbise İnce Askılı Slim Fit Kare Yaka,Koton,TRENDS > PARTYWEAR > WOMEN > JERSEY > DRESSES,ANTRASİT,L,1699.99,1699.99,0.0,TRY,0
1282071,8684289285710,5WAK40064UW,Palazzo Pantolon Geniş Paça Pile Detaylı,Koton,CITY FASHION > BUSINESS > WOMEN > WOVEN BOTTOMS > TROUSERS,SİYAH ÇİZGİLİ,38,1299.99,1299.99,0.0,TRY,12
1282087,8684289345131,5WAK40039UW,Havuç Kesim Kumaş Pantolon Pile Detaylı,Koton,CITY FASHION > BUSINESS > WOMEN > WOVEN BOTTOMS > TROUSERS,LACİVERT,40,1299.99,1299.99,0.0,TRY,0
1282109,8684288964395,4SAM10331HK,Oversize Tişört Batik Desenli Kısa Kollu Bisiklet Yaka Pamuklu,Koton,MENSWEAR > STREETWEAR > MEN > JERSEY > TSHIRT SS,MOR DESENLİ,L,799.99,799.99,0.0,TRY,1
1282114,8684289214659,4SAM60274HW,Viskon Çizgili Kısa Kollu Gömlek Regular Fit,Koton,MENSWEAR > CASUAL > MEN > WOVEN TOPS > SHIRTS SS,BEJ ÇİZGİLİ,L,1049.99,1049.99,0.0,TRY,0
1282122,8684289265651,4SKB10834TK,Oversize Gömlek Kısa Kollu Düğmeli Dokulu Pamuk Karışımlı,Koton,KIDSWEAR > BOYSWEAR > BOYS > JERSEY > TSHIRT SS POLO,EKRU,11/12 Yaş,1099.99,1099.99,0.0,TRY,10
1282156,8684289454666,5WAK50058PW,Kazayağı Desenli İnci Düğmeli Tüvit Crop Ceket,Koton,CITY FASHION > CITY FASHION > WOMEN > BLAZERS > JACKETS,SİYAH EKOSE,42,2499.99,2499.99,0.0,TRY,5
1282168,8684288325912,4SAL30249IK,Kolsuz Üst Drapeli Pencere Detaylı Slim Fit,Koton,OLE > OLE > TEENAGE > JERSEY > TANKTOPS,SİYAH,L,549.99,549.99,0.0,TRY,3
1282253,8684289371918,5WAK10021UK,Yırtmaç Detaylı Çizgili Mini Etek,Koton,CITY FASHION > CITY FASHION > WOMEN > JERSEY > SKIRTS,BEYAZ ÇİZGİLİ,XL,1199.99,1199.99,0.0,TRY,0
1282335,8684287501362,5WKG40019AK,İspanyol Paça Pantolon Beli Lastikli,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > JERSEY > TROUSERS,SİYAH,5/6 Yaş,499.99,499.99,0.0,TRY,0
1282370,8684289452945,5WAK40103PW,Modal Pantolon Yüksek Bel Geniş Paça,Koton,CITY FASHION > CITY FASHION > WOMEN > WOVEN BOTTOMS > TROUSERS,HAKİ,38,999.99,999.99,0.0,TRY,0
1282432,8684288437486,5WAM50007AA,Katlı Bere Slogan Baskılı Etiket İşlemeli,Koton,ACCESSORIES > ACCESSORIES > MEN > ACCS TEXTILE > BEANIE,SİYAH,Tek Beden,349.99,349.99,0.0,TRY,3
1282440,8684289636062,5WAM70147MK,Pamuk Karışımlı Uzun Kollu Boxy Polo Yaka Kazak,Koton,MENSWEAR > SMART > MEN > JERSEY > SWEATERS BSC,LACİVERT,XL,999.99,999.99,0.0,TRY,0
1282443,8684289582642,5WAK40033EW,Cepli Standart Bel Geniş Paça Kanvas Pantolon,Koton,CITY FASHION > CITY FASHION > WOMEN > WOVEN BOTTOMS > TROUSERS,BEJ,42,1999.99,1999.99,0.0,TRY,3
1282457,8684287816459,5WKG60019AW,Uzun Kollu Pamuklu Basic Gömlek,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > WOVEN TOPS > SHIRTS LS,BEYAZ,11/12 Yaş,599.99,599.99,0.0,TRY,0
1282470,8684288504690,5WMB40059TK,Dinozor Baskılı Şardonlu Pamuklu Eşofman Altı,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > SWEAT BOTTOMS,LACİVERT DESENLİ,4/5 Yaş,499.99,499.99,0.0,TRY,0
1282515,8684287686854,5WKG60002AW,Uzun Kollu Klasik Yaka Basic Gömlek,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > WOVEN TOPS > SHIRTS LS,KIRIK BEYAZ,13/14 Yaş,1199.99,1199.99,0.0,TRY,0
1282521,8684287686908,5WKG60002AW,Uzun Kollu Klasik Yaka Basic Gömlek,Koton,KIDSWEAR > GIRLSWEAR > GIRLS > WOVEN TOPS > SHIRTS LS,MAVİ,11/12 Yaş,1199.99,1199.99,0.0,TRY,3
1282581,8684288883306,4SAK50702EK,Batik Desenli Tişört Kısa Kollu Bisiklet Yaka,Koton,CITY FASHION > CITY FASHION > WOMEN > JERSEY > TSHIRT SS,MAVİ DESENLİ,XL,399.99,399.99,0.0,TRY,1
1282605,8684287701939,5WAM70012MK,Slogan Baskılı Sweatshirt Bisiklet Yaka Yıkamalı Şardonlu Pamuk Karışımlı,Koton,MENSWEAR > STREETWEAR > MEN > JERSEY > SWEATSHIRTS,YEŞİL DESENLİ,M,1199.99,1199.99,0.0,TRY,1
1282705,8684287479654,5WAM70001MK,Şardonlu Pamuk Karışımlı Basic Kapşonlu Sweatshirt,Koton,MENSWEAR > CASUAL > MEN > JERSEY > SWEATSHIRTS,YEŞİL,XL,799.99,799.99,0.0,TRY,0
1282717,8684287794559,5WAL90019HT,Bisiklet Yaka Crop Triko Kazak Slim Fit,Koton,OLE > OLE > TEENAGE > KNITWEAR > SWEATERS,MINT,M,1699.99,1699.99,0.0,TRY,3
1282766,8684288898010,5WAM40037HW,Chino Pantolon Slim Fit Cep Detaylı Pamuklu,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,BEJ,38,1599.99,1599.99,0.0,TRY,2
1282787,8684289246643,5WAK10072EK,Yarım Fermuar Detaylı Basic Polo Yaka Sweatshirt,Koton,CITY FASHION > CITY FASHION > WOMEN > JERSEY > SWEATSHIRTS,GRİ MELANJ,XS,1199.99,1199.99,0.0,TRY,1
1282788,8684289741568,5WAM40095NK,Spor Eşofman Altı Jogger Beli Bağcıklı Dikiş Detaylı Cepli Pamuk Karışımlı,Koton,TRENDS > SPORTSWEAR > MEN > JERSEY > SWEAT BOTTOMS,SİYAH,S,1199.99,1199.99,0.0,TRY,31
