Date,Overall_Avg_Rent,Overall_Median_Rent,Normal_Inflation,Weighted_Inflation,Normal_Inflation_Percent,Weighted_Inflation_Percent,Compared_Bucket_Count,Used_Bucket_Count,Excluded_Outlier_Bucket_Count,Listing_Count,Bucket_Count
2026-03-02,18072.55275974026,16000.0,,,,,0,0,0,1232,85
2026-03-03,18043.226720647774,16000.0,0.0011634845500245843,0.004022907765395913,0.11634845500245843,0.40229077653959133,85,85,0,1235,86
2026-03-04,18070.143090760426,16000.0,-0.004609167416362835,-0.0055914001655317045,-0.4609167416362835,-0.5591400165531705,85,85,0,1223,86
2026-03-05,18098.265791632486,16000.0,0.005153251833867753,0.0057445062213616,0.5153251833867752,0.57445062213616,83,83,0,1219,85
2026-03-06,18159.036184210527,16000.0,-0.005705075721384135,-0.0032035145462498468,-0.5705075721384135,-0.32035145462498466,84,84,0,1216,86
2026-03-07,18183.150787075392,16000.0,-0.004514405024267187,-4.970748099640013e-05,-0.45144050242671874,-0.004970748099640013,85,85,0,1207,88
2026-03-08,18231.069139966272,16000.0,0.005830409900177336,0.002062657690819573,0.5830409900177336,0.2062657690819573,86,86,0,1186,86
2026-03-09,18174.07239057239,16000.0,-0.00328438517785728,-0.002501990924598703,-0.328438517785728,-0.2501990924598703,86,86,0,1188,86
2026-03-10,18231.300500834725,16000.0,0.005838497587085386,0.006082187455002547,0.5838497587085386,0.6082187455002547,84,84,0,1198,87
2026-03-11,18271.83933054393,16000.0,0.004992094474654135,0.0002925019320936883,0.4992094474654135,0.02925019320936883,83,83,0,1195,84
2026-03-12,17883.951735817103,16000.0,0.0012496122790690727,0.004105521411290627,0.12496122790690728,0.41055214112906274,83,83,0,1181,84
2026-03-13,17936.04,16000.0,-0.002422495135243974,0.00378639032352963,-0.24224951352439741,0.378639032352963,84,84,0,1175,87
2026-03-14,17936.04,16000.0,0.0,0.0,0.0,0.0,87,87,0,1175,87
2026-03-15,17879.929553264607,16000.0,-0.006930970644174325,-0.01001220754229717,-0.6930970644174325,-1.001220754229717,84,83,1,1164,86
2026-03-16,18003.443868739207,16000.0,0.002775494586190326,0.004022781007158121,0.27754945861903263,0.4022781007158121,85,85,0,1158,86
2026-03-17,18261.086546700943,16000.0,0.005009525132339026,0.005084814274986307,0.5009525132339026,0.5084814274986307,85,85,0,1167,85
2026-03-18,18104.06239168111,16000.0,0.0017858718077631514,0.0033156002210960956,0.17858718077631514,0.33156002210960955,83,83,0,1154,85
2026-03-19,18044.729442970824,16000.0,-0.0035777609058822066,0.0007369414137680122,-0.3577760905882207,0.07369414137680122,84,84,0,1131,85
2026-03-20,19159.32205128205,17000.0,0.03188752149957626,0.03589185155170426,3.188752149957626,3.589185155170426,80,80,0,975,81
2026-03-21,18003.81923419412,16000.0,-0.02103650005456843,-0.037726124762421376,-2.103650005456843,-3.772612476242138,79,79,0,1123,84
2026-03-22,17985.748214285715,16000.0,0.006490821398663267,-0.005950382155521017,0.6490821398663267,-0.5950382155521017,83,83,0,1120,83
2026-03-23,17944.847517730497,16000.0,-0.004422461770310456,0.0008163815907556054,-0.4422461770310456,0.08163815907556053,82,82,0,1128,83
2026-03-24,17942.122666666666,16000.0,0.0003788574122512961,0.007796026580484227,0.03788574122512961,0.7796026580484227,81,81,0,1125,83
2026-03-25,17887.806113537117,16000.0,0.004857297907264754,0.0019646891302784984,0.4857297907264754,0.19646891302784986,82,82,0,1145,84
2026-03-26,17823.6369982548,16000.0,-0.0068549055235929525,-0.00274482921439849,-0.6854905523592952,-0.27448292143984904,83,83,0,1146,85
2026-03-27,17843.297063903283,16000.0,0.0008401647687976107,0.0010852758456252778,0.08401647687976106,0.10852758456252778,84,84,0,1158,86
2026-03-28,17902.639245929735,16000.0,-0.0005887115190106807,-0.0006601959710436516,-0.05887115190106807,-0.06601959710436515,84,84,0,1167,85
2026-03-29,17902.639245929735,16000.0,0.0,0.0,0.0,0.0,85,85,0,1167,85
2026-03-30,17902.639245929735,16000.0,0.0,0.0,0.0,0.0,85,85,0,1167,85
2026-03-31,17902.639245929735,16000.0,0.0,0.0,0.0,0.0,85,85,0,1167,85
2026-04-01,19770.749394673123,17000.0,0.12080193223826359,0.08431034860612435,12.08019322382636,8.431034860612435,33,32,1,826,33
2026-04-03,17966.955499580185,16000.0,-0.09831816662937393,-0.05931614536777839,-9.831816662937392,-5.931614536777839,33,31,2,1191,82
2026-04-04,18093.85237258348,16000.0,0.01867671872390635,-0.0034447048194154715,1.867671872390635,-0.34447048194154717,72,59,13,1138,72
2026-04-05,18093.85237258348,16000.0,0.0,0.0,0.0,0.0,72,72,0,1138,72
2026-04-06,17961.976824034336,16000.0,-0.027620533609933946,-0.002009430085073397,-2.7620533609933946,-0.2009430085073397,69,58,11,1165,78
2026-04-07,18061.01218450827,16000.0,0.032660632739634134,0.013711215619835229,3.2660632739634132,1.3711215619835229,74,71,3,1149,74
2026-04-08,18036.186183656275,16000.0,-0.026434229090854536,-0.0070732117102352,-2.6434229090854537,-0.70732117102352,73,69,4,1187,82
2026-04-09,18225.46554621849,16000.0,0.0008028833686462456,0.0013315385073177561,0.08028833686462455,0.1331538507317756,80,80,0,1190,81
2026-04-10,18067.00502512563,16000.0,-0.005486919153269071,0.0013351648929418117,-0.5486919153269071,0.13351648929418117,81,81,0,1194,82
2026-04-11,18067.00502512563,16000.0,0.0,0.0,0.0,0.0,82,82,0,1194,82
2026-04-12,18115.675630252103,16000.0,0.004090995773192589,0.000150399800718475,0.4090995773192589,0.015039980071847502,81,80,1,1190,83
2026-04-16,17853.773031825796,16000.0,0.007144080674283955,0.008841348766492592,0.7144080674283955,0.8841348766492593,78,77,1,1194,82
2026-04-17,17927.064570943076,16000.0,0.004128111019848145,0.0003938000495814459,0.4128111019848145,0.039380004958144595,80,80,0,1177,80
2026-04-18,17922.64340425532,16000.0,-0.0007315082159908681,0.0012121195968682636,-0.07315082159908681,0.12121195968682635,78,78,0,1175,81
2026-04-19,17891.090439276486,16000.0,0.0018600295442222094,0.0004181627920216244,0.18600295442222095,0.041816279202162444,80,80,0,1161,81
2026-04-20,17862.65365025467,16000.0,-0.0034954954868369266,-0.0036478468170216324,-0.34954954868369265,-0.3647846817021632,77,77,0,1178,77
2026-04-21,17817.58943781942,16000.0,0.0013861127150820657,0.0005490205770397205,0.13861127150820657,0.054902057703972044,77,77,0,1174,81
2026-04-22,17817.58943781942,16000.0,0.0,0.0,0.0,0.0,81,81,0,1174,81
2026-04-23,17859.71978984238,16000.0,0.0004312738291827138,0.0009941459585884715,0.04312738291827138,0.09941459585884715,79,78,1,1142,82
2026-04-24,17859.71978984238,16000.0,0.0,0.0,0.0,0.0,82,82,0,1142,82
2026-04-25,17817.091388400702,16000.0,-0.005278602981974656,0.0018474874678209223,-0.5278602981974656,0.18474874678209222,80,80,0,1138,81
2026-04-26,18561.48767605634,16000.0,0.007634111833259487,0.0017774469024598124,0.7634111833259487,0.17774469024598125,79,78,1,1136,79
2026-04-27,19346.70474516696,16000.0,0.00281697162653393,0.001400543746172735,0.281697162653393,0.1400543746172735,77,76,1,1138,79
2026-04-28,18630.898601398603,16000.0,0.003950387343109644,-0.0023612601915737642,0.39503873431096437,-0.2361260191573764,78,77,1,1144,82
2026-04-29,18630.898601398603,16000.0,0.0,0.0,0.0,0.0,82,82,0,1144,82
2026-05-01,14793.003179650239,15000.0,-0.06026421665765928,-0.04535296790257963,-6.026421665765928,-4.535296790257963,28,26,2,629,28
2026-05-02,18505.652594547053,16000.0,0.04771782540814799,0.08935836767690618,4.771782540814799,8.935836767690617,28,25,3,1137,81
2026-05-03,18438.98768689534,16000.0,0.004140940956277422,0.002924412285077601,0.4140940956277422,0.2924412285077601,81,81,0,1137,85
2026-05-04,18480.33796698523,16000.0,-7.239747728791426e-05,0.0033808148246256124,-0.007239747728791426,0.33808148246256126,82,82,0,1151,82
2026-05-05,18406.94001713796,16000.0,-0.0011181871154881064,-0.005030000483551725,-0.11181871154881064,-0.5030000483551725,82,82,0,1167,82
2026-05-07,18512.931660899652,16000.0,0.008420595445926922,0.008604866437762586,0.8420595445926922,0.8604866437762586,80,79,1,1156,83
2026-05-08,18512.931660899652,16000.0,0.0,0.0,0.0,0.0,83,83,0,1156,83
2026-05-10,18512.931660899652,16000.0,0.0,0.0,0.0,0.0,83,83,0,1156,83
2026-05-11,18512.931660899652,16000.0,0.0,0.0,0.0,0.0,83,83,0,1156,83
2026-05-12,18387.433506044905,16000.0,-0.0031024025808462203,0.00037785490030015,-0.310240258084622,0.037785490030014995,81,81,0,1158,81
2026-05-13,18471.264135021098,16000.0,0.007910956342263421,0.010736420809607966,0.7910956342263421,1.0736420809607965,79,79,0,1185,80
2026-05-14,18471.264135021098,16000.0,0.0,0.0,0.0,0.0,80,80,0,1185,80
2026-05-16,18688.19320066335,16000.0,0.00951531995070087,0.01010640408403895,0.951531995070087,1.0106404084038951,79,79,0,1206,82
2026-05-17,18688.19320066335,16000.0,0.0,0.0,0.0,0.0,82,82,0,1206,82
2026-05-18,18805.06812652068,16000.0,0.005024504129579978,0.0073552492893338445,0.5024504129579977,0.7355249289333845,80,80,0,1233,81
2026-05-19,18666.48045602606,16000.0,-0.003589840156073836,0.0003721958021692973,-0.35898401560738363,0.03721958021692973,81,81,0,1228,82
