urun_id,urun_adi,kategori,fiyat,urun_url
200,Kargaburun 200 Mm. 8'',Hobi Ürünleri,"400,40TL",https://www.hancivata.com/hobi-urunleri/kargaburun-200-mm.-8
,Klasvan Uzun Musluk,Hobi Ürünleri,"255,20TL",https://www.hancivata.com/hobi-urunleri/klasvan-uzun-musluk
,Kontak Anahtarı Marşlı BMC-ANADOL-FORD,Hobi Ürünleri,"308,00TL",https://www.hancivata.com/hobi-urunleri/kontak-anahtari-marsli-bmc-anadol-ford
66,Köpük Ns66 600gr,Hobi Ürünleri,"167,20TL",https://www.hancivata.com/hobi-urunleri/kopuk-ns66-600gr-778
,Lpg Enjektör,Hobi Ürünleri,"880,00TL",https://www.hancivata.com/hobi-urunleri/lpg-enjektor
,Lpg Enjektör Takımı,Hobi Ürünleri,"1.143,99TL",https://www.hancivata.com/hobi-urunleri/lpg-enjektor-takimi
12,Max Extra Havalı Gres Pompası 12 Lt 60/1,Hobi Ürünleri,"6.600,00TL",https://www.hancivata.com/hobi-urunleri/max-extra-havali-gres-pompasi-12-lt-60-1
8,Metal Delici Matkap Ucu Hss 8mm,Hobi Ürünleri,"70,40TL",https://www.hancivata.com/hobi-urunleri/metal-delici-matkap-ucu-hss-8mm-91
73,Mfk Delinatör Şerit Ayırıcı 73CM,Hobi Ürünleri,"331,76TL",https://www.hancivata.com/hobi-urunleri/mfk-delinator-serit-ayirici-73cm
106,Pl106 Ilk Yardım Seti Iş Yerleri Için,Hobi Ürünleri,"1.188,00TL",https://www.hancivata.com/hobi-urunleri/pl106-ilk-yardim-seti-is-yerleri-icin
727,RÖMROK VE KARAVAN KAPLİNİ,Hobi Ürünleri,"792,00TL",https://www.hancivata.com/hobi-urunleri/romrok-ve-karavan-kaplini-727
2,Soylu Polyester Örgülü ipek Halat2MM 10 Metre 12mm,Hobi Ürünleri,"220,00TL",https://www.hancivata.com/hobi-urunleri/soylu-polyester-orgulu-ipek-halat2mm-10-metre-12mm
10,Spanzet 10 M (siyah),Hobi Ürünleri,"343,20TL",https://www.hancivata.com/hobi-urunleri/spanzet-10-m-siyah-738
206,Starlıne J206 20 M Çelik Şerit Metre,Hobi Ürünleri,"1.716,00TL",https://www.hancivata.com/hobi-urunleri/starline-j206-20-m-celik-serit-metre
206,Starline J206 Uzun Çelik Metre 20 m x 13 mm,Hobi Ürünleri,"1.716,00TL",https://www.hancivata.com/hobi-urunleri/starline-j206-uzun-celik-metre-20-m-x-13-mm
5,TAKMATİK ÇAPRAZ PATİNAJ ZİNCİRİ 5-12. GRUP,Hobi Ürünleri,"1.143,99TL",https://www.hancivata.com/hobi-urunleri/takmatik-capraz-patinaj-zinciri-5-12.-grup
5,Yıldız Gaz Tavlasma Lülesi No 5,Hobi Ürünleri,"1.601,61TL",https://www.hancivata.com/hobi-urunleri/yildiz-gaz-tavlasma-lulesi-no-5
180,ZİRKONYUM ZIMPARA FLAP DİSC 180X22 40-60-80-100,Hobi Ürünleri,"65,78TL",https://www.hancivata.com/hobi-urunleri/zirkonyum-zimpara-flap-disc-180x22-40-60-80-100
,MULTİFONKSİYONEL POLİS FENERİ UZUN MENZİL ZOOMLU,Spor & Outdoor,"572,00TL",https://www.hancivata.com/hobi-urunleri/spor-outdoor/multifonksiyonel-polis-feneri-uzun-menzil-zoomlu
48000,NETLİGTH ÇAKARLI POLİS FENERİ UZUN MENZİL 48000 LÜMEN,Spor & Outdoor,"660,00TL",https://www.hancivata.com/hobi-urunleri/spor-outdoor/netligth-cakarli-polis-feneri-uzun-menzil-48000-lumen
404,404 Sıvı Conta Kırmızı Yüksek Isıya Dayanıklı 45gr.,Yapıştırıcı ve Kimyasallar,"68,64TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/404-sivi-conta-kirmizi-yuksek-isiya-dayanikli-45gr-553
3,ABC SUPER GLUE JAPON YAPIŞTIRICI 3gr.,Yapıştırıcı ve Kimyasallar,"88,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/abc-super-glue-japon-yapistirici-3gr.
600,Apel Marin Pa Deniz Tutkalı 600 ml,Yapıştırıcı ve Kimyasallar,"255,20TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/apel-marin-pa-deniz-tutkali-600-ml
44,Bally Çok Amaçlı Yapıştırıcı 44A016 50gr.,Yapıştırıcı ve Kimyasallar,"88,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/bally-cok-amacli-yapistirici-44a016-50gr.
200,BEST 200 ML 6 FAKTÖR PERFORMANS SPREY,Yapıştırıcı ve Kimyasallar,"176,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-200-ml-6-faktor-performans-sprey
400,BEST 400 ML 6 FAKTÖR PERFORMANS SPREY,Yapıştırıcı ve Kimyasallar,"220,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-400-ml-6-faktor-performans-sprey
400,BEST BOYA SÖKÜCÜ SPREY 400ml.,Yapıştırıcı ve Kimyasallar,"176,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-boya-sokucu-sprey-400ml.
250,BEST GAZALTI KAYNAK PASTASI 250ml.,Yapıştırıcı ve Kimyasallar,"137,28TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-gazalti-kaynak-pastasi-250ml.
2000,BEST GAZALTI KAYNAK SPREY GK-2000,Yapıştırıcı ve Kimyasallar,"154,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-gazalti-kaynak-sprey-gk-2000
400,BEST KESME YAĞI SPREY400ML. LU-2000,Yapıştırıcı ve Kimyasallar,"329,47TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-kesme-yagi-sprey400ml.-lu-2000
7000,BEST LU 7000 KOŞUBANDI YAĞLAYICI 500ml.,Yapıştırıcı ve Kimyasallar,"220,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-lu-7000-kosubandi-yaglayici-500ml-567
500,BEST LU-500 SIVI GRES SPREY 500ml.,Yapıştırıcı ve Kimyasallar,"176,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-lu-500-sivi-gres-sprey-500ml.
200,BEST MDF YAPIŞTIRICI 200ml+50gr.,Yapıştırıcı ve Kimyasallar,"110,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-mdf-yapistirici-200ml50gr.
400,BEST MDF YAPIŞTIRICI 400ml+100gr.,Yapıştırıcı ve Kimyasallar,"176,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-mdf-yapistirici-400ml100gr.
500,BEST MUM SPREY 500ML LU-400,Yapıştırıcı ve Kimyasallar,"352,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-mum-sprey-500ml-lu-400
400,BEST OTO FİTİL SPREY 400ml.,Yapıştırıcı ve Kimyasallar,"164,74TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-oto-fitil-sprey-400ml.
250,BEST PAS SÖKÜCÜ 250 ML SPREY,Yapıştırıcı ve Kimyasallar,"110,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-pas-sokucu-250-ml-sprey-581
400,BEST PAS SÖKÜCÜ 400 ML,Yapıştırıcı ve Kimyasallar,"137,28TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-pas-sokucu-400-ml
,Best Pas Sökücü Sprey,Yapıştırıcı ve Kimyasallar,"54,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-pas-sokucu-sprey
200,BEST SPREY ETER 200ml.,Yapıştırıcı ve Kimyasallar,"132,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-sprey-eter-200ml.
500,BEST SPREY KAUÇUKLU SIVI GRES 500ml.,Yapıştırıcı ve Kimyasallar,"176,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-sprey-kaucuklu-sivi-gres-500ml-568
200,BEST YAĞLI DEVRE TEMİZLEYİCİ 200 ML,Yapıştırıcı ve Kimyasallar,"132,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-yagli-devre-temizleyici-200-ml
200,BEST YAĞSIZ DEVRE TEMİZLEYİCİ 200 ML,Yapıştırıcı ve Kimyasallar,"132,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-yagsiz-devre-temizleyici-200-ml
400,BEST YAPIŞKAN TEMİZLEYİCİ SPREY 400ml.,Yapıştırıcı ve Kimyasallar,"164,74TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-yapiskan-temizleyici-sprey-400ml-573
400,BEST ZİNCİR SPREY 400ml.,Yapıştırıcı ve Kimyasallar,"154,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/best-zincir-sprey-400ml.
043,Bybest Orta Kuvvet Civata Sabitleyici By-043 50 Ml,Yapıştırıcı ve Kimyasallar,"343,20TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/bybest-orta-kuvvet-civata-sabitleyici-by-043-50-ml
84,Ceresit Ct 84 Yapıştırma Köpüğü 850ml,Yapıştırıcı ve Kimyasallar,"321,20TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/ceresit-ct-84-yapistirma-kopugu-850ml
10,Çift Taraflı Akrilik Silikon Esnek Su Geçirmez Bant 10mm 5 METRE,Yapıştırıcı ve Kimyasallar,"68,64TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/cift-tarafli-akrilik-silikon-esnek-su-gecirmez-bant-10mm-5-metre-754
15,Çift Taraflı Akrilik Silikon Esnek Su Geçirmez Bant 15mm 5 METRE,Yapıştırıcı ve Kimyasallar,"85,80TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/cift-tarafli-akrilik-silikon-esnek-su-gecirmez-bant-15mm-5-metre-755
50,EMS FORCE Boru Sızdırmazlık Elemanı 50ml,Yapıştırıcı ve Kimyasallar,"330,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/ems-force-boru-sizdirmazlik-elemani-50ml
15,Henkel Pattex Yapıştırıcı Japon Pro Power 15gr 1723117,Yapıştırıcı ve Kimyasallar,"85,80TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/henkel-pattex-yapistirici-japon-pro-power-15gr-1723117-866
54,Jalasanj Ikiz Tüp Yapıştırıcı Plastik ve Çelik Yapıştırıcı Tekli,Yapıştırıcı ve Kimyasallar,"68,64TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/jalasanj-ikiz-tup-yapistirici-plastik-ve-celik-yapistirici-tekli-54
12,JUNİOUR TEFLON BAND 12mmX10 METRE 10 ADET,Yapıştırıcı ve Kimyasallar,"88,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/juniour-teflon-band-12mmx10-metre-10-adet-971
400,PAS SÖKÜCÜ & YAĞLAYICI AKILLI SPREY 400ML BEST LU 100,Yapıştırıcı ve Kimyasallar,"137,28TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/pas-sokucu-yaglayici-akilli-sprey-400ml-best-lu-100
400,SİBAX SIZDIRMAZLIK SPREYİ 400ml,Yapıştırıcı ve Kimyasallar,"205,92TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/sibax-sizdirmazlik-spreyi-400ml-932
600,SİBAX YANGIN SÖNDÜRÜCÜ SPREY 600ml.,Yapıştırıcı ve Kimyasallar,"308,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/sibax-yangin-sondurucu-sprey-600ml-970
37,SOMAFİX SIVI GRES S37-500ml.,Yapıştırıcı ve Kimyasallar,"165,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/somafix-sivi-gres-s37-500ml-1034
51608,Tesa 51608 Tüylü Bant 19Mm,Yapıştırıcı ve Kimyasallar,"54,00TL",https://www.hancivata.com/yapistirici-ve-kimyasallar/tesa-51608-tuylu-bant-19mm
,Eltos Matkap Disk/Taşlama/Polisaj Aparatı,El Aletleri,"57,21TL",https://www.hancivata.com/el-aletleri/eltos-matkap-disk-taslama-polisaj-aparati
5,ELTOS PİMLİ KIL TESTERE 5 YEDEKLİ,El Aletleri,"330,00TL",https://www.hancivata.com/el-aletleri/eltos-pimli-kil-testere-5-yedekli
12,Izeltaş 12X13 mm Iki Ağız Anahtar Kısa Boy mm,El Aletleri,"143,00TL",https://www.hancivata.com/el-aletleri/izeltas-12x13-mm-iki-agiz-anahtar-kisa-boy-mm
16,Izeltaş 16X17 mm Iki Ağız Anahtar Kısa Boy mm,El Aletleri,"160,16TL",https://www.hancivata.com/el-aletleri/izeltas-16x17-mm-iki-agiz-anahtar-kisa-boy-mm-293
30,Izeltaş 30X32 mm Iki Ağız Anahtar Kısa Boy mm,El Aletleri,"400,41TL",https://www.hancivata.com/el-aletleri/izeltas-30x32-mm-iki-agiz-anahtar-kisa-boy-mm
1,"İzeltaş 1"" 85° Maşalı Boru Anahtarı",El Aletleri,"1.452,00TL",https://www.hancivata.com/el-aletleri/i̇zeltas-1-85°-masali-boru-anahtari
433,Junıor Kırmızı Kaynakçı Eldiveni,El Aletleri,"350,00TL",https://www.hancivata.com/el-aletleri/junior-kirmizi-kaynakci-eldiveni-433
98,Kaynak Ekipmanları Metal Kızaklı Falçata Maket Bıçağı,El Aletleri,"52,80TL",https://www.hancivata.com/el-aletleri/kaynak-ekipmanlari-metal-kizakli-falcata-maket-bicagi-98
97,Soykan El Aletleri Plastik Saplı Kaynakçı Tel Fırça,El Aletleri,"79,20TL",https://www.hancivata.com/el-aletleri/soykan-el-aletleri-plastik-sapli-kaynakci-tel-firca-97
6,Tornavida Takımı 6+1 HT1101 (Kontrol Kalemli),El Aletleri,"257,40TL",https://www.hancivata.com/el-aletleri/tornavida-takimi-6-1-ht1101-kontrol-kalemli-136
12,VİSCO FLEXIBLE BTS SETİ 12 PARÇA,El Aletleri,"228,81TL",https://www.hancivata.com/el-aletleri/visco-flexible-bts-seti-12-parca
500,Biofly Haşere Öldürücü Sprey 500ml,Bahçe,"131,56TL",https://www.hancivata.com/biofly-hasere-oldurucu-sprey-500ml
6101,Cat Power Catpower E6101 710w 115mm 1300devir/dakika Avuç Taşlama Spiral Makinesi,Elektrikli El Aletleri,"2.145,00TL",https://www.hancivata.com/cat-power-catpower-e6101-710w-115mm-1300devir-dakika-avuc-taslama-spiral-makinesi
13588,Crown CT13588V 350 W Titreşimli Zımpara Makinesi,Elektrikli El Aletleri,"4.400,00TL",https://www.hancivata.com/crown-ct13588v-350-w-titresimli-zimpara-makinesi
1118,KETER TEKNİSYEN ÇANTASI BOND TİPİ,Hırdavat,"2.000,00TL",https://www.hancivata.com/keter-teknisyen-cantasi-bond-tipi-1118
115,PFERD 115X1mm İNOX KESİCİ TAŞ GERMANY 5 ADET,Hırdavat,"176,00TL",https://www.hancivata.com/pferd-115x1mm-inox-kesici-tas-germany-5-adet-1064
100,Zag Rats Death Fare Zehiri Pasta 100 Gr,Hırdavat,"165,00TL",https://www.hancivata.com/zag-rats-death-fare-zehiri-pasta-100-gr
8,M8 S TİPİ ÇELİK ÇEKME DUBEL 100 ADET,İnşaat Malzemeleri,"352,00TL",https://www.hancivata.com/insaat-malzemeleri/m8-s-tipi-celik-cekme-dubel-100-adet-966
230,SERAMİK İÇİN ELMAS KESME DİSKİ ISLAK-WET 230X22.23mm SONNENFLEX,İnşaat Malzemeleri,"285,99TL",https://www.hancivata.com/insaat-malzemeleri/seramik-icin-elmas-kesme-diski-islak-wet-230x22.23mm-sonnenflex
,KUMSAN PELET SOBASI,Sera Malzemeleri,"3.080,00TL",https://www.hancivata.com/sera-malzemeleri/kumsan-pelet-sobasi
1,ASTRA J 1.3 - 1.6 - 2.0 CDTI FİLTRE BAKIM SETİ 2009-,Filtre setleri,"1.149,50TL",https://www.hancivata.com/astra-j-1-3-1-6-2-0-cdti-filtre-bakim-seti-2009-1015
206,FİLTRE BAKIM SETİ206 / 206+ 1.4 HDI (2009 > …),Filtre setleri,"1.452,00TL",https://www.hancivata.com/filtre-bakim-seti206-206-1-4-hdi-2009-998
2007,GOLF V JETTA FİLTRE BAKIM SETİ( 2007-2010) 1.9 2.0 TDI,Filtre setleri,"1.210,00TL",https://www.hancivata.com/golf-v-jetta-filtre-bakim-seti-2007-2010-1-9-2-0-tdi-1018
2,MASTER III TRAFIC II 2.3 DCI M9T 2.5 DTI 2.5 CDTI FİLTRE BAKIM SETİ,Filtre setleri,"1.210,00TL",https://www.hancivata.com/master-iii-trafic-ii-2-3-dci-m9t-2-5-dti-2-5-cdti-filtre-bakim-seti-1020
2004,2004-2007 GOLF V JETTA 1.9 2.0 TDI FİLTRE BAKIM SETİ,Filtre setleri,"1.210,00TL",https://www.hancivata.com/2004-2007-golf-v-jetta-1-9-2-0-tdi-filtre-bakim-seti-1019
301,301 1.6 HDI FİLTRE BAKIM SETİ,Filtre setleri,"1.500,40TL",https://www.hancivata.com/301-1-6-hdi-filtre-bakim-seti-1001
1,CADDY III 1.6 TDI FİLTRE BAKIM SETİ ( 2010 > 2015 ),Filtre setleri,"1.089,00TL",https://www.hancivata.com/caddy-iii-1-6-tdi-filtre-bakim-seti-2010-2015-1011
1,CADDY III 1.9 TDI FİLTRE BAKIM SETİ ( 2004 > 2010 ),Filtre setleri,"1.210,00TL",https://www.hancivata.com/caddy-iii-1-9-tdi-filtre-bakim-seti-2004-2010-1012
1,CLİO IV 1.5 DCİ FİLTRE BAKIM SETİ ( 2012 > …),Filtre setleri,"1.089,00TL",https://www.hancivata.com/clio-iv-1-5-dci-filtre-bakim-seti-2012-1007
1,CLIO SYMBOL 1.5 DCİ FİLTRE BAKIM SETİ ( 2005 > …),Filtre setleri,"1.452,00TL",https://www.hancivata.com/clio-symbol-1-5-dci-filtre-bakim-seti-2005-1005
1,CONNECT 1.8 TDCİ FİLTRE BAKIM SETİ ( 2002 > …) 90 HP,Filtre setleri,"1.573,00TL",https://www.hancivata.com/connect-1-8-tdci-filtre-bakim-seti-2002-90-hp-1016
1,CORSA C 1.3 CDTİ FİLTRE BAKIM SETİ ( 2000 > 2006 ),Filtre setleri,"968,00TL",https://www.hancivata.com/corsa-c-1-3-cdti-filtre-bakim-seti-2000-2006-1009
1,DOBLO 1.3 MULTİJET FİLTRE BAKIM SETİ (2010 > …) Euro 5,Filtre setleri,"1.089,00TL",https://www.hancivata.com/doblo-1-3-multijet-filtre-bakim-seti-2010-euro-5-995
1,DOBLO 1.3 MULTİJET FİLTRE BAKIM SETİ 16V JTD (2004>…),Filtre setleri,"968,00TL",https://www.hancivata.com/doblo-1-3-multijet-filtre-bakim-seti-16v-jtd-2004-992
1,DOBLO 1.3 MULTİJET FİLTRE BAKIM SETİ 16V JTD (2004>…),Filtre setleri,"968,00TL",https://www.hancivata.com/doblo-1-3-multijet-filtre-bakim-seti-16v-jtd-2004-991
1,EGEA 1.6 MULTİJET FİLTRE BAKIM SETİ (2015 > …),Filtre setleri,"1.270,50TL",https://www.hancivata.com/egea-1-6-multijet-filtre-bakim-seti-2015-996
1,FİESTA V 1.4 TDCİ FİLTRE BAKIM SETİ (2002 > …),Filtre setleri,"1.500,40TL",https://www.hancivata.com/fiesta-v-1-4-tdci-filtre-bakim-seti-2002-1002
1,FİESTA VI 1.4 TDCİ FİLTRE BAKIM SETİ ( 2008 > …),Filtre setleri,"1.452,00TL",https://www.hancivata.com/fiesta-vi-1-4-tdci-filtre-bakim-seti-2008-1003
1,FİORİNO 1.3 JTD Euro4 FİLTRE BAKIM SETİ,Filtre setleri,"1.452,00TL",https://www.hancivata.com/fiorino-1-3-jtd-euro4-filtre-bakim-seti-997
1,FLUENCE 1.5 DCİ FİLTRE BAKIM SETİ (2010 > …),Filtre setleri,"1.573,00TL",https://www.hancivata.com/fluence-1-5-dci-filtre-bakim-seti-2010-1008
1,FOCUS III 1.6 TDCİ FİLTRE BAKIM SETİ,Filtre setleri,"1.633,50TL",https://www.hancivata.com/focus-iii-1-6-tdci-filtre-bakim-seti-1004
1,GOLF VI 1.4 TSI FİLTRE BAKIM SETİ (2005-2016,Filtre setleri,"968,00TL",https://www.hancivata.com/golf-vi-1-4-tsi-filtre-bakim-seti-2005-2016-1025
1,GOLF VII 1.6 TDI FİLTRE BAKIM SETİ ( 2012 > …),Filtre setleri,"1.089,00TL",https://www.hancivata.com/golf-vii-1-6-tdi-filtre-bakim-seti-2012-1017
1,GOLF VII 1.6 TDI FİLTRE BAKIM SETİ ( 2012 > …),Filtre setleri,"1.089,00TL",https://www.hancivata.com/golf-vii-1-6-tdi-filtre-bakim-seti-2012-1013
20,HYUNDAI i20 1.4 CRDi FİLTRE BAKIM SETİ (2008-2015 ),Filtre setleri,"1.452,00TL",https://www.hancivata.com/hyundai-i20-1-4-crdi-filtre-bakim-seti-2008-2015-1026
20,HYUNDAI i20 II 1.4 CRDi - (2001-2018),Filtre setleri,"1.452,00TL",https://www.hancivata.com/hyundai-i20-ii-1-4-crdi-2001-2018-1027
1,LİNEA 1.3 MULTİJET FİLTRE BAKIM SETİ Euro 5 (2011 > …),Filtre setleri,"1.512,50TL",https://www.hancivata.com/linea-1-3-multijet-filtre-bakim-seti-euro-5-2011-993
1,LİNEA 1.6 MULTİJET FİLTRE BAKIM SETİ (2009 > …) 16V,Filtre setleri,"1.512,50TL",https://www.hancivata.com/linea-1-6-multijet-filtre-bakim-seti-2009-16v-994
2,MASTER II MOVANO A 2.5 DCİ 2.8 TDI FİLTRE BAKIM SETİ,Filtre setleri,"1.089,00TL",https://www.hancivata.com/master-ii-movano-a-2-5-dci-2-8-tdi-filtre-bakim-seti-1021
1,MEGANE II 1.5 DCİ FİLTRE BAKIM SETİ ( 2002 > …),Filtre setleri,"1.573,00TL",https://www.hancivata.com/megane-ii-1-5-dci-filtre-bakim-seti-2002-1006
1,MEGANE IV TALISMAN 1.5 DCI FİLTRE BAKIM SETİ (2012-2018),Filtre setleri,"1.573,00TL",https://www.hancivata.com/megane-iv-talisman-1-5-dci-filtre-bakim-seti-2012-2018-1029
1,PARTNER II 1.6 HDI FİLTRE BAKIM SETİ (2008 > …),Filtre setleri,"1.452,00TL",https://www.hancivata.com/partner-ii-1-6-hdi-filtre-bakim-seti-2008-1000
1,PARTNER II 1.6 HDI FİLTRE BAKIM SETİ (2011 > …),Filtre setleri,"1.476,20TL",https://www.hancivata.com/partner-ii-1-6-hdi-filtre-bakim-seti-2011-999
1,RENAULT Clio V 1.0 TCe 90 FİLTRE BAKIM SETİ (H4D 2008-2020),Filtre setleri,"726,00TL",https://www.hancivata.com/renault-clio-v-1-0-tce-90-filtre-bakim-seti-h4d-2008-2020-1028
1,TOYOTA CORALLA 1.4 D4D FİLTRE BAKIM SETİ 2007-2018,Filtre setleri,"1.452,00TL",https://www.hancivata.com/toyota-coralla-1-4-d4d-filtre-bakim-seti-2007-2018-1022
14,TOYOTA COROLLA X FİLTRE BAKIM SETİ (E14-E15) 1.4 (2001-2013),Filtre setleri,"847,00TL",https://www.hancivata.com/toyota-corolla-x-filtre-bakim-seti-e14-e15-1-4-2001-2013-1024
18,TOYOTA COROLLA XI FİLTRE BAKIM SETİ (E18) 1.6 (2006-2018),Filtre setleri,"726,00TL",https://www.hancivata.com/toyota-corolla-xi-filtre-bakim-seti-e18-1-6-2006-2018-1023
2,TRANSİT CUSTOM 2.2 TDCi FİLTRE BAKIM SETİ (2012->),Filtre setleri,"1.270,50TL",https://www.hancivata.com/transit-custom-2-2-tdci-filtre-bakim-seti-2012-1030
5,TRANSPORTER T5 2.5 TDI FİLTRE BAKIM SETİ ( 2003 > …),Filtre setleri,"2.420,00TL",https://www.hancivata.com/transporter-t5-2-5-tdi-filtre-bakim-seti-2003-1010
6,TRANSPORTER T6 2.0 TDI FİLTRE BAKIM SETİ ( 2009 > …),Filtre setleri,"2.420,00TL",https://www.hancivata.com/transporter-t6-2-0-tdi-filtre-bakim-seti-2009-1014
400,Lastik Tamir Kiti Sprey 400 ml – Patlak Lastik Şişirme ve Anında Onarım Spreyi SB9000,Lastik & Jant,"176,00TL",https://www.hancivata.com/lastik-tamir-kiti-sprey-400-ml-–-patlak-lastik-sisirme-ve-aninda-onarim-spreyi-sb9000
1,MAKASLI KRİKO CIRCIR KOLLU 1.5 TON,Lastik & Jant,"880,00TL",https://www.hancivata.com/makasli-kriko-circir-kollu-1.5-ton
162,Ön Dayama Takozu ' V ' Tipi,Tekne ve Karavan Malzemeleri,"264,00TL",https://www.hancivata.com/tekne-ve-karavan-malzemeleri/on-dayama-takozu-v-tipi-162
3500,3500 KG ALTTAN CİVATALI RÖMORK ÇEKİ TOPUZU 50mm,Tekne ve Karavan Malzemeleri,"352,00TL",https://www.hancivata.com/tekne-ve-karavan-malzemeleri/3500-kg-alttan-civatali-romork-ceki-topuzu-50mm-1062
50,50 mm 3500 kg Alttan Civatalı Çeki Demiri Topuzu,Tekne ve Karavan Malzemeleri,"352,00TL",https://www.hancivata.com/tekne-ve-karavan-malzemeleri/50-mm-3500-kg-alttan-civatali-ceki-demiri-topuzu-708
7,7 Pin Römork Fişi Erkek Karavan-Römork-Tır-Kamyon-Tarımsal Araçlar,Tekne ve Karavan Malzemeleri,"198,00TL",https://www.hancivata.com/tekne-ve-karavan-malzemeleri/7-pin-romork-fisi-erkek-karavan-romork-tir-kamyon-tarimsal-araclar-939
,AKÜ KUTUP BAŞI KURŞUN ARTI-EKSİ TAKIM,Tekne ve Karavan Malzemeleri,"264,00TL",https://www.hancivata.com/tekne-ve-karavan-malzemeleri/aku-kutup-basi-kursun-arti-eksi-takim
50,Atv Çeki Topuzu 50mm,Tekne ve Karavan Malzemeleri,"352,00TL",https://www.hancivata.com/tekne-ve-karavan-malzemeleri/atv-ceki-topuzu-50mm-904
24,BURUN DAYAMA TAKOZU 24X6X2.5,Tekne ve Karavan Malzemeleri,"176,00TL",https://www.hancivata.com/tekne-ve-karavan-malzemeleri/burun-dayama-takozu-24x6x2-5-967
50,ÇEKİ DEMİRİ TOPUZU 50mm 6000LB,Tekne ve Karavan Malzemeleri,"440,00TL",https://www.hancivata.com/tekne-ve-karavan-malzemeleri/ceki-demiri-topuzu-50mm-6000lb-507
1200,Çelik Halatlı El Vinci 1200 lb Irgat 545 kg - 8 metre,Tekne ve Karavan Malzemeleri,"1.628,00TL",https://www.hancivata.com/tekne-ve-karavan-malzemeleri/celik-halatli-el-vinci-1200-lb-irgat-545-kg-8-metre-458
1,DALDIRMA GALVANİZ ŞEMSİYE ÇAPA 1.5kg.,Tekne ve Karavan Malzemeleri,"748,00TL",https://www.hancivata.com/tekne-ve-karavan-malzemeleri/daldirma-galvaniz-semsiye-capa-1.5kg.
2,DALDIRMA GALVANİZ ŞEMSİYE ÇAPA 2.5kg.,Tekne ve Karavan Malzemeleri,"1.320,00TL",https://www.hancivata.com/tekne-ve-karavan-malzemeleri/daldirma-galvaniz-semsiye-capa-2.5kg.
3,DALDIRMA GALVANİZ ŞEMSİYE ÇAPA 3.2kg.,Tekne ve Karavan Malzemeleri,"2.200,00TL",https://www.hancivata.com/tekne-ve-karavan-malzemeleri/daldirma-galvaniz-semsiye-capa-3.2kg.
4,DALDIRMA GALVANİZ ŞEMSİYE ÇAPA 4kg.,Tekne ve Karavan Malzemeleri,"2.640,00TL",https://www.hancivata.com/tekne-ve-karavan-malzemeleri/daldirma-galvaniz-semsiye-capa-4kg.-1
52,DORSE DAYAMA TAKOZU 52cm,Tekne ve Karavan Malzemeleri,"264,00TL",https://www.hancivata.com/tekne-ve-karavan-malzemeleri/dorse-dayama-takozu-52cm-968
22,Han Krom Katlanır Merdiven 2+2 4 Basamak,Tekne ve Karavan Malzemeleri,"3.740,00TL",https://www.hancivata.com/tekne-ve-karavan-malzemeleri/han-krom-katlanir-merdiven-22-4-basamak
