urun_id,urun_adi,kategori,fiyat,urun_url
22,22X2625 V KAYIŞ,V KAYIŞ,"1.249,50TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x2625-v-kayis-1361
22,22X2650 V KAYIŞ,V KAYIŞ,"1.261,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x2650-v-kayis-1362
22,22X2675 V KAYIŞ,V KAYIŞ,"1.273,30TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x2675-v-kayis-1363
22,22X2700 V KAYIŞ,V KAYIŞ,"1.285,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x2700-v-kayis-1364
22,22X2725 V KAYIŞ,V KAYIŞ,"1.297,10TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x2725-v-kayis-1365
22,22X2750 V KAYIŞ,V KAYIŞ,"1.309,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x2750-v-kayis-1366
22,22X2775 V KAYIŞ,V KAYIŞ,"1.320,90TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x2775-v-kayis-1367
22,22X2800 V KAYIŞ,V KAYIŞ,"1.332,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x2800-v-kayis-1368
22,22X2825 V KAYIŞ,V KAYIŞ,"1.344,70TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x2825-v-kayis-1369
22,22X2850 V KAYIŞ,V KAYIŞ,"1.356,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x2850-v-kayis-1370
22,22X2875 V KAYIŞ,V KAYIŞ,"1.368,50TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x2875-v-kayis-1371
22,22X2900 V KAYIŞ,V KAYIŞ,"1.380,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x2900-v-kayis-1372
22,22X2925 V KAYIŞ,V KAYIŞ,"1.392,30TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x2925-v-kayis-1373
22,22X2950 V KAYIŞ,V KAYIŞ,"1.404,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x2950-v-kayis-1374
22,22X3000 V KAYIŞ,V KAYIŞ,"1.428,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3000-v-kayis-1375
22,22X3050 V KAYIŞ,V KAYIŞ,"1.451,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3050-v-kayis-1376
22,22X3100 V KAYIŞ,V KAYIŞ,"1.475,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3100-v-kayis-1377
22,22X3150 V KAYIŞ,V KAYIŞ,"1.499,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3150-v-kayis-1378
22,22X3200 V KAYIŞ,V KAYIŞ,"1.523,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3200-v-kayis-1379
22,22X3250 V KAYIŞ,V KAYIŞ,"1.547,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3250-v-kayis-1380
22,22X3300 V KAYIŞ,V KAYIŞ,"1.570,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3300-v-kayis-1381
22,22X3350 V KAYIŞ,V KAYIŞ,"1.594,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3350-v-kayis-1382
22,22X3375 V KAYIŞ,V KAYIŞ,"1.606,50TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3375-v-kayis-1383
22,22X3400 V KAYIŞ,V KAYIŞ,"1.618,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3400-v-kayis-1384
22,22X3450 V KAYIŞ,V KAYIŞ,"1.642,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3450-v-kayis-1385
22,22X3500 V KAYIŞ,V KAYIŞ,"1.666,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3500-v-kayis-1386
22,22X3550 V KAYIŞ,V KAYIŞ,"1.689,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3550-v-kayis-1387
22,22X3600 V KAYIŞ,V KAYIŞ,"1.713,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3600-v-kayis-1388
22,22X3650 V KAYIŞ,V KAYIŞ,"1.737,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3650-v-kayis-1389
22,22X3700 V KAYIŞ,V KAYIŞ,"1.761,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3700-v-kayis-1390
22,22X3750 V KAYIŞ,V KAYIŞ,"1.785,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3750-v-kayis-1391
22,22X3800 V KAYIŞ,V KAYIŞ,"1.808,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3800-v-kayis-1392
22,22X3850 V KAYIŞ,V KAYIŞ,"1.832,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3850-v-kayis-1393
22,22X3900 V KAYIŞ,V KAYIŞ,"1.856,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3900-v-kayis-1394
22,22X3950 V KAYIŞ,V KAYIŞ,"1.880,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x3950-v-kayis-1395
22,22X4000 V KAYIŞ,V KAYIŞ,"1.904,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x4000-v-kayis-1396
22,22X4050 V KAYIŞ,V KAYIŞ,"1.927,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x4050-v-kayis-1397
22,22X4100 V KAYIŞ,V KAYIŞ,"1.951,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x4100-v-kayis-1398
22,22X4150 V KAYIŞ,V KAYIŞ,"1.975,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x4150-v-kayis-1399
22,22X4200 V KAYIŞ,V KAYIŞ,"1.999,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x4200-v-kayis-1400
22,22X4250 V KAYIŞ,V KAYIŞ,"2.023,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x4250-v-kayis-1401
22,22X4300 V KAYIŞ,V KAYIŞ,"2.046,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x4300-v-kayis-1402
22,22X4350 V KAYIŞ,V KAYIŞ,"2.070,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x4350-v-kayis-1403
22,22X4400 V KAYIŞ,V KAYIŞ,"2.094,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x4400-v-kayis-1404
22,22X4450 V KAYIŞ,V KAYIŞ,"2.118,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x4450-v-kayis-1405
22,22X4500 V KAYIŞ,V KAYIŞ,"2.142,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x4500-v-kayis-1406
22,22X4550 V KAYIŞ,V KAYIŞ,"2.165,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x4550-v-kayis-1407
22,22X4600 V KAYIŞ,V KAYIŞ,"2.189,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x4600-v-kayis-1408
22,22X4650 V KAYIŞ,V KAYIŞ,"2.213,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x4650-v-kayis-1409
22,22X4700 V KAYIŞ,V KAYIŞ,"2.237,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x4700-v-kayis-1410
22,22X4750 V KAYIŞ,V KAYIŞ,"2.261,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x4750-v-kayis-1411
22,22X4800 V KAYIŞ,V KAYIŞ,"2.284,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x4800-v-kayis-1412
22,22X4850 V KAYIŞ,V KAYIŞ,"2.308,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x4850-v-kayis-1413
22,22X4900 V KAYIŞ,V KAYIŞ,"2.332,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x4900-v-kayis-1414
22,22X4950 V KAYIŞ,V KAYIŞ,"2.356,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x4950-v-kayis-1415
22,22X5000 V KAYIŞ,V KAYIŞ,"2.380,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x5000-v-kayis-1416
22,22X5050 V KAYIŞ,V KAYIŞ,"2.403,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x5050-v-kayis-1417
22,22X5100 V KAYIŞ,V KAYIŞ,"2.427,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x5100-v-kayis-1418
22,22X5150 V KAYIŞ,V KAYIŞ,"2.451,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x5150-v-kayis-1419
22,22X5200 V KAYIŞ,V KAYIŞ,"2.475,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x5200-v-kayis-1420
22,22X5250 V KAYIŞ,V KAYIŞ,"2.499,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x5250-v-kayis-1421
22,22X5300 V KAYIŞ,V KAYIŞ,"2.522,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x5300-v-kayis-1422
22,22X5350 V KAYIŞ,V KAYIŞ,"2.546,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x5350-v-kayis-1423
22,22X5400 V KAYIŞ,V KAYIŞ,"2.570,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x5400-v-kayis-1424
22,22X5450 V KAYIŞ,V KAYIŞ,"2.594,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x5450-v-kayis-1425
22,22X5500 V KAYIŞ,V KAYIŞ,"2.618,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x5500-v-kayis-1426
22,22X5550 V KAYIŞ,V KAYIŞ,"2.641,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x5550-v-kayis-1427
22,22X5600 V KAYIŞ,V KAYIŞ,"2.665,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x5600-v-kayis-1428
22,22X5650 V KAYIŞ,V KAYIŞ,"2.689,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x5650-v-kayis-1429
22,22X5700 V KAYIŞ,V KAYIŞ,"2.713,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x5700-v-kayis-1430
22,22X5750 V KAYIŞ,V KAYIŞ,"2.737,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x5750-v-kayis-1431
22,22X5800 V KAYIŞ,V KAYIŞ,"2.760,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x5800-v-kayis-1432
22,22X5850 V KAYIŞ,V KAYIŞ,"2.784,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x5850-v-kayis-1433
22,22X5900 V KAYIŞ,V KAYIŞ,"2.808,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x5900-v-kayis-1434
22,22X5950 V KAYIŞ,V KAYIŞ,"2.832,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x5950-v-kayis-1435
22,22X6000 V KAYIŞ,V KAYIŞ,"2.856,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x6000-v-kayis-1436
22,22X6100 V KAYIŞ,V KAYIŞ,"2.903,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x6100-v-kayis-1437
22,22X6150 V KAYIŞ,V KAYIŞ,"2.927,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x6150-v-kayis-1438
22,22X6200 V KAYIŞ,V KAYIŞ,"2.951,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x6200-v-kayis-1439
22,22X6250 V KAYIŞ,V KAYIŞ,"2.975,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x6250-v-kayis-1440
22,22X6300 V KAYIŞ,V KAYIŞ,"2.998,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x6300-v-kayis-1441
22,22X6350 V KAYIŞ,V KAYIŞ,"3.022,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x6350-v-kayis-1442
22,22X6400 V KAYIŞ,V KAYIŞ,"3.046,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x6400-v-kayis-1443
22,22X6450 V KAYIŞ,V KAYIŞ,"3.070,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x6450-v-kayis-1444
22,22X6500 V KAYIŞ,V KAYIŞ,"3.094,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x6500-v-kayis-1445
22,22X6550 V KAYIŞ,V KAYIŞ,"3.117,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x6550-v-kayis-1446
22,22X6600 V KAYIŞ,V KAYIŞ,"3.141,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x6600-v-kayis-1447
22,22X6650 V KAYIŞ,V KAYIŞ,"3.165,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x6650-v-kayis-1448
22,22X6700 V KAYIŞ,V KAYIŞ,"3.189,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x6700-v-kayis-1449
22,22X6750 V KAYIŞ,V KAYIŞ,"3.213,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x6750-v-kayis-1450
22,22X6800 V KAYIŞ,V KAYIŞ,"3.236,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x6800-v-kayis-1451
22,22X6850 V KAYIŞ,V KAYIŞ,"3.260,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x6850-v-kayis-1452
22,22X6900 V KAYIŞ,V KAYIŞ,"3.284,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x6900-v-kayis-1453
22,22X6950 V KAYIŞ,V KAYIŞ,"3.308,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x6950-v-kayis-1454
22,22X7000 V KAYIŞ,V KAYIŞ,"3.332,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x7000-v-kayis-1455
22,22X7100 V KAYIŞ,V KAYIŞ,"3.379,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x7100-v-kayis-1456
22,22X7150 V KAYIŞ,V KAYIŞ,"3.403,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x7150-v-kayis-1457
22,22X7200 V KAYIŞ,V KAYIŞ,"3.427,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x7200-v-kayis-1458
22,22X7250 V KAYIŞ,V KAYIŞ,"3.451,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x7250-v-kayis-1459
22,22X7300 V KAYIŞ,V KAYIŞ,"3.474,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x7300-v-kayis-1460
22,22X7400 V KAYIŞ,V KAYIŞ,"3.522,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x7400-v-kayis-1461
22,22X7500 V KAYIŞ,V KAYIŞ,"3.570,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x7500-v-kayis-1462
22,22X7600 V KAYIŞ,V KAYIŞ,"3.617,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x7600-v-kayis-1463
22,22X7700 V KAYIŞ,V KAYIŞ,"3.665,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x7700-v-kayis-1464
22,22X7800 V KAYIŞ,V KAYIŞ,"3.712,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x7800-v-kayis-1465
22,22X7850 V KAYIŞ,V KAYIŞ,"3.736,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x7850-v-kayis-1466
22,22X7900 V KAYIŞ,V KAYIŞ,"3.760,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x7900-v-kayis-1467
22,22X8000 V KAYIŞ,V KAYIŞ,"3.808,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x8000-v-kayis-1468
22,22X8100 V KAYIŞ,V KAYIŞ,"3.855,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x8100-v-kayis-1469
22,22X8200 V KAYIŞ,V KAYIŞ,"3.903,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x8200-v-kayis-1470
22,22X8300 V KAYIŞ,V KAYIŞ,"3.950,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x8300-v-kayis-1471
22,22X8400 V KAYIŞ,V KAYIŞ,"3.998,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x8400-v-kayis-1472
22,22X8500 V KAYIŞ,V KAYIŞ,"4.046,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x8500-v-kayis-1473
22,22X8600 V KAYIŞ,V KAYIŞ,"4.093,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x8600-v-kayis-1474
22,22X8700 V KAYIŞ,V KAYIŞ,"4.141,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x8700-v-kayis-1475
22,22X8750 V KAYIŞ,V KAYIŞ,"4.165,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x8750-v-kayis-1476
22,22X8800 V KAYIŞ,V KAYIŞ,"4.188,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x8800-v-kayis-1477
22,22X8900 V KAYIŞ,V KAYIŞ,"4.236,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x8900-v-kayis-1478
22,22X9000 V KAYIŞ,V KAYIŞ,"4.284,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x9000-v-kayis-1479
22,22X9100 V KAYIŞ,V KAYIŞ,"4.331,60TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x9100-v-kayis-1480
22,22X9200 V KAYIŞ,V KAYIŞ,"4.379,20TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x9200-v-kayis-1481
22,22X9250 V KAYIŞ,V KAYIŞ,"4.403,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x9250-v-kayis-1482
22,22X9300 V KAYIŞ,V KAYIŞ,"4.426,80TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x9300-v-kayis-1483
22,22X9400 V KAYIŞ,V KAYIŞ,"4.474,40TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x9400-v-kayis-1484
22,22X9500 V KAYIŞ,V KAYIŞ,"4.522,00TL",https://www.hancivata.com/otomotiv-urunleri/v-kayis/22x9500-v-kayis-1485
3,3x25A 2AD. 1x16A 1AD Kauçuk Grup Priz,Elektrik Malzemeleri,"224,97TL",https://www.hancivata.com/elektrik-malzemeleri/3x25a-2ad.-1x16a-1ad-kaucuk-grup-priz-1
,Far Kauçuk Dişi Fiş,Elektrik Malzemeleri,"66,00TL",https://www.hancivata.com/elektrik-malzemeleri/far-kaucuk-disi-fis
1,Kaynak Ekipmanları 1 x 16 A Kauçuk Üçlü Grup Priz 220,Elektrik Malzemeleri,"160,00TL",https://www.hancivata.com/elektrik-malzemeleri/kaynak-ekipmanlari-1-x-16-a-kaucuk-uclu-grup-priz-220-100
51,Master Kauçuk Trifaze Erkek Fiş,Elektrik Malzemeleri,"79,20TL",https://www.hancivata.com/elektrik-malzemeleri/master-kaucuk-trifaze-erkek-fis-51
3,SEYYAR UZATMA KABLOSU 3X2.5mm 10 METRE,Elektrik Malzemeleri,"343,20TL",https://www.hancivata.com/elektrik-malzemeleri/seyyar-uzatma-kablosu-3x2.5mm-10-metre
,ALFATECH HAVALI TORNAVİDA,Havalı El Aletleri,"4.576,00TL",https://www.hancivata.com/havali-el-aletleri/alfatech-havali-tornavida
70,"ASTURO G70 ALTTAN DEPO BOYA TABANCASI 1,8mm",Havalı El Aletleri,"880,00TL",https://www.hancivata.com/havali-el-aletleri/asturo-g70-alttan-depo-boya-tabancasi-18mm
1287,Bay-tec Mk1287-2 Lastik Basınç Ölçer 300 Mm,Havalı El Aletleri,"352,00TL",https://www.hancivata.com/havali-el-aletleri/bay-tec-mk1287-2-lastik-basinc-olcer-300-mm-849
5,DELTA KOLİ KAPAMA TELİ 5/8 (35/15) 1 KOLİ 30 PAKET,Havalı El Aletleri,"3.080,00TL",https://www.hancivata.com/havali-el-aletleri/delta-koli-kapama-teli-5-8-35-15-1-koli-30-paket-461
80,Delta Zımba Çakma Döşeme Teli 80/10,Havalı El Aletleri,"143,00TL",https://www.hancivata.com/havali-el-aletleri/delta-zimba-cakma-doseme-teli-80-10-1065
80,Delta Zımba Çakma Döşeme Teli 80/14,Havalı El Aletleri,"143,00TL",https://www.hancivata.com/havali-el-aletleri/delta-zimba-cakma-doseme-teli-80-14-872
1120,Elektrikli Hava Üfleme Körüğü MEŞEM,Havalı El Aletleri,"1.000,00TL",https://www.hancivata.com/havali-el-aletleri/elektrikli-hava-ufleme-korugu-mesem-1120
50,HAİS 50 Litre SESSİZ YAĞSIZ HAVA KOMPRESÖRÜ 1.5HP,Havalı El Aletleri,"8.008,00TL",https://www.hancivata.com/havali-el-aletleri/hais-50-litre-sessiz-yagsiz-hava-kompresoru-1.5hp
14301,My14301 220 V 2 Hp 8 Bar 50 lt Yağlı Hava Kompresörü,Havalı El Aletleri,"5.500,00TL",https://www.hancivata.com/havali-el-aletleri/my14301-220-v-2-hp-8-bar-50-lt-yagli-hava-kompresoru-524
6100,RONEY HAVALI ORBİTAL ZIMPARA RP6100,Havalı El Aletleri,"2.000,00TL",https://www.hancivata.com/havali-el-aletleri/roney-havali-orbital-zimpara-rp6100-1092
,Saatli Lastik Şişirme Tabancası,Havalı El Aletleri,"457,60TL",https://www.hancivata.com/havali-el-aletleri/saatli-lastik-sisirme-tabancasi
50,Uno F50 Hafif Başlı Çivi Tabancası Zımba Tabancası 10-50 Mm,Havalı El Aletleri,"3.575,00TL",https://www.hancivata.com/havali-el-aletleri/uno-f50-hafif-basli-civi-tabancasi-zimba-tabancasi-10-50-mm-923
13,13X1025 V KAYIŞ,Hırdavat Ürünleri,"137,76TL",https://www.hancivata.com/hirdavat-urunleri/13x1025-v-kayis-163
13,13X1075 V KAYIŞ,Hırdavat Ürünleri,"144,48TL",https://www.hancivata.com/hirdavat-urunleri/13x1075-v-kayis-164
13,13X875 V KAYIŞ,Hırdavat Ürünleri,"117,60TL",https://www.hancivata.com/hirdavat-urunleri/13x875-v-kayis-254
45,"4,5mm HSS MATKAP UCU DIN:338 10 ADET",Hırdavat Ürünleri,"114,40TL",https://www.hancivata.com/hirdavat-urunleri/45mm-hss-matkap-ucu-din338-10-adet
6,6 Parça Kademeli Matkap Ucu Sac Delme Seti Özel Kutulu,Hırdavat Ürünleri,"858,00TL",https://www.hancivata.com/hirdavat-urunleri/6-parca-kademeli-matkap-ucu-sac-delme-seti-ozel-kutulu
6,"6,5mm HSS MATKAP UCU 10 ADET",Hırdavat Ürünleri,"137,28TL",https://www.hancivata.com/hirdavat-urunleri/6-5mm-hss-matkap-ucu-10-adet-444
6204,6204 ZZ RULMAN 10 ADET 20X47X14,Hırdavat Ürünleri,"686,40TL",https://www.hancivata.com/hirdavat-urunleri/6204-zz-rulman-10-adet-20x47x14
9,9mm HSS MATKAP UCU DIN:338,Hırdavat Ürünleri,"80,08TL",https://www.hancivata.com/hirdavat-urunleri/9mm-hss-matkap-ucu-din-338-445
115,A TECH İNOX KESİCİ DİSK TAŞ 115X1.0X22.2mm 25 ADET,Hırdavat Ürünleri,"343,20TL",https://www.hancivata.com/hirdavat-urunleri/a-tech-inox-kesici-disk-tas-115x1.0x22.2mm-25-adet
115,A TECH İNOX KESİCİ DİSK TAŞ 115X1.0X22.2mm 5 ADET,Hırdavat Ürünleri,"85,80TL",https://www.hancivata.com/hirdavat-urunleri/a-tech-inox-kesici-disk-tas-115x1.0x22.2mm-5-adet
500,Adam Werner Genel Temizleme & Balata Spreyi 500 Ml N11.3,Hırdavat Ürünleri,"88,00TL",https://www.hancivata.com/hirdavat-urunleri/adam-werner-genel-temizleme-balata-spreyi-500-ml-n11-3-184
7,Alsa Römork Dişi Fiş 7'li,Hırdavat Ürünleri,"228,80TL",https://www.hancivata.com/hirdavat-urunleri/alsa-romork-disi-fis-7-li-106
17,Bando 17X2650 Düz Kayış,Hırdavat Ürünleri,"572,01TL",https://www.hancivata.com/hirdavat-urunleri/bando-17x2650-duz-kayis-1
22,Bando 22X2350 Düz Kayış,Hırdavat Ürünleri,"745,95TL",https://www.hancivata.com/hirdavat-urunleri/bando-22x2350-duz-kayis
22,Bando 22X4700 Düz Kayış,Hırdavat Ürünleri,"1.430,01TL",https://www.hancivata.com/hirdavat-urunleri/bando-22x4700-duz-kayis-1
115,Bay-Tec Elmas Sunta Testere 115MM,Hırdavat Ürünleri,"143,01TL",https://www.hancivata.com/hirdavat-urunleri/bay-tec-elmas-sunta-testere-115mm-705
1870,BAY-TEC MK1870 BENZİNLİ KESİM MOTORU ZİNCİRİ 3/25-1.3mm-34 DİŞ,Hırdavat Ürünleri,"352,00TL",https://www.hancivata.com/hirdavat-urunleri/bay-tec-mk1870-benzinli-kesim-motoru-zinciri-3-25-1-3mm-34-dis-546
10,Bay-Tec Tork Otomotiv Bits Uç 10X30 (10 Adet),Hırdavat Ürünleri,"183,04TL",https://www.hancivata.com/hirdavat-urunleri/bay-tec-tork-otomotiv-bits-uc-10x30-10-adet
12,Best Kale Galvaniz Çelik Somun M12 ( 25 Adet ),Hırdavat Ürünleri,"76,96TL",https://www.hancivata.com/hirdavat-urunleri/best-kale-galvaniz-celik-somun-m12-25-adet-157
16,Best Kale Galvaniz Çelik Somun M16 ( 10 Adet ),Hırdavat Ürünleri,"65,89TL",https://www.hancivata.com/hirdavat-urunleri/best-kale-galvaniz-celik-somun-m16-10-adet
8,Best Kale Galvaniz Çelik Somun M8 ( 50 Adet ),Hırdavat Ürünleri,"71,39TL",https://www.hancivata.com/hirdavat-urunleri/best-kale-galvaniz-celik-somun-m8-50-adet-156
115,Birlik Cırt Zımpara Tabanı 115 mm,Hırdavat Ürünleri,"68,64TL",https://www.hancivata.com/hirdavat-urunleri/birlik-cirt-zimpara-tabani-115-mm-140
10,Can M10 Din 985 Fiberli Somun 25 Adet,Hırdavat Ürünleri,"68,64TL",https://www.hancivata.com/hirdavat-urunleri/can-m10-din-985-fiberli-somun-25-adet-234
10,Can M10 Flanşlı Beyaz Somun 25 Adet,Hırdavat Ürünleri,"57,21TL",https://www.hancivata.com/hirdavat-urunleri/can-m10-flansli-beyaz-somun-25-adet-236
12,"Can M12x1,25 Din 985 Fiberli Somun 10 Adet",Hırdavat Ürünleri,"45,75TL",https://www.hancivata.com/hirdavat-urunleri/can-m12x1-25-din-985-fiberli-somun-10-adet-235
30,Can M30 Din 934 Beyaz 8.8 Somun 1 Adet,Hırdavat Ürünleri,"34,32TL",https://www.hancivata.com/hirdavat-urunleri/can-m30-din-934-beyaz-8-8-somun-1-adet-233
,ÇELİK VİDALI KARABİNA DAĞCI TIRMANMA TİPİ,Hırdavat Ürünleri,"171,60TL",https://www.hancivata.com/hirdavat-urunleri/celik-vidali-karabina-dagci-tirmanma-tipi
84,Ceresit Ct 84 Yapıştırma Köpüğü 850ml,Hırdavat Ürünleri,"321,20TL",https://www.hancivata.com/hirdavat-urunleri/ceresit-ct-84-yapistirma-kopugu-850ml
