Date,Overall_Normal_Daily_Inflation,Overall_Weighted_Daily_Inflation,Overall_Normal_Weekly_Inflation,Overall_Weighted_Weekly_Inflation,Bahçe Mobilyası_Daily_Inflation,Bahçe Mobilyası_Weekly_Inflation,Baza ve Başlık_Daily_Inflation,Baza ve Başlık_Weekly_Inflation,Genç ve Çocuk Odası_Daily_Inflation,Genç ve Çocuk Odası_Weekly_Inflation,Oturma Odası_Daily_Inflation,Oturma Odası_Weekly_Inflation,Tamamlayıcı Ürünler_Daily_Inflation,Tamamlayıcı Ürünler_Weekly_Inflation,Yatak Odası_Daily_Inflation,Yatak Odası_Weekly_Inflation,Yatak_Daily_Inflation,Yatak_Weekly_Inflation,Yemek Odası_Daily_Inflation,Yemek Odası_Weekly_Inflation
2026-04-28,,,,,,,,,,,,,,,,,,,,
2026-04-29,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2026-04-30,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2026-05-01,0.0864818362990365,0.08933020251240475,,,0.03729518311528368,,0.11077113852904374,,0.1508742014610025,,0.09496501295183157,,0.08427737095041388,,0.0658632785243769,,0.11144536768844815,,0.08572533531616733,
2026-05-02,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2026-05-03,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2026-05-04,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
2026-05-05,0.0,0.0,0.0864818362990365,0.08933020251240475,0.0,0.03729518311528368,0.0,0.11077113852904374,0.0,0.1508742014610025,0.0,0.09496501295183157,0.0,0.08427737095041388,0.0,0.0658632785243769,0.0,0.11144536768844815,0.0,0.08572533531616733
2026-05-06,0.0,0.0,0.0864818362990365,0.08933020251240475,0.0,0.03729518311528368,0.0,0.11077113852904374,0.0,0.1508742014610025,0.0,0.09496501295183157,0.0,0.08427737095041388,0.0,0.0658632785243769,0.0,0.11144536768844815,0.0,0.08572533531616733
2026-05-07,0.0015941923389355406,0.001440832811786752,0.08821389731885709,0.09089974521105493,0.0,0.03729518311528368,0.0,0.11077113852904374,0.013199968474539414,0.1660657046384486,-3.800246178653488e-05,0.09492340158576917,0.0,0.08427737095041388,0.0,0.0658632785243769,0.0,0.11144536768844815,0.0,0.08572533531616733
2026-05-08,-0.016442865854430333,-0.016443394143632162,-0.01487488660627001,-0.015026253513664711,0.0,0.0,0.0,0.0,-0.12922021158795594,-0.11772594583265084,0.0009272785036016362,0.0008892408029490539,0.0,0.0,-0.004048056601449801,-0.004048056601449801,0.0,0.0,0.0,0.0
2026-05-09,0.0,0.0,-0.01487488660627001,-0.015026253513664711,0.0,0.0,0.0,0.0,0.0,-0.11772594583265084,0.0,0.0008892408029490539,0.0,0.0,0.0,-0.004048056601449801,0.0,0.0,0.0,0.0
2026-05-10,0.0031387784920287043,0.003084979466635218,-0.011782797088392472,-0.01198762973057943,0.0,0.0,0.0,0.0,0.028901027592884043,-0.09222731904867465,0.0,0.0008892408029490539,0.0,0.0,0.0,-0.004048056601449801,0.0,0.0,0.0,0.0
2026-05-11,-0.003128957387877107,-0.003075491638082073,-0.01487488660627001,-0.015026253513664711,0.0,0.0,0.0,0.0,-0.028089220263000536,-0.11772594583265084,0.0,0.0008892408029490539,0.0,0.0,0.0,-0.004048056601449801,0.0,0.0,0.0,0.0
2026-05-12,0.0,0.0,-0.01487488660627001,-0.015026253513664711,0.0,0.0,0.0,0.0,0.0,-0.11772594583265084,0.0,0.0008892408029490539,0.0,0.0,0.0,-0.004048056601449801,0.0,0.0,0.0,0.0
2026-05-13,-5.0983829492756705e-05,1.22104641131493e-05,-0.014925112057080359,-0.015014226527080732,0.0,0.0,0.0,0.0,0.0,-0.11772594583265084,-0.0009264194547559113,-3.800246178653488e-05,0.0,0.0,0.0005866810484067564,-0.0034637504711340084,0.0,0.0,0.0,0.0
2026-05-14,0.0024931137598869224,0.0017810772475894687,-0.014041016557339803,-0.014679572778413474,-0.0068669132044024694,-0.0068669132044024694,0.0,0.0,0.04599475795730479,-0.08916890598583094,-0.0021349824539879103,-0.0021349824539879103,-0.012755025615477145,-0.012755025615477145,-0.000586337055568209,-0.004048056601449801,0.0,0.0,0.0,0.0
2026-05-15,-0.009772814367542293,-0.015059832505711968,-0.007354676785898517,-0.013293529986320163,0.005291608601305953,-0.001611641620073323,0.0,0.0,-0.04397226430381607,0.0,-0.017941182670647593,-0.020945717004910325,-0.009553284747072288,-0.022186457970888473,-0.004128686192091946,-0.004128686192091946,0.0,0.0,-0.008717319964931969,-0.008717319964931969
2026-05-16,0.0,0.0,-0.007354676785898517,-0.013293529986320163,0.0,-0.001611641620073323,0.0,0.0,0.0,0.0,0.0,-0.020945717004910325,0.0,-0.022186457970888473,0.0,-0.004128686192091946,0.0,0.0,0.0,-0.008717319964931969
2026-05-17,0.0031620342317892902,0.0030604885402838455,-0.007331664315633812,-0.01331762102145917,0.0,-0.001611641620073323,0.0,0.0,0.028901027592884043,0.0,0.0,-0.020945717004910325,0.0,-0.022186457970888473,0.0,-0.004128686192091946,0.0,0.0,0.0,-0.008717319964931969
2026-05-18,-0.003152067287126581,-0.0030511505290549135,-0.007354676785898517,-0.013293529986320163,0.0,-0.001611641620073323,0.0,0.0,-0.028089220263000536,0.0,0.0,-0.020945717004910325,0.0,-0.022186457970888473,0.0,-0.004128686192091946,0.0,0.0,0.0,-0.008717319964931969
2026-05-19,0.0,0.0,-0.007354676785898517,-0.013293529986320163,0.0,-0.001611641620073323,0.0,0.0,0.0,0.0,0.0,-0.020945717004910325,0.0,-0.022186457970888473,0.0,-0.004128686192091946,0.0,0.0,0.0,-0.008717319964931969
2026-05-20,0.0,0.0,-0.007304065345627886,-0.013305577983151018,0.0,-0.001611641620073323,0.0,0.0,0.0,0.0,0.0,-0.020037861014429947,0.0,-0.022186457970888473,0.0,-0.00471260244595495,0.0,0.0,0.0,-0.008717319964931969
2026-05-21,0.0,0.0,-0.009772814367542293,-0.015059832505711968,0.0,0.005291608601305953,0.0,0.0,0.0,-0.04397226430381607,0.0,-0.017941182670647593,0.0,-0.009553284747072288,0.0,-0.004128686192091946,0.0,0.0,0.0,-0.008717319964931969
2026-05-22,0.001924234665252822,0.004095659919774786,0.001924234665252822,0.004095659919774786,0.0,0.0,0.0,0.0,0.0,0.0,0.01035111012865042,0.01035111012865042,0.0,0.0,0.0,0.0,0.0,0.0,0.001132081794630535,0.001132081794630535
2026-05-23,0.0,0.0,0.001924234665252822,0.004095659919774786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01035111012865042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001132081794630535
2026-05-24,0.0,0.0,-0.0012338979390147387,0.0010320129157888047,0.0,0.0,0.0,0.0,0.0,-0.028089220263000536,0.0,0.01035111012865042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001132081794630535
