District,Rooms,price_numeric,city,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Akçadağ,2+1,12625.0,malatya,04,0.0,-5.607476635514018,-5.607476635514018,-5.607476635514018
Akçadağ,3+1,12500.0,malatya,04,0.0,17.647058823529413,17.647058823529413,42.857142857142854
Akçadağ / Köyler,3+1,8500.0,malatya,04,-2.857142857142857,,,-32.0
Arapgir,3+1,21500.0,malatya,04,0.0,0.0,-28.333333333333332,-28.333333333333332
Battalgazi,2+1,14000.0,malatya,04,0.0,0.0,7.6923076923076925,16.666666666666664
Battalgazi,3+1,13500.0,malatya,04,0.0,0.0,12.5,8.0
Battalgazi / Köyler,2+1,25000.0,malatya,04,0.0,,39.27576601671309,
Battalgazi / Merkez,1+1,18250.0,malatya,04,0.6896551724137931,-1.3513513513513513,-0.6802721088435374,-1.3513513513513513
Battalgazi / Merkez,1.5+1,19750.0,malatya,04,,31.666666666666664,,
Battalgazi / Merkez,2+0,18000.0,malatya,04,0.0,0.0,-2.4390243902439024,0.5586592178770949
Battalgazi / Merkez,2+1,15000.0,malatya,04,0.0,-1.639344262295082,-1.639344262295082,0.0
Battalgazi / Merkez,2.5+1,17500.0,malatya,04,0.0,11.11111111111111,20.689655172413794,
Battalgazi / Merkez,3+1,16000.0,malatya,04,0.0,0.0,3.225806451612903,3.225806451612903
Battalgazi / Merkez,3+2,19000.0,malatya,04,0.0,-5.0,-5.0,-5.0
Battalgazi / Merkez,3.5+1,19000.0,malatya,04,0.0,11.76470588235294,16.923076923076923,15.151515151515152
Battalgazi / Merkez,4+1,20000.0,malatya,04,0.0,0.0,-6.976744186046512,-2.4390243902439024
Battalgazi / Merkez,5+1,23500.0,malatya,04,0.0,0.0,0.0,11.904761904761903
Battalgazi / Merkez,Stüdyo (1+0),16000.0,malatya,04,18.51851851851852,18.51851851851852,0.0,0.0
Darende,2+1,17000.0,malatya,04,0.0,0.0,0.0,
Darende,3+1,11500.0,malatya,04,0.0,0.0,-4.166666666666666,-28.125
Doğanşehir,2+1,20000.0,malatya,04,0.0,0.0,,
Doğanşehir,3+1,12000.0,malatya,04,0.0,0.0,-14.285714285714285,0.0
Doğanşehir / Köyler,3+1,6500.0,malatya,04,0.0,-10.344827586206897,0.0,-10.344827586206897
Hekimhan,2+1,12000.0,malatya,04,0.0,0.0,0.0,
Hekimhan,3+1,15000.0,malatya,04,0.0,,,
Kale / Köyler,2+1,9000.0,malatya,04,0.0,1.4084507042253522,1.4084507042253522,-11.11111111111111
Kale / Köyler,3+1,13000.0,malatya,04,0.0,0.0,0.0,
Pütürge,2+1,13000.0,malatya,04,0.0,,,0.0
Yeşilyurt,1+1,14000.0,malatya,04,0.0,0.0,0.0,0.0
Yeşilyurt,2+1,18000.0,malatya,04,0.0,0.0,-5.263157894736842,-21.73913043478261
Yeşilyurt,2.5+1,18500.0,malatya,04,0.0,,,
Yeşilyurt,3+1,18000.0,malatya,04,0.0,-5.263157894736842,-2.7027027027027026,0.0
Yeşilyurt,3.5+1,20000.0,malatya,04,0.0,0.0,0.0,0.0
Yeşilyurt,4+1,23000.0,malatya,04,4.545454545454546,15.0,9.523809523809524,9.523809523809524
Yeşilyurt,5+1,20000.0,malatya,04,,,,
Yeşilyurt / Köyler,1+1,11750.0,malatya,04,,,,46.875
Yeşilyurt / Köyler,2+1,17750.0,malatya,04,0.0,14.516129032258066,18.333333333333332,18.333333333333332
Yeşilyurt / Köyler,2.5+1,19500.0,malatya,04,0.0,0.0,0.0,-4.878048780487805
Yeşilyurt / Köyler,3+1,14000.0,malatya,04,7.6923076923076925,27.27272727272727,40.0,43.58974358974359
Yeşilyurt / Köyler,3.5+1,8000.0,malatya,04,0.0,0.0,-15.789473684210526,0.0
Yeşilyurt / Köyler,4+1,20000.0,malatya,04,0.0,2.5667324803200082,0.0,-1.2345679012345678
Yeşilyurt / Köyler,5+1,25000.0,malatya,04,,0.0,0.0,0.0
Yeşilyurt / Merkez,1+1,15000.0,malatya,04,0.0,9.090909090909092,15.384615384615385,9.090909090909092
Yeşilyurt / Merkez,1.5+1,21000.0,malatya,04,0.0,-8.695652173913043,,
Yeşilyurt / Merkez,2+0,10000.0,malatya,04,-13.043478260869565,-9.090909090909092,-28.31541218637993,-16.666666666666664
Yeşilyurt / Merkez,2+1,15750.0,malatya,04,3.278688524590164,5.0,5.0,5.0
Yeşilyurt / Merkez,2.5+1,10000.0,malatya,04,0.0,0.0,0.0,
Yeşilyurt / Merkez,3+1,20000.0,malatya,04,0.0,5.263157894736842,5.263157894736842,5.263157894736842
Yeşilyurt / Merkez,3.5+1,20000.0,malatya,04,0.0,6.666666666666667,-3.0303030303030303,11.11111111111111
Yeşilyurt / Merkez,4+1,25000.0,malatya,04,0.0,0.0,4.166666666666666,5.263157894736842
Yeşilyurt / Merkez,4.5+1,22000.0,malatya,04,0.0,0.0,,
Yeşilyurt / Merkez,5+1,32500.0,malatya,04,0.0,27.450980392156865,35.41666666666667,21.49532710280374
Karakoçan,1+1,11000.0,elazig,04,0.0,-15.384615384615385,-15.384615384615385,-15.384615384615385
Karakoçan,2+1,8000.0,elazig,04,0.0,-3.0303030303030303,6.666666666666667,6.666666666666667
Karakoçan,3+1,13000.0,elazig,04,-27.77777777777778,,,
Kovancılar,1+1,15000.0,elazig,04,0.0,0.0,0.0,0.0
Kovancılar,2+1,18000.0,elazig,04,12.5,-12.195121951219512,12.5,24.137931034482758
Kovancılar,3+1,11000.0,elazig,04,-4.3478260869565215,0.0,-8.333333333333332,-8.333333333333332
Kovancılar / Köyler,1+1,18500.0,elazig,04,0.0,0.0,0.0,
Merkez,1+1,17500.0,elazig,04,-5.405405405405405,-5.405405405405405,2.941176470588235,-14.634146341463413
Merkez,2+0,14500.0,elazig,04,0.0,0.0,0.0,0.0
Merkez,2+1,11000.0,elazig,04,0.0,-4.3478260869565215,-6.382978723404255,-4.3478260869565215
Merkez,3+1,10250.0,elazig,04,-2.380952380952381,2.5,-4.651162790697675,-2.380952380952381
Merkez,3.5+1,12000.0,elazig,04,0.0,0.0,,
Merkez,4+1,23000.0,elazig,04,0.0,0.0,0.0,-8.0
Merkez,5+1,42000.0,elazig,04,0.0,0.0,0.0,0.0
Merkez,Stüdyo (1+0),13500.0,elazig,04,0.0,0.0,0.0,0.0
Merkez / 1800 Evler,1+1,20000.0,elazig,04,0.0,0.0,5.263157894736842,17.647058823529413
Merkez / 1800 Evler,2+1,20250.0,elazig,04,-5.813953488372093,0.0,-2.4096385542168677,17.391304347826086
Merkez / 1800 Evler,3+1,16000.0,elazig,04,0.0,0.0,0.0,0.0
Merkez / 1800 Evler,4+1,23000.0,elazig,04,1.098901098901099,0.546448087431694,15.0,3.954802259887006
Merkez / 1800 Evler,4+2,25000.0,elazig,04,0.0,0.0,0.0,
Merkez / 1800 Evler,5+1,30500.0,elazig,04,0.0,0.0,,
Merkez / 1800 Evler,6+1,27000.0,elazig,04,,0.0,0.0,-1.8181818181818181
Merkez / Aksaray,3+1,12500.0,elazig,04,4.166666666666666,4.166666666666666,4.166666666666666,-1.9607843137254901
Merkez / Doğukent,1+1,20000.0,elazig,04,0.0,0.0,-11.11111111111111,-11.11111111111111
Merkez / Doğukent,2+1,21000.0,elazig,04,18.30985915492958,12.0,6.329113924050633,3.7037037037037033
Merkez / Doğukent,3+1,20000.0,elazig,04,0.0,6.10079575596817,5.263157894736842,11.11111111111111
Merkez / Doğukent,4+1,26500.0,elazig,04,0.0,-3.6363636363636362,,
Merkez / Harput,2+1,12000.0,elazig,04,0.0,,,
Merkez / Köyler,2+1,10750.0,elazig,04,0.0,-2.272727272727273,8.860759493670885,22.857142857142858
Merkez / Köyler,3+1,10000.0,elazig,04,0.0,0.0,0.0,-2.4390243902439024
Merkez / Mustafapaşa,2+1,10500.0,elazig,04,-4.545454545454546,-4.545454545454546,-2.3255813953488373,0.0
Merkez / Mustafapaşa,3+1,14000.0,elazig,04,0.0,-0.8849557522123894,-9.67741935483871,-6.666666666666667
Merkez / Mustafapaşa,4+0,10000.0,elazig,04,0.0,0.0,0.0,
Merkez / Mustafapaşa,4.5+1,12500.0,elazig,04,0.0,0.0,0.0,0.0
Merkez / Mustafapaşa,5+2,30000.0,elazig,04,0.0,0.0,0.0,-3.225806451612903
Merkez / Nailbey,2+1,12500.0,elazig,04,0.0,0.0,,
Merkez / Nailbey,3+1,12750.0,elazig,04,-1.9230769230769231,-1.9230769230769231,15.909090909090908,27.500000000000004
Merkez / Nailbey,4+1,16250.0,elazig,04,0.0,14.035087719298245,8.333333333333332,8.333333333333332
Merkez / Nailbey,7+1,11000.0,elazig,04,0.0,0.0,0.0,
Merkez / Sürsürü,1+1,20000.0,elazig,04,0.0,-1.2345679012345678,0.0,2.564102564102564
Merkez / Sürsürü,2+0,17500.0,elazig,04,12.903225806451612,12.903225806451612,-2.7777777777777777,-7.894736842105263
Merkez / Sürsürü,2+1,15500.0,elazig,04,0.0,-6.0606060606060606,-6.0606060606060606,-4.615384615384616
Merkez / Sürsürü,3+1,16500.0,elazig,04,-5.714285714285714,-8.333333333333332,-2.941176470588235,-2.941176470588235
Merkez / Sürsürü,3.5+1,14250.0,elazig,04,0.0,-5.0,-5.0,
