District,Rooms,price_numeric,city,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Akçadağ,2+1,12750.0,malatya,04,-4.672897196261682,-4.672897196261682,-4.672897196261682,-4.672897196261682
Akçadağ,3+1,12500.0,malatya,04,0.0,17.647058823529413,17.647058823529413,
Akçadağ / Köyler,2+1,11500.0,malatya,04,0.0,0.0,0.0,
Akçadağ / Köyler,3+1,12250.0,malatya,04,0.0,0.0,,28.947368421052634
Arapgir,3+1,21500.0,malatya,04,0.0,-28.333333333333332,-28.333333333333332,-28.333333333333332
Battalgazi,2+1,14000.0,malatya,04,0.0,7.6923076923076925,7.6923076923076925,16.666666666666664
Battalgazi,3+1,13500.0,malatya,04,0.0,-3.571428571428571,12.5,8.0
Battalgazi / Köyler,2+1,17850.0,malatya,04,-0.27932960893854747,-0.5571030640668524,-0.8333333333333334,-28.599999999999998
Battalgazi / Merkez,1+1,18500.0,malatya,04,0.0,1.36986301369863,0.0,-2.1164021164021163
Battalgazi / Merkez,1.5+1,14500.0,malatya,04,0.0,,,
Battalgazi / Merkez,2+0,18000.0,malatya,04,0.0,10.76923076923077,0.2785515320334262,0.5586592178770949
Battalgazi / Merkez,2+1,15000.0,malatya,04,0.0,0.0,-0.8264462809917356,0.0
Battalgazi / Merkez,2.5+1,17500.0,malatya,04,0.0,20.689655172413794,20.689655172413794,20.689655172413794
Battalgazi / Merkez,3+1,16000.0,malatya,04,0.0,0.0,3.225806451612903,3.225806451612903
Battalgazi / Merkez,3+2,19000.0,malatya,04,,-5.0,-5.0,-5.0
Battalgazi / Merkez,3.5+1,17000.0,malatya,04,0.0,4.615384615384616,21.428571428571427,-19.047619047619047
Battalgazi / Merkez,4+1,20000.0,malatya,04,0.0,0.0,-4.761904761904762,-13.043478260869565
Battalgazi / Merkez,4.5+1,31500.0,malatya,04,0.0,-4.545454545454546,,
Battalgazi / Merkez,5+1,23500.0,malatya,04,0.0,0.0,3.296703296703297,11.904761904761903
Battalgazi / Merkez,Stüdyo (1+0),13500.0,malatya,04,0.0,-15.625,-15.625,-15.625
Darende,2+1,17000.0,malatya,04,0.0,0.0,0.0,
Darende,3+1,11500.0,malatya,04,0.0,,-32.35294117647059,-28.125
Doğanşehir,2+1,20000.0,malatya,04,0.0,0.0,,
