District,Rooms,price_numeric,city,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Akçadağ,2+1,13375.0,malatya,04,0.0,0.0,0.0,
Akçadağ,3+1,10625.0,malatya,04,0.0,21.428571428571427,0.0,
Akçadağ / Köyler,2+1,11500.0,malatya,04,0.0,0.0,,
Akçadağ / Köyler,3+1,9000.0,malatya,04,0.0,-5.263157894736842,-2.7027027027027026,
Arapgir,1+1,8500.0,malatya,04,0.0,,,
Arapgir,3+1,30000.0,malatya,04,0.0,0.0,0.0,
Battalgazi,2+1,12000.0,malatya,04,0.0,0.0,0.0,
Battalgazi,3+1,12750.0,malatya,04,2.0,2.0,0.0,
Battalgazi / Köyler,2+1,18000.0,malatya,04,0.0,63.63636363636363,-28.000000000000004,
Battalgazi / Merkez,1+1,18500.0,malatya,04,0.0,0.0,-2.3746701846965697,
Battalgazi / Merkez,2+0,17900.0,malatya,04,0.0,0.0,0.0,
Battalgazi / Merkez,2+1,15375.0,malatya,04,-3.90625,2.5,2.5,
Battalgazi / Merkez,3+1,15500.0,malatya,04,0.0,0.0,0.8130081300813009,
Battalgazi / Merkez,3+2,20000.0,malatya,04,0.0,0.0,,
Battalgazi / Merkez,3.5+1,14000.0,malatya,04,-15.151515151515152,-26.31578947368421,-20.0,
Battalgazi / Merkez,4+1,23750.0,malatya,04,-4.040404040404041,3.260869565217391,-4.040404040404041,
Battalgazi / Merkez,5+1,22750.0,malatya,04,0.0,8.333333333333332,-3.1914893617021276,
Battalgazi / Merkez,6+2,55000.0,malatya,04,0.0,,0.0,
Battalgazi / Merkez,Stüdyo (1+0),16000.0,malatya,04,0.0,0.0,0.0,
Darende,2+1,17000.0,malatya,04,0.0,,,
Darende,3+1,16000.0,malatya,04,0.0,0.0,0.0,
Darende,3.5+1,9000.0,malatya,04,0.0,0.0,0.0,
Doğanşehir,3+1,13000.0,malatya,04,8.333333333333332,8.333333333333332,15.555555555555555,
Doğanşehir / Köyler,3+1,7250.0,malatya,04,0.0,0.0,11.538461538461538,
Hekimhan,2+1,12000.0,malatya,04,0.0,,0.0,
Hekimhan,3+1,15000.0,malatya,04,0.0,,50.0,
Kale / Köyler,2+1,10125.0,malatya,04,0.0,0.0,6.578947368421052,
Pütürge,2+1,13000.0,malatya,04,0.0,0.0,0.0,
Yazıhan / Köyler,2+1,15000.0,malatya,04,,,,
Yazıhan / Köyler,3+1,6750.0,malatya,04,0.0,,,
Yeşilyurt,1+1,14000.0,malatya,04,0.0,0.0,0.0,
Yeşilyurt,2+1,22500.0,malatya,04,0.0,-2.1739130434782608,40.625,
Yeşilyurt,3+1,18000.0,malatya,04,0.0,0.0,0.0,
Yeşilyurt,3.5+1,20000.0,malatya,04,0.0,0.0,0.0,
Yeşilyurt,4+1,22000.0,malatya,04,0.0,4.761904761904762,4.761904761904762,
Yeşilyurt,4.5+1,27500.0,malatya,04,0.0,0.0,0.0,
Yeşilyurt,5+1,40000.0,malatya,04,0.0,0.0,0.0,
Yeşilyurt / Köyler,1+1,8000.0,malatya,04,0.0,0.0,0.0,
Yeşilyurt / Köyler,2+1,15000.0,malatya,04,0.0,0.0,3.4482758620689653,
Yeşilyurt / Köyler,2.5+1,20500.0,malatya,04,0.0,0.0,0.0,
Yeşilyurt / Köyler,3+1,10000.0,malatya,04,0.0,0.0,5.263157894736842,
Yeşilyurt / Köyler,3.5+1,9500.0,malatya,04,0.0,18.75,8.571428571428571,
Yeşilyurt / Köyler,4+1,19000.0,malatya,04,2.7027027027027026,0.0,0.0,
Yeşilyurt / Köyler,5+1,25000.0,malatya,04,0.0,0.0,0.0,
Yeşilyurt / Merkez,1+1,12250.0,malatya,04,-5.769230769230769,-10.909090909090908,-10.909090909090908,
Yeşilyurt / Merkez,2+0,14950.0,malatya,04,0.0,24.583333333333332,24.583333333333332,
Yeşilyurt / Merkez,2+1,15000.0,malatya,04,0.0,0.0,0.0,
Yeşilyurt / Merkez,2.5+1,14000.0,malatya,04,0.0,,,
Yeşilyurt / Merkez,3+1,19500.0,malatya,04,-2.5,2.631578947368421,0.0,
Yeşilyurt / Merkez,3+2,22000.0,malatya,04,0.0,0.0,-4.3478260869565215,
Yeşilyurt / Merkez,3.5+1,17500.0,malatya,04,0.0,-2.7777777777777777,-17.647058823529413,
Yeşilyurt / Merkez,4+1,24000.0,malatya,04,-2.0408163265306123,-2.0408163265306123,-4.0,
Yeşilyurt / Merkez,4+2,25000.0,malatya,04,0.0,-37.5,-37.5,
Yeşilyurt / Merkez,4.5+1,25000.0,malatya,04,0.0,,0.0,
Yeşilyurt / Merkez,5+1,40000.0,malatya,04,-90.8675799086758,45.45454545454545,45.45454545454545,
Yeşilyurt / Merkez,5+2,68000.0,malatya,04,0.0,,,
Yeşilyurt / Merkez,7+1,120000.0,malatya,04,0.0,9.090909090909092,9.090909090909092,
Yeşilyurt / Merkez,9+3,70000.0,malatya,04,0.0,0.0,0.0,
Karakoçan,1+1,13000.0,elazig,04,0.0,0.0,18.181818181818183,
Karakoçan,2+1,7500.0,elazig,04,0.0,0.0,0.0,
Karakoçan,3+1,8000.0,elazig,04,0.0,0.0,-5.88235294117647,
Kovancılar,1+1,15000.0,elazig,04,0.0,0.0,0.0,
Kovancılar,2+1,14500.0,elazig,04,0.0,0.0,0.0,
Kovancılar,3+1,12000.0,elazig,04,0.0,0.0,0.0,
Kovancılar / Köyler,1+1,18500.0,elazig,04,0.0,,,
Maden / Hazar,3.5+1,165000.0,elazig,04,0.0,0.0,,
Merkez,1+1,20500.0,elazig,04,-5.747126436781609,0.0,-10.869565217391305,
Merkez,2+0,14500.0,elazig,04,0.0,0.0,0.0,
Merkez,2+1,11250.0,elazig,04,0.0,-2.1739130434782608,12.5,
Merkez,3+1,10500.0,elazig,04,0.0,0.0,0.0,
Merkez,3.5+1,12000.0,elazig,04,,,,
Merkez,4+1,22500.0,elazig,04,0.0,-10.0,-10.0,
Merkez,5+1,42000.0,elazig,04,0.0,0.0,0.0,
Merkez,Stüdyo (1+0),13500.0,elazig,04,0.0,0.0,0.0,
Merkez / 1800 Evler,1+1,18000.0,elazig,04,5.88235294117647,2.857142857142857,10.76923076923077,
Merkez / 1800 Evler,2+1,19250.0,elazig,04,0.0,11.594202898550725,16.666666666666664,
Merkez / 1800 Evler,3+1,16000.0,elazig,04,0.0,0.0,0.0,
Merkez / 1800 Evler,3+2,25550.0,elazig,04,0.0,0.0,0.0,
Merkez / 1800 Evler,4+1,22750.0,elazig,04,0.0,0.0,0.0,
Merkez / 1800 Evler,4+2,25000.0,elazig,04,0.0,,,
Merkez / 1800 Evler,6+1,46250.0,elazig,04,0.0,0.0,-2.631578947368421,
Merkez / Aksaray,2+1,10225.0,elazig,04,0.0,4.871794871794872,,
Merkez / Aksaray,3+1,11750.0,elazig,04,-6.0,-7.8431372549019605,-6.0,
Merkez / Doğukent,1+1,22500.0,elazig,04,0.0,0.0,2.272727272727273,
Merkez / Doğukent,2+1,22000.0,elazig,04,0.0,8.641975308641975,8.641975308641975,
Merkez / Doğukent,3+1,18500.0,elazig,04,0.0,2.7777777777777777,2.7777777777777777,
Merkez / Doğukent,Stüdyo (1+0),10400.0,elazig,04,0.0,,,
Merkez / Köyler,2+1,8750.0,elazig,04,0.0,0.0,0.0,
Merkez / Köyler,3+1,10000.0,elazig,04,0.0,-2.4390243902439024,0.0,
Merkez / Mustafapaşa,2+1,10500.0,elazig,04,0.0,0.0,0.0,
Merkez / Mustafapaşa,3+0,14000.0,elazig,04,0.0,-6.666666666666667,-9.67741935483871,
Merkez / Mustafapaşa,3+1,13750.0,elazig,04,-1.7857142857142856,-8.333333333333332,-1.7857142857142856,
Merkez / Mustafapaşa,4+1,9500.0,elazig,04,0.0,0.0,0.0,
Merkez / Mustafapaşa,4.5+1,12500.0,elazig,04,0.0,0.0,0.0,
