District,Rooms,price_numeric,city,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Akçadağ,2+1,12000.0,malatya,04,-3.0303030303030303,-3.0303030303030303,-4.9504950495049505,-6.796116504854369
Akçadağ / Köyler,3+1,8750.0,malatya,04,0.0,2.941176470588235,2.941176470588235,0.0
Arapgir,3+1,30000.0,malatya,04,0.0,,,39.53488372093023
Arapgir,4+1,30000.0,malatya,04,,,,
Battalgazi,3+1,12500.0,malatya,04,0.0,-3.8461538461538463,-7.4074074074074066,-7.4074074074074066
Battalgazi / Merkez,1+1,18500.0,malatya,04,1.36986301369863,0.0,-2.1164021164021163,1.36986301369863
Battalgazi / Merkez,1.5+1,19750.0,malatya,04,0.0,0.0,0.0,36.206896551724135
Battalgazi / Merkez,2+0,18750.0,malatya,04,-1.3157894736842104,4.166666666666666,4.166666666666666,4.166666666666666
Battalgazi / Merkez,2+1,17000.0,malatya,04,3.0303030303030303,6.25,7.936507936507936,13.333333333333334
Battalgazi / Merkez,2.5+1,17750.0,malatya,04,0.0,0.0,1.4285714285714286,1.4285714285714286
Battalgazi / Merkez,3+1,16500.0,malatya,04,-2.941176470588235,1.5384615384615385,3.125,3.125
Battalgazi / Merkez,3+3,18000.0,malatya,04,,,,
Battalgazi / Merkez,3.5+1,19000.0,malatya,04,0.0,0.0,0.0,0.0
Battalgazi / Merkez,4+1,21500.0,malatya,04,-7.526881720430108,-12.244897959183673,-14.000000000000002,7.5
Battalgazi / Merkez,4.5+1,28000.0,malatya,04,0.0,0.0,0.0,-6.666666666666667
Battalgazi / Merkez,5+1,27750.0,malatya,04,0.0,0.0,0.0,18.085106382978726
Battalgazi / Merkez,Stüdyo (1+0),16000.0,malatya,04,0.0,0.0,0.0,18.51851851851852
Darende,2+1,17000.0,malatya,04,0.0,0.0,13.333333333333334,0.0
Darende,3+1,17000.0,malatya,04,-2.857142857142857,-2.857142857142857,-2.857142857142857,47.82608695652174
Darende,3.5+1,10000.0,malatya,04,0.0,0.0,0.0,
Doğanşehir,2+1,20000.0,malatya,04,0.0,,0.0,0.0
Doğanşehir,3+1,12000.0,malatya,04,0.0,,,0.0
Doğanşehir / Köyler,3+1,6500.0,malatya,04,0.0,0.0,0.0,0.0
Hekimhan,2+1,13000.0,malatya,04,0.0,0.0,,8.333333333333332
Hekimhan,3+1,10000.0,malatya,04,-20.792079207920793,0.0,0.0,-33.33333333333333
Kale / Köyler,2+1,8500.0,malatya,04,0.0,6.25,-5.555555555555555,3.0303030303030303
Pütürge,2+1,13000.0,malatya,04,0.0,0.0,0.0,0.0
Yeşilyurt,2+1,18000.0,malatya,04,0.0,-2.7027027027027026,0.0,0.0
Yeşilyurt,3+1,18250.0,malatya,04,-2.666666666666667,-3.9473684210526314,1.3888888888888888,1.3888888888888888
Yeşilyurt,3.5+1,18000.0,malatya,04,0.0,0.0,,-10.0
Yeşilyurt,4+1,22750.0,malatya,04,0.0,-1.0869565217391304,-5.208333333333334,3.4090909090909087
Yeşilyurt,4.5+1,24750.0,malatya,04,0.0,,,
Yeşilyurt / Köyler,1+1,17500.0,malatya,04,,-5.405405405405405,29.629629629629626,
Yeşilyurt / Köyler,2+1,17750.0,malatya,04,0.0,-1.3888888888888888,22.413793103448278,0.0
Yeşilyurt / Köyler,3+1,16000.0,malatya,04,3.225806451612903,6.666666666666667,28.000000000000004,23.076923076923077
Yeşilyurt / Köyler,3.5+1,19000.0,malatya,04,0.0,0.0,,
Yeşilyurt / Köyler,4+1,20500.0,malatya,04,2.5,2.5,2.5,5.128205128205128
Yeşilyurt / Köyler,5+1,25000.0,malatya,04,0.0,0.0,0.0,0.0
