District,Rooms,price_numeric,city,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Akçadağ,2+1,13375.0,malatya,04,0.0,0.0,0.0,0.0
Akçadağ,3+1,10625.0,malatya,04,0.0,-15.0,0.0,0.0
Akçadağ / Köyler,2+1,11500.0,malatya,04,0.0,0.0,0.0,
Akçadağ / Köyler,3+1,12250.0,malatya,04,0.0,-2.0,,32.432432432432435
Arapgir,3+1,30000.0,malatya,04,0.0,0.0,0.0,0.0
Battalgazi,2+1,13000.0,malatya,04,0.0,0.0,8.333333333333332,8.333333333333332
Battalgazi,3+1,14000.0,malatya,04,0.0,16.666666666666664,12.0,12.0
Battalgazi / Köyler,2+1,17950.0,malatya,04,0.0,-0.2777777777777778,-0.2777777777777778,-28.199999999999996
Battalgazi / Merkez,1+1,18250.0,malatya,04,-1.3513513513513513,-1.3513513513513513,-1.3513513513513513,-3.9473684210526314
Battalgazi / Merkez,2+0,16250.0,malatya,04,-9.722222222222223,-9.722222222222223,-9.217877094972067,-9.217877094972067
Battalgazi / Merkez,2+1,15000.0,malatya,04,-1.639344262295082,-4.761904761904762,-4.0,0.0
Battalgazi / Merkez,2.5+1,14500.0,malatya,04,0.0,0.0,,-4.918032786885246
Battalgazi / Merkez,3+1,16000.0,malatya,04,1.2658227848101267,4.918032786885246,3.225806451612903,3.225806451612903
Battalgazi / Merkez,3+2,20000.0,malatya,04,0.0,0.0,0.0,
Battalgazi / Merkez,3.5+1,16250.0,malatya,04,-14.473684210526317,0.0,-1.5151515151515151,-7.142857142857142
Battalgazi / Merkez,4+1,20000.0,malatya,04,-6.976744186046512,-6.976744186046512,-15.789473684210526,-19.19191919191919
Battalgazi / Merkez,4.5+1,33000.0,malatya,04,0.0,,,10.0
Battalgazi / Merkez,5+1,23500.0,malatya,04,0.0,6.8181818181818175,3.296703296703297,6.8181818181818175
Battalgazi / Merkez,Stüdyo (1+0),16000.0,malatya,04,0.0,0.0,0.0,0.0
Darende,2+1,17000.0,malatya,04,0.0,0.0,,30.76923076923077
Darende,3+1,20000.0,malatya,04,0.0,14.285714285714285,25.0,25.0
Doğanşehir,2+1,20000.0,malatya,04,0.0,,,
Doğanşehir,3+1,14000.0,malatya,04,0.0,0.0,16.666666666666664,24.444444444444443
Doğanşehir / Köyler,3+1,7250.0,malatya,04,11.538461538461538,11.538461538461538,0.0,11.538461538461538
Hekimhan,2+1,12000.0,malatya,04,0.0,0.0,,0.0
Kale / Köyler,2+1,8875.0,malatya,04,0.0,0.0,-12.345679012345679,-1.3888888888888888
Kale / Köyler,3+1,13000.0,malatya,04,0.0,0.0,,
Yeşilyurt,1+1,14000.0,malatya,04,0.0,0.0,0.0,-12.5
Yeşilyurt,2+1,18000.0,malatya,04,-5.263157894736842,-20.0,-21.73913043478261,16.129032258064516
Yeşilyurt,3+1,18750.0,malatya,04,-1.3157894736842104,1.3513513513513513,4.166666666666666,4.166666666666666
Yeşilyurt,3.5+1,20000.0,malatya,04,0.0,0.0,0.0,0.0
Yeşilyurt,4+1,20000.0,malatya,04,0.0,-4.761904761904762,-4.761904761904762,-6.976744186046512
Yeşilyurt,4.5+1,27500.0,malatya,04,0.0,0.0,0.0,
Yeşilyurt / Köyler,1+1,8000.0,malatya,04,-11.11111111111111,0.0,0.0,0.0
Yeşilyurt / Köyler,2+1,15250.0,malatya,04,0.0,0.0,5.172413793103448,0.0
Yeşilyurt / Köyler,2.5+1,19500.0,malatya,04,0.0,-4.878048780487805,-4.878048780487805,
Yeşilyurt / Köyler,3+1,11500.0,malatya,04,4.545454545454546,15.0,15.0,27.77777777777778
Yeşilyurt / Köyler,3.5+1,9500.0,malatya,04,0.0,0.0,8.571428571428571,8.571428571428571
Yeşilyurt / Köyler,4+1,20000.0,malatya,04,0.0,2.564102564102564,5.263157894736842,2.564102564102564
Yeşilyurt / Köyler,4.5+1,24000.0,malatya,04,0.0,0.0,,
Yeşilyurt / Köyler,5+1,25000.0,malatya,04,0.0,0.0,0.0,0.0
Yeşilyurt / Merkez,1+1,13000.0,malatya,04,0.0,0.0,0.0,-5.454545454545454
Yeşilyurt / Merkez,2+0,10000.0,malatya,04,-28.31541218637993,,-28.31541218637993,-16.666666666666664
Yeşilyurt / Merkez,2+1,15000.0,malatya,04,0.0,0.0,0.0,1.6983626563612324
Yeşilyurt / Merkez,2.5+1,10000.0,malatya,04,0.0,0.0,-28.57142857142857,
Yeşilyurt / Merkez,3+1,19000.0,malatya,04,0.0,0.0,0.0,0.0
Yeşilyurt / Merkez,3+2,22000.0,malatya,04,0.0,0.0,0.0,-4.3478260869565215
Yeşilyurt / Merkez,3.5+1,17500.0,malatya,04,0.0,0.0,-2.7777777777777777,-17.647058823529413
Yeşilyurt / Merkez,4+1,24000.0,malatya,04,0.0,0.0,0.0,-3.0303030303030303
Yeşilyurt / Merkez,4.5+1,20000.0,malatya,04,5.263157894736842,,-20.0,-20.0
Yeşilyurt / Merkez,5+1,26000.0,malatya,04,0.0,1.9607843137254901,0.0,-2.803738317757009
Karakoçan,1+1,13000.0,elazig,04,0.0,0.0,0.0,-13.333333333333334
Karakoçan,2+1,7500.0,elazig,04,0.0,0.0,0.0,0.0
Karakoçan,3+1,8000.0,elazig,04,0.0,0.0,0.0,-5.88235294117647
Kovancılar,1+1,15000.0,elazig,04,0.0,0.0,0.0,0.0
Kovancılar,2+1,20500.0,elazig,04,0.0,28.125,,41.37931034482759
Kovancılar,3+1,11000.0,elazig,04,-4.3478260869565215,-4.3478260869565215,-8.333333333333332,-8.333333333333332
Kovancılar / Köyler,1+1,18500.0,elazig,04,0.0,0.0,,
Kovancılar / Köyler,2+1,15000.0,elazig,04,0.0,,,
Maden / Gezin,2+1,8000.0,elazig,04,0.0,0.0,,
Merkez,1+1,18500.0,elazig,04,8.823529411764707,-7.5,-9.75609756097561,-19.565217391304348
Merkez,2+0,14500.0,elazig,04,0.0,0.0,-17.142857142857142,0.0
Merkez,2+1,11500.0,elazig,04,-1.0752688172043012,1.098901098901099,2.2222222222222223,15.0
Merkez,3+1,10750.0,elazig,04,2.380952380952381,0.46728971962616817,2.380952380952381,2.380952380952381
Merkez,3.5+1,12000.0,elazig,04,0.0,,,
Merkez,4+1,23000.0,elazig,04,0.0,6.976744186046512,2.2222222222222223,-8.0
Merkez,5+1,42000.0,elazig,04,0.0,0.0,0.0,0.0
Merkez,Stüdyo (1+0),13500.0,elazig,04,0.0,0.0,0.0,0.0
Merkez / 1800 Evler,1+1,20000.0,elazig,04,5.263157894736842,11.11111111111111,17.647058823529413,21.21212121212121
Merkez / 1800 Evler,2+1,20500.0,elazig,04,0.0,1.2345679012345678,13.88888888888889,24.242424242424242
Merkez / 1800 Evler,3+1,16000.0,elazig,04,0.0,0.0,0.0,0.0
Merkez / 1800 Evler,4+1,20000.0,elazig,04,0.0,0.0,-12.568306010928962,-12.568306010928962
Merkez / 1800 Evler,4+2,25000.0,elazig,04,0.0,0.0,0.0,
Merkez / 1800 Evler,5+1,30500.0,elazig,04,0.0,,,38.63636363636363
Merkez / 1800 Evler,6+1,27000.0,elazig,04,0.0,0.0,-1.8181818181818181,-10.0
Merkez / Aksaray,3+1,12000.0,elazig,04,0.0,-4.0,-5.88235294117647,-2.0408163265306123
Merkez / Doğukent,1+1,22500.0,elazig,04,0.0,0.0,0.0,2.272727272727273
Merkez / Doğukent,2+1,19750.0,elazig,04,0.0,0.0,-10.227272727272728,-2.4691358024691357
Merkez / Doğukent,3+1,19000.0,elazig,04,0.0,0.0,5.555555555555555,5.555555555555555
Merkez / Doğukent,4+1,27500.0,elazig,04,0.0,,,
Merkez / Köyler,2+1,9875.0,elazig,04,0.0,0.0,12.857142857142856,12.857142857142856
Merkez / Köyler,3+1,10000.0,elazig,04,0.0,0.0,0.0,0.0
Merkez / Mustafapaşa,2+1,11000.0,elazig,04,0.0,0.0,4.761904761904762,2.3255813953488373
Merkez / Mustafapaşa,3+1,14000.0,elazig,04,0.0,0.0,0.0,0.0
Merkez / Mustafapaşa,4+0,10000.0,elazig,04,0.0,0.0,,
Merkez / Mustafapaşa,4.5+1,12500.0,elazig,04,0.0,0.0,0.0,0.0
Merkez / Mustafapaşa,5+2,30000.0,elazig,04,0.0,0.0,-3.225806451612903,-3.225806451612903
Merkez / Nailbey,1+1,8750.0,elazig,04,,,,
Merkez / Nailbey,2+1,9000.0,elazig,04,0.0,0.0,,
Merkez / Nailbey,3+1,13000.0,elazig,04,18.181818181818183,23.809523809523807,30.0,23.809523809523807
Merkez / Nailbey,3.5+1,8500.0,elazig,04,0.0,0.0,0.0,0.0
Merkez / Nailbey,4+1,14250.0,elazig,04,0.0,-5.0,-6.557377049180328,3.6363636363636362
Merkez / Nailbey,7+1,11000.0,elazig,04,0.0,0.0,,
Merkez / Sürsürü,1+1,20500.0,elazig,04,0.0,2.5,5.128205128205128,10.81081081081081
Merkez / Sürsürü,2+0,15500.0,elazig,04,-1.5873015873015872,-3.125,-13.88888888888889,-13.88888888888889
Merkez / Sürsürü,2+1,16250.0,elazig,04,-2.9850746268656714,4.838709677419355,-1.5151515151515151,-7.142857142857142
Merkez / Sürsürü,2+2,13500.0,elazig,04,0.0,,,
Merkez / Sürsürü,2.5+1,20000.0,elazig,04,-9.090909090909092,-9.090909090909092,,
Merkez / Sürsürü,3+1,18000.0,elazig,04,0.0,2.857142857142857,9.090909090909092,9.090909090909092
Merkez / Sürsürü,3.5+1,15000.0,elazig,04,0.0,0.0,,
Merkez / Sürsürü,4+1,25000.0,elazig,04,4.166666666666666,0.0,0.0,-0.9900990099009901
Merkez / Sürsürü,5.5+1,21000.0,elazig,04,0.0,-4.545454545454546,-6.666666666666667,
Merkez / Yurtbaşı,1+1,16000.0,elazig,04,0.0,0.0,-8.571428571428571,0.0
Merkez / Yurtbaşı,2+0,16500.0,elazig,04,0.0,,,
Merkez / Yurtbaşı,2+1,9250.0,elazig,04,0.0,0.0,-7.5,-19.565217391304348
Merkez / Yurtbaşı,3+1,12500.0,elazig,04,0.0,0.0,0.0,-3.8461538461538463
Merkez / Yurtbaşı,3+2,20000.0,elazig,04,0.0,0.0,0.0,0.0
Merkez / Yurtbaşı,3.5+1,10500.0,elazig,04,0.0,0.0,0.0,-4.545454545454546
Merkez / İzzetpaşa,1+1,20000.0,elazig,04,0.0,0.0,0.0,0.0
Merkez / İzzetpaşa,1.5+1,12000.0,elazig,04,0.0,0.0,0.0,0.0
Merkez / İzzetpaşa,2+0,22500.0,elazig,04,4.651162790697675,,12.5,
Merkez / İzzetpaşa,2+1,17000.0,elazig,04,0.0,0.0,-2.158273381294964,13.333333333333334
Merkez / İzzetpaşa,3+1,13000.0,elazig,04,-3.7037037037037033,8.333333333333332,4.0,4.0
Merkez / İzzetpaşa,4+1,18000.0,elazig,04,0.0,0.0,12.5,20.0
Merkez / İzzetpaşa,5+1,20000.0,elazig,04,0.0,0.0,0.0,
Merkez / İzzetpaşa,Stüdyo (1+0),11000.0,elazig,04,0.0,0.0,-26.666666666666668,
Palu,2+1,7625.0,elazig,04,0.0,0.0,-6.153846153846154,8.928571428571429
Palu,3+1,8250.0,elazig,04,26.923076923076923,-17.5,-17.5,-17.5
Sivrice,2+1,8000.0,elazig,04,0.0,0.0,,0.0
Sivrice,4+1,30000.0,elazig,04,0.0,0.0,0.0,0.0
Mazgirt,2+1,13500.0,tunceli,04,0.0,0.0,-3.571428571428571,
Merkez,1+1,15000.0,tunceli,04,0.0,0.0,0.0,-40.0
Merkez,2+1,18000.0,tunceli,04,0.0,0.0,20.0,38.46153846153847
Merkez,3+1,30000.0,tunceli,04,0.0,0.0,,
Merkez / Tunceli,1+1,18500.0,tunceli,04,0.0,-2.631578947368421,,-2.631578947368421
Merkez / Tunceli,1.5+1,23000.0,tunceli,04,0.0,0.0,0.0,
Merkez / Tunceli,2+1,20000.0,tunceli,04,8.108108108108109,8.108108108108109,0.0,-20.0
Merkez / Tunceli,3+1,23000.0,tunceli,04,0.0,12.195121951219512,15.0,6.976744186046512
Pertek,2+1,23000.0,tunceli,04,0.0,0.0,0.0,0.0
Pertek,3+1,15000.0,tunceli,04,0.0,0.0,,
