product_name,price_numeric,city,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Akçadağ - 2+1,118750.0,malatya,04,0.0,0.0,7.954545454545454,-4.040404040404041
Akçadağ - 3+1,100000.0,malatya,04,0.0,0.0,0.0,-33.33333333333333
Akçadağ / Köyler - 3+1,87500.0,malatya,04,0.0,0.0,-5.405405405405405,2.941176470588235
Arapgir - 3+1,300000.0,malatya,04,0.0,0.0,0.0,39.53488372093023
Battalgazi - 3+1,155000.0,malatya,04,0.0,10.714285714285714,10.714285714285714,19.230769230769234
Battalgazi / Merkez - 1+1,200000.0,malatya,04,0.0,1.2658227848101267,5.263157894736842,8.108108108108109
Battalgazi / Merkez - 1.5+1,197500.0,malatya,04,0.0,0.0,0.0,0.0
Battalgazi / Merkez - 2+0,200000.0,malatya,04,0.0,0.0,6.666666666666667,11.11111111111111
Battalgazi / Merkez - 2+1,160000.0,malatya,04,0.0,0.0,0.0,0.0
Battalgazi / Merkez - 2.5+1,147500.0,malatya,04,-15.714285714285714,22.916666666666664,0.0,-16.901408450704224
Battalgazi / Merkez - 3+1,180000.0,malatya,04,0.0,5.88235294117647,5.88235294117647,10.76923076923077
Battalgazi / Merkez - 3+2,315000.0,malatya,04,0.0,-28.40909090909091,,
Battalgazi / Merkez - 3.5+1,150000.0,malatya,04,0.0,-3.225806451612903,-3.225806451612903,-21.052631578947366
Battalgazi / Merkez - 4+1,210000.0,malatya,04,-5.615856536101934,-4.545454545454546,-14.285714285714285,-14.285714285714285
Battalgazi / Merkez - 4.5+1,280000.0,malatya,04,0.0,0.0,0.0,0.0
Battalgazi / Merkez - 5+1,200000.0,malatya,04,8.108108108108109,-2.4390243902439024,-11.11111111111111,-27.927927927927925
Battalgazi / Merkez - Stüdyo (1+0),140000.0,malatya,04,0.0,0.0,0.0,-12.5
Darende - 2+1,190000.0,malatya,04,0.0,0.0,0.0,11.76470588235294
Darende - 3+1,220000.0,malatya,04,0.0,0.0,-2.2222222222222223,25.71428571428571
Doğanşehir - 2+1,200000.0,malatya,04,0.0,0.0,0.0,
Doğanşehir - 3+1,105000.0,malatya,04,0.0,0.0,0.0,
Doğanşehir / Köyler - 3+1,90000.0,malatya,04,0.0,12.5,-25.0,38.46153846153847
Doğanşehir / Sürgü - 1+1,100000.0,malatya,04,,,,
Hekimhan - 2+1,130000.0,malatya,04,0.0,0.0,0.0,0.0
Kale / Köyler - 2+1,110000.0,malatya,04,0.0,15.789473684210526,,37.5
Pütürge - 2+1,130000.0,malatya,04,0.0,0.0,0.0,0.0
Yeşilyurt - 1+1,300000.0,malatya,04,0.0,,,
Yeşilyurt - 2+1,240000.0,malatya,04,4.3478260869565215,14.285714285714285,33.33333333333333,29.72972972972973
Yeşilyurt - 3+1,192500.0,malatya,04,4.054054054054054,5.47945205479452,6.944444444444445,1.3157894736842104
Yeşilyurt - 3.5+1,180000.0,malatya,04,0.0,0.0,0.0,0.0
Yeşilyurt - 4+1,235000.0,malatya,04,-1.0526315789473684,6.8181818181818175,3.867403314917127,2.1739130434782608
Yeşilyurt - 4.5+1,247500.0,malatya,04,0.0,12.5,12.5,
Yeşilyurt - Stüdyo (1+0),220000.0,malatya,04,0.0,-4.3478260869565215,-8.333333333333332,
Yeşilyurt / Köyler - 1+1,130000.0,malatya,04,-25.71428571428571,1.9607843137254901,1.9607843137254901,-29.72972972972973
Yeşilyurt / Köyler - 2+1,190000.0,malatya,04,19.68503937007874,5.555555555555555,5.555555555555555,5.555555555555555
Yeşilyurt / Köyler - 3+1,180000.0,malatya,04,0.0,0.0,9.090909090909092,20.0
Yeşilyurt / Köyler - 3.5+1,200000.0,malatya,04,0.0,8.108108108108109,5.263157894736842,5.263157894736842
Yeşilyurt / Köyler - 4+1,200000.0,malatya,04,0.0,-4.761904761904762,-4.761904761904762,0.0
Yeşilyurt / Köyler - 5+1,270000.0,malatya,04,0.0,3.8461538461538463,8.0,8.0
Yeşilyurt / Merkez - 1+1,192500.0,malatya,04,4.054054054054054,-2.5316455696202533,5.47945205479452,13.23529411764706
Yeşilyurt / Merkez - 2+0,199000.0,malatya,04,0.0,0.0,0.0,47.95539033457249
Yeşilyurt / Merkez - 2+1,150000.0,malatya,04,-11.76470588235294,-11.76470588235294,-3.225806451612903,-7.6923076923076925
Yeşilyurt / Merkez - 3+1,200000.0,malatya,04,0.0,0.0,0.0,0.0
Yeşilyurt / Merkez - 3.5+1,249500.0,malatya,04,-4.038461538461538,-4.038461538461538,-11.837455830388691,13.151927437641723
Yeşilyurt / Merkez - 4+1,270000.0,malatya,04,0.0,8.0,8.0,2.857142857142857
Yeşilyurt / Merkez - 4.5+1,250000.0,malatya,04,0.0,-1.9607843137254901,-1.9607843137254901,19.047619047619047
Yeşilyurt / Merkez - 5+1,265000.0,malatya,04,-0.7490636704119851,-0.9345794392523363,-1.8518518518518516,10.416666666666668
