District,Rooms,price_numeric,city,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Akçadağ,2+1,11875.0,malatya,04,0.0,-6.862745098039216,-5.9405940594059405,-5.9405940594059405
Akçadağ,3+1,8000.0,malatya,04,0.0,,,-36.0
Akçadağ / Köyler,3+1,9000.0,malatya,04,0.0,2.857142857142857,2.857142857142857,5.88235294117647
Arapgir,3+1,30000.0,malatya,04,0.0,0.0,,39.53488372093023
Battalgazi,3+1,12500.0,malatya,04,0.0,-3.8461538461538463,-10.714285714285714,-7.4074074074074066
Battalgazi / Merkez,1+1,18500.0,malatya,04,0.0,1.36986301369863,-2.3746701846965697,1.36986301369863
Battalgazi / Merkez,1.5+1,14500.0,malatya,04,0.0,-26.582278481012654,-26.582278481012654,-26.582278481012654
Battalgazi / Merkez,2+0,18750.0,malatya,04,-6.25,-6.25,7.142857142857142,4.166666666666666
Battalgazi / Merkez,2+1,17000.0,malatya,04,0.0,6.25,6.25,13.333333333333334
Battalgazi / Merkez,2.5+1,17500.0,malatya,04,0.0,-1.4084507042253522,-1.4084507042253522,19.65811965811966
Battalgazi / Merkez,3+1,16500.0,malatya,04,2.3255813953488373,0.0,3.125,3.125
Battalgazi / Merkez,3.5+1,15500.0,malatya,04,-3.125,-18.421052631578945,-18.421052631578945,-18.421052631578945
Battalgazi / Merkez,4+1,24500.0,malatya,04,0.0,3.1578947368421053,6.521739130434782,22.5
Battalgazi / Merkez,4.5+1,28000.0,malatya,04,0.0,0.0,0.0,
Battalgazi / Merkez,5+1,27250.0,malatya,04,0.0,-1.8018018018018018,-1.8018018018018018,15.957446808510639
Battalgazi / Merkez,Stüdyo (1+0),14000.0,malatya,04,0.0,-12.5,-12.5,-12.5
Darende,2+1,17000.0,malatya,04,0.0,0.0,0.0,0.0
Darende,3+1,22500.0,malatya,04,12.5,28.57142857142857,,
Darende,3.5+1,10000.0,malatya,04,0.0,0.0,0.0,
Doğanşehir,2+1,20000.0,malatya,04,0.0,,0.0,0.0
Doğanşehir,3+1,12000.0,malatya,04,0.0,-21.311475409836063,,0.0
Doğanşehir / Köyler,3+1,7500.0,malatya,04,0.0,15.384615384615385,15.384615384615385,15.384615384615385
Hekimhan,2+1,13000.0,malatya,04,0.0,0.0,,8.333333333333332
Hekimhan,3+1,10000.0,malatya,04,0.0,0.0,0.0,-33.33333333333333
Kale / Köyler,2+1,8000.0,malatya,04,-5.88235294117647,-5.88235294117647,0.0,-11.11111111111111
Yeşilyurt,1+1,17000.0,malatya,04,,,,21.428571428571427
Yeşilyurt,2+1,18000.0,malatya,04,2.857142857142857,0.0,0.0,0.0
Yeşilyurt,3+1,19000.0,malatya,04,2.7027027027027026,0.0,2.7027027027027026,5.555555555555555
Yeşilyurt,3.5+1,18000.0,malatya,04,0.0,,,-10.0
Yeşilyurt,4+1,22750.0,malatya,04,-5.208333333333334,-5.208333333333334,-5.208333333333334,1.1111111111111112
Yeşilyurt,4.5+1,22000.0,malatya,04,-11.11111111111111,-11.11111111111111,,
Yeşilyurt / Köyler,1+1,12750.0,malatya,04,0.0,-3.7735849056603774,-3.7735849056603774,50.0
Yeşilyurt / Köyler,2+1,20000.0,malatya,04,0.0,14.285714285714285,11.11111111111111,17.647058823529413
Yeşilyurt / Köyler,3+1,16000.0,malatya,04,-5.88235294117647,6.666666666666667,6.666666666666667,23.076923076923077
Yeşilyurt / Köyler,3.5+1,19000.0,malatya,04,0.0,0.0,,
Yeşilyurt / Köyler,4+1,21000.0,malatya,04,0.0,2.4390243902439024,0.0,5.0
Yeşilyurt / Köyler,5+1,25000.0,malatya,04,0.0,0.0,0.0,0.0
Yeşilyurt / Merkez,1+1,18250.0,malatya,04,7.352941176470589,7.352941176470589,17.741935483870968,17.741935483870968
Yeşilyurt / Merkez,2+0,19900.0,malatya,04,0.0,,0.0,
Yeşilyurt / Merkez,2+1,16000.0,malatya,04,-3.0303030303030303,0.0,-5.88235294117647,0.0
Yeşilyurt / Merkez,3+1,20000.0,malatya,04,0.0,0.0,0.0,0.0
Yeşilyurt / Merkez,3.5+1,24100.0,malatya,04,0.0,0.0,9.297052154195011,20.5
Yeşilyurt / Merkez,4+1,25000.0,malatya,04,0.0,-1.9607843137254901,-5.660377358490567,0.0
Yeşilyurt / Merkez,4.5+1,25500.0,malatya,04,10.869565217391305,10.869565217391305,10.869565217391305,18.6046511627907
Yeşilyurt / Merkez,5+1,31500.0,malatya,04,0.0,31.25,31.25,-3.076923076923077
Yeşilyurt / Merkez,5+2,23000.0,malatya,04,,,,
Karakoçan,1+1,9000.0,elazig,04,0.0,-30.76923076923077,-30.76923076923077,-18.181818181818183
Karakoçan,2+1,7000.0,elazig,04,-26.31578947368421,-26.31578947368421,-22.22222222222222,-12.5
