item_name,price_numeric,city,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Sivrice - 2+1,78750.0,elazig,04,0.0,2.941176470588235,2.941176470588235,
Sivrice - 3+1,225000.0,elazig,04,0.0,,-35.714285714285715,-43.75
Sivrice - 4+1,400000.0,elazig,04,0.0,0.0,0.0,33.33333333333333
Merkez - 1+1,120000.0,tunceli,04,0.0,0.0,,
Merkez - 2+1,100000.0,tunceli,04,0.0,,,
Merkez - 3+1,107500.0,tunceli,04,0.0,-6.521739130434782,,
Merkez / Tunceli - 1+1,195000.0,tunceli,04,-17.02127659574468,,,2.631578947368421
Merkez / Tunceli - 2+0,200000.0,tunceli,04,0.0,0.0,0.0,
Merkez / Tunceli - 2+1,200000.0,tunceli,04,-6.976744186046512,-6.976744186046512,33.33333333333333,25.0
Merkez / Tunceli - 3+1,210000.0,tunceli,04,0.0,-4.545454545454546,-2.3255813953488373,-6.666666666666667
Merkez / Çiçekli(Buğulu) - 3+1,240000.0,tunceli,04,,,,
Pertek - 3+1,150000.0,tunceli,04,0.0,0.0,0.0,0.0
