District,Rooms,price_numeric,city,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Akçadağ,2+1,13375.0,malatya,04,0.0,0.0,0.0,0.0
Akçadağ,3+1,10625.0,malatya,04,0.0,0.0,0.0,-15.0
Akçadağ / Köyler,2+1,11500.0,malatya,04,0.0,0.0,0.0,
Akçadağ / Köyler,3+1,12250.0,malatya,04,0.0,-23.4375,,32.432432432432435
Arapgir,3+1,30000.0,malatya,04,0.0,0.0,0.0,0.0
Battalgazi,1+1,16000.0,malatya,04,,,,
Battalgazi,2+1,14000.0,malatya,04,0.0,7.6923076923076925,16.666666666666664,16.666666666666664
Battalgazi,3+1,13500.0,malatya,04,-3.571428571428571,12.5,12.5,8.0
Battalgazi / Köyler,2+1,17900.0,malatya,04,0.0,-0.2785515320334262,-0.5555555555555556,-28.4
Battalgazi / Köyler,3+1,13000.0,malatya,04,,,,
Battalgazi / Merkez,1+1,18500.0,malatya,04,0.0,0.6802721088435374,0.6802721088435374,-2.1164021164021163
Battalgazi / Merkez,1.5+1,15000.0,malatya,04,0.0,,,
Battalgazi / Merkez,2+0,18000.0,malatya,04,0.0,-2.4390243902439024,0.5586592178770949,0.5586592178770949
Battalgazi / Merkez,2+1,15125.0,malatya,04,0.8333333333333334,-0.819672131147541,-5.46875,0.8333333333333334
Battalgazi / Merkez,2.5+1,14500.0,malatya,04,0.0,0.0,0.0,-4.918032786885246
Battalgazi / Merkez,3+1,16000.0,malatya,04,0.0,3.225806451612903,5.785123966942149,3.225806451612903
Battalgazi / Merkez,3+2,20000.0,malatya,04,0.0,0.0,0.0,
Battalgazi / Merkez,3.5+1,19000.0,malatya,04,0.0,16.923076923076923,,8.571428571428571
Battalgazi / Merkez,4+1,20000.0,malatya,04,0.0,-6.976744186046512,-13.043478260869565,-15.789473684210526
Battalgazi / Merkez,4.5+1,31500.0,malatya,04,0.0,,,5.0
Battalgazi / Merkez,5+1,23500.0,malatya,04,0.0,0.0,3.296703296703297,0.0
Battalgazi / Merkez,Stüdyo (1+0),13500.0,malatya,04,-15.625,-15.625,-15.625,-15.625
Darende,2+1,17000.0,malatya,04,0.0,0.0,0.0,
Darende,3+1,25000.0,malatya,04,0.0,,,
Doğanşehir,2+1,20000.0,malatya,04,0.0,,,
Doğanşehir,3+1,12000.0,malatya,04,-7.6923076923076925,-14.285714285714285,-7.6923076923076925,6.666666666666667
Doğanşehir / Köyler,3+1,7250.0,malatya,04,0.0,11.538461538461538,11.538461538461538,11.538461538461538
Hekimhan,2+1,12000.0,malatya,04,0.0,0.0,0.0,0.0
Kale / Köyler,2+1,8875.0,malatya,04,0.0,0.0,-12.345679012345679,-6.578947368421052
Kale / Köyler,3+1,13000.0,malatya,04,0.0,0.0,,
Yeşilyurt,1+1,14000.0,malatya,04,0.0,0.0,0.0,0.0
Yeşilyurt,2+1,18000.0,malatya,04,0.0,-5.263157894736842,-20.0,2.857142857142857
Yeşilyurt,3+1,18500.0,malatya,04,-2.631578947368421,0.0,2.7777777777777777,2.7777777777777777
Yeşilyurt,3.5+1,20000.0,malatya,04,0.0,0.0,0.0,
Yeşilyurt,4+1,20000.0,malatya,04,0.0,-4.761904761904762,-6.976744186046512,-4.761904761904762
Yeşilyurt / Köyler,1+1,8000.0,malatya,04,0.0,0.0,0.0,-30.434782608695656
Yeşilyurt / Köyler,2+1,17000.0,malatya,04,-2.857142857142857,13.333333333333334,13.333333333333334,13.333333333333334
Yeşilyurt / Köyler,2.5+1,19500.0,malatya,04,0.0,0.0,-4.878048780487805,-4.878048780487805
Yeşilyurt / Köyler,3+1,12000.0,malatya,04,-11.11111111111111,20.0,20.0,23.076923076923077
Yeşilyurt / Köyler,3.5+1,8750.0,malatya,04,-7.894736842105263,-7.894736842105263,-7.894736842105263,0.0
Yeşilyurt / Köyler,4+1,19999.5,malatya,04,0.0,-0.0025,5.260526315789474,5.260526315789474
Yeşilyurt / Köyler,4.5+1,24000.0,malatya,04,0.0,0.0,,
Yeşilyurt / Köyler,5+1,25000.0,malatya,04,0.0,0.0,0.0,0.0
Yeşilyurt / Merkez,1+1,13500.0,malatya,04,0.0,3.8461538461538463,8.0,3.8461538461538463
Yeşilyurt / Merkez,1.5+1,23000.0,malatya,04,0.0,,,
Yeşilyurt / Merkez,2+0,11000.0,malatya,04,0.0,-21.14695340501792,-26.421404682274247,-8.333333333333332
Yeşilyurt / Merkez,2+1,15250.0,malatya,04,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667
Yeşilyurt / Merkez,2.5+1,10000.0,malatya,04,0.0,0.0,-28.57142857142857,
Yeşilyurt / Merkez,3+1,19000.0,malatya,04,0.0,0.0,-5.0,-2.564102564102564
Yeşilyurt / Merkez,3+2,22000.0,malatya,04,0.0,0.0,0.0,-4.3478260869565215
Yeşilyurt / Merkez,3.5+1,18750.0,malatya,04,0.0,-9.090909090909092,7.142857142857142,4.166666666666666
Yeşilyurt / Merkez,4+1,25000.0,malatya,04,0.0,4.166666666666666,4.166666666666666,3.0927835051546393
Yeşilyurt / Merkez,4.5+1,22000.0,malatya,04,0.0,,,-15.384615384615385
Yeşilyurt / Merkez,5+1,25500.0,malatya,04,0.0,6.25,2.0,-4.672897196261682
