Date,Price,District,Rooms
2026-03-29,37000,"Merkez
Fabrikalar",4+1
2026-03-29,1010,"Merkez
Tepebaşı",3+1
2026-03-29,24500,"Merkez
Sanayi",3+1
2026-03-29,13000,"Merkez
Fabrikalar",3+1
2026-03-29,9500,Yahşihan,1+1
2026-03-29,13000,"Merkez
Yuva",3+1
2026-03-29,23000,"Merkez
Tepebaşı",3+1
2026-03-29,15000,"Merkez
Fabrikalar",3+1
2026-03-29,30000,Yahşihan,4+1
2026-03-29,10000,Yahşihan,2+0
2026-03-29,50000,"Merkez
Sanayi",3+1
2026-03-29,25000,"Merkez
Fabrikalar",3+1
2026-03-29,25000,Yahşihan,4+1
2026-03-29,15000,Yahşihan,2+1
2026-03-29,10000,"Merkez
Tepebaşı",2+1
2026-03-29,16000,"Merkez
Fabrikalar",3+1
2026-03-29,24000,Yahşihan,4+1
2026-03-29,28000,Yahşihan,3+1
2026-03-29,25000,"Merkez
Fabrikalar",3+1
2026-03-29,28000,"Merkez
Sanayi",3+1
2026-03-29,21000,Yahşihan,3+1
2026-03-29,27000,Yahşihan,2+1
2026-03-29,12000,Yahşihan,2+1
2026-03-29,38000,"Merkez
Yuva",4.5+1
2026-03-29,9500,"Merkez
Sanayi",3+1
2026-03-29,60000,Yahşihan,9+1
2026-03-29,25500,Yahşihan,3+1
2026-03-29,15000,Yahşihan,2+1
2026-03-29,12000,"Merkez
Tepebaşı",3+1
2026-03-29,14250,"Merkez
Tepebaşı",2+1
2026-03-29,12000,"Merkez
Tepebaşı",3+1
2026-03-29,16000,"Merkez
Fabrikalar",3+1
2026-03-29,17500,Yahşihan,2+1
2026-03-29,14000,"Merkez
Sanayi",3+1
2026-03-29,10000,"Merkez
Tepebaşı",2+1
2026-03-29,12500,Yahşihan,1+1
2026-03-29,32000,"Merkez
Tepebaşı",3+1
2026-03-29,12500,Yahşihan,2+0
2026-03-29,25000,Yahşihan,3+1
2026-03-29,12000,Yahşihan,2+1
2026-03-29,23000,"Merkez
Fabrikalar",3+1
2026-03-29,12500,Yahşihan,2+1
2026-03-29,25000,"Merkez
Sanayi",3+1
2026-03-29,32000,"Merkez
Fabrikalar",4+1
2026-03-29,21000,Yahşihan,1+1
2026-03-29,45000,"Merkez
Fabrikalar",4+1
2026-03-29,23000,"Merkez
Sanayi",3+1
2026-03-29,30000,Yahşihan,4+1
2026-03-29,18500,"Merkez
Fabrikalar",3+1
2026-03-29,13500,Yahşihan,2+1
2026-03-29,12000,"Merkez
Yuva",2+1
2026-03-29,19500,"Merkez
Fabrikalar",2+1
2026-03-29,9300,Yahşihan,1+1
2026-03-29,12500,"Merkez
Tepebaşı",3+1
2026-03-29,11000,"Merkez
Tepebaşı",3+1
2026-03-29,16500,"Merkez
Fabrikalar",3+1
2026-03-29,35000,"Merkez
Sanayi",3+1
2026-03-29,15500,"Merkez
Sanayi",2+1
2026-03-29,13000,"Merkez
Sanayi",3+1
2026-03-29,25500,"Merkez
Fabrikalar",3+1
2026-03-29,12000,Yahşihan,3+1
2026-03-29,21000,"Merkez
Fabrikalar",3+1
2026-03-29,10500,Yahşihan,2+0
2026-03-29,25000,Yahşihan,3+1
2026-03-29,12500,"Merkez
Yuva",2+1
2026-03-29,15000,"Merkez
Tepebaşı",2+1
2026-03-29,16500,"Merkez
Fabrikalar",3+1
2026-03-29,21000,"Merkez
Fabrikalar",3+1
2026-03-29,14000,Yahşihan,2+1
2026-03-29,12000,Yahşihan,2+0
2026-03-29,31000,"Merkez
Sanayi",3+1
2026-03-29,20500,"Merkez
Sanayi",3+1
2026-03-29,16000,"Merkez
Fabrikalar",3+1
2026-03-29,13000,Yahşihan,2+1
2026-03-29,40000,Yahşihan,4+1
2026-03-29,13000,"Merkez
Tepebaşı",2+1
2026-03-29,21000,Yahşihan,3+1
2026-03-29,14000,"Merkez
Tepebaşı",3+1
2026-03-29,14000,"Merkez
Fabrikalar",2+1
2026-03-29,13000,Yahşihan,2+1
2026-03-29,10000,Yahşihan,1+1
2026-03-29,14500,"Merkez
Sanayi",3+1
2026-03-29,18000,Yahşihan,1+1
2026-03-29,37000,Yahşihan,4+1
2026-03-29,16000,"Merkez
Fabrikalar",4+1
2026-03-29,18500,Yahşihan,2+1
2026-03-29,27500,Yahşihan,1+1
2026-03-29,15000,"Merkez
Fabrikalar",3+1
2026-03-29,5500,"Merkez
Fabrikalar",2+1
2026-03-29,14000,Yahşihan,2+1
2026-03-29,30000,"Merkez
Fabrikalar",2+1
2026-03-29,22500,"Merkez
Fabrikalar",2+1
2026-03-29,24000,"Merkez
Sanayi",3+1
2026-03-29,20000,"Merkez
Tepebaşı",3+1
2026-03-29,18750,"Merkez
Sanayi",3+1
2026-03-29,19000,Yahşihan,3+1
2026-03-29,31500,Yahşihan,4+1
2026-03-29,20000,Yahşihan,3+0
2026-03-29,11000,Yahşihan,2+0
2026-03-29,31000,"Merkez
Fabrikalar",3+1
2026-03-29,19000,Yahşihan,2+1
2026-03-29,13000,"Merkez
Fabrikalar",3+1
2026-03-29,21000,Yahşihan,2+1
2026-03-29,30000,Yahşihan,3+0
2026-03-29,22000,"Merkez
Sanayi",3+1
2026-03-29,34000,"Merkez
Sanayi",3+1
2026-03-29,13000,Yahşihan,2+0
2026-03-29,22500,Yahşihan,4+1
2026-03-29,27000,"Merkez
Sanayi",3+1
2026-03-29,21000,Yahşihan,4+1
2026-03-29,25000,Yahşihan,2+1
2026-03-29,17000,Yahşihan,2+0
2026-03-29,18500,Yahşihan,2+1
2026-03-29,20000,"Merkez
Tepebaşı",3+1
2026-03-29,12500,Yahşihan,2+1
2026-03-29,12000,"Merkez
Tepebaşı",2+1
2026-03-29,16000,"Merkez
Tepebaşı",3+1
2026-03-29,13000,Bahşılı,2+1
2026-03-29,15500,"Merkez
Tepebaşı",3+1
2026-03-29,12500,"Merkez
Sanayi",3+1
2026-03-29,25500,Yahşihan,4+1
2026-03-29,10000,Yahşihan,2+1
2026-03-29,12000,Yahşihan,2+1
2026-03-29,20000,Yahşihan,2+1
2026-03-29,15000,"Merkez
Fabrikalar",2+1
2026-03-29,16500,Yahşihan,2+1
2026-03-29,26000,"Merkez
Fabrikalar",3+1
2026-03-29,16500,"Merkez
Tepebaşı",2+1
2026-03-29,12000,Yahşihan,2+1
2026-03-29,10000,Yahşihan,3+2
2026-03-29,14000,Yahşihan,2+0
2026-03-29,11000,Yahşihan,2+1
2026-03-29,38000,Yahşihan,4+1
2026-03-29,19500,Yahşihan,3+1
2026-03-29,23000,"Merkez
Tepebaşı",3+1
2026-03-29,45000,Yahşihan,4+1
2026-03-29,20000,"Merkez
Tepebaşı",3+1
2026-03-29,15000,"Merkez
Fabrikalar",3+1
2026-03-29,25900,"Merkez
Sanayi",3+1
2026-03-29,10000,"Merkez
Tepebaşı",3+1
2026-03-29,11000,Yahşihan,1+1
2026-03-29,12000,Yahşihan,2+0
2026-03-29,8500,Yahşihan,1+1
2026-03-29,14500,Yahşihan,3+1
2026-03-29,13000,Yahşihan,2+0
2026-03-29,13500,"Merkez
Fabrikalar",3+1
2026-03-29,25500,Yahşihan,4+1
2026-03-29,16500,"Merkez
Fabrikalar",3+1
2026-03-29,14500,Yahşihan,2+0
2026-03-29,35000,Yahşihan,4+1
2026-03-29,24000,"Merkez
Tepebaşı",3+1
2026-03-29,12000,Bahşılı,2+1
2026-03-29,25000,"Merkez
Sanayi",4+1
2026-03-29,26000,"Merkez
Fabrikalar",6+1
2026-03-29,10000,Yahşihan,1+1
2026-03-29,12100,Yahşihan,2+0
