Date,Price,District,Rooms
2026-03-25,20000,"Merkez
Sanayi",3+1
2026-03-25,14000,Yahşihan,2+0
2026-03-25,9750,Yahşihan,2+0
2026-03-25,19500,Yahşihan,3+1
2026-03-25,12000,"Merkez
Tepebaşı",3+1
2026-03-25,16000,"Merkez
Tepebaşı",3+1
2026-03-25,13000,Bahşılı,2+1
2026-03-25,25900,"Merkez
Sanayi",3+1
2026-03-25,15500,"Merkez
Tepebaşı",3+1
2026-03-25,14500,Yahşihan,3+1
2026-03-25,12500,"Merkez
Sanayi",3+1
2026-03-25,13000,Yahşihan,2+0
2026-03-25,25500,Yahşihan,4+1
2026-03-25,10000,Yahşihan,2+1
2026-03-25,16500,"Merkez
Fabrikalar",3+1
2026-03-25,12000,Yahşihan,2+1
2026-03-25,14500,Yahşihan,2+0
2026-03-25,20000,Yahşihan,2+1
2026-03-25,15000,"Merkez
Fabrikalar",2+1
2026-03-25,26000,"Merkez
Fabrikalar",3+1
2026-03-25,16500,"Merkez
Tepebaşı",2+1
2026-03-25,13750,Yahşihan,2+1
2026-03-25,10000,Yahşihan,3+2
2026-03-25,20000,"Merkez
Fabrikalar",3+1
2026-03-25,30000,Yahşihan,3+0
2026-03-25,38000,Yahşihan,4+1
2026-03-25,23000,"Merkez
Tepebaşı",3+1
2026-03-25,45000,Yahşihan,4+1
2026-03-25,20000,"Merkez
Tepebaşı",3+1
2026-03-25,15000,"Merkez
Fabrikalar",3+1
2026-03-25,15000,Yahşihan,2+1
2026-03-25,10000,"Merkez
Tepebaşı",3+1
2026-03-25,11000,Yahşihan,1+1
2026-03-25,12000,Yahşihan,2+0
2026-03-25,11000,"Merkez
Fabrikalar",3.5+1
2026-03-25,17000,Yahşihan,3+1
2026-03-25,13500,"Merkez
Fabrikalar",3+1
2026-03-25,25500,Yahşihan,4+1
2026-03-25,22000,"Merkez
Yuva",4+1
2026-03-25,37500,Yahşihan,4+1
2026-03-25,24000,"Merkez
Tepebaşı",3+1
2026-03-25,12000,Bahşılı,2+1
2026-03-25,25000,"Merkez
Sanayi",4+1
2026-03-25,26000,"Merkez
Fabrikalar",6+1
2026-03-25,10000,Yahşihan,1+1
2026-03-25,12100,Yahşihan,2+0
2026-03-25,10000,"Merkez
Sanayi",3+1
2026-03-25,11000,"Merkez
Tepebaşı",3+1
2026-03-25,16500,"Merkez
Fabrikalar",2+1
2026-03-25,21000,"Merkez
Fabrikalar",3+1
2026-03-25,8000,Yahşihan,1+1
2026-03-25,13500,"Merkez
Tepebaşı",3+1
2026-03-25,13500,"Merkez
Tepebaşı",3+1
2026-03-25,43500,Yahşihan,4+1
2026-03-25,18000,"Merkez
Tepebaşı",2+1
2026-03-25,15000,Yahşihan,2+1
2026-03-25,10500,"Merkez
Fabrikalar",2+1
2026-03-25,12500,Bahşılı,4+1
2026-03-25,25000,"Merkez
Fabrikalar",3+1
2026-03-25,10000,"Merkez
Fabrikalar",4+1
2026-03-25,10250,Yahşihan,2+0
2026-03-25,20000,"Merkez
Tepebaşı",3+1
2026-03-25,26000,Yahşihan,3+1
2026-03-25,12500,Yahşihan,2+1
2026-03-25,12000,Yahşihan,2+0
2026-03-25,12000,"Merkez
Yuva",2.5+1
2026-03-25,19500,"Merkez
Tepebaşı",2+1
2026-03-25,12000,Yahşihan,2+1
2026-03-25,12000,"Merkez
Fabrikalar",3+1
2026-03-25,17000,"Merkez
Sanayi",2+0
2026-03-25,12000,"Merkez
Tepebaşı",3+1
2026-03-25,19500,"Merkez
Sanayi",3+1
2026-03-25,18500,Yahşihan,3+1
2026-03-25,20000,"Merkez
Tepebaşı",3+1
2026-03-25,11500,"Merkez
Fabrikalar",3+1
2026-03-25,19500,Yahşihan,1+1
2026-03-25,16000,Yahşihan,2+1
2026-03-25,16000,"Merkez
Fabrikalar",3+1
2026-03-25,14000,"Merkez
Tepebaşı",2+1
2026-03-25,9000,"Merkez
Fabrikalar",2+1
2026-03-25,14000,Yahşihan,2+1
2026-03-25,17750,"Merkez
Sanayi",2+1
2026-03-25,26000,Yahşihan,4+1
2026-03-25,21000,"Merkez
Fabrikalar",3+1
2026-03-25,15000,Yahşihan,2+1
2026-03-25,30500,Yahşihan,1+1
2026-03-25,15250,"Merkez
Sanayi",2+0
2026-03-25,9000,"Merkez
Tepebaşı",3+1
2026-03-25,14500,Yahşihan,3+0
2026-03-25,12000,"Merkez
Sanayi",3+1
2026-03-25,22000,"Merkez
Tepebaşı",3+1
2026-03-25,13000,Yahşihan,2+1
2026-03-25,21000,Yahşihan,3+1
2026-03-25,17000,"Merkez
Fabrikalar",3+1
2026-03-25,13500,"Merkez
Tepebaşı",2+1
2026-03-25,14000,"Merkez
Fabrikalar",2+1
2026-03-25,16000,"Merkez
Sanayi",2+0
2026-03-25,8500,"Merkez
Fabrikalar",3+1
2026-03-25,14000,"Merkez
Tepebaşı",3+1
2026-03-25,15000,"Merkez
Yuva",3+1
2026-03-25,14000,Yahşihan,2+1
2026-03-25,15500,"Merkez
Fabrikalar",3+1
2026-03-25,22000,Yahşihan,1+1
2026-03-25,13000,Yahşihan,2+0
2026-03-25,25000,"Merkez
Sanayi",3+1
2026-03-25,13500,"Merkez
Fabrikalar",3+1
2026-03-25,23500,Yahşihan,3+1
2026-03-25,13250,"Merkez
Tepebaşı",2+1
2026-03-25,12000,Yahşihan,1+1
2026-03-25,19500,"Merkez
Tepebaşı",1+1
2026-03-25,16000,"Merkez
Sanayi",2+1
2026-03-25,13000,Yahşihan,2+1
2026-03-25,25000,Yahşihan,1+1
2026-03-25,16500,"Merkez
Fabrikalar",3+1
2026-03-25,15000,Yahşihan,3+1
2026-03-25,13000,"Merkez
Yuva",3+1
2026-03-25,15500,Yahşihan,2+1
2026-03-25,17500,Yahşihan,3+1
2026-03-25,25000,Yahşihan,4+1
2026-03-25,17000,"Merkez
Fabrikalar",3+1
2026-03-25,25000,Yahşihan,2+1
2026-03-25,18000,Yahşihan,2+1
2026-03-25,13500,"Merkez
Tepebaşı",3+1
2026-03-25,15500,"Merkez
Tepebaşı",3+1
2026-03-25,16000,Yahşihan,2+1
2026-03-25,22500,"Merkez
Fabrikalar",3+1
2026-03-25,24000,"Merkez
Sanayi",4+1
2026-03-25,10000,"Merkez
Fabrikalar",2+1
2026-03-25,27000,"Merkez
Tepebaşı",4+1
2026-03-25,12500,"Merkez
Sanayi",3+1
2026-03-25,15000,Yahşihan,3+1
2026-03-25,12500,Yahşihan,2+1
2026-03-25,13000,Yahşihan,3+1
2026-03-25,32000,"Merkez
Fabrikalar",4+1
2026-03-25,25000,"Merkez
Tepebaşı",2+1
2026-03-25,15500,"Merkez
Fabrikalar",3+1
2026-03-25,25000,"Merkez
Fabrikalar",2+1
2026-03-25,16250,"Merkez
Sanayi",1+1
2026-03-25,23000,"Merkez
Tepebaşı",2+1
2026-03-25,15000,Yahşihan,2+0
2026-03-25,9500,"Merkez
Yuva",3+1
2026-03-25,17500,Yahşihan,2+1
2026-03-25,13000,Yahşihan,2+0
2026-03-25,19750,"Merkez
Sanayi",3+1
