Date,Price,District,Rooms
2026-03-16,13000,"Merkez
Sanayi",3+1
2026-03-16,21000,Yahşihan,2+1
2026-03-16,16000,Yahşihan,3+1
2026-03-16,26000,Yahşihan,1+1
2026-03-16,18500,"Merkez
Fabrikalar",3+1
2026-03-16,15000,"Yahşihan
Köyler",3+1
2026-03-16,12250,"Merkez
Sanayi",2+1
2026-03-16,22000,"Merkez
Tepebaşı",2+1
2026-03-16,25000,"Merkez
Yuva",3+1
2026-03-16,20000,Yahşihan,3+1
2026-03-16,21250,Yahşihan,1+1
2026-03-16,16000,Yahşihan,2+1
2026-03-16,16000,Yahşihan,2+1
2026-03-16,20500,Yahşihan,2+1
2026-03-16,15000,"Merkez
Fabrikalar",3+1
2026-03-16,25500,"Merkez
Sanayi",3+1
2026-03-16,30000,Yahşihan,3+1
2026-03-16,39000,Yahşihan,4+1
2026-03-16,20000,"Merkez
Sanayi",3+1
2026-03-16,12500,Yahşihan,2+0
2026-03-16,9500,Yahşihan,Stüdyo (1+0)
2026-03-16,13500,Yahşihan,2+0
2026-03-16,23000,Yahşihan,3+1
2026-03-16,13500,Yahşihan,2+0
2026-03-16,21000,"Merkez
Fabrikalar",3+1
2026-03-16,17000,Yahşihan,2+1
2026-03-16,17000,"Merkez
Fabrikalar",3+1
2026-03-16,25000,Yahşihan,3+1
2026-03-16,18000,Yahşihan,2+1
2026-03-16,20000,Yahşihan,1+1
2026-03-16,9500,"Merkez
Sanayi",2+1
2026-03-16,15750,"Merkez
Fabrikalar",1+1
2026-03-16,18500,"Merkez
Fabrikalar",3+1
2026-03-16,25000,Yahşihan,3+1
2026-03-16,26000,"Merkez
Tepebaşı",3+1
2026-03-16,19000,Yahşihan,2+1
2026-03-16,21000,Yahşihan,1+1
2026-03-16,23500,Yahşihan,1+1
2026-03-16,11000,Yahşihan,Stüdyo (1+0)
2026-03-16,15500,Yahşihan,3+1
2026-03-16,17000,"Merkez
Tepebaşı",3+1
2026-03-16,12500,Yahşihan,1+1
2026-03-16,24000,"Merkez
Fabrikalar",3+1
2026-03-16,25000,"Merkez
Tepebaşı",3+1
2026-03-16,18500,"Merkez
Sanayi",3+1
2026-03-16,10500,"Merkez
Tepebaşı",3+1
2026-03-16,11000,"Merkez
Fabrikalar",3+1
2026-03-16,15000,Yahşihan,1+1
2026-03-16,13000,"Merkez
Fabrikalar",3+1
2026-03-16,15750,"Merkez
Sanayi",2+1
2026-03-16,10500,Yahşihan,1+1
2026-03-16,8000,"Merkez
Yuva",3+1
2026-03-16,24000,"Merkez
Fabrikalar",3+1
2026-03-16,20000,"Merkez
Fabrikalar",3+1
2026-03-16,9500,"Merkez
Tepebaşı",3+1
2026-03-16,16000,"Merkez
Fabrikalar",3+1
