Date,Price,District,Rooms
2026-03-19,22000,Yahşihan,1+1
2026-03-19,15000,Yahşihan,2+1
2026-03-19,13000,Yahşihan,2+0
2026-03-19,25000,"Merkez
Sanayi",3+1
2026-03-19,13500,"Merkez
Fabrikalar",3+1
2026-03-19,23500,Yahşihan,3+1
2026-03-19,27000,"Merkez
Tepebaşı",4+1
2026-03-19,13250,"Merkez
Tepebaşı",2+1
2026-03-19,12000,Yahşihan,1+1
2026-03-19,19500,"Merkez
Tepebaşı",1+1
2026-03-19,16000,"Merkez
Sanayi",2+1
2026-03-19,12500,Yahşihan,1+1
2026-03-19,13000,Yahşihan,2+1
2026-03-19,37000,Yahşihan,4+1
2026-03-19,16500,"Merkez
Fabrikalar",3+1
2026-03-19,15000,Yahşihan,3+1
2026-03-19,13000,"Merkez
Yuva",3+1
2026-03-19,15500,Yahşihan,2+1
2026-03-19,17500,Yahşihan,3+1
2026-03-19,25000,Yahşihan,4+1
2026-03-19,17000,"Merkez
Fabrikalar",3+1
2026-03-19,25000,Yahşihan,2+1
2026-03-19,13500,"Merkez
Tepebaşı",3+1
2026-03-19,10500,Yahşihan,2+0
2026-03-19,14000,Yahşihan,2+1
2026-03-19,15500,"Merkez
Tepebaşı",3+1
2026-03-19,16000,Yahşihan,2+1
2026-03-19,22500,"Merkez
Fabrikalar",3+1
2026-03-19,24000,"Merkez
Sanayi",4+1
2026-03-19,10000,"Merkez
Fabrikalar",2+1
2026-03-19,12500,"Merkez
Sanayi",3+1
2026-03-19,12500,"Merkez
Yuva",2+1
2026-03-19,15000,Yahşihan,3+1
2026-03-19,18000,"Merkez
Tepebaşı",2+1
2026-03-19,9000,"Merkez
Tepebaşı",3+1
2026-03-19,12500,Yahşihan,2+1
2026-03-19,13000,Yahşihan,3+1
2026-03-19,32000,"Merkez
Fabrikalar",4+1
2026-03-19,25000,"Merkez
Tepebaşı",2+1
2026-03-19,15500,"Merkez
Fabrikalar",3+1
2026-03-19,25000,"Merkez
Fabrikalar",2+1
2026-03-19,16250,"Merkez
Sanayi",1+1
2026-03-19,23000,"Merkez
Tepebaşı",2+1
2026-03-19,9500,"Merkez
Yuva",3+1
2026-03-19,18000,Yahşihan,2+1
2026-03-19,19750,"Merkez
Sanayi",3+1
2026-03-19,15000,Yahşihan,2+0
2026-03-19,13000,"Merkez
Tepebaşı",3+1
2026-03-19,12500,"Merkez
Sanayi",2+1
2026-03-19,10500,"Merkez
Tepebaşı",3+1
2026-03-19,12800,"Merkez
Tepebaşı",2+1
2026-03-19,14000,Yahşihan,2+1
2026-03-19,12500,Yahşihan,2+1
2026-03-19,20000,"Merkez
Fabrikalar",3+1
2026-03-19,10000,Yahşihan,Stüdyo (1+0)
2026-03-19,16000,"Merkez
Tepebaşı",3+1
2026-03-19,17500,"Merkez
Fabrikalar",1+1
2026-03-19,14000,Yahşihan,1+1
2026-03-19,15000,Yahşihan,3+0
2026-03-19,19500,"Merkez
Sanayi",3+1
2026-03-19,16500,Yahşihan,1+1
2026-03-19,10500,"Merkez
Fabrikalar",3+1
2026-03-19,13500,"Merkez
Tepebaşı",2+1
2026-03-19,28000,Yahşihan,3+1
2026-03-19,12500,"Merkez
Fabrikalar",3+1
2026-03-19,16000,Yahşihan,3+1
2026-03-19,12000,Yahşihan,2+1
2026-03-19,12000,Bahşılı,3+1
2026-03-19,25000,"Merkez
Fabrikalar",3+1
2026-03-19,17500,"Merkez
Tepebaşı",3+1
2026-03-19,12000,Bahşılı,3+1
2026-03-19,10500,"Merkez
Sanayi",3+1
2026-03-19,13000,"Merkez
Sanayi",3+1
2026-03-19,16000,Yahşihan,3+1
2026-03-19,25000,Yahşihan,1+1
2026-03-19,18500,"Merkez
Fabrikalar",3+1
2026-03-19,15000,"Yahşihan
Köyler",3+1
2026-03-19,12250,"Merkez
Sanayi",2+1
2026-03-19,14000,Yahşihan,2+1
2026-03-19,22000,"Merkez
Tepebaşı",2+1
2026-03-19,25000,"Merkez
Yuva",3+1
2026-03-19,20000,Yahşihan,3+1
2026-03-19,21250,Yahşihan,1+1
2026-03-19,16500,Yahşihan,2+1
2026-03-19,16000,Yahşihan,2+1
2026-03-19,15000,"Merkez
Fabrikalar",3+1
2026-03-19,25500,"Merkez
Sanayi",3+1
2026-03-19,30000,Yahşihan,3+1
2026-03-19,39000,Yahşihan,4+1
2026-03-19,20000,"Merkez
Sanayi",3+1
2026-03-19,20000,Yahşihan,2+1
2026-03-19,21000,Yahşihan,2+1
2026-03-19,9500,Yahşihan,Stüdyo (1+0)
2026-03-19,13500,Yahşihan,2+0
2026-03-19,23000,Yahşihan,3+1
2026-03-19,13500,Yahşihan,2+0
2026-03-19,21000,"Merkez
Fabrikalar",3+1
2026-03-19,17000,"Merkez
Fabrikalar",3+1
2026-03-19,10150,Yahşihan,2+0
2026-03-19,13000,Yahşihan,2+1
2026-03-19,20500,Yahşihan,2+1
2026-03-19,25000,Yahşihan,3+1
2026-03-19,18000,Yahşihan,2+1
2026-03-19,9500,"Merkez
Sanayi",2+1
2026-03-19,15750,"Merkez
Fabrikalar",1+1
2026-03-19,18500,"Merkez
Fabrikalar",3+1
2026-03-19,26000,"Merkez
Tepebaşı",3+1
2026-03-19,21000,Yahşihan,1+1
2026-03-19,23500,Yahşihan,1+1
2026-03-19,11000,Yahşihan,Stüdyo (1+0)
2026-03-19,17000,"Merkez
Tepebaşı",3+1
2026-03-19,12500,Yahşihan,1+1
2026-03-19,24000,"Merkez
Fabrikalar",3+1
2026-03-19,25000,"Merkez
Tepebaşı",3+1
2026-03-19,18500,"Merkez
Sanayi",3+1
2026-03-19,12500,Yahşihan,2+1
2026-03-19,10500,"Merkez
Tepebaşı",3+1
2026-03-19,11000,"Merkez
Fabrikalar",3+1
2026-03-19,15000,Yahşihan,1+1
2026-03-19,13000,"Merkez
Fabrikalar",3+1
2026-03-19,20000,Yahşihan,1+1
2026-03-19,15750,"Merkez
Sanayi",2+1
2026-03-19,8000,"Merkez
Yuva",3+1
2026-03-19,24000,"Merkez
Fabrikalar",3+1
2026-03-19,20000,"Merkez
Fabrikalar",3+1
2026-03-19,9500,"Merkez
Tepebaşı",3+1
2026-03-19,15500,"Merkez
Fabrikalar",3+1
2026-03-19,13000,Yahşihan,2+0
2026-03-19,20000,"Merkez
Fabrikalar",2+1
2026-03-19,21000,"Merkez
Tepebaşı",3+1
2026-03-19,15000,Yahşihan,2+1
2026-03-19,19000,Yahşihan,2+1
2026-03-19,13500,"Merkez
Sanayi",3+1
2026-03-19,13000,"Merkez
Tepebaşı",3+1
2026-03-19,12500,Yahşihan,2+0
2026-03-19,11500,Yahşihan,1+1
2026-03-19,23000,"Merkez
Fabrikalar",2+1
2026-03-19,42500,Yahşihan,4+1
2026-03-19,9000,"Merkez
Fabrikalar",3+1
2026-03-19,13500,Yahşihan,2+1
2026-03-19,9500,Yahşihan,2+0
2026-03-19,13000,"Merkez
Sanayi",2+1
2026-03-19,15000,"Merkez
Sanayi",3+1
2026-03-19,16500,"Merkez
Fabrikalar",2+1
2026-03-19,19000,Yahşihan,3+1
2026-03-19,18000,"Merkez
Fabrikalar",3+1
2026-03-19,12000,Yahşihan,1+1
2026-03-19,13000,"Merkez
Fabrikalar",3+1
2026-03-19,16000,"Merkez
Tepebaşı",3+1
2026-03-19,16000,"Merkez
Fabrikalar",3+1
2026-03-19,25000,"Merkez
Sanayi",3+1
2026-03-19,23000,"Merkez
Fabrikalar",3+1
2026-03-19,25000,Yahşihan,3+1
2026-03-19,15000,"Merkez
Sanayi",3+1
2026-03-19,24000,"Merkez
Tepebaşı",3+1
2026-03-19,13500,Yahşihan,2+1
2026-03-19,13000,Yahşihan,2+1
2026-03-19,11000,"Merkez
Sanayi",3+1
2026-03-19,12500,"Merkez
Tepebaşı",3+1
2026-03-19,25000,"Merkez
Tepebaşı",3+1
2026-03-19,14500,"Merkez
Sanayi",3+1
2026-03-19,13000,"Merkez
Fabrikalar",3+1
2026-03-19,13000,Yahşihan,1+1
2026-03-19,10000,"Merkez
Fabrikalar",3+1
2026-03-19,20500,"Merkez
Tepebaşı",3+0
2026-03-19,15500,"Merkez
Sanayi",2+1
2026-03-19,10500,Yahşihan,1+1
2026-03-19,17000,"Merkez
Sanayi",3+1
2026-03-19,13500,"Merkez
Sanayi",3+1
2026-03-19,12000,Yahşihan,2+0
2026-03-19,31000,"Merkez
Sanayi",3+1
2026-03-19,25000,Yahşihan,3+1
2026-03-19,22000,"Merkez
Sanayi",3+1
2026-03-19,23500,Yahşihan,4+1
2026-03-19,17500,Bahşılı,2+1
2026-03-19,17000,Yahşihan,1+1
2026-03-19,11000,Bahşılı,2+1
2026-03-19,12000,"Merkez
Yuva",2+1
2026-03-19,10000,"Merkez
Tepebaşı",2+1
2026-03-19,21000,Yahşihan,3+1
2026-03-19,36000,Yahşihan,3+1
2026-03-19,14750,Yahşihan,2+0
2026-03-19,24500,Yahşihan,4+1
2026-03-19,12500,"Merkez
Fabrikalar",3+1
2026-03-19,27500,Yahşihan,1+1
2026-03-19,18500,Yahşihan,2+1
