Product Name,Rooms,Product Cost,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Ankara / Yenimahalle,3+1,70000.0,04,,,,
Ankara / Yenimahalle,5+1,85000.0,04,,,,
Kemaliye,3+1,21000.0,04,0.0,0.0,0.0,1.6129032258064457
Kocaeli / İzmit,2+1,45000.0,04,,,,
Konya / Selçuklu,2.5+1,55000.0,04,,,,
Merkez,2+1,12425.0,04,-0.7803992740471817,0.12820512820512153,-2.8497942386831303,-4.229208924949283
Merkez,3+1,17625.0,04,0.0,-6.0,21.551724137931032,0.7142857142857143
Merkez / Akşemsettin,2+1,15916.666666666666,04,0.0,1.13846968493513,1.3800424628450068,9.921731123388577
Merkez / Akşemsettin,3+1,17961.53846153846,04,0.0,-2.9106029106029134,-6.935033878039063,2.2201375859912353
Merkez / Bahçelievler,1+1,10000.0,04,5.263157894736842,,,
Merkez / Bahçelievler,2+0,24500.0,04,0.0,0.0,0.0,-2.0
Merkez / Bahçelievler,2+1,13700.0,04,-2.4595469255663462,1.1409395973154326,-7.480519480519486,-9.570957095709572
Merkez / Bahçelievler,3+1,16954.545454545456,04,0.0,-1.9968470835522782,-6.0256141087549855,-8.650078369905948
Merkez / Bahçelievler,3.5+1,25500.0,04,0.0,,,
Merkez / Bahçelievler,4+1,18650.0,04,-1.518151815181518,-12.44131455399061,-15.034168564920272,-12.44131455399061
Merkez / Bahçelievler,5+1,20000.0,04,0.0,0.0,0.0,
Merkez / Başbağlar,1+1,17015.625,04,0.062481623052043515,1.6563911080236198,3.117733070255789,2.038594003241484
Merkez / Başbağlar,1.5+1,12500.0,04,0.0,0.0,0.0,0.0
Merkez / Başbağlar,2+0,17357.14285714286,04,2.6038001407459554,2.100840336134463,-2.5563909774436,3.934987168520112
Merkez / Başbağlar,2+1,19318.571428571428,04,0.9728977054870436,3.1423995118602646,3.174690870823467,3.9046670461013107
Merkez / Başbağlar,3+1,19838.46153846154,04,-0.6973560366218827,-2.8546829176419966,-4.999278208363825,4.01946079481718
Merkez / Başbağlar,4+1,18500.0,04,0.0,-6.526315789473689,-6.526315789473689,-7.5
Merkez / Demirkent,2+0,20250.0,04,,,,
Merkez / Demirkent,2+1,17643.75,04,0.0,-0.5285412262156448,-0.24734982332155478,-2.520718232044199
Merkez / Demirkent,3+1,19178.571428571428,04,0.0,-0.37105751391466213,-6.549596582819177,-5.388342387314637
Merkez / Demirkent,4+1,29000.0,04,0.0,31.818181818181817,26.08695652173913,23.404255319148938
Merkez / Geçit,2+1,12062.5,04,0.0,2.1164021164021163,2.1164021164021163,-18.907563025210084
Merkez / Geçit,3+1,18666.666666666668,04,0.0,0.0,0.0,-3.448275862068953
Merkez / Halitpaşa,1+1,17291.666666666668,04,0.0,5.48293391430648,2.4691358024691428,0.44951590594745133
Merkez / Halitpaşa,2+0,15000.0,04,0.0,,-6.25,-10.44776119402985
Merkez / Halitpaşa,2+1,18250.0,04,-2.8106508875739626,-6.41025641025641,5.605786618444846,-2.666666666666667
Merkez / Halitpaşa,3+1,21750.0,04,4.400000000000006,14.473684210526317,20.833333333333336,15.691489361702127
Merkez / Kavakyolu,1+1,12800.0,04,-8.831908831908832,0.9861932938856016,-11.162521688837481,-7.078039927404718
Merkez / Kavakyolu,2+0,15208.333333333334,04,0.0,3.1073446327683656,3.1073446327683656,3.988603988603993
Merkez / Kavakyolu,2+1,15632.5,04,-0.07989773090444231,1.2139851084493363,0.339897884755656,0.339897884755656
Merkez / Kavakyolu,3+1,17385.714285714286,04,4.628170224960591,6.17230098146129,0.3021978021978122,2.268907563025213
Merkez / Kavakyolu,4+1,15000.0,04,0.0,0.0,,
Merkez / Ulalar,1+1,12500.0,04,0.0,0.0,0.0,0.0
Merkez / Ulalar,2+0,15000.0,04,0.0,0.0,7.142857142857142,
Merkez / Ulalar,2+1,12000.0,04,0.0,0.0,-1.0309278350515463,-1.0309278350515463
Merkez / Ulalar,3+1,16785.714285714286,04,0.0,-2.40863787375415,0.42735042735043355,0.21321961620469396
Merkez / Yalnızbağ,1+1,15860.0,04,1.6666666666666667,4.623688155922033,7.927866621299762,-1.029641185647426
Merkez / Yalnızbağ,2+1,16950.0,04,2.727272727272727,5.810324129651859,9.676470588235297,18.843120070113937
Merkez / Yalnızbağ,2.5+1,16500.0,04,0.0,0.0,,0.0
Merkez / Yalnızbağ,3+1,19759.615384615383,04,0.23665859739132453,-0.9222681887461521,-0.306236924289751,2.823058488926342
Merkez / Yalnızbağ,4+1,16000.0,04,0.0,0.0,-30.434782608695656,-16.883116883116884
Merkez / Çarşı,1+1,18659.583333333332,04,-1.120802060551173,-0.5595907602346647,3.117257513378089,2.534451595825443
Merkez / Çarşı,2+0,18897.058823529413,04,0.0,2.717825739408473,3.5455278001611648,1.5743363414794789
Merkez / Çarşı,2+1,19812.5,04,-0.3714285714285698,-0.1350135013501324,-0.05254860746190837,2.969837587006966
Merkez / Çarşı,3+1,21306.81818181818,04,2.1297456288468792,3.305785123966934,0.5244755244755145,1.4110827626337168
Merkez / Çarşı,4+1,27500.0,04,0.0,,,1.8518518518518516
Merkez / Çarşı,Stüdyo (1+0),13500.0,04,0.0,3.8461538461538463,,-3.571428571428571
Merkez / Çukurkuyu,2+1,10500.0,04,0.0,0.0,0.0,0.0
Merkez / Çukurkuyu,4+1,38000.0,04,0.0,0.0,0.0,
Merkez / İnönü,1+1,16777.777777777777,04,-0.16528925619834473,1.0530459600433058,0.5409904286308757,9.681080467597319
Merkez / İnönü,2+0,18214.285714285714,04,0.0,3.5098638811463108,1.3916500994035785,9.651218346870529
Merkez / İnönü,2+1,15903.846153846154,04,1.3790989886607443,3.410658847878577,6.392511755833557,4.09062303335431
Merkez / İnönü,2.5+1,15750.0,04,0.0,0.0,-3.076923076923077,-3.076923076923077
Merkez / İnönü,3+1,19008.620689655174,04,-0.8676887110551555,-1.4745308310991891,-4.479293016808171,-6.52971386647101
Merkez / İnönü,3.5+1,22833.333333333332,04,0.0,-5.8419243986254346,-7.744107744107749,-16.969696969696972
Merkez / İnönü,4+1,26000.0,04,0.0,1.298701298701294,1.298701298701294,1.298701298701294
Merkez / İnönü,4+2,33500.0,04,,0.0,0.0,0.0
Merkez / İnönü,Stüdyo (1+0),13000.0,04,0.0,-16.129032258064516,-16.129032258064516,-27.77777777777778
Merkez / İzzetpaşa,1+1,19875.0,04,0.0,0.0,0.0,1.5974440894568689
Merkez / İzzetpaşa,2+1,17333.333333333332,04,0.0,-2.8037383177570097,-2.8037383177570097,-2.8037383177570097
Muğla / Bodrum,2+1,60000.0,04,,,,
Muğla / Fethiye,2+1,40000.0,04,,,,
Refahiye / Kemaliye,2+1,18500.0,04,0.0,0.0,0.0,
Tercan / Köyler,3+1,22000.0,04,0.0,,,
Yalova / Merkez,5+1,40000.0,04,,,,
Çayırlı,2+1,8000.0,04,-8.571428571428571,0.0,0.0,-5.88235294117647
Üzümlü,3+1,14166.666666666666,04,0.0,0.0,13.333333333333327,13.333333333333327
İstanbul / Eyüpsultan,2+1,48000.0,04,,,-32.631578947368425,
İstanbul / Kadıköy,3+1,105000.0,04,75.0,,,
İzmir / Güzelbahçe,3+1,67000.0,04,,,,
