ID,Product Name,Price
21,GLÜTENSİZ PEYNİRLİ SU BÖREĞİ 250 GR,"156,00 TL"
22,GLÜTENSİZ KIYMALI SU BÖREĞİ 300 GR,"170,00 TL"
23,ZİNDE KOOP. GLUTENSİZ KEÇİBOYNUZU UNU 250 GR,"93,00 TL"
24,GLUTENSİZ KARABUĞDAY EKMEĞİ 500 GR,"119,50 TL"
25,ZİNDE KOOP. ZERO ŞEKERSİZ KEÇİBOYNUZLU FINDIK KREMA 300 GR,"148,00 TL"
26,ZİNDE KOOP. KİDS MULTİVİTAMİN FINDIK KREMASI 300 GR,"169,00 TL"
27,ZİNDE KOOP. FINDIK PARÇACIKLI SÜTLÜ KREMASI 200 GR,"98,00 TL"
28,ZİNDE KOOP. BADEM KREMASI 200 GR,"148,50 TL"
29,ZİNDE KOOP. ANTEP FISTIĞI KREMASI 200 GR,"157,00 TL"
30,YAŞAMYOLU KOOP. ERİKLİ MEYVE TOPU KETENLİ 40 GR,"43,99 TL"
31,YAŞAMYOLU KOOP. ELMALI-ÜZÜM SUSAMLI  MEYVE TOPU 40 GR,"60,00 TL"
32,YAŞAMYOLU KOOP. ELMALI-ÜZÜMLÜ-CEVİZLİ MEYVE TOPU 40 GR,"60,00 TL"
33,ROLL SİYEZ BUĞDAYLI EKMEK 50 GR,"4,50 TL"
34,EFELER KOOP. BEBEK ENGİNAR 640 GR,"310,00 TL"
35,ÇORBALIK KITIR 250 GR,"22,00 TL"
36,EKŞİ MAYALI KARIŞIK TAHIL UNLU EKMEK (400 G),"55,00 TL"
37,EKŞİ MAYALI KARABUĞDAY UNLU EKMEK (500 G),"75,00 TL"
38,EKŞİ MAYALI ÇAVDARLI EKMEK (400 G),"55,00 TL"
39,YAŞAMYOLU KOOP. ÇİLEK KURUSU 50GR,"126,00 TL"
40,YEŞİLAĞAÇ KOOP. ÇİKOLATALI BEYPAZARI KURUS 350GR,"108,00 TL"
41,ZINDE KOOP. FISTIK EZMESİ ŞEKER İLAVESİZ 300GR,"111,00 TL"
42,ZİNDE KOOP. KEÇİBOYNUZLU FINDIK KREMASI 350GR,"115,00 TL"
43,YEŞİLAĞAÇ KOOP. BEYPAZARI KURUSU 400 GR (ADET),"84,00 TL"
44,ZINDE KOOP. FISTIK EZMESİ 300 GR,"71,50 TL"
45,YEŞİLAĞAÇ KOOP. ÇÖREKOTLU BEYPAZARI KURUSU 400 GR,"108,00 TL"
46,GLUTENSİZ GALETA UNU 500 GR (ADET),"159,50 TL"
47,YAŞAMYOLU KOOP. ERİK KURUSU 100 GR (ADET),"82,25 TL"
48,ÇEREZ 3'LÜ AVANTAJ PAKET 85 GR (ADET),"48,00 TL"
49,ANADOLU BACILARI TARHANA 500GR (ADET),"108,00 TL"
50,EKŞİ MAYALI SİYEZ UNLU EKMEK (400G),"55,00 TL"
51,EKŞİ MAYALI TAŞ FIRIN EKMEĞİ (750G),"60,00 TL"
52,EKŞİ MAYALI TAM BUĞDAY UNLU KÖY EKMEĞİ (400G),"46,00 TL"
53,GLUTENSİZ SADE POĞAÇA  2'Lİ PAKET (180 Gr),"45,00 TL"
54,GLUTENSİZ PEYNİRLİ POĞAÇA 2'Lİ PAKET (180 Gr),"50,00 TL"
55,ZINDE KOOP. GLUTENSİZ BADEM EZMESİ 280 GR,"216,00 TL"
56,GLUTENSİZ ÜZÜMLÜ KEK 2’Lİ PAKET (150 Gr),"50,00 TL"
57,GLUTENSİZ FINDIKLI KEK 2'Lİ PAKET (150 Gr),"60,00 TL"
58,TUZLU KURABİYE 250 GR,"80,00 TL"
59,GLUTENSİZ UN 1KG,"110,00 TL"
60,GALETA UNU 500 GR,"40,00 TL"
61,ÇEREZ TAM BUĞDAY UNLU 30 GR,"18,50 TL"
62,ROLL TAM BUĞDAY UNLU EKMEK 50 Gr,"5,50 TL"
63,ROLL NORMAL EKMEK 50 GR,"4,00 TL"
64,ROLL TUZ İLAVESİZ EKMEK 50 GR,"4,50 TL"
65,ROLL KEPEKLİ EKMEK 50 GR,"4,50 TL"
66,GLUTENSİZ EKMEK 250 GR,"34,50 TL"
67,FINDIKLI EKMEK 2. Lİ PAKET 60 GR,"16,00 TL"
68,ÇEREZ SADE DOLGULU 40 GR,"19,50 TL"
69,ÇEREZ KAKAOLU DOLGULU 40 GR,"20,00 TL"
70,ÇEREZ ACI BİBER AROMALI 30 GR,"18,50 TL"
71,ROLL ÇAVDARLI EKMEK 50 GR,"5,50 TL"
72,TATLI KURABİYE 250 GR,"85,00 TL"
73,GRİSİNİ SUSAMLI 175 GR,"38,50 TL"
74,ÇEREZ YERFISTIĞI AROMALI 30 GR,"18,50 TL"
75,GLUTENSİZ SİMİT 100 GR,"30,00 TL"
76,KIZILCAHAMAM KOOP. TORTİLLA 540 G (30 CM-6 ADET),"59,90 TL"
77,KIZILCAHAMAM KOOP. TORTİLLA 420 G (25 CM-6 ADET),"54,90 TL"
78,KIZILCAHAMAM KOOP. TORTİLLA 350 G  (15 CM-10 ADET),"59,90 TL"
79,YAŞAMYOLU KOOP. ELMA KURUSU 50 GR,"60,00 TL"
80,ORGANİK TAM BUĞDAY EKMEĞİ 500 GR,"59,50 TL"
81,ZİNDE KOOP. FINDIK EZMESİ 300 GR,"164,25 TL"
82,ZINDE KOOP. KAKAOLU FINDIK EZMESI 330GR,"189,00 TL"
83,ZINDE KOOP. KREP PARÇACIKLI FINDIK EZMESI 300GR,"152,00 TL"
84,KEPEKLİ GRİSSİNİ 175GR,"38,00 TL"
85,GRİSİNİ ÇÖREKOTLU 175GR,"38,50 TL"
86,YEŞİLAĞAÇ KOOP. TAM TEREYAĞLI BEYPAZARI KURUSU 400 GR,"120,00 TL"
87,GRİSİNİ SADE 175 GR,"36,00 TL"
