Category,Product Name,Price,Date,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Banyo,AR MELİA 102188132 LAVABO BATARYASI,2168.36,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,AR Moni 102108906 Lavabo Bataryası,1964.87,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,Artema A41177 Win S Lavabo Bataryası,2311.96,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,E.C.A. Tiera Orta Boy Lavabo Bataryası,6632.96,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,ECA DALİA YÜKSEK TİP LAVABO BATARYASI 102188114,5393.9,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,ECA LİA BANYO BATARYASI,4353.96,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,ECA MYRA BANYO BATARYASI KROM,6200.0,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,ECA SPYLOS BANYO BATARYASI 102102494,4998.0,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,ECA TİERA BANYO BATARYASI MAT SİYAH,7337.29,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,Eca Mix 2000 Lavabo Bataryası 102108391,4289.78,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,GMS TAHARET MATİK TAKIMI ST033,404.93,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,Gms Lale Mix LA101 Kuğu Lavabo Bataryası,1442.96,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,Gms Omega Mix Lavabo Bataryası OMG100,2405.71,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,GÜVEN 9601 SAFİR MİX LAVABO BATARYASI,2059.9,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,GÜVEN SAFİR MİX BANYO BATARYASI,2580.9,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,KALE D200 AKSESUAR SETİ KROM,1922.0,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,KALE IDEA ANKASTRE  DUŞ SETİ,8943.99,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,KALE Iris LAVABO BATARYASI,2345.96,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,KALE KARİNA BANYO BATARYASI (FIRÇALANMIŞ NİKEL),14992.0,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,KALE TANDEM BANYO BATARYASI R.GOLD,5293.9,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,KALE TANDEM DÖNER BORULU LAVABO BATARYASI F.NİKEL,3999.0,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,KALE TOI BANYO BATARYASI KROM,6400.0,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,KALE Triton Gömme Rezervuar Duvar içi Metal Ayaklı,5116.92,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,KALE UNIQ BANYO BATARYASI,5757.6,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,KALE İDA KLOZET KAPAĞI,798.0,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,Nkp Basmalı Alttan Su Giriş. 3/8 Klozet Rez. İÇ T.,899.0,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,PREMİUM BORNOZ ASKILIK İKİLİ(MAT SİYAH),799.9,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,PREMİUM KAGITLIK KAPAKSIZ (MAT SİYAH),638.89,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,PREMİUM UZUN HAVLULUK (50 CM MAT SİYAH),912.9,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,PREMİUM YUVARLAK HAVLULUK (MAT SİYAH),556.87,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,PRIMANOVA LUCAS SILVER KATI SABUNLUK,254.89,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,PRIMANOVA MONO SABUNLUK,278.89,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,PRİMANOVA  JULIN TUVALET FIRÇASI D-20165,500.0,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,PRİMANOVA BADE DİŞ FIRÇALIK,214.9,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,PRİMANOVA GARNSEY DİŞ FIRÇALIK,199.0,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,PRİMANOVA GARNSEY SABUNLUK,300.0,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,PRİMANOVA GARNSEY ÇÖP KOVASI,1200.0,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,PRİMANOVA JULIN DİŞ FIRÇALIK,400.0,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,PRİMANOVA JULIN SABUNLUK,399.0,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,PRİMANOVA LENOX TUVALET FIRÇASI KIRMIZI E34,296.0,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,PRİMANOVA LOUIS DİŞ FIRÇALIK,289.0,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,PRİMANOVA NERO BEJ TUVALET FIRÇASI,414.9,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,PRİMANOVA NERO GRİ TUVALET FIRÇASI,466.87,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,PRİMANOVA TOSKANA DİŞ FIRÇALIK BEJ,196.0,2026-05-16,05,0.0,0.0,0.0,0.0
Banyo,RAIN MARE DUŞ BARI Mat SİYAH,6452.93,2026-05-16,05,0.0,0.0,0.0,0.0
