product_name,price,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Osmanlı Bahçesi Roka Yetiştirme Seti,149.96,1,0.0,,-25.001250312578136,-25.001250312578136
Osmanlı Bahçesi Kekik Yetiştirme Seti,149.96,1,0.0,0.0,-25.001250312578136,-25.001250312578136
Osmanlı Bahçesi Maydanoz Yetiştirme Seti,149.96,1,0.0,0.0,-25.001250312578136,-25.001250312578136
Osmanlı Bahçesi Çengelköy Salatalığı Yetiştirme Seti,149.96,1,0.0,,,
Osmanlı Bahçesi Tatlı Kıl Biber Yetiştirme Seti,149.96,1,0.0,,,
Osmanlı Bahçesi Fesleğen Yetiştirme Seti,149.96,1,0.0,,,-25.001250312578136
Teremyağ Paket Margarin 250 G,43.4,1,0.0,0.0,-30.000000000000004,-6.66666666666667
Sabah Margarin 250 G,29.95,1,0.0,0.0,0.0,0.0
Sana Paket Margarin Hamurişi 250 G,44.9,1,0.0,0.0,-32.4812030075188,-32.4812030075188
Sana Paket Margarin Tereyağı Lezzeti 250 G,39.9,1,0.0,0.0,0.0,-33.22175732217573
Teremyağ Kase Margarin 250 G,53.55,5,0.0,0.0,-30.000000000000004,0.0934579439252283
Sana Paket Margarin Klasik 250 G,35.9,1,0.0,0.0,-30.895091434071233,-30.895091434071233
Becel Kase Margarin Klasik 500 G,142.0,5,0.0,0.0,57.77777777777777,35.36701620591038
Teremyağ Gurme Kase Margarin 250 G,55.65,5,0.0,0.0,-30.000000000000004,-30.000000000000004
Bizim Yağ Klasik Paket 3 x 250 G,129.9,1,0.0,0.0,33.917525773195884,0.0
Teremyağ Kase Margarin 500 G,103.6,5,0.0,0.0,-30.000000000000004,-30.000000000000004
Becel Kase Margarin Klasik 250 G,73.5,5,0.0,0.0,54.736842105263165,0.0
Bizim Paket Margarin 250 G,51.95,1,0.0,0.0,34.93506493506494,34.93506493506494
Sana Kase Margarin Tereyağı Lezzeti 500 G,89.9,5,0.0,0.0,,
Becel Kase Margarin Tereyağı Keyfi 250 G,73.5,5,0.0,0.0,54.736842105263165,
Teremyağ Yemek & Hamur İşi Sıvı 600 Ml,124.9,1,0.0,25.025025025025023,0.0,
Becel Kase Margarin Zeytinyağlı 500 G,162.75,5,0.0,0.0,71.3157894736842,48.08917197452229
Becel Kase Margarin Tereyağı Keyfi 500 G,142.0,5,0.0,0.0,57.77777777777777,35.36701620591038
Teremyağ Gurme Kaymaklı Paket 200 G,44.8,1,0.0,0.0,-30.000000000000004,16.363636363636356
Hamur Bizim İşimiz Kitap,600.0,1,0.0,0.0,0.0,
