product_name,price,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Osmanlı Bahçesi Kekik Yetiştirme Seti,99.98,01,0.0,0.0,,
Osmanlı Bahçesi Maydanoz Yetiştirme Seti,99.98,01,0.0,0.0,,
Osmanlı Bahçesi Tatlı Kıl Biber Yetiştirme Seti,99.98,01,0.0,0.0,,
Osmanlı Bahçesi Roka Yetiştirme Seti,99.98,01,0.0,0.0,,
Osmanlı Bahçesi Fesleğen Yetiştirme Seti,99.98,01,0.0,0.0,,
Limon Kg,77.5,01,0.0,-3.0644152595372143,,
Üzüm Çekirdeksiz Kg,79.95,01,0.0,-22.34094220495386,,
Muz Yerli Kg,92.95,01,0.0,0.0,,
Muz İthal Kg,113.5,01,0.0,0.0,,
Erik Mürdüm Kg,54.95,01,0.0,-31.269543464665418,,
Karpuz Kg,9.95,01,0.0,-35.80645161290323,,
Şeftali Nektarin Kg,59.95,01,0.0,,,
Karpuz Çekirdeksiz Kg,25.95,01,0.0,10.425531914893615,,
Ananas Adet,133.95,01,0.0,21.828103683492483,,
Kayısı Kg,133.95,01,0.0,34.01700850425211,,
Limon File Ekonomik  Kg,92.95,01,0.0,0.0,,
Erik Angelica Kg,69.95,01,0.0,-22.234574763757642,,
İncir Siyah  Kg,299.95,01,0.0,11.113169105389888,,
Böğürtlen 125 G,79.95,01,0.0,0.0,,
Migros Kiraz 500 G,102.95,01,0.0,,,
Ceviz Kabuklu Kg,199.95,01,0.0,0.0,,
Karpuz Mini Kg,19.95,01,0.0,-35.54119547657512,,
Armut Santa Maria Kg,89.95,01,0.0,-20.748898678414093,,
Avokado Adet,82.5,01,0.0,0.0,,
Elma Granny Smith Kg,154.5,01,0.0,0.0,,
Yassı Şeftali Kg,113.5,01,0.0,0.0,,
Yaban Mersini 125 G Paket,102.95,01,0.0,24.787878787878793,,
Üzüm Siyah Kg,133.95,01,0.0,34.01700850425211,,
Şeftali Kg,82.5,01,0.0,13.793103448275861,,
Üzüm Red Globe Kg,79.95,01,0.0,,,
Kavun Sarı,39.95,01,0.0,-11.123470522803114,,
Nektarin Beyaz Kg,139.95,01,0.0,7.695267410542517,,
Elma Gala Kg,92.95,01,0.0,,,
Portakal Sıkma File Kg,61.95,01,0.0,0.0,,
Kavun Biga Kg,69.95,01,0.0,0.0,,
Yerli Ejder Meyvesi Tekli Paket,69.95,01,0.0,-12.507817385866165,,
Portakal Kg,61.95,01,,0.0,,
Excelente Blueberry 125 G,102.95,01,0.0,0.0,,
Yemeye Hazır Avokado 2'li Paket Adet,154.5,01,0.0,,,
Excelente Yemeye Hazır Avokado 2'li Paket,164.95,01,0.0,0.0,,
M Life Organik Elma Kg,199.95,01,0.0,0.0,,
Nar İthal,308.95,01,0.0,0.0,,
Yassı Nektarin,113.5,01,0.0,,,
Üzüm Kardinal Kg,99.95,01,0.0,,,
Üzüm Razaki Kg,119.95,01,0.0,,,
Verita Dr. Blue Blueberry 125 G Paket,164.95,01,0.0,,,
Excelente Yemeye Hazır Mango Adet,123.95,01,0.0,0.0,,
Verita Gurme Yemeye Hazır Avokado Adet,154.5,01,0.0,0.0,,
Lime Paket 4'lü 250 G,123.95,01,0.0,0.0,,
M Life Organik Karpuz Kg,69.95,01,0.0,0.0,,
Kavun Sera Kg,51.5,01,0.0,,,
Excelente Lime 3'lü Paket 195 G,92.95,01,0.0,0.0,,
M Life Organik Armut Kg.(ort. 500 G),199.95,01,0.0,0.0,,
İncir Dikenli Paket,39.95,01,0.0,,,
İncir Kg,278.5,01,0.0,,,
El Kırması Kabuklu Badem Paket Adet 500 G,360.5,01,0.0,0.0,,
Verita Demirhindi 225 G,257.5,01,0.0,0.0,,
Verita Passion Fruit 3’lü Paket 150 G,205.95,01,0.0,0.0,,
M Life Organik Kavun Kg,89.95,01,0.0,0.0,,
Verita Yer Kirazı (Altın Çilek) 100 G,154.5,01,0.0,,,
Verita Pitahaya Adet,278.5,01,0.0,0.0,,
Excelente Demirhindi Paket 225 G,154.5,01,0.0,0.0,,
Excelente Altın Çilek Paket 100 G,113.5,01,0.0,0.0,,
Verita Yemeye Hazır Mango Adet,236.95,01,0.0,0.0,,
Yer Fıstığı Kg,154.5,01,0.0,0.0,,
M Life Organik Limon Kg,199.95,01,0.0,0.0,,
Hindistan Cevizi Adet,82.5,01,0.0,0.0,,
Kızılcık Kg,329.95,01,0.0,0.0,,
Verita Granadilla Tekli Paket 125 G,401.95,01,0.0,,,
Verita Kumkuat Paket 200 G,339.95,01,0.0,,,
M Life Organik Ceviz Kg,379.95,01,0.0,0.0,,
Verita Limes 3'lü Paket 200 G,144.5,01,0.0,0.0,,
Patates Yeni Mahsul Kg,29.95,01,0.0,-31.85437997724688,,
Domates Tarla Rio (Salçalık) Kg,19.95,01,0.0,0.0,,
Soğan Kuru (Yeni Mahsul) Kg,34.95,01,0.0,-12.515644555694616,,
Közlemelik - Salçalık Biber Kırmızı Kg,39.95,01,0.0,,,
Hıyar Kg,36.0,01,0.0,-19.101123595505616,,
Maydanoz Adet,30.95,01,0.0,0.0,,
Kabak Sakız Kg,49.95,01,0.0,-16.680567139282733,,
Domates Pembe Kg,77.5,01,0.0,10.793423874195849,,
Hıyar Badem Paket Kg,82.5,01,0.0,33.17191283292978,,
Havuç Beypazarı Paket Kg,72.5,01,0.0,0.0,,
Domates Kg,56.95,01,0.0,37.22891566265061,,
Dereotu Adet,33.95,01,0.0,0.0,,
Salata Kıvırcık Adet,41.5,01,0.0,-19.41747572815534,,
Fasulye Ayşe Kadın Kg,102.95,01,0.0,28.767979987492183,,
Köy Biberi  Kg,92.95,01,0.0,-9.713453132588636,,
Domates Salkım Kg,72.5,01,0.0,-17.142857142857142,,
Biber Dolmalık Kg,92.95,01,0.0,16.260162601626014,,
Soğan Taze Demet,64.95,01,0.0,0.0,,
Biber Çarliston Kg,89.95,01,0.0,-32.84807764091078,,
Biber Sivri Kg,102.95,01,0.0,3.001500750375188,,
Atom Salata Adet,44.5,01,0.0,-19.01728844404004,,
Domates Kokteyl Kg,92.95,01,0.0,0.0,,
Semizotu Adet,46.5,01,0.0,0.0,,
Roka Demet,36.0,01,0.0,-6.493506493506493,,
Sarımsak File Kg,226.95,01,0.0,13.50337584396099,,
Nane Adet,30.95,01,0.0,-8.836524300441836,,
Erdek Kapıdağı Mor Soğanı Kg,99.95,01,0.0,0.0,,
Patlıcan Bostan Kg,59.95,01,0.0,5.267778753292361,,
Mısır Taze Adet,25.95,01,0.0,,,
Kültür Mantarı 400 G Paket,92.95,01,0.0,,,
Tatlı Domates 250 G Paket Adet,46.5,01,0.0,0.0,,
Bamya Kg,179.95,01,0.0,-2.991913746630734,,
Pancar Kg,97.95,01,0.0,0.0,,
Pazı Demet,41.5,01,0.0,0.0,,
Fesleğen Demet,61.95,01,0.0,0.0,,
Brokoli Kg,175.5,01,0.0,-10.436335799948962,,
Patates Tatlı İthal Kg,149.95,01,0.0,0.0,,
Fasulye Çalı Paket Kg,205.95,01,,0.0,,
Marul Adet,59.95,01,0.0,5.267778753292361,,
Kabak Taze Siyah Kg,77.5,01,0.0,0.0,,
Biber Jalapeno Kg,69.95,01,0.0,-43.565954013715206,,
Kuzu Kulağı Demet,41.5,01,0.0,0.0,,
Soğan Arpacık Kg,189.95,01,0.0,,,
Reyhan Demet,56.95,01,0.0,0.0,,
Biber Cin (Acı) Kg.,154.5,01,,-9.090909090909085,,
Mantar Izgaralık 500 G,133.95,01,0.0,0.0,,
Kabak Sakız Mini Kg,92.95,01,0.0,,,
Kereviz Kg,139.0,01,0.0,-10.032362459546926,,
Lahana Beyaz Kg,61.95,01,0.0,-14.55172413793103,,
Lahana Kırmızı Kg,72.5,01,0.0,-12.121212121212121,,
Acur Dökme Kg,154.5,01,0.0,0.0,,
Turp Kırmızı Demet,41.5,01,0.0,0.0,,
Eurofresh Fresh Mix 200 G,97.95,01,0.0,0.0,,
Acı Şili Yeşil Biber Kg,159.95,01,0.0,0.0,,
Eurofresh Yıkanmış Kıvırcık Marul 150 G,66.95,01,0.0,0.0,,
Eurofresh Yıkanmış Yaprak Marul 250 G,92.95,01,0.0,0.0,,
Si&Ha Kurutulmuş Dolmalık Patlıcan 25'li Paket Adet,205.95,01,0.0,0.0,,
M Life Organik Soğan Kuru Kg,99.95,01,0.0,0.0,,
M Life Organik Patates Kırmızı Kg,99.95,01,0.0,,,
M Life Organik Kabak Kg,119.95,01,0.0,0.0,,
Migros Yemeye Hazır Karışık Kap Salata 200 G,59.95,01,0.0,,,
Domates Yerli Kg,123.95,01,,,,
Domates Siyah Kg,92.95,01,0.0,0.0,,
M Life Organik Patates Kg,99.95,01,0.0,0.0,,
Zencefil Kg,257.5,01,0.0,,,
Kabak Dolmalık Kg,102.95,01,0.0,,,
Mısır 3'Lü Paket,61.95,01,0.0,,,
Havuç Çıtır 250 G Paket Adet,30.95,01,0.0,0.0,,
Mantar Kestane Paket 350 G,102.95,01,0.0,,,
Enginar 3'lü Kova,205.95,01,0.0,0.0,,
Freshes Kekikli Kuru Domates 150 G,99.95,01,0.0,0.0,,
Yerli Kuşkonmaz Paket 300 G,308.95,01,0.0,0.0,,
