id,sku,name,brand,category,regular_price,shown_price,discount_rate,unit,status,image_url,product_url,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
20000028510248,28510248,Osmanlı Bahçesi Kekik Yetiştirme Seti,Osmanlı Bahçesi,Yetiştirme Kiti,199.95,199.95,0,PIECE,IN_SALE,,https://www.migros.com.tr/osmanli-bahcesi-kekik-yetistirme-seti-p-1b30828,01,0.0,0.0,0.0,
20000028510241,28510241,Osmanlı Bahçesi Fesleğen Yetiştirme Seti,Osmanlı Bahçesi,Yetiştirme Kiti,199.95,199.95,0,PIECE,IN_SALE,,https://www.migros.com.tr/osmanli-bahcesi-feslegen-yetistirme-seti-p-1b30821,01,0.0,0.0,0.0,
20000028510244,28510244,Osmanlı Bahçesi Roka Yetiştirme Seti,Osmanlı Bahçesi,Yetiştirme Kiti,199.95,199.95,0,PIECE,IN_SALE,,https://www.migros.com.tr/osmanli-bahcesi-roka-yetistirme-seti-p-1b30824,01,0.0,0.0,0.0,
20000028903752,28903752,Osmanlı Bahçesi Tatlı Kıl Biber Yetiştirme Seti,Osmanlı Bahçesi,Yetiştirme Kiti,199.95,199.95,0,PIECE,IN_SALE,,https://www.migros.com.tr/osmanli-bahcesi-tatli-kil-biber-yetistirme-seti-p-1b90948,01,0.0,0.0,0.0,
20000028903754,28903754,Osmanlı Bahçesi Çengelköy Salatalığı Yetiştirme Seti,Osmanlı Bahçesi,Yetiştirme Kiti,199.95,199.95,0,PIECE,IN_SALE,,https://www.migros.com.tr/osmanli-bahcesi-cengelkoy-salataligi-yetistirme-seti-p-1b9094a,01,0.0,0.0,0.0,
20000028510249,28510249,Osmanlı Bahçesi Maydanoz Yetiştirme Seti,Osmanlı Bahçesi,Yetiştirme Kiti,199.95,199.95,0,PIECE,IN_SALE,,https://www.migros.com.tr/osmanli-bahcesi-maydanoz-yetistirme-seti-p-1b30829,01,0.0,0.0,0.0,
20000004205050,4205050,Teremyağ Paket Margarin 3 x 250 G,Teremyağ,Paket Margarin,151.9,113.95,25,PIECE,IN_SALE,,https://www.migros.com.tr/teremyag-paket-margarin-3-x-250-g-p-4029fa,01,0.0,0.0,-24.9835418038183,
20000004205113,4205113,Sana Paket Margarin Tereyağı Lezzeti 250 G,Sana,Paket Margarin,53.5,53.5,0,PIECE,IN_SALE,,https://www.migros.com.tr/sana-paket-margarin-tereyagi-lezzeti-250-g-p-402a39,01,78.92976588628764,,0.0,
20000004205090,4205090,Teremyağ Kase Margarin 600 G %20 Bedava,Teremyağ,Kase Margarin,125.5,94.5,25,PIECE,IN_SALE,,https://www.migros.com.tr/teremyag-kase-margarin-600-g-20-bedava-p-402a22,05,0.0,0.0,-24.701195219123505,
20000004201951,4201951,Teremyağ Paket Margarin 250 G,Teremyağ,Paket Margarin,54.0,40.5,25,PIECE,IN_SALE,,https://www.migros.com.tr/teremyag-paket-margarin-250-g-p-401ddf,01,0.0,0.0,-25.0,
20000004205107,4205107,Teremyağ Gurme Kase Margarin 250 G,Teremyağ,Kase Margarin,67.9,51.0,25,PIECE,IN_SALE,,https://www.migros.com.tr/teremyag-gurme-kase-margarin-250-g-p-402a33,05,0.0,0.0,25.153374233128833,
20000004201351,4201351,Sabah Margarin 250 G,Sabah,Paket Margarin,26.5,26.5,0,PIECE,IN_SALE,,https://www.migros.com.tr/sabah-margarin-250-g-p-401b87,01,15.468409586056648,,0.0,
20000004202952,4202952,Teremyağ Kase Margarin 250 G,Teremyağ,Kase Margarin,65.95,49.5,25,PIECE,IN_SALE,,https://www.migros.com.tr/teremyag-kase-margarin-250-g-p-4021c8,05,0.0,0.0,25.31645569620253,
20000004202445,4202445,Becel Kase Margarin Zeytinyağlı 500 G,Becel,Kase Margarin,141.5,89.9,36,PIECE,IN_SALE,,https://www.migros.com.tr/becel-kase-margarin-zeytinyagli-500-g-p-401fcd,05,0.0,-36.46643109540636,-36.46643109540636,
20000004201401,4201401,Sana Paket Margarin Klasik 250 G,Sana,Paket Margarin,45.0,45.0,0,PIECE,IN_SALE,,https://www.migros.com.tr/sana-paket-margarin-klasik-250-g-p-401bb9,01,0.0,0.0,0.0,
20000004205099,4205099,Becel Kase Margarin Tereyağı Keyfi 500 G,Becel,Kase Margarin,123.5,123.5,0,PIECE,IN_SALE,,https://www.migros.com.tr/becel-kase-margarin-tereyagi-keyfi-500-g-p-402a2b,05,0.0,64.66666666666666,0.0,
20000004205020,4205020,Sana Paket Margarin Hamurişi 250 G,Sana,Paket Margarin,58.0,29.9,48,PIECE,IN_SALE,,https://www.migros.com.tr/sana-paket-margarin-hamurisi-250-g-p-4029dc,01,-48.44827586206897,-48.44827586206897,,
20000004055095,4055095,Sana Klasik Paket 4 x 250 G Yayla Gönen Pirinç 500 G,Sana,Paket Margarin,169.9,169.9,0,PIECE,IN_SALE,,https://www.migros.com.tr/sana-klasik-paket-4-x-250-g-yayla-gonen-pirinc-500-g-p-3de037,01,0.0,0.0,0.0,
20000004202443,4202443,Becel Kase Margarin Zeytinyağlı 250 G,Becel,Kase Margarin,74.75,48.5,35,PIECE,IN_SALE,,https://www.migros.com.tr/becel-kase-margarin-zeytinyagli-250-g-p-401fcb,05,0.0,-35.11705685618729,-35.11705685618729,
20000004201901,4201901,Bizim Paket Margarin 250 G,Bizim,Paket Margarin,45.5,32.0,30,PIECE,IN_SALE,,https://www.migros.com.tr/bizim-paket-margarin-250-g-p-401dad,01,-29.67032967032967,-29.67032967032967,-5.185185185185185,
20000004205100,4205100,Becel Kase Margarin Tereyağı Keyfi 250 G,Becel,Kase Margarin,65.0,65.0,0,PIECE,IN_SALE,,https://www.migros.com.tr/becel-kase-margarin-tereyagi-keyfi-250-g-p-402a2c,05,0.0,,0.0,
20000004202950,4202950,Teremyağ Kase Margarin 500 G,Teremyağ,Kase Margarin,125.9,94.5,25,PIECE,IN_SALE,,https://www.migros.com.tr/teremyag-kase-margarin-500-g-p-4021c6,05,0.0,0.0,25.165562913907287,
20000004205162,4205162,Teremyağ Gurme Kaymaklı Paket 200 G,Teremyağ,Paket Margarin,55.75,41.9,25,PIECE,IN_SALE,,https://www.migros.com.tr/teremyag-gurme-kaymakli-paket-200-g-p-402a6a,01,0.0,,,
20000004205158,4205158,Luna Tereyağı Lezzeti Kase Margarin 250 G,Luna,Kase Margarin,57.75,57.75,0,PIECE,IN_SALE,,https://www.migros.com.tr/luna-tereyagi-lezzeti-kase-margarin-250-g-p-402a66,05,0.0,0.0,0.0,
20000004202441,4202441,Becel Kase Margarin Klasik 250 G,Becel,Kase Margarin,65.0,65.0,0,PIECE,IN_SALE,,https://www.migros.com.tr/becel-kase-margarin-klasik-250-g-p-401fc9,05,0.0,62.5,0.0,
20000004202446,4202446,Becel Kase Margarin Klasik 500 G,Becel,Kase Margarin,123.5,123.5,0,PIECE,IN_SALE,,https://www.migros.com.tr/becel-kase-margarin-klasik-500-g-p-401fce,05,0.0,64.66666666666666,0.0,
20000004202461,4202461,Sana Kase Margarin Ekmeküstü 500 G,Sana,Kase Margarin,135.5,135.5,0,PIECE,IN_SALE,,https://www.migros.com.tr/sana-kase-margarin-ekmekustu-500-g-p-401fdd,05,0.0,0.0,0.0,
20000004202402,4202402,Sana Kase Margarin Klasik 500 G,Sana,Kase Margarin,111.25,77.0,31,PIECE,IN_SALE,,https://www.migros.com.tr/sana-kase-margarin-klasik-500-g-p-401fa2,05,0.0,0.0,-30.786516853932582,
20000004201906,4201906,Bizim Paket Margarin 6 x 250 G,Bizim,Paket Margarin,245.9,245.9,0,PIECE,IN_SALE,,https://www.migros.com.tr/bizim-paket-margarin-6-x-250-g-p-401db2,01,0.0,,,
20000012020109,12020109,Lurpak Sürülebilir Tuzsuz Tereyağı 250 G,Lurpak,Kase Margarin,494.95,494.95,0,PIECE,IN_SALE,,https://www.migros.com.tr/lurpak-surulebilir-tuzsuz-tereyagi-250-g-p-b7698d,05,0.0,0.0,0.0,
20000004202300,4202300,Luna Kase Margarin 250 G,Luna,Kase Margarin,57.75,57.75,0,PIECE,IN_SALE,,https://www.migros.com.tr/luna-kase-margarin-250-g-p-401f3c,05,0.0,0.0,0.0,
20000004205133,4205133,Lurpak Organik Sürülebilir Yağ 250 G,Lurpak,Kase Margarin,494.95,494.95,0,PIECE,IN_SALE,,https://www.migros.com.tr/lurpak-organik-surulebilir-yag-250-g-p-402a4d,05,0.0,0.0,0.0,
20000004055097,4055097,Bizim Kase Margarin 250 G,Bizim,Kase Margarin,58.5,58.5,0,PIECE,IN_SALE,,https://www.migros.com.tr/bizim-kase-margarin-250-g-p-3de039,05,0.0,0.0,48.10126582278481,
20000012020108,12020108,Lurpak Sürülebilir Tuzlu Tereyağı 250 G,Lurpak,Kase Margarin,494.95,494.95,0,PIECE,IN_SALE,,https://www.migros.com.tr/lurpak-surulebilir-tuzlu-tereyagi-250-g-p-b7698c,05,0.0,0.0,0.0,
20000004201403,4201403,Sana Paket Margarin Klasik 6X250 G,Sana,Paket Margarin,245.5,245.5,0,PIECE,IN_SALE,,https://www.migros.com.tr/sana-paket-margarin-klasik-6x250-g-p-401bbb,01,0.0,0.0,0.0,
20000020000040,20000040,Keskinoglu 15'li L Büyük Boy  Yumurta (63-72 G),Keskinoğlu,Yumurta,99.5,99.5,0,PIECE,IN_SALE,,https://www.migros.com.tr/keskinoglu-15li-l-buyuk-boy-yumurta-63-72-g-p-1312d28,01,0.0,24.53066332916144,24.45278298936835,
20000020000243,20000243,Güres M - Orta Boy Yumurta 30'lu ( 53 - 63 G),Güres,Yumurta,169.5,169.5,0,PIECE,IN_SALE,,https://www.migros.com.tr/gures-m-orta-boy-yumurta-30lu-53-63-g-p-1312df3,01,0.0,21.157969978556107,0.0,
20000020001943,20001943,M Life Organik 10'lu M - Orta Boy Yumurta (53-62 G),M Life,Yumurta,144.95,144.95,0,PIECE,IN_SALE,,https://www.migros.com.tr/m-life-organik-10lu-m-orta-boy-yumurta-53-62-g-p-1313497,01,0.0,0.0,0.0,
20000046054277,46054277,Naturaköy Gezen 15'li Yumurta M Orta Boy (53-62) G,Naturaköy,Yumurta,169.95,169.95,0,PIECE,IN_SALE,,https://www.migros.com.tr/naturakoy-gezen-15li-yumurta-m-orta-boy-53-62-g-p-2bebb85,01,0.0,0.0,0.0,
20000020000310,20000310,Raya Organik 8'li M Boy Yumurta (53 - 62 G),Raya,Yumurta,119.95,119.95,0,PIECE,IN_SALE,,https://www.migros.com.tr/raya-organik-8li-m-boy-yumurta-53-62-g-p-1312e36,01,0.0,0.0,0.0,
20000020001940,20001940,Orvital Organik 10'lu M Orta Boy Yumurta (53-62 G),Orvital,Yumurta,149.95,149.95,0,PIECE,IN_SALE,,https://www.migros.com.tr/orvital-organik-10lu-m-orta-boy-yumurta-53-62-g-p-1313494,01,0.0,0.0,0.0,
20000020002001,20002001,Raya Gezen Tavuk Yumurtası 10'lu M Boy,Raya,Yumurta,114.95,114.95,0,PIECE,IN_SALE,,https://www.migros.com.tr/raya-gezen-tavuk-yumurtasi-10lu-m-boy-p-13134d1,01,0.0,0.0,0.0,
