pk,sku,base_code,name,brand,category,color,size,regular_price,sale_price,discount_pct,currency,stock,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d,avg_inflation_1d,tuik_weighted_1d,avg_inflation_7d,tuik_weighted_7d,avg_inflation_15d,tuik_weighted_15d,avg_inflation_30d,tuik_weighted_30d
164242,8682363721369,1YMG69534ZW,İşlemeli Elbise Pamuklu,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > WOVEN DRESSES > DRESSES,BEYAZ,12/18 Ay,839.99,839.99,0.0,TRY,0,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
163802,8683350265378,2SMG80007AK,Elbise Çilek Baskılı Fırfırlı Pamuklu,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > DRESSES,EKRU ÇİZGİLİ,6/9 Ay,599.99,599.99,0.0,TRY,0,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
157106,8682660198611,1YMG49692AK,Baskılı Şort Pamuklu,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > SHORTS,PEMBE,12/18 Ay,319.99,319.99,0.0,TRY,0,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
157091,8682659987837,1YMG39224OK,Baskılı Atlet Pamuklu Fırfırlı,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TANKTOPS,EKRU,9/12 Ay,499.99,499.99,0.0,TRY,0,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
157059,8682363715986,1YMG19477OK,Yazılı Baskılı Pamuklu Bisiklet Yaka Uzun Kollu Sweatshirt,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > SWEATSHIRTS,LİLA,18/24 Ay,529.99,529.99,0.0,TRY,0,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
134087,8681974512793,9YMB38235ZK,Yazılı Baskılı Atlet,Koton,KIDSWEAR > BABYBOY > BABYBOY > JERSEY > TANKTOPS,GRİ,12/18 Ay,239.99,239.99,0.0,TRY,0,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
107802,8681890949154,8YMG49410ZK,Pul Detaylı Şort,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > WOVEN BOTTOMS > SHORTS,NANE YEŞİLİ,9/12 Ay,529.99,529.99,0.0,TRY,0,03,0.0,,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
103701,8681786173649,8YMG39139OK,Oyuk Yaka Atlet,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TANKTOPS,YEŞİL,12/18 Ay,499.99,499.99,0.0,TRY,0,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
75776,8682359413209,0YMB48129ZW,Kemer Detaylı Şort,Koton,KIDSWEAR > BABYBOY > BABYBOY > WOVEN BOTTOMS > SHORTS,AÇIK İNDİGO,24/36 Ay,679.99,679.99,0.0,TRY,0,03,0.0,,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
71452,8682361470887,0YMG49321OK,Sim Detaylı Tayt,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > LEGGINGS,PEMBE,24/36 Ay,439.99,439.99,0.0,TRY,0,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
71447,8682361469881,0YMG49307OK,Baskılı Tayt,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > LEGGINGS,KAR MELANJ,12/18 Ay,439.99,439.99,0.0,TRY,0,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
69947,8681974579161,9YMG49782OK,Desenli Şort,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > SHORTS,FUŞYA,18/24 Ay,319.99,319.99,0.0,TRY,1,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
69621,8682360053296,0YMG49115OD,Düğme Detaylı Jean Şort,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > DENIM > SHORTS,ORTA İNDİGO,9/12 Ay,999.99,999.99,0.0,TRY,0,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
60904,8682359923975,0YMG69546ZW,Çizgili Gömlek,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > WOVEN TOPS > SHIRTS SS,KIRMIZI ÇİZGİLİ,6/9 Ay,719.99,719.99,0.0,TRY,1,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
59666,8682262797861,0YMG39232OK,Püskül Detaylı Pamuklu Atlet,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TANKTOPS,NEON SARI,6/9 Ay,549.99,549.99,0.0,TRY,0,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
59616,8682262797120,0YMG39220OK,Fırfır Detaylı Atlet,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TANKTOPS,TURUNCU,12/18 Ay,499.99,499.99,0.0,TRY,0,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
59582,8682262796475,0YMG39139OK,Basic Atlet Yuvarlak Yaka Kolsuz Ribanalı Pamuklu,Koton,KIDSWEAR > BABYGIRL > BABYGIRL > JERSEY > TANKTOPS,PEMBE,9/12 Ay,499.99,499.99,0.0,TRY,0,03,0.0,,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
28752,8682361544434,0YMB68980ZW,Klasik Yaka Kısa Kollu Cepli Gömlek,Koton,KIDSWEAR > BABYBOY > BABYBOY > WOVEN TOPS > SHIRTS SS,MAVİ DESENLİ,9/12 Ay,599.99,599.99,0.0,TRY,0,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1382333,8684290840939,5SAM10030MK,Dokulu Regular Fit Kısa Kollu V Yaka Polo Tişört,Koton,MENSWEAR > SMART > MEN > JERSEY > TSHIRT SS POLO,BEYAZ,XXL,1199.99,1199.99,0.0,TRY,0,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1417796,8684756270423,6WAM40023ND,Pamuklu Normal Bel Slim Fit Jean Pantolon - Brad Jean,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > TROUSERS BSC,SİYAH,32,899.99,899.99,0.0,TRY,61,03,,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1472598,8684846224480,6SAM20003HK,Regular Fit Uzun Kollu Cepli Gömlek Yaka Fermuarlı Bomber Ceket,Koton,MENSWEAR > SMART > MEN > OUTERWEAR > JACKETS,KAHVERENGİ,M,2699.99,2699.99,0.0,TRY,3,03,,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1485734,8684846224176,6SAM20001HK,Regular Fit Uzun Kollu Cepli Kolej Yaka Fermuarlı Suni Süet Bomber Ceket,Koton,MENSWEAR > SMART > MEN > OUTERWEAR > JACKETS,KAHVERENGİ,S,2699.99,2699.99,0.0,TRY,0,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1251051,8684288974783,4SAM40028ID,Slim Fit Kot Şort Bermuda Cep Detaylı Pamuklu,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > SHORTS,BLEACH,28,999.99,999.99,0.0,TRY,2,03,,,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1474943,8684846124179,6SAM40032ND,Pamuklu Normal Bel Skinny Fit Jean Pantolon - Michael Jean,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > TROUSERS BSC,SİYAH,36,899.99,899.99,0.0,TRY,298,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1252241,8684286133687,4SAM40100ND,Slim Fit Kot Şort Cep Detaylı Katlamalı Paça Pamuklu,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > SHORTS,AÇIK İNDİGO,29,999.99,999.99,0.0,TRY,13,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1472953,8684846224589,6SAM20003HK,Regular Fit Uzun Kollu Cepli Gömlek Yaka Fermuarlı Bomber Ceket,Koton,MENSWEAR > SMART > MEN > OUTERWEAR > JACKETS,SİYAH,L,2499.99,2499.99,0.0,TRY,0,03,,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1474911,8684846229997,6SAM40033ND,Pamuklu Normal Bel Slim Fit Jean Pantolon - Brad Jean,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > TROUSERS BSC,SİYAH,33,899.99,899.99,0.0,TRY,302,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1227797,8684289045512,4SAM40034ID,Baggy Jean Şort Düğmeli Cepli Oversize Pamuklu,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > SHORTS,İNDİGO STONE,34,1099.99,1099.99,0.0,TRY,5,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1392706,8684756930815,5SAM40126ND,Beli Bağcıklı Cep Detaylı Bermuda Oversize Jean Şort,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > SHORTS,KOYU İNDİGO,32,1249.99,1249.99,0.0,TRY,4,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1331769,8684291509477,5WAM40059HW,Bol Pantolon Chino Cep Detaylı,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,BEJ,44,1499.99,1499.99,0.0,TRY,1,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1410326,8684756276302,6WAM40038HW,Beli Bağcıklı Katlamalı Paça Rahat Kesim Cep Detaylı Slim Fit Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,SİYAH,38,1499.99,1499.99,0.0,TRY,115,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1469595,8684847497142,6SAM40140ND,Pamuklu Normal Bel Slim Fit Jean Pantolon - Brad Jean,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > TROUSERS,ORTA İNDİGO,29,1499.99,1499.99,0.0,TRY,21,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1472315,8684846236537,6SAM70005HT,Regular Fit Kol Detaylı Düğmeli Polo Yaka Kısa Kollu Triko Tişört,Koton,MENSWEAR > SMART > MEN > KNITWEAR > SWEATERS,BEJ,XL,1199.99,1199.99,0.0,TRY,46,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1478767,8684846111926,6SAM40012HW,Rahat Kalıp Cepli Viskon Karışımlı Pileli Kumaş Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,SİYAH,44,1599.99,1599.99,0.0,TRY,71,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1481158,8684846114118,6SAM40014HW,Regular Fit Cepli Beli Bağcıklı Kumaş Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,SİYAH,38,1499.99,1499.99,0.0,TRY,53,03,0.0,7.142908163629739,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1476553,8684846236438,6SAM70005HT,Regular Fit Kol Detaylı Düğmeli Polo Yaka Kısa Kollu Triko Tişört,Koton,MENSWEAR > SMART > MEN > KNITWEAR > SWEATERS,BEYAZ,XS,1199.99,1199.99,0.0,TRY,0,03,,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1471599,8684846224374,6SAM20002HK,Regular Fit Uzun Kollu Cepli Gömlek Yaka Fermuarlı Fitilli Bomber Ceket,Koton,MENSWEAR > SMART > MEN > OUTERWEAR > JACKETS,SİYAH,M,2499.99,2499.99,0.0,TRY,10,03,,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1489374,8684847881460,6SAM20046HW,Viskon Karışımlı Cepli Uzun Kollu Gömlek Yaka Fermuarlı Ceket,Koton,MENSWEAR > SMART > MEN > OUTERWEAR > JACKETS,HAKİ,S,2499.99,2499.99,0.0,TRY,11,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1483832,8684847589755,6SAM40161ND,Pamuklu Düz Paça Normal Bel Straight Fit Jean Pantolon - Mark Jean,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > TROUSERS,KOYU İNDİGO,29,1199.99,1199.99,0.0,TRY,8,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1488525,8684846100579,6SAM40001HK,Slim Fit Viskon Karışımlı Cepli Düğmeli Chino Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,EKRU,46,1499.99,1499.99,0.0,TRY,31,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1485135,8684847822067,6SAM40030NK,Rahat Kalıp Baskı Detaylı Şardonlu Beli Lastikli Geniş Paça Spor Eşofman Altı,Koton,TRENDS > SPORTSWEAR > MEN > JERSEY > SWEAT BOTTOMS,LACİVERT,S,999.99,999.99,0.0,TRY,24,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1408257,8684756254997,6WAM40007HK,Cep Detaylı Katlamalı Paça Rahat Kesim Beli Bağcıklı Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,BEJ,48,1299.99,1299.99,0.0,TRY,28,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1475002,8684846111841,6SAM40012HW,Rahat Kalıp Cepli Viskon Karışımlı Pileli Kumaş Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,BEJ,48,1599.99,1599.99,0.0,TRY,16,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1474521,8684846102498,6SAM40003HK,Slim Fit Normal Bel Cepli Kumaş Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,SİYAH,38,1699.99,1699.99,0.0,TRY,31,03,0.0,6.2500390627441424,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1481125,8684846113913,6SAM40014HW,Regular Fit Cepli Beli Bağcıklı Kumaş Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,GRİ,38,1399.99,1399.99,0.0,TRY,28,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1476540,8684846102191,6SAM40003HK,Slim Fit Normal Bel Cepli Kumaş Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,BEJ,38,1499.99,1499.99,0.0,TRY,92,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1472884,8684846106601,6SAM40006ND,Pamuklu Slim Fit Jean Pantolon - Brad Jean,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > TROUSERS,PETROL,33,1599.99,1599.99,0.0,TRY,13,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1485713,8684846224046,6SAM20001HK,Regular Fit Uzun Kollu Cepli Kolej Yaka Fermuarlı Suni Süet Bomber Ceket,Koton,MENSWEAR > SMART > MEN > OUTERWEAR > JACKETS,BEJ,M,2699.99,2699.99,0.0,TRY,39,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1476518,8684846111698,6SAM40012HW,Rahat Kalıp Cepli Viskon Karışımlı Pileli Kumaş Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,EKRU,38,1599.99,1599.99,0.0,TRY,59,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1476530,8684846102399,6SAM40003HK,Slim Fit Normal Bel Cepli Kumaş Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,LACİVERT,38,1499.99,1499.99,0.0,TRY,51,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1476020,8684846233291,6SAM50003HK,Uzun Kollu Kapaklı Cepli Düğmeli Slim Fit Mono Yaka Blazer Ceket,Koton,MENSWEAR > SMART > MEN > BLAZERS > BLAZERS,SİYAH,50,2699.99,2699.99,0.0,TRY,78,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1486181,8684846100630,6SAM40001HK,Slim Fit Viskon Karışımlı Cepli Düğmeli Chino Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,BEJ,38,1499.99,1499.99,0.0,TRY,72,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1408028,8684756428831,6WAM40050HW,Viskon Karışımlı Cep Detaylı Rahat Kesim Beli Bağcıklı Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,BEJ,40,1399.99,1399.99,0.0,TRY,47,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1224025,8684288446631,4SAM50041HW,Gömlek Ceket Cep Detaylı Düğmeli Klasik Yaka,Koton,MENSWEAR > SMART > MEN > BLAZERS > JACKETS,TAŞ,S,2099.99,2099.99,0.0,TRY,39,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1410851,8684756276005,6WAM40038HW,Beli Bağcıklı Katlamalı Paça Rahat Kesim Cep Detaylı Slim Fit Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,GRİ,38,1199.99,1199.99,0.0,TRY,109,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1483624,8684847822159,6SAM40030NK,Rahat Kalıp Baskı Detaylı Şardonlu Beli Lastikli Geniş Paça Spor Eşofman Altı,Koton,TRENDS > SPORTSWEAR > MEN > JERSEY > SWEAT BOTTOMS,SİYAH,S,1199.99,1199.99,0.0,TRY,60,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1431199,8684756283652,6WAM40061HW,Cep Detaylı Viskon Karışımlı Beli Lastikli Kışlık Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,SİYAH,48,1299.99,1299.99,0.0,TRY,3,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1408256,8684756255376,6WAM40007HK,Cep Detaylı Katlamalı Paça Rahat Kesim Beli Bağcıklı Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,ANTRASİT,44,1099.99,1099.99,0.0,TRY,12,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1470558,8684846232768,6SAM50001HK,Slim Fit Viskon Karışımlı Düğmeli Kapaklı Cepli Mono Yaka Blazer Ceket,Koton,MENSWEAR > SMART > MEN > BLAZERS > BLAZERS,ANTRASİT,54,2599.99,2599.99,0.0,TRY,52,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1486209,8684846100739,6SAM40001HK,Slim Fit Viskon Karışımlı Cepli Düğmeli Chino Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,LACİVERT,38,1499.99,1499.99,0.0,TRY,34,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1421231,8684756255499,6WAM40007HK,Cep Detaylı Katlamalı Paça Rahat Kesim Beli Bağcıklı Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,SİYAH,48,1299.99,1299.99,0.0,TRY,0,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1481162,8684846113814,6SAM40014HW,Regular Fit Cepli Beli Bağcıklı Kumaş Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,EKRU,38,1399.99,1399.99,0.0,TRY,72,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1407601,8684756429142,6WAM40050HW,Viskon Karışımlı Cep Detaylı Rahat Kesim Beli Bağcıklı Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,ANTRASİT,42,1399.99,1399.99,0.0,TRY,38,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1489097,8684848341079,6SAM40257ND,Normal Bel Dar Paça Pamuklu Skinny Fit Jean Pantolon - Michael Jean,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > TROUSERS,AÇIK İNDİGO,31,1299.99,1299.99,0.0,TRY,5,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1465241,8684846863870,6WAM40022IW,Rahat Kalıp Viskon Karışımlı Cepli Pileli Kumaş Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,DEVE TÜYÜ,40,1499.99,1499.99,0.0,TRY,9,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1481582,8684846114026,6SAM40014HW,Regular Fit Cepli Beli Bağcıklı Kumaş Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,BEJ,40,1399.99,1399.99,0.0,TRY,94,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1477469,8684847820643,6SAM40007HK,Regular Fit Cepli Viskon Karışımlı Düğmeli Kumaş Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,HAKİ,42,1299.99,1299.99,0.0,TRY,13,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1410154,8684758572150,6WAM40084HW,Slim Fit Cep Detaylı Düğmeli Non Iron Esnek Kumaş Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,VİZON,48,1699.99,1699.99,0.0,TRY,14,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1412194,8684758436933,5SAM40027HK,Waffle Dokulu Cep Detaylı Kancalı Slim Fit Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,BEYAZ,40,1499.99,1499.99,0.0,TRY,2,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1410358,8684756281566,6WAM40056HW,Pileli Oversize Cep Detaylı Kumaş Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,BEJ,46,1199.99,1199.99,0.0,TRY,2,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1365104,8684290843558,5SAM40005ID,Pamuklu Yırtık Detaylı Bermuda Slim Fit Jean Şort,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > SHORTS,ORTA İNDİGO,32,999.99,999.99,0.0,TRY,1,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1261838,8684289605662,5WAM50021HW,Bomber Ceket Fitilli Fermuarlı,Koton,MENSWEAR > SMART > MEN > BLAZERS > BLAZERS,BEJ,46,2499.99,2499.99,0.0,TRY,4,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1245911,8684288974325,4SAM40027ID,Slim Fit Kot Şort Bermuda Katlama Paçalı Düğme Detaylı,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > SHORTS,BLEACH,30,999.99,999.99,0.0,TRY,6,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1406727,8684290846764,5SAM40017ID,Normal Bel Slim Fit Bermuda Kot Şort,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > SHORTS,SİYAH,29,999.99,999.99,0.0,TRY,72,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1354716,8684631662756,5SAM40088HW,Viskon Karışımlı Cep Detaylı Beli Bağcıklı Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,BEJ,40,1799.99,1799.99,0.0,TRY,1,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1459901,8684846637181,6WAM40093HW,Rahat Kalıp Cepli Viskon Karışımlı Pileli Kumaş Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,BORDO,48,1499.99,1499.99,0.0,TRY,4,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1409045,8684757617043,5SAM40150HW,Pamuklu Katlamalı Paça Dokulu Beli Bağcıklı Düğmeli Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,BEYAZ,38,1299.99,1299.99,0.0,TRY,18,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1387120,8684757136841,5SAM40134ND,Beli Bağcıklı Bermuda Slim Fit Jean Şort,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > SHORTS,AÇIK İNDİGO,32,1249.99,1249.99,0.0,TRY,0,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1395793,8684756930952,5SAM40126ND,Beli Bağcıklı Cep Detaylı Bermuda Oversize Jean Şort,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > SHORTS,BLEACH,30,1249.99,1249.99,0.0,TRY,5,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1396600,8684291202996,5SAM40011ID,Katlamalı Paça Cepli Bermuda Slim Fit Denim Şort,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > SHORTS,AÇIK İNDİGO,29,1249.99,1249.99,0.0,TRY,12,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1383667,8684757137015,5SAM40134ND,Beli Bağcıklı Bermuda Slim Fit Jean Şort,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > SHORTS,KOYU İNDİGO,33,1249.99,1249.99,0.0,TRY,3,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1396594,8684290476343,5SAM40002ID,Pamuklu Slim Fit Katlamalı Paça Bermuda Jean Şort,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > SHORTS,PETROL,30,999.99,999.99,0.0,TRY,4,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1382493,8684756930143,5SAM40123ND,Pamuklu Normal Bel Rahat Kesim Denim Şort,Koton,KOTON JEANS > MENSWEAR > MEN > DENIM > SHORTS,EKRU,29,1249.99,1249.99,0.0,TRY,3,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1409838,8684756254775,6WAM40007HK,Cep Detaylı Katlamalı Paça Rahat Kesim Beli Bağcıklı Pantolon,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,BEYAZ,44,1299.99,1299.99,0.0,TRY,0,03,,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
1243468,8684287462281,5WAM40001HK,Slim Fit Chino Pantolon Lastik Detaylı,Koton,MENSWEAR > SMART > MEN > WOVEN BOTTOMS > TROUSERS,ANTRASİT,44,1099.99,1099.99,0.0,TRY,4,03,0.0,0.0,,,0.0,0.0,0.27881586402976216,0.17803052256050195,,,,
