product_name,price,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Baskılı Biyeli Pamuklu Bisiklet Yaka Köpek Sweatshirt,899.99,3,0.0,0.0,0.0,0.0
Bisiklet Yaka Fermuarlı Şardonlu Köpek Sweatshirtü,899.99,3,0.0,0.0,0.0,0.0
Şardonlu Fermuarlı Arkası Baskılı Köpek Sweatshirt,899.99,3,0.0,0.0,0.0,0.0
Bisiklet Yaka Köpek Kazağı,799.99,3,0.0,0.0,0.0,0.0
Biyeli Dik Yaka Örgü Dokulu Köpek Kazağı,799.99,3,0.0,0.0,0.0,0.0
Leopar Desenli Dik Yaka Köpek Kazağı,799.99,3,0.0,0.0,0.0,0.0
Leopar Desenli Dik Yaka Köpek Kazağı,799.99,3,,0.0,,0.0
Pamuklu Cep Detaylı Fiyonklu Geniş Paça Denim Pantolon - Wide Leg Jeans,1099.99,3,0.0,0.0,0.0,0.0
Pamuklu Cep Detaylı Fiyonklu Geniş Paça Denim Pantolon - Wide Leg Jeans,999.99,3,0.0,0.0,0.0,0.0
Pamuklu Uzun Kollu Bisiklet Yaka Fiyonk Baskılı Sweatshirt,399.99,3,0.0,0.0,0.0,0.0
Baskılı Kısa Kollu Bisiklet Yaka Pamuklu Tişört,359.99,3,0.0,0.0,0.0,0.0
Pamuklu Kısa Kollu Bisiklet Yaka Aplikeli Çizgili Tişört,459.99,3,0.0,0.0,0.0,0.0
Dinozor Baskılı Kısa Kollu Bisiklet Yaka Pamuklu Oversize Tişört,359.99,3,0.0,0.0,0.0,0.0
Uzun Kollu Bisiklet Yaka Pamuklu Çiçekli Sweatshirt,459.99,3,0.0,0.0,0.0,0.0
Pamuklu Beli Lastikli Çiçekli Jogger Eşofman Altı,399.99,3,0.0,0.0,0.0,0.0
Brodeli Beli Lastikli Fırfırlı Askılı Atlet,499.99,3,0.0,0.0,0.0,0.0
Pamuklu Uzun Kollu Yarım Fermuarlı Dik Yaka Sweatshirt,599.99,3,0.0,0.0,0.0,0.0
Pamuklu Uzun Kollu Yarım Fermuarlı Dik Yaka Sweatshirt,599.99,3,0.0,0.0,0.0,0.0
Beli Bağcıklı Cep Detaylı Pamuklu Jogger Eşofman Altı,699.99,3,0.0,0.0,0.0,0.0
Pamuklu Kısa Kollu A Kesim Bebe Yaka Çiçekli Elbise,1099.99,3,0.0,0.0,0.0,10.00010000100001
Pamuklu Kare Yaka Askılı Denim Jile Elbise,1699.99,3,0.0,0.0,0.0,0.0
