Daily Inflation(%),Date
-0.010234936236963952,3-7
0.008016180348083012,3-8
-0.04841483928678433,3-9
-0.035125274021825366,3-10
0.25625973395525675,3-11
-0.011788766452053292,3-12
-0.010234936236963952,3-7
0.008016180348083012,3-8
-0.04841483928678433,3-9
-0.035125274021825366,3-10
0.25625973395525675,3-11
-0.011788766452053292,3-12
-0.02344421248994589,3-13
0.020369686006075523,3-14
