Daily Inflation(%),Date
-0.0102349362369639,3-7
0.008016180348083,3-8
-0.0484148392867843,3-9
-0.0351252740218253,3-10
0.2562597339552567,3-11
-0.0117887664520532,3-12
-0.0234442124899458,3-13
0.0203696860060755,3-14
