date,category,product,unit,monthly_qty,avg_unit_price_TRY,monthly_cost_TRY,n_matched,matched_products
Feb-24 2026,Dairy Products,Yogurt,Kg,59.7,126.76,7567.57,32,"Sütaş Kaymaksız Yoğurt 1000 G; Migros Tam Yağlı Homojenize Yoğurt 3000 G; Migros Tam Yağlı Homojenize Yoğurt 1500 G; Sütaş Kaymak Gibi Kaymaksız Yoğurt 1250 G; Sütaş Kaymaksız Yoğurt 600 G; Eker Yarım Yağlı Kaymaksız Yoğurt 1500 G; Pınar Organik Yoğurt 1000 G; İçim Kaymaksız Yoğurt 2000 G; Eker Bidon Yoğurt 2 Kg; Migros Yarım Yağlı Homojenize Yoğurt 2 Kg; Torku Yoğurt 1.5 Kg; Pınar Yoğurt 2 Kg; Pınar Organik Homojenize %3,5 Yağlı Yoğurt 4X…; Eker Efsane Yoğurt  350 G; İçim Organik Yoğurt 750 G; Eker Efsane Yoğurt 750 G; Yörsan Tam Yağlı Homojenize Yoğurt 1 Kg; Pınar Yoğurt Lezzetin Alası 500 G; Yörsan Yarım Yağlı Homojenize Yoğurt 500 G; Yörsan Ev Yapımı Tadında Bidon Yoğurt 2 Kg; Torku Yoğurt Tam Yağlı 2 Kg; Eker Efsane Yoğurt 1250 G; Pınar Yoğurt 150 G; Sek Çiftlik Gurme Kaymaksız Yoğurt 750 G; İçim Doğal Yoğurt Yarım Yağlı 2000 G; Sek Çiftlik Kaymaksız Yoğurt 450 G; Sek Yarım Yağlı Yoğurt 1500 G; Sek Çiftlik Kaymaksız Yoğurt 1200 G; Torku Tam Yağlı Çiftçi Doğal Yoğurt 750 G; Danone Activia Sade Yoğurt 400 G; Pınar Yoğurt Lezzetin Alası 1Kg; İçim Kaymaksız Yoğurt 750 G"
Feb-24 2026,Dairy Products,White Cheese,Kg,5.3,488.03,2586.56,8,Tahsildaroğlu Olgunlaştırılmış Klasik İnek Be…; Onsüt Tam Yağlı Olgunlaştırılmış Beyaz Peynir…; Tahsidaroğlu Klasik İnek Beyaz Peynir 1000 G; Altınkılıç Tam Yağlı Otlu Beyaz Peynir Kg; P.E. 810 Klasik İnek Beyaz Peyniri Kg; Edirne Yardımcı Tam Yağlı Beyaz Peynir Kg; Köseli Tam Yağlı Olgunlaştırılmış Beyaz Peyni…; Akpınar Taze Beyaz Peynir Kg
Feb-24 2026,Meat and Protein,Cubed Meat / Lamb Meat,Kg,3.3,1020.48,3367.58,2,Kuzu Kuşbaşı Kg; Kuzu Yemeklik Kuşbaşı Kg
Feb-24 2026,Meat and Protein,Chicken,Kg,7.0,317.64,2223.48,41,Uzman Kasap Piliç But Izgara Kg; Uzman Kasap Piliç Bonfile Kg; Uzman Kasap Piliç Kalçalı But Kg; Uzman Kasap Piliç Baget Kg; Uzman Kasap Piliç Kanat Kg; Uzman Kasap Poşetli Bütün Piliç Kg; Banvit Piliç Pirzola Kg; Uzman Kasap Piliç Pirzola Kg; Bolez Köylüm Piliç Baget Kg; Banvit Piliç Kanat Kg; Banvit Piliç Baget Kg; Bolez Köylüm Piliç But İncik Kg; Banvit İftarlık İri Piliç Kg; Keskinoğlu Piliç Mexico Shots 300 G; Bolez Köylüm Piliç Kelebek; Gedik Tabaklı Soslu Piliç Kanat Kg; Orvital Organik Dondurulmuş Piliç Kanat 450 G; Bolez Köylüm Piliç Taşlık; Gedik Piliç Dondurulmuş Piliç Bonfile Parçala…; Gedik Tabaklı Piliç Pirzola Kg; Keskinoğlu Gusto Sweet Chili Soslu Piliç 400 …; Keskinoğlu Gusto Ballı Barbekü Soslu Piliç 40…; Gedik Soslu Piliç Pirzola Kg; Pınar Piliç Kroket 430 G; Lezita Izgara Dilim Piliç Fileto Chili Soslu …; Lezita Izgara Dilim Piliç Fileto Pesto Soslu …; Yeşil Küre Organik Piliç Bonfile Kg; Keskinoğlu Gusto Kremalı Pesto Soslu Piliç 40…; Keskinoğlu Acılı Piliç Kebap 400 G; Yeşil Küre Organik Bütün Piliç Kg; Gedik Piliç Kemiksiz Kova 750 G; Gedik Tabaklı Piliç Baget Kg; Gedik Piliç Yayla Soslu But Kuşbaşı 400 G; Gedik Tabaklı Piliç But Izgaralık Kg; Gedik Poşetli Bütün Piliç Kg; Yeşil Küre Organik Piliç Kanat Kg; Gedik Tabaklı Piliç Kanat Kg; Keskinoğlu Dondurulmuş Piliç Mexio Shots 500 …; Gedik Piliç Schnitzel 700 G; Yeşil Küre Organik Kalçalı But Kg; Keskinoğlu Dondurulmuş Piliç Fileturka 700 G
Feb-24 2026,Meat and Protein,Fish,Kg,5.1,424.19,2163.37,7,Levrek 400/600 Kg; Çipura 300/400 Kg; İstavrit Orta Kg; Çipura 400/600 Kg; Kaya Levrek 1000/1500 G; Çipura 600/800 Kg; Alabalık Kg; Levrek 800/1000 Kg; Levrek 600/800 Kg
Feb-24 2026,Meat and Protein,Eggs,Piece,60.0,11.23,673.8,19,Keskinoglu 15'li L Büyük Boy  Yumurta (63-72 …; Naturaköy Gezen 15'li Yumurta M Orta Boy (53-…; M Life Organik 10'lu M - Orta Boy Yumurta (53…; Orvital Organik 10'lu M Orta Boy Yumurta (53-…; Raya Gezen Tavuk Yumurtası 10'lu M Boy; Coşkun 20'li L Boy Yumurta (63-72 G); Raya Organik 8'li M Boy Yumurta (53 - 62 G); Keskinoğlu L - Büyük Boy Yumurta 10'lu ( 63 -…; M Life Kafessiz M Boy Tavuk Yumurtası 10'lu 5…; Keskinoğlu M - Orta Boy Yumurta 6'Lı ( 53 - 6…; Doğalım M - Orta Boy Yumurta 6'lı ( 53 - 62 G…; S.s Organik Gıda Yumurta 10'lu M Boy 53-63 G; Doğalım Organik Yumurta 10'lu M Boy (53-62 G); Doğalım M - Orta Boy Yumurta 15'li (53 - 62 G…; Kumartaşlı M Boy Yumurta 30'lu (53-63 G); Coşkun Organik Yumurta 10'lu M Boy (53-62) G; Keskinoğlu Omega-3 M 10'lu Yumurta; Kor Organik 10'lu M Orta Boy Yumurta ( 53-62 …; Coskun Organik M Boy Yumurta 15'li (53-63 G)
Feb-24 2026,Legumes,Chickpeas,Kg,5.6,156.66,877.3,7,Yayla Koçbaşı  Nohut (İri Boy) 1 Kg; Reis Koçbaşı Nohut 1 Kg; Migros Nohut 1000 G; Hasata Kırşehir Koçbaşı Nohut 1 Kg; Tat Koçbaşı Nohut 8.5 Mm 1 Kg; Reis Royal Beyaz Nohut 500 G; Doyum Nohut 1 Kg
Feb-24 2026,Nuts and Seeds,Walnut / Hazelnut / Peanut,Kg,2.7,164.95,445.37,2,Ceviz Kabuklu Kg; Yer Fıstığı Kg
Feb-24 2026,Grains,Bread,Kg,18.0,,,0,N/A
Feb-24 2026,Fruits,Banana,Kg,16.7,94.72,1581.82,2,Muz Yerli Kg; Muz İthal Kg
Feb-24 2026,Fruits,Seasonal Fruit,Kg,12.9,191.19,2466.35,12,Nar Kg; Armut Deveci Kg; Kivi Kg; Çilek Kg; Ayva Kg; Armut Santa Maria Kg; Üzüm Beyaz İthal 500 G Paket Adet; Mango Adet; Erik Angelica Kg; M Life Organik Kivi Kg; Verita Çarkıfelek Passıon Fruıt 3’Lü Paket; Verita Frambuaz 125 Gr; Verita Böğürtlen 125 G Paket; Verita Pomelo Adet; Üzüm Mix 500 G Paket Adet; Armut Konferans Kg; Kumkuat Kg
Feb-24 2026,Vegetables,Onion,Kg,18.0,11.75,211.5,1,Soğan Kuru Dökme Kg
Feb-24 2026,Vegetables,Eggplant / Zucchini,Kg,34.7,123.28,4277.82,3,Patlıcan Kemer Kg; Patlıcan Bostan Kg; Kabak Helvacı Paket Kg
Feb-24 2026,Vegetables,Other Vegetables,Kg,14.8,94.06,1392.09,5,Brokoli Kg; Kereviz Kg; Lahana Kırmızı Kg; Lahana Beyaz Kg; Mantar Kestane Paket 350 G
Feb-24 2026,Oils,Olive Oil,Liter,1.0,467.93,467.93,42,Komili Lezzetlik Yumuşak Natürel Sızma Zeytin…; Yudum Egemden Yumuşak Lezzet Sızma Zeytinyağı…; Yudum Egemden Riviera Zeytinyağı 5 L Teneke; Komili Yemeklik Riviera Zeytinyağı 2 L; Migros Natürel Sızma Zeytinyağı 1 L; Migros Riviera Zeytinyağı 2 L; Güven Asa Erken Hasat Soğuk Sıkım Natürel Zey…; Komili Lezzetlik Meyvemsi Natürel Sızma Zeyti…; Güven Asa Soğuk Sıkım Natural Sızma Zeytinyağ…; Yudum Egemden Sızma Zeytinyağı Yumuşak Lezzet…; Komili Akdeniz Lezzetleri Natürel Sızma Zeyti…; Tariş Kuzey Ege Sızma Zeytinyağı 1 L; Kristal Riviera Zeytinyağı 1 L; Komili Lezzetlik Meyvemsi Natürel Sızma Zeyti…; Migros Natürel Sızma Zeytinyağı 5 L; Güven Asa Soğuk Sıkım Natürel Sızma Zeytinyağ…; Komili Yemeklik Riviera Zeytinyağı 1 L; Kristal Tarsus Sarı Ulak Natürel Sızma Zeytin…; Yudum Egemden Rıvıera Zeytinyağı 2L; Aivalos Cızart Riviera Zeytinyağı 750 Ml; Kristal Erken Hasat Natürel Sızma Zeytinyağı …; Kristal Sızma Zeytinyağı Lezzet 1 L; Yudum Egemden Şef Gibi Yumuşak Sızma Zeytinya…; Nermin Hanım Erken Hasat Soğuk Sıkım Zeytinya…; Kristal Anadolu Mirası Naturel Sızma Zeytinya…; Olivepia Altınözü Naturel Sızma Zeytinyağı 1 …; Verde Riviera Zeytinyağı 5 L; Komili Ayvalık Erken Hasat Natürel Sızma Zeyt…; Hayat Hatay Naturel Sızma Soğuk Sıkım Zeytiny…; Aivalos Sızma Zeytinyağı Century 750 Ml; Yudum Egemden Rıvıera Zeytinyağı 1L; Yudum Egemden Sızma Zeytinyağı Yumuşak Lezzet…; Güven Asa Erken Hasat Soğuk Sıkım Natürel Sız…; Tariş Kuzey Ege Sızma Zeytinyağı 2L; Komili Ayvalık Erken Hasat Natürel Sızma Zeyt…; Komili Lezzetlik Yumuşak Natürel Sızma Zeytin…; Aivalos Sızart Sızma Zeytinyağı 500 Ml; Tariş Riviera  Zeytinyağı 1 L; Kristal Sızma Zeytinyağı Pet 2 L; Kristal Riviera Zeytinyağı 2 L; Verde Sızma Zeytinyağı 5 L; Asiltane Erken Hasat Soğuk Sıkım Zeytinyağı 5…
Feb-28 2026,Dairy Products,Yogurt,Kg,59.7,125.31,7481.01,32,"Sütaş Kaymaksız Yoğurt 1000 G; Migros Tam Yağlı Homojenize Yoğurt 3000 G; Migros Tam Yağlı Homojenize Yoğurt 1500 G; Sütaş Kaymaksız Yoğurt 600 G; Sütaş Kaymak Gibi Kaymaksız Yoğurt 1250 G; Torku Yoğurt 1.5 Kg; Eker Bidon Yoğurt 2 Kg; İçim Kaymaksız Yoğurt 2000 G; Eker Yarım Yağlı Kaymaksız Yoğurt 1500 G; Pınar Organik Homojenize %3,5 Yağlı Yoğurt 4X…; Torku Yoğurt Tam Yağlı 2 Kg; Pınar Yoğurt 2 Kg; Migros Yarım Yağlı Homojenize Yoğurt 2 Kg; Yörsan Ev Yapımı Tadında Bidon Yoğurt 2 Kg; İçim Organik Yoğurt 750 G; Eker Efsane Yoğurt 750 G; Eker Efsane Yoğurt  350 G; Yörsan Tam Yağlı Homojenize Yoğurt 1 Kg; Eker Efsane Yoğurt 1250 G; Pınar Yoğurt 150 G; Pınar Yoğurt Lezzetin Alası 500 G; Sek Yarım Yağlı Yoğurt 1500 G; Sek Çiftlik Gurme Kaymaksız Yoğurt 750 G; İçim Doğal Yoğurt Yarım Yağlı 2000 G; Yörsan Yarım Yağlı Homojenize Yoğurt 500 G; Sek Çiftlik Kaymaksız Yoğurt 450 G; Danone Activia Sade Yoğurt 400 G; Sek Çiftlik Kaymaksız Yoğurt 900 G; Torku Tam Yağlı Çiftçi Doğal Yoğurt 750 G; İçim Kaymaksız Yoğurt 750 G; Pınar Yoğurt Lezzetin Alası 1Kg; Sek Çiftlik Kaymaksız Yoğurt 1200 G"
Feb-28 2026,Dairy Products,White Cheese,Kg,5.3,507.87,2691.71,7,Tahsildaroğlu Olgunlaştırılmış Klasik İnek Be…; Tahsidaroğlu Klasik İnek Beyaz Peynir 1000 G; Edirne Yardımcı Tam Yağlı Beyaz Peynir Kg; Akpınar Taze Beyaz Peynir Kg; Köseli Tam Yağlı Olgunlaştırılmış Beyaz Peyni…; P.E. 810 Klasik İnek Beyaz Peyniri Kg; Altınkılıç Tam Yağlı Otlu Beyaz Peynir Kg
