date,product-name,product-price,category,source
2026-05-01,"AUGMENTIN ES 600/42,9 MG  100 ML SUSPANSIYON",10.53,İlaç,TİTCK
2026-05-01,AUGMENTIN-BID 200/28 MG 70 ML ORAL SUSPANSIYON HAZ. ICIN KURU TOZ,2.84,İlaç,TİTCK
2026-05-01,AUGMENTIN-BID 400/57 FORTE ORAL SUSPANSIYON HAZ. ICIN KURU TOZ 70 ML,3.44,İlaç,TİTCK
2026-05-01,AUGMENTIN-BID 625 MG 10 FILM TABLET,2.91,İlaç,TİTCK
2026-05-01,AURORIX 150 MG 30 FILM KAPLI TABLET,1.81,İlaç,TİTCK
2026-05-01,AURORIX 300 MG 30 FILM KAPLI TABLET,9.74,İlaç,TİTCK
2026-05-01,AVALCEPT 450 MG FİLM TABLET,846.76,İlaç,TİTCK
2026-05-01,"AVAMYS 27,5 MCG 120 DOZ BURUN SPREYI",5.79,İlaç,TİTCK
2026-05-01,"AVAXIM 0,5ML IM ENJ. ICIN SUSP. 1 KULL. HAZ. ENJEKTOR",15.94,İlaç,TİTCK
2026-05-01,"AVAXIM 80 U PEDIATRIK  0,5ML IM ENJ.ICIN SUSP. 1 KULL.HAZ. ENJEKTOR",11.66,İlaç,TİTCK
2026-05-01,AVELOX 400  MG 7 FILM TABLET,10.22,İlaç,TİTCK
2026-05-01,AVELOX 400 MG 250 ML SOLUSYON,17.51,İlaç,TİTCK
2026-05-01,AVICAP 30 MG 30 YUM.KAPSUL,1.14,İlaç,TİTCK
2026-05-01,AVIFUR 250 MG IM/IV ENJEKSIYON ICIN TOZ ICEREN FLAKON,1.57,İlaç,TİTCK
2026-05-01,AVIFUR 750 MG IM/IV ENJEKSIYON ICIN TOZ ICEREN FLAKON,3.42,İlaç,TİTCK
2026-05-01,"AVIJECT 45,5 MG/2 ML IM/IV 5 AMPUL",1.78,İlaç,TİTCK
2026-05-01,"AVIL %1,25 25 GR MERHEM",1.83,İlaç,TİTCK
2026-05-01,AVIL 15 MG 100 ML SURUP,1.67,İlaç,TİTCK
2026-05-01,"AVIL 2 ML 45,5 MG 5 AMPUL",1.29,İlaç,TİTCK
2026-05-01,"AVIL 22,7 MG TABLET",0.58,İlaç,TİTCK
2026-05-01,"AVIPIM 0,5 GR IM/IV ENJEKTABL TOZ ICEREN 1 FLAKON",1.75,İlaç,TİTCK
2026-05-01,AVIPIM 1 GR IM/IV ENJEKTABL TOZ ICEREN 1 FLAKON,4.66,İlaç,TİTCK
2026-05-01,"AVIRAVIR 0,5 MG 30 FİLM TABLET",327.47,İlaç,TİTCK
2026-05-01,AVIRAVIR 1 MG 30 FİLM TABLET,359.68,İlaç,TİTCK
2026-05-01,AVISEMID 20 MG/2ML IM/IV ENJEKSIYON VE INFUZYON ICEREN 100 AMPUL,24.8,İlaç,TİTCK
2026-05-01,AVISEMID 20MG/2 ML IM/IV ENJ. VE INF. ICIN  COZ. ICEREN 5 AMPUL,1.12,İlaç,TİTCK
2026-05-01,"AVITAZ 2,25 G IV ENJEKSIYONLUK LIYOFILIZE TOZ ICEREN FLAKON",6.96,İlaç,TİTCK
2026-05-01,"AVITAZ 4,5 GR IV ENJEKSIYONLUK LIYOFILIZE TOZ ICEREN FLAKON",6.78,İlaç,TİTCK
2026-05-01,AVITOREL 10 MG 30 FILM TABLET,3.85,İlaç,TİTCK
2026-05-01,AVITOREL 10 MG 30 FILM TABLET,3.85,İlaç,TİTCK
2026-05-01,AVITOREL 10 MG 90 FILM TABLET,27.0,İlaç,TİTCK
2026-05-01,AVITOREL 20 MG 30 FILM TABLET,6.37,İlaç,TİTCK
2026-05-01,AVITOREL 20 MG 30 FILM TABLET,6.37,İlaç,TİTCK
2026-05-01,AVITOREL 20 MG 90 FILM TABLET,27.0,İlaç,TİTCK
2026-05-01,AVITOREL 40 MG 30 FILM TABLET,7.59,İlaç,TİTCK
2026-05-01,AVITOREL 40 MG 90 FILM TABLET,27.0,İlaç,TİTCK
2026-05-01,AVMIGRAN FILM KAPLI TABLET,2.05,İlaç,TİTCK
2026-05-01,"AVODART 0,5 MG 30 YUMUSAK KAPSUL",13.77,İlaç,TİTCK
2026-05-01,"AVONEX 30 MCG/0,5 ML KULLANIMA HAZIR DOLU ENJEKSIYON KALEMI ICINDE ENJEKSIYONLUK COZELTI",684.96,İlaç,TİTCK
2026-05-01,AXID 150 MG 28 KAPSUL,10.64,İlaç,TİTCK
2026-05-01,AXID 150 MG 28 KAPSUL,10.64,İlaç,TİTCK
2026-05-01,AXID 300 MG 28 KAPSUL,20.3,İlaç,TİTCK
2026-05-01,AXID 300 MG 28 KAPSUL,20.3,İlaç,TİTCK
2026-05-01,"AXIVOL 2,5 MG/5ML 150 ML SURUP",2.28,İlaç,TİTCK
2026-05-01,AXIVOL 5 MG 20 FILM TABLET,5.21,İlaç,TİTCK
2026-05-01,"AXIVOL PLUS 120/2,5 MG 20 EFERVESAN TABLET",3.87,İlaç,TİTCK
2026-05-01,"AXIVOL PLUS 60/2,5 MG 20 EFERVESAN TABLET",2.71,İlaç,TİTCK
2026-05-01,AYRA 16 MG 28 TABLET,6.72,İlaç,TİTCK
2026-05-01,AYRA 16 MG 28 TABLET,6.72,İlaç,TİTCK
2026-05-01,AYRA 16 MG 90 TABLET,21.6,İlaç,TİTCK
2026-05-01,AYRA 16 MG 90 TABLET,21.6,İlaç,TİTCK
2026-05-01,AYRA 8 MG 28 TABLET,4.65,İlaç,TİTCK
2026-05-01,AYRA 8 MG 28 TABLET,4.65,İlaç,TİTCK
2026-05-01,AYRA 8 MG 90 TABLET,14.94,İlaç,TİTCK
2026-05-01,AYRA 8 MG 90 TABLET,14.94,İlaç,TİTCK
2026-05-01,"AYRA PLUS 16/12,5 MG 28 TABLET",7.24,İlaç,TİTCK
2026-05-01,"AYRA PLUS 16/12,5 MG 28 TABLET",7.24,İlaç,TİTCK
2026-05-01,"AYRA PLUS 16/12,5 MG 90 TABLET",55.94,İlaç,TİTCK
2026-05-01,"AYRA PLUS 16/12,5 MG 90 TABLET",55.94,İlaç,TİTCK
2026-05-01,AZADIN  100 MG SC ENJEKSIYONLUK SUSPANSIYON ICIN TOZ ICEREN 1 FLAKON,354.0,İlaç,TİTCK
2026-05-01,AZARGA STERIL SUS. GOZ DAMLASI 5 ML,8.66,İlaç,TİTCK
2026-05-01,AZARGA STERIL SUS. GOZ DAMLASI 5 ML,8.66,İlaç,TİTCK
2026-05-01,AZATHIOPRINE   50 MG 100 TABLET,19.86,İlaç,TİTCK
2026-05-01,AZATHIOPRINE 50 MG 100 TABLET ATAFARM,19.86,İlaç,TİTCK
2026-05-01,AZAVIX 100 MG SC ENJEKSIYONLUK SUSPANSIYON ICIN TOZ ICEREN 1 FLAKON,354.0,İlaç,TİTCK
2026-05-01,AZAX 500 MG 3 FILM TABLET,3.77,İlaç,TİTCK
2026-05-01,"AZELDERM 0,2 GR 30 GR KREM",12.45,İlaç,TİTCK
2026-05-01,AZELTIN  200 MG 15 ML ORAL SUSPANSIYON,1.81,İlaç,TİTCK
2026-05-01,AZELTIN  200 MG 30 ML ORAL SUSPANSIYON,3.86,İlaç,TİTCK
2026-05-01,AZELTIN  250 MG 6 FILM TABLET,3.46,İlaç,TİTCK
2026-05-01,AZELTIN  500 MG 3 FILM TABLET,3.77,İlaç,TİTCK
2026-05-01,AZIDA 100 MG SC ENJEKSIYONLUK SUSPANSIYON ICIN TOZ ICEREN  FLAKON,354.0,İlaç,TİTCK
2026-05-01,AZILECT 1 MG 100 FILM TABLET,149.83,İlaç,TİTCK
2026-05-01,AZILECT 1 MG 30 FILM TABLET,44.95,İlaç,TİTCK
2026-05-01,AZILECT 1 MG 30 FILM TABLET,44.95,İlaç,TİTCK
2026-05-01,AZIMBRA 10 MG 30 FILM TABLET,3.85,İlaç,TİTCK
2026-05-01,AZIMBRA 20 MG 30 FILM TABLET,6.37,İlaç,TİTCK
2026-05-01,AZIMBRA 40 MG 30 FILM TABLET,7.59,İlaç,TİTCK
2026-05-01,AZIMBRA 80 MG 30 FILM TABLET,9.65,İlaç,TİTCK
2026-05-01,AZINEX 30 MG/5 ML 150 ML SURUP,1.81,İlaç,TİTCK
2026-05-01,AZIPAR 1 MG 30 TABLET,44.95,İlaç,TİTCK
2026-05-01,AZIRAS 1 MG 30 TABLET,44.95,İlaç,TİTCK
2026-05-01,AZITRO  250 MG 6 FILM TABLET,3.77,İlaç,TİTCK
2026-05-01,AZITRO 5 ML 200 MG 15 ML SUSPANSIYON,1.81,İlaç,TİTCK
2026-05-01,AZITRO 5 ML 200 MG 30 ML SUSPANSIYON,3.86,İlaç,TİTCK
2026-05-01,AZITRO 500 MG 3 FILM TABLET,3.77,İlaç,TİTCK
2026-05-01,AZOMAX  500 MG 3 FILM TABLET,3.77,İlaç,TİTCK
2026-05-01,AZOMAX ORAL  5 ML 200 MG 30 ML TOZ,3.86,İlaç,TİTCK
2026-05-01,AZOMAX ORAL 5 ML 200 MG 15 ML TOZ,3.21,İlaç,TİTCK
2026-05-01,AZOPT % 1 5 ML OFT.SOL.,4.88,İlaç,TİTCK
2026-05-01,AZOPT % 1 5 ML OFT.SOL.,4.88,İlaç,TİTCK
2026-05-01,AZOSILIN 30 TABLET,9.43,İlaç,TİTCK
2026-05-01,AZRO 5 ML 200 MG 15 ML SUSPANSIYON,1.81,İlaç,TİTCK
2026-05-01,AZRO 5 ML 200 MG 30 ML SUSPANSIYON,3.86,İlaç,TİTCK
2026-05-01,AZRO 500 MG 3 TABLET,3.77,İlaç,TİTCK
2026-05-01,AZYTER 15 MG/G TEK DOZLUK GOZ DAMLASI 6 FLAKON,3.88,İlaç,TİTCK
2026-05-01,B LAKTAM 1 GR IM/IV ENJEKTABL TOZ ICEREN FLAKON,1.75,İlaç,TİTCK
2026-05-01,"B.T.ENEMA   67,5 ML LAVMAN",1.36,İlaç,TİTCK
2026-05-01,B.T.ENEMA 135 ML SOLUSYON,1.91,İlaç,TİTCK
2026-05-01,B.T.ENEMA 210 ML LAVMAN,2.41,İlaç,TİTCK
2026-05-01,B6 VIGEN 250 MG 10 AMPUL,6.28,İlaç,TİTCK
2026-05-01,B6 VIGEN 250 MG 30 TABLET,6.19,İlaç,TİTCK
2026-05-01,B6 VIGEN 50 MG 50 TABLET,5.32,İlaç,TİTCK
2026-05-01,BABINOKS PEDIATRIK 120MG/5ML 150ML ELIKSIR,1.2,İlaç,TİTCK
2026-05-01,BACLAN 75 MG 28 FILM TABLET,10.03,İlaç,TİTCK
2026-05-01,BACLOREX 10 MG/20 ML INTRATEKAL INFUZYINLUK COZELTI (1 FLAKON),99.32,İlaç,TİTCK
2026-05-01,BACLOREX 10 MG/5 ML INTRATEKAL INFUZYINLUK COZELTI (1 FLAKON),99.32,İlaç,TİTCK
2026-05-01,BACODERM  %2 15 GR KREM,5.92,İlaç,TİTCK
2026-05-01,BACODERM  %2 15 GR POMAD,3.3899999999999997,İlaç,TİTCK
2026-05-01,BACTRIM  200/40 MG SUSPANSIYON 100 ML,2.1599999999999997,İlaç,TİTCK
2026-05-01,BACTRIM 30 TABLET,3.46,İlaç,TİTCK
2026-05-01,BACTRIM 400MG/80MG IV ENJ. COZ.ICEREN AMPUL,0.63,İlaç,TİTCK
2026-05-01,BACTRIM FORT 20 TABLET,3.46,İlaç,TİTCK
2026-05-01,BACTROBAN %2 15 GR KREM,5.92,İlaç,TİTCK
2026-05-01,BACTROBAN %2 15 GR POMAD,3.3899999999999997,İlaç,TİTCK
2026-05-01,BAGEDA 10 MG 30 FILM TABLET,13.66,İlaç,TİTCK
2026-05-01,BAGEDA 20 MG 30 FILM TABLET,12.78,İlaç,TİTCK
2026-05-01,BAKAMSILIN  400 MG 10 TABLET,2.94,İlaç,TİTCK
2026-05-01,BAKAMSILIN FORT 800 MG 10 TABLET,4.7,İlaç,TİTCK
2026-05-01,BAKTISEF IM 1 GR 1 FLAKON,3.460066343454963,İlaç,TİTCK
2026-05-01,BALABAN %2 15 GR POMAD,3.3899999999999997,İlaç,TİTCK
2026-05-01,BALAFEN PEDIATRIK SUSPANSIYON 100 ML,3.98,İlaç,TİTCK
2026-05-01,BALAFEN PEDIATRIK SUSPANSIYON 120 ML,4.77,İlaç,TİTCK
2026-05-01,"BALANCE %1,5 GLIKOZ 1,25 MMOL / 1 KALSIYUM 2000 ML BIOFIN TORBA",14.23,İlaç,TİTCK
2026-05-01,"BALANCE %1,5 GLIKOZ 1,25 MMOL / 1 KALSIYUM 2500 ML BIOFIN TORBA",16.68,İlaç,TİTCK
2026-05-01,"BALANCE %1,5 GLIKOZ 1,75 MMOL / 1 KALSIYUM 2000 ML BIOFIN TORBA",14.23,İlaç,TİTCK
2026-05-01,"BALANCE %1,5 GLIKOZ 1,75 MMOL / 1 KALSIYUM 2500 ML BIOFIN TORBA",16.68,İlaç,TİTCK
2026-05-01,"BALANCE %2,3 GLIKOZ 1,25 MMOL / 1 KALSIYUM 2000 ML BIOFIN TORBA",14.23,İlaç,TİTCK
2026-05-01,"BALANCE %2,3 GLIKOZ 1,25 MMOL / 1 KALSIYUM 2500 ML BIOFIN TORBA",16.68,İlaç,TİTCK
2026-05-01,"BALANCE %2,3 GLIKOZ 1,75 MMOL / 1 KALSIYUM 2000 ML BIOFIN TORBA",14.23,İlaç,TİTCK
2026-05-01,"BALANCE %2,3 GLIKOZ 1,75 MMOL / 1 KALSIYUM 2500 ML BIOFIN TORBA",16.68,İlaç,TİTCK
2026-05-01,"BALANCE %4,25 GLIKOZ 1,25 MMOL / 1 KALSIYUM 2000 ML BIOFIN TORBA",14.23,İlaç,TİTCK
2026-05-01,"BALANCE %4,25 GLIKOZ 1,25 MMOL / 1 KALSIYUM 2500 ML BIOFIN TORBA",16.68,İlaç,TİTCK
2026-05-01,"BALANCE %4,25 GLIKOZ 1,75 MMOL / 1 KALSIYUM 2000 ML BIOFIN TORBA",14.23,İlaç,TİTCK
2026-05-01,"BALANCE SAFE LOCK %1,5 GLUKOZ 1,25 MMOL/L KALSIYUM PERITON DIYALIZ SOLUSYONU 5000 ML",18.61,İlaç,TİTCK
2026-05-01,"BALANCE SAFE LOCK %1,5 GLUKOZ 1,75 MMOL/L KALSIYUM PERITON DIYALIZ SOLUSYONU 5000 ML",18.61,İlaç,TİTCK
2026-05-01,"BALANCE SAFE LOCK %2,3 GLUKOZ 1,25 MMOL/L KALSIYUM PERITON DIYALIZ SOLUSYONU 5000 ML",18.61,İlaç,TİTCK
2026-05-01,"BALANCE SAFE LOCK %2,3 GLUKOZ 1,75 MMOL/L KALSIYUM PERITON DIYALIZ SOLUSYONU 5000 ML",18.61,İlaç,TİTCK
2026-05-01,"BALANCE SAFE LOCK %4,25 GLUKOZ 1,25 MMOL/L KALSIYUM PERITON DIYALIZ SOLUSYONU 5000 ML",18.61,İlaç,TİTCK
2026-05-01,"BALANCE SAFE LOCK %4,25 GLUKOZ 1,75 MMOL/L KALSIYUM PERITON DIYALIZ SOLUSYONU 5000 ML",18.61,İlaç,TİTCK
2026-05-01,"BALANCE SLEEP SAFE %1,5 GLUKOZ 1,25 MMOL/L KALSIYUM PERITON DIYALIZ SOLUSYONU 3000 ML",10.5,İlaç,TİTCK
2026-05-01,"BALANCE SLEEP SAFE %1,5 GLUKOZ 1,25 MMOL/L KALSIYUM PERITON DIYALIZ SOLUSYONU 5000 ML",33.81,İlaç,TİTCK
2026-05-01,"BALANCE SLEEP SAFE %1,5 GLUKOZ 1,75 MMOL/L KALSIYUM PERITON DIYALIZ SOLUSYONU 3000 ML",10.5,İlaç,TİTCK
2026-05-01,"BALANCE SLEEP SAFE %1,5 GLUKOZ 1,75 MMOL/L KALSIYUM PERITON DIYALIZ SOLUSYONU 5000 ML",33.81,İlaç,TİTCK
2026-05-01,"BALANCE SLEEP SAFE %2,3 GLUKOZ 1,25 MMOL/L KALSIYUM PERITON DIYALIZ SOLUSYONU 3000 ML",10.5,İlaç,TİTCK
2026-05-01,"BALANCE SLEEP SAFE %2,3 GLUKOZ 1,25 MMOL/L KALSIYUM PERITON DIYALIZ SOLUSYONU 5000 ML",33.81,İlaç,TİTCK
2026-05-01,"BALANCE SLEEP SAFE %2,3 GLUKOZ 1,75 MMOL/L KALSIYUM PERITON DIYALIZ SOLUSYONU 3000 ML",10.5,İlaç,TİTCK
2026-05-01,"BALANCE SLEEP SAFE %2,3 GLUKOZ 1,75 MMOL/L KALSIYUM PERITON DIYALIZ SOLUSYONU 5000 ML",33.81,İlaç,TİTCK
2026-05-01,"BALANCE SLEEP SAFE %4,25 GLUKOZ 1,25 MMOL/L KALSIYUM PERITON DIYALIZ SOLUSYONU 3000 ML",10.5,İlaç,TİTCK
2026-05-01,"BALANCE SLEEP SAFE %4,25 GLUKOZ 1,25 MMOL/L KALSIYUM PERITON DIYALIZ SOLUSYONU 5000 ML",33.81,İlaç,TİTCK
2026-05-01,"BALANCE SLEEP SAFE %4,25 GLUKOZ 1,75 MMOL/L KALSIYUM PERITON DIYALIZ SOLUSYONU 3000 ML",10.5,İlaç,TİTCK
2026-05-01,"BALANCE SLEEP SAFE %4,25 GLUKOZ 1,75 MMOL/L KALSIYUM PERITON DIYALIZ SOLUSYONU 5000 ML",33.81,İlaç,TİTCK
2026-05-01,BALYA  YUMUSAK 50 JELATIN KAPSUL,1.6,İlaç,TİTCK
2026-05-01,"BARACLUDE 0,5 MG 30 FILM TABLET",327.47,İlaç,TİTCK
2026-05-01,BARACLUDE 1 MG 30 FILM TABLET,359.68,İlaç,TİTCK
2026-05-01,BARCA 500 MG 14 FILM TABLET,3.03,İlaç,TİTCK
2026-05-01,BARCA SR 600 MG 10 FILM TABLET,4.7,İlaç,TİTCK
2026-05-01,BASAGLAR KWIKPEN 100 U/ML SC KULLANIM ICIN ENJ. COZELTI ICEREN HAZIR KALEM (6 KALEM),41.9,İlaç,TİTCK
2026-05-01,BASIC-CAD 400 G,35.6,İlaç,TİTCK
2026-05-01,BASIC-CH 300 G,34.47,İlaç,TİTCK
2026-05-01,BASIC-F 300 GR,12.8,İlaç,TİTCK
2026-05-01,BASIC-F 600 GR KARTON KUTU ICINDE TOZ,25.6,İlaç,TİTCK
2026-05-01,BASIC-P 400 G,37.2,İlaç,TİTCK
2026-05-01,BATIODIN  % 7.5  100 ML GARGARA,0.8200000000000001,İlaç,TİTCK
2026-05-01,BAXANT PLUS B12 150/1 MG 60 FILM TABLET,53.38,İlaç,TİTCK
2026-05-01,BAXANT PLUS B12 225/1 MG 60 FILM TABLET,80.08,İlaç,TİTCK
2026-05-01,BAXANT PLUS B12 25/1 MG 60 FILM TABLET,11.8,İlaç,TİTCK
2026-05-01,BAXANT PLUS B12 300/1 MG 60 FILM TABLET,76.72,İlaç,TİTCK
2026-05-01,BAXANT PLUS B12 75/1 MG 60 FILM TABLET,35.77,İlaç,TİTCK
2026-05-01,BCG SSI KULTURU,99.02,İlaç,TİTCK
2026-05-01,BEASTIN 100 MG IV INFUZYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,261.23,İlaç,TİTCK
2026-05-01,BEASTIN 25 MG IV INFUZYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,68.74,İlaç,TİTCK
2026-05-01,BEBELAC AC 300 G,5.33,İlaç,TİTCK
2026-05-01,BEBELAC AR 300 G,9.2,İlaç,TİTCK
2026-05-01,BEBELAC GOLD NENATAL 400 G,18.07,İlaç,TİTCK
2026-05-01,BEBELAC GOLD THICKENER (135 G),6.53,İlaç,TİTCK
2026-05-01,BEBELAC LF 400 G,8.82,İlaç,TİTCK
2026-05-01,BEBELAC PEPTI JUNIOR 450 G,20.41,İlaç,TİTCK
2026-05-01,BECDAY 100 MCG INHALASYON ICIN OLCULU DOZLU AEROSOL 200 DOZ,10.11,İlaç,TİTCK
2026-05-01,BECDAY 50 MCG INHALASYON ICIN OLCULU DOZLU AEROSOL 200 DOZ,2.3,İlaç,TİTCK
2026-05-01,BECLOMAX 100 MCG NAZAL SPREY,12.67,İlaç,TİTCK
2026-05-01,BECOVITAL 100 ML SUSPANSIYON,0.9,İlaç,TİTCK
2026-05-01,BECOVITAL YUMUSAK KAPSUL,1.79,İlaç,TİTCK
2026-05-01,BECOVITAL-C 30 YUMUSAK KAPSUL,1.9,İlaç,TİTCK
2026-05-01,BEDOXINAL 30 TABLET,1.6300000000000001,İlaç,TİTCK
2026-05-01,BEDOXINAL 50 TABLET,2.0799999999999996,İlaç,TİTCK
2026-05-01,BEFULL 250/250/1 MG 50 ENTERIK KAPLI TABLET,11.68,İlaç,TİTCK
2026-05-01,BEGOLIN PLUS 150 MG/1 MG 56 FILM TABLET,49.82,İlaç,TİTCK
2026-05-01,BEGOLIN PLUS 150 MG/1 MG 56 FILM TABLET,49.82,İlaç,TİTCK
2026-05-01,BEGOLIN PLUS 300/1 MG 56 FILM TABLET,71.6,İlaç,TİTCK
2026-05-01,BEGOLIN PLUS 300/1 MG 56 FILM TABLET,71.6,İlaç,TİTCK
2026-05-01,BEGOLIN PLUS 75 MG/1 MG 14 FILM TABLET,8.35,İlaç,TİTCK
2026-05-01,BEGOLIN PLUS 75 MG/1 MG 14 FILM TABLET,8.35,İlaç,TİTCK
2026-05-01,BEHEPTAL 2 ML  5 AMPUL,1.35,İlaç,TİTCK
2026-05-01,BEKLAMEN 16 MG 28 EFERVESAN TABLET,8.26,İlaç,TİTCK
2026-05-01,BEKLAMEN 16 MG 84 EFERVESAN TABLET,24.78,İlaç,TİTCK
2026-05-01,BEKLAMEN 24 MG 28 EFERVESAN TABLET,8.26,İlaç,TİTCK
2026-05-01,BEKLAMEN 24 MG 84 EFERVESAN TABLET,24.78,İlaç,TİTCK
2026-05-01,BEKLAMEN 4 MG 14 EFERVESAN TABLET,2.29,İlaç,TİTCK
2026-05-01,BEKLAMEN 4 MG 56 EFERVESAN TABLET,9.16,İlaç,TİTCK
2026-05-01,BEKLAMEN 8 MG 14 EFERVESAN TABLET,4.58,İlaç,TİTCK
2026-05-01,BEKLAMEN 8 MG 28 EFERVESAN TABLET,8.24,İlaç,TİTCK
2026-05-01,BEKLAMEN 8 MG 56 EFERVESAN TABLET,16.47,İlaç,TİTCK
2026-05-01,"BEKLAZON  % 0,025 30 GR KREM",1.56,İlaç,TİTCK
2026-05-01,"BEKLAZON  % 0,025 30 GR POMAD",0.98,İlaç,TİTCK
2026-05-01,"BEKLAZON  % 0,025 50 ML LOSYON",2.6,İlaç,TİTCK
2026-05-01,BEKLOMIL 100 MCG NASAL SPREY,12.67,İlaç,TİTCK
2026-05-01,BEKUNIS 3 MG/5 MG KAPLI TABLET,2.81,İlaç,TİTCK
2026-05-01,BEKUNIS 3 MG/5 MG KAPLI TABLET,2.81,İlaç,TİTCK
2026-05-01,BEKUNIS 30 DRAJE,2.81,İlaç,TİTCK
2026-05-01,BELOC  5 MG 1 AMPUL,0.46,İlaç,TİTCK
2026-05-01,BELOC DURULES 200 MG 20 TABLET,3.35,İlaç,TİTCK
2026-05-01,BELOC ZOK 100 MG KONTROLLU SALIMLI 20 FILM TABLET,10.0,İlaç,TİTCK
2026-05-01,BELOC ZOK 25 MG 20 KONT.SAL.FILM TABLETI,10.0,İlaç,TİTCK
2026-05-01,BELOC ZOK 50 MG KONTROLLU SALIMLI 20 FILM TABLET,20.0,İlaç,TİTCK
2026-05-01,BELOGENT 15 GR KREM,2.23,İlaç,TİTCK
2026-05-01,BELOGENT 15 GR MERHEM,2.23,İlaç,TİTCK
2026-05-01,BELOGENT 30 GR KREM,3.46,İlaç,TİTCK
2026-05-01,BELOGENT 30 GR MERHEM,3.46,İlaç,TİTCK
2026-05-01,"BEMATORIN %0,01 GOZ DAMLASI  2,5 ML",89.55,İlaç,TİTCK
2026-05-01,"BEMATORIN %0,03 GOZ DAMLASI",9.3,İlaç,TİTCK
2026-05-01,BEMIKS 30 FILM TABLET,0.95,İlaç,TİTCK
2026-05-01,BEMIKS 5 AMPUL,1.57,İlaç,TİTCK
2026-05-01,BEMIKS C 30 FILM TABLET,1.61,İlaç,TİTCK
2026-05-01,BENDAMUS 100 MG IV INFUZYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,266.89,İlaç,TİTCK
2026-05-01,BENDAMUS 25 MG IV INFUZYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,70.73,İlaç,TİTCK
2026-05-01,BENDUSTINE 100 MG IV INFUZYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,266.89,İlaç,TİTCK
2026-05-01,BENDUSTINE 25 MG IV INFUZYON ICIN LIYOFILIZE TOZ ICEREN FLAKON,70.73,İlaç,TİTCK
2026-05-01,BENEDAY 250/250/1/300 MG 50 ENTERIK KAPLI TABLET,21.15,İlaç,TİTCK
2026-05-01,BENEFIX 1000 IU IV ENJEKSIYONLUK COZELTI ICIN TOZ VE COZUCU,689.46,İlaç,TİTCK
2026-05-01,BENEFIX 2000 IU IV ENJEKSIYONLUK COZELTI ICIN TOZ VE COZUCU,1378.94,İlaç,TİTCK
2026-05-01,BENEFIX 250 IU IV ENJEKSIYONLUK COZELTI ICIN TOZ VE COZUCU,172.37,İlaç,TİTCK
2026-05-01,BENEXOL B12 30 FILM KAPLI TABLET,7.85,İlaç,TİTCK
2026-05-01,BENEXOL B12 50 FILM KAPLI TABLET,13.08,İlaç,TİTCK
2026-05-01,BEN-GAY 50 GR POMAD,1.91,İlaç,TİTCK
2026-05-01,BENICAL  100 ML SURUP,1.89,İlaç,TİTCK
2026-05-01,BENICAL COLD 20 FILM TABLET,1.43,İlaç,TİTCK
2026-05-01,BENIFLEX 120 ML GARGARA,3.51,İlaç,TİTCK
2026-05-01,BENIFLEX 30 ML SPREY,4.46,İlaç,TİTCK
2026-05-01,BENIFLEX 50 GR JEL,3.43,İlaç,TİTCK
2026-05-01,BENIFLEX 50 MG 20 DRAJE,1.77,İlaç,TİTCK
2026-05-01,BENIL SURUP 125 ML SURUP,1.11,İlaç,TİTCK
2026-05-01,BENIPIN 4 MG 30 FİLM TABLET,11.74,İlaç,TİTCK
2026-05-01,BENIPIN 8 MG 30 FİLM TABLET,29.0,İlaç,TİTCK
2026-05-01,BENISON  20 MG  2 ML 5 AMPUL,1.1,İlaç,TİTCK
2026-05-01,BENLYSTA 120 MG IV INFUZYONLUK COZELTI HAZIRLAMAK ICIN TOZ ICEREN 1 FLAKON,123.08,İlaç,TİTCK
2026-05-01,BENLYSTA 400 MG IV INFUZYONLUK COZETI HAZIRLAMAK ICIN TOZ ICEREN 1 FLAKON,410.29,İlaç,TİTCK
2026-05-01,BENOL 20 TABLET,1.68,İlaç,TİTCK
2026-05-01,BENOL 50 TABLET,2.7899999999999996,İlaç,TİTCK
2026-05-01,BENORAL 250 MG 30 TABLET,1.73,İlaç,TİTCK
2026-05-01,BENORAL 50 FILM TABLET,2.4499999999999997,İlaç,TİTCK
2026-05-01,BENVIDA 10 MG/ML 200 ML SURUP,242.29,İlaç,TİTCK
2026-05-01,BENVIDA 10 MG/ML IV INFUZYON COZELTISI 20 ML,28.46,İlaç,TİTCK
2026-05-01,BENVIDA 100 MG 56 FILM TABLET,61.3,İlaç,TİTCK
2026-05-01,BENVIDA 150 MG 56 FILM KAPLI TABLET,91.86,İlaç,TİTCK
2026-05-01,BENVIDA 200 MG 56 FILM KAPLI TABLET,122.53,İlaç,TİTCK
2026-05-01,BENVIDA 50 MG 14 FILM KAPLI TABLET,7.75,İlaç,TİTCK
2026-05-01,BENZALIN TOPIKAL JEL 25 GR,11.17,İlaç,TİTCK
2026-05-01,BENZALIN TOPIKAL JEL 50 GR,14.11,İlaç,TİTCK
2026-05-01,"BENZAMYCIN TOPIKAL 46,6 GR JEL",33.6,İlaç,TİTCK
2026-05-01,BENZAPEN 6.3.3 IU 1 FLAKON,0.78,İlaç,TİTCK
