Name,Brand,SalePrice,RegularPrice,StockCode,URL,CategoryURL,cleaned_price,tuik_category,basic_inflation_1d,basic_inflation_7d,basic_inflation_15d,basic_inflation_30d
Eltos Eğe Sapı Motorcu,,22.5,22.5,"ES331            22,50 TL            18,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/zimpara-ege-ve-asindirici-taslar/ege-saplari/prd-eltos-ege-sapi-motorcu,https://nalburtek.com/hirdavat-ve-nalbur,22.5,04,0.0,0.0,-6.25,
Eltos Kendo Takviye Kablosu 150 A,,1125.0,1125.0,"KTK302            1.125,00 TL            900,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/ev-ve-yasam-urunleri/oto-aksesuar/prd-eltos-kendo-takviye-kablosu-150-a,https://nalburtek.com/hirdavat-ve-nalbur,1125.0,04,0.0,0.0,53.06122448979592,
Eltos Çelik Çekme Halatı 6-8mm - 3.5mt,,,,ÇH200               Sepete Ekle,/hirdavat-ve-nalbur/yuk-kaldirma-urunleri/ceki-halatlari/prd-eltos-celik-cekme-halati-6-8mm-3-5mt,https://nalburtek.com/hirdavat-ve-nalbur,,04,,,,
Edoni Çivi Önlüğü,,,,ECO001               Sepete Ekle,/hirdavat-ve-nalbur/takim-cantasi-alet-askilari/civi-onlukleri/prd-edoni-civi-onlugu,https://nalburtek.com/hirdavat-ve-nalbur,,04,,,,
Eltos Deri Çivi Önlüğü,,233.75,233.75,"ECO002            233,75 TL            187,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/takim-cantasi-alet-askilari/civi-onlukleri/prd-eltos-deri-civi-onlugu,https://nalburtek.com/hirdavat-ve-nalbur,233.75,04,0.0,0.0,19.718309859154928,
Eltos Bağ Makası Budama Makası 9 INC,,1290.0,1290.0,"EBM009            1.290,00 TL            1.032,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/bahce-aletleri/bag-makaslari/prd-eltos-bag-makasi-budama-makasi-9-inc,https://nalburtek.com/hirdavat-ve-nalbur,1290.0,04,0.0,0.0,117.17171717171718,
Eltos Bağ Makası Budama Makası 8 INC,,540.0,540.0,"EBM008            540,00 TL            432,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/bahce-aletleri/bag-makaslari/prd-eltos-bag-makasi-budama-makasi-8-inc,https://nalburtek.com/hirdavat-ve-nalbur,540.0,04,0.0,0.0,,
Eltos Keser Halkası-Askısı,,21.0,21.0,"EKH001            21,00 TL            16,80 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/takim-cantasi-alet-askilari/civi-onlukleri/prd-eltos-keser-halkasi-askisi,https://nalburtek.com/hirdavat-ve-nalbur,21.0,04,0.0,0.0,12.903225806451605,
Edoni Zımpara Takozu,,90.0,90.0,"EZT001            90,00 TL            72,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/zimpara-ege-ve-asindirici-taslar/zimpara-takozlari/prd-edoni-zimpara-takozu,https://nalburtek.com/hirdavat-ve-nalbur,90.0,04,0.0,0.0,4.16666666666666,
Eltos Gazbeton/Ytong Testeresi,,720.0,720.0,"EYT050            720,00 TL            576,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/bahce-aletleri/testere-cesitleri/prd-eltos-gazbeton-testeresi,https://nalburtek.com/hirdavat-ve-nalbur,720.0,04,0.0,0.0,46.34146341463415,
Eltos Kıl Testere Kolu,,225.0,225.0,"KD104            225,00 TL            180,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/bahce-aletleri/testere-cesitleri/prd-eltos-kil-testere-kolu,https://nalburtek.com/hirdavat-ve-nalbur,225.0,04,0.0,0.0,15.384615384615385,
Eltos Elektrikçi Sustası Takviyeli 10 mt,,840.0,840.0,"EES001            840,00 TL            672,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/tesisat-malzemeleri/elektrikci-sustalari/prd-eltos-elektrikci-sustasi-takviyeli-10-mt,https://nalburtek.com/hirdavat-ve-nalbur,840.0,04,0.0,0.0,48.93617021276596,
Eltos Elektrikçi Sustası 10 mt,,660.0,660.0,"EES003            660,00 TL            528,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/tesisat-malzemeleri/elektrikci-sustalari/prd-eltos-elektrikci-sustasi-10-mt,https://nalburtek.com/hirdavat-ve-nalbur,660.0,04,0.0,0.0,10.0,
Eltos Elektrikçi Sustası 15 mt,,877.5,877.5,"EES004            877,50 TL            702,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/tesisat-malzemeleri/elektrikci-sustalari/prd-eltos-elektrikci-sustasi-15-mt,https://nalburtek.com/hirdavat-ve-nalbur,877.5,04,0.0,0.0,21.875,
Eltos Elektrikçi Sustası İzoleli 15 mt,,645.0,645.0,"EES006            645,00 TL            516,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/tesisat-malzemeleri/elektrikci-sustalari/prd-eltos-elektrikci-sustasi-izoleli-15-mt,https://nalburtek.com/hirdavat-ve-nalbur,645.0,04,0.0,0.0,7.5,
"Cırt Kelepçe Kablo Bağı Beyaz 4,8x380mm 100 Ad",,267.0,267.0,"CK48380B            267,00 TL            170,29 TL           -  +   PAKET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/kelepce-cesitleri/prd-cirt-kelepce-kablo-bagi-beyaz-4-8x380mm-100-ad,https://nalburtek.com/hirdavat-ve-nalbur,267.0,04,0.0,0.0,0.5649717514124294,
Hazır Ebatlı Gölgelik %95 File 3x3 mt,,525.8,525.8,"EG0303            525,80 TL            415,80 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/ambalaj-urunleri/golgelik-cesitleri/prd-ebatli-golgelik-95-bahce-cit-filesi-3x3-mt,https://nalburtek.com/hirdavat-ve-nalbur,525.8,04,0.0,0.0,0.0,
Hazır Ebatlı Gölgelik %95 File 3x4 mt,,774.4,774.4,"EG0304            774,40 TL            554,40 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/ambalaj-urunleri/golgelik-cesitleri/prd-ebatli-golgelik-95-bahce-cit-filesi-3x4-mt,https://nalburtek.com/hirdavat-ve-nalbur,774.4,04,0.0,0.0,0.0,
Hazır Ebatlı Gölgelik %95 File 3x5 mt,,913.0,913.0,"EG0305            913,00 TL            693,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/ambalaj-urunleri/golgelik-cesitleri/prd-ebatli-golgelik-95-bahce-cit-filesi-3x5-mt,https://nalburtek.com/hirdavat-ve-nalbur,913.0,04,0.0,0.0,0.0,
Hazır Ebatlı Gölgelik %95 File 3x6 mt,,1051.6,1051.6,"EG0306            1.051,60 TL            831,60 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/ambalaj-urunleri/golgelik-cesitleri/prd-ebatli-golgelik-95-bahce-cit-filesi-3x6-mt,https://nalburtek.com/hirdavat-ve-nalbur,1051.6,04,0.0,0.0,0.0,
Hazır Ebatlı Gölgelik %95 File 3x7 mt,,1190.2,1190.2,"EG0307            1.190,20 TL            970,20 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/ambalaj-urunleri/golgelik-cesitleri/prd-ebatli-golgelik-95-bahce-cit-filesi-3x7-mt,https://nalburtek.com/hirdavat-ve-nalbur,1190.2,04,0.0,0.0,0.0,
Hazır Ebatlı Gölgelik %95 File 3x8 mt,,1328.8,1328.8,"EG0308            1.328,80 TL            1.108,80 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/ambalaj-urunleri/golgelik-cesitleri/prd-ebatli-golgelik-95-bahce-cit-filesi-3x8-mt,https://nalburtek.com/hirdavat-ve-nalbur,1328.8,04,0.0,0.0,0.0,
Hazır Ebatlı Gölgelik %95 File 4x6 mt,,1328.8,1328.8,"EG0406            1.328,80 TL            1.108,80 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/ambalaj-urunleri/golgelik-cesitleri/prd-ebatli-golgelik-95-bahce-cit-filesi-4x6-mt,https://nalburtek.com/hirdavat-ve-nalbur,1328.8,04,0.0,0.0,0.0,
Hazır Ebatlı Gölgelik %95 File 4x7 mt,,1513.6,1513.6,"EG0407            1.513,60 TL            1.293,60 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/ambalaj-urunleri/golgelik-cesitleri/prd-ebatli-golgelik-95-bahce-cit-filesi-4x7-mt,https://nalburtek.com/hirdavat-ve-nalbur,1513.6,04,0.0,0.0,0.0,
Hazır Ebatlı Gölgelik %95 File 4x8 mt,,1870.0,1870.0,"EG0408            1.870,00 TL            1.478,40 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/ambalaj-urunleri/golgelik-cesitleri/prd-ebatli-golgelik-95-bahce-cit-filesi-4x8-mt,https://nalburtek.com/hirdavat-ve-nalbur,1870.0,04,0.0,0.0,0.0,
Mano Metal Kilitli Takım Çantası MT-16 INC,,708.0,708.0,"M-MT16            708,00 TL            594,60 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/takim-cantasi-alet-askilari/takim-cantalari/prd-mano-metal-kilitli-takim-cantasi-mt-16-inc,https://nalburtek.com/hirdavat-ve-nalbur,708.0,04,0.0,0.0,13.461538461538462,
Mano Metal Kilitli Takım Çantası MT-13 INC,,420.0,420.0,"M-MT13            420,00 TL            348,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/takim-cantasi-alet-askilari/takim-cantalari/prd-mano-metal-kilitli-takim-cantasi-mt-13-inc,https://nalburtek.com/hirdavat-ve-nalbur,420.0,04,0.0,0.0,12.903225806451612,
Mano Organizerli Klasik Takım Çantası CO-13 INC,,318.0,318.0,"M-CO13            318,00 TL            236,40 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/takim-cantasi-alet-askilari/takim-cantalari/prd-mano-organizerli-klasik-takim-cantasi-co-13-inc,https://nalburtek.com/hirdavat-ve-nalbur,318.0,04,0.0,0.0,32.5,
Mano Metal Kilitli Takım Çantası MT-22 INC,,1650.0,1650.0,"M-MT22            1.650,00 TL            1.375,20 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/takim-cantasi-alet-askilari/takim-cantalari/prd-mano-metal-kilitli-takim-cantasi-mt-22-inc,https://nalburtek.com/hirdavat-ve-nalbur,1650.0,04,0.0,0.0,10.0,
Mano Metal Kilitli Takım Çantası MT-19 INC,,912.0,912.0,"M-MT19            912,00 TL            834,60 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/takim-cantasi-alet-askilari/takim-cantalari/prd-mano-metal-kilitli-takim-cantasi-mt-19-inc,https://nalburtek.com/hirdavat-ve-nalbur,912.0,04,0.0,0.0,4.683195592286496,
Mano Organizerli Klasik Takım Çantası CO-18 INC,,780.0,780.0,"M-CO18            780,00 TL            612,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/takim-cantasi-alet-askilari/takim-cantalari/prd-mano-organizerli-klasik-takim-cantasi-co-18-inc,https://nalburtek.com/hirdavat-ve-nalbur,780.0,04,0.0,0.0,22.180451127819552,
Mano Organizerli Klasik Takım Çantası CO-16 INC,,462.0,462.0,"M-CO16            462,00 TL            399,60 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/takim-cantasi-alet-askilari/takim-cantalari/prd-mano-organizerli-klasik-takim-cantasi-co-16-inc,https://nalburtek.com/hirdavat-ve-nalbur,462.0,04,0.0,0.0,14.583333333333337,
Mano Klasik Organizer 11 INC,,222.0,222.0,"M-SORG11            222,00 TL            168,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/takim-cantasi-alet-askilari/takim-cantalari/prd-mano-klasik-organizer-11-inc,https://nalburtek.com/hirdavat-ve-nalbur,222.0,04,0.0,0.0,12.121212121212121,
Mano Organizerli Klasik Takım Çantası CO-21 INC,,1068.0,1068.0,"M-CO21            1.068,00 TL            894,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/takim-cantasi-alet-askilari/takim-cantalari/prd-mano-organizerli-klasik-takim-cantasi-co-21-inc,https://nalburtek.com/hirdavat-ve-nalbur,1068.0,04,0.0,0.0,25.352112676056336,
Mano Organizer ORG-10 INC,,210.0,210.0,"M-ORG10            210,00 TL            162,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/takim-cantasi-alet-askilari/takim-cantalari/prd-mano-organizer-org-10-inc,https://nalburtek.com/hirdavat-ve-nalbur,210.0,04,0.0,0.0,18.64406779661017,
Mano Organizer ORG-13 INC,,378.0,378.0,"M-ORG13            378,00 TL            294,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/takim-cantasi-alet-askilari/takim-cantalari/prd-mano-organizer-org-13-inc,https://nalburtek.com/hirdavat-ve-nalbur,378.0,04,0.0,0.0,26.0,
Mano Klasik Organizer 13 INC,,319.2,319.2,"M-SORG13            319,20 TL            252,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/takim-cantasi-alet-askilari/takim-cantalari/prd-mano-klasik-organizer-13-inc,https://nalburtek.com/hirdavat-ve-nalbur,319.2,04,0.0,0.0,17.960088691795995,
Mano Organizer ORG-18 INC,,462.0,462.0,"M-ORG18            462,00 TL            384,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/takim-cantasi-alet-askilari/takim-cantalari/prd-mano-organizer-org-18-inc,https://nalburtek.com/hirdavat-ve-nalbur,462.0,04,0.0,0.0,12.573099415204684,
Dekor Mastar Kelepçesi 15cm x 13.5cm,,720.0,720.0,"DKR079            720,00 TL            657,90 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/kelepce-cesitleri/prd-dekor-mastar-kelepcesi-15cm-x-13-5cm,https://nalburtek.com/hirdavat-ve-nalbur,720.0,04,0.0,0.0,0.0,
Dekor Mastar Kelepçesi 25cm x 13.5cm,,720.0,720.0,"DKR089            720,00 TL            677,28 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/kelepce-cesitleri/prd-dekor-mastar-kelepcesi-25cm-x-13-5cm,https://nalburtek.com/hirdavat-ve-nalbur,720.0,04,0.0,0.0,0.0,
Masa Gönye Sac Köşebent 30x65x65 mm,,16.72,16.72,"NT306565           16,72 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/gonye-ve-kosebentler/prd-kl-master-masa-gonye-sac-kosebent-30x65x65,https://nalburtek.com/hirdavat-ve-nalbur,16.72,04,0.0,0.0,0.0,
Masa Gönye Sac Köşebent 30x75x75 mm,,20.83,20.83,"NT307575           20,83 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/gonye-ve-kosebentler/prd-kl-master-masa-gonye-sac-kosebent-30x75x75,https://nalburtek.com/hirdavat-ve-nalbur,20.83,04,0.0,0.0,0.0,
Çatal Üçlü Bel,,810.0,810.0,"BEL003            810,00 TL            570,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/bahce-aletleri/capa-cesitleri/prd-catal-uclu-bel,https://nalburtek.com/hirdavat-ve-nalbur,810.0,04,0.0,0.0,0.0,
Ot Bıçağı Bağ Testere Bıçkısı Çakı Tipi Plastik Saplı,,150.0,150.0,"OB003234            150,00 TL            90,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/bahce-aletleri/orak-cesitleri/prd-ot-bickisi-bag-bicagi-caki-tipi-plastik-sapli,https://nalburtek.com/hirdavat-ve-nalbur,150.0,04,0.0,0.0,0.0,
Cırtlı Disk Altı Zımpara Tabanı 125mm,,106.8,106.8,"CDZT125            106,80 TL            80,10 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/zimpara-ege-ve-asindirici-taslar/disk-zimpara-tabani/prd-cirtli-disk-alti-zimpara-tabani-125mm,https://nalburtek.com/hirdavat-ve-nalbur,106.8,04,0.0,0.0,0.564971751412424,
Elka Bağ Budama Makası Pro Modeli 8 INC,,480.6,480.6,"ELKB350            480,60 TL            400,50 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/bahce-aletleri/bag-makaslari/prd-elka-bag-budama-makasi-pro-modeli,https://nalburtek.com/hirdavat-ve-nalbur,480.6,04,0.0,0.0,0.5649717514124389,
Kale 151R 35mm Oval Ekstra Gömme Kilit Nikel,,372.0,372.0,"KK151R3500004            372,00 TL            373,20 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/kilit-ve-surguler/gomme-kilitler/prd-kale-ekstra-gomme-kilit-nikel-oval-35mm,https://nalburtek.com/hirdavat-ve-nalbur,372.0,04,0.0,13.324803509413275,13.324803509413275,
Açık Piton Çengelli Vida 16x40,,2.4,2.4,"P01640           2,40 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/vida-cesitleri/piton-cesitleri-9892/prd-acik-piton-cengelli-vida-16x40,https://nalburtek.com/hirdavat-ve-nalbur,2.4,04,0.0,0.0,8.108108108108095,
Sızdırmaz Çamur Bant Sakız Bandı 96mm x 2mt,,133.5,133.5,"FTS102            133,50 TL            106,80 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/bant-cesitleri-ve-aksesuarlar/tamir-bantlari/prd-sizdirmaz-camur-bant-sakiz-bant-96x2mt,https://nalburtek.com/hirdavat-ve-nalbur,133.5,04,0.0,0.0,0.5649717514124294,
Tırpan Bileme Taşı Oval 230x35x13mm,,53.4,53.4,"TB2303513           53,40 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/zimpara-ege-ve-asindirici-taslar/kesici-ve-asindirici-taslar/prd-tirpan-bileme-tasi-oval-230x35x13mm,https://nalburtek.com/hirdavat-ve-nalbur,53.4,04,0.0,0.0,0.564971751412424,
Beyaz Gijon Tij Saplama M10x2mt,,144.75,144.75,"GSB210            144,75 TL            115,80 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/gijon-saplamalar/prd-beyaz-gijon-tij-saplama-m10x2mt,https://nalburtek.com/hirdavat-ve-nalbur,144.75,04,0.0,20.625,20.625,
Beyaz Çelik Civata DIN 933 8.8 - M14x60,,17.48,17.48,"BC1460           17,48 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-celik-civata-din-933-8-8-m14x60,https://nalburtek.com/hirdavat-ve-nalbur,17.48,04,0.0,0.0,0.0,
Trifon Vida 6x80mm,,3.58,3.58,"TV0680           3,58 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/vida-cesitleri/trifon-vidalar/prd-trifon-vida-6x80mm,https://nalburtek.com/hirdavat-ve-nalbur,3.58,04,0.0,0.0,0.0,
Trifon Vida 10x70mm,,8.14,8.14,"TV1070           8,14 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/vida-cesitleri/trifon-vidalar/prd-trifon-vida-10x70mm,https://nalburtek.com/hirdavat-ve-nalbur,8.14,04,0.0,0.0,0.0,
Beyaz Çelik Civata DIN 933 8.8 - M10x30,,4.86,4.86,"BC1030           4,86 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-celik-civata-din-933-8-8-m10x30,https://nalburtek.com/hirdavat-ve-nalbur,4.86,04,0.0,0.0,0.0,
Beyaz Çelik Civata DIN 933 8.8 - M14x40,,12.61,12.61,"BC1440           12,61 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-celik-civata-din-933-8-8-m14x40,https://nalburtek.com/hirdavat-ve-nalbur,12.61,04,0.0,0.0,0.0,
Beyaz Çelik Civata DIN 933 8.8 - M14x35,,11.72,11.72,"BC1435           11,72 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-celik-civata-din-933-8-8-m14x35,https://nalburtek.com/hirdavat-ve-nalbur,11.72,04,0.0,0.0,0.0,
Beyaz Çelik Civata DIN 933 8.8 - M14x30,,10.73,10.73,"BC1430           10,73 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-celik-civata-din-933-8-8-m14x30,https://nalburtek.com/hirdavat-ve-nalbur,10.73,04,0.0,0.0,0.0,
Beyaz Çelik Civata DIN 933 8.8 - M14x50,,15.23,15.23,"BC1450           15,23 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-celik-civata-din-933-8-8-m14x50,https://nalburtek.com/hirdavat-ve-nalbur,15.23,04,0.0,0.0,0.0,
Beyaz Çelik Civata DIN 933 8.8 - M14x70,,19.57,19.57,"BC1470           19,57 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-celik-civata-din-933-8-8-m14x70,https://nalburtek.com/hirdavat-ve-nalbur,19.57,04,0.0,0.0,0.0,
Beyaz Çelik Civata DIN 933 8.8 - M16x30,,14.11,14.11,"BC1630           14,11 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-celik-civata-din-933-8-8-m16x30,https://nalburtek.com/hirdavat-ve-nalbur,14.11,04,0.0,0.0,0.0,
Beyaz Çelik Civata DIN 933 8.8 - M14,,10.73,10.73,"BC1425-A           10,73 TL             Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-celik-civata-din-933-8-8-m14,https://nalburtek.com/hirdavat-ve-nalbur,10.73,04,0.0,0.0,0.0,
Beyaz Çelik Civata DIN 933 8.8 - M14x90,,23.48,23.48,"BC1490           23,48 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-celik-civata-din-933-8-8-m14x90,https://nalburtek.com/hirdavat-ve-nalbur,23.48,04,0.0,0.0,0.0,
Beyaz Çelik Civata DIN 933 8.8 - M14x80,,21.7,21.7,"BC1480           21,70 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-celik-civata-din-933-8-8-m14x80,https://nalburtek.com/hirdavat-ve-nalbur,21.7,04,0.0,0.0,0.0,
Beyaz Çelik Civata DIN 933 8.8 - M16x40,,16.34,16.34,"BC1640           16,34 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-celik-civata-din-933-8-8-m16x40,https://nalburtek.com/hirdavat-ve-nalbur,16.34,04,0.0,0.0,0.0,
Beyaz Çelik Civata DIN 933 8.8 - M16,,14.11,14.11,"BC1625-A           14,11 TL             Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-civata-8-8-m16,https://nalburtek.com/hirdavat-ve-nalbur,14.11,04,0.0,0.0,0.0,
Beyaz Çelik Civata DIN 933 8.8 - M16x80,,27.92,27.92,"BC1680           27,92 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-celik-civata-din-933-8-8-m16x80,https://nalburtek.com/hirdavat-ve-nalbur,27.92,04,0.0,0.0,0.0,
Beyaz Çelik Civata DIN 933 8.8 - M16x70,,25.03,25.03,"BC1670           25,03 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-celik-civata-din-933-8-8-m16x70,https://nalburtek.com/hirdavat-ve-nalbur,25.03,04,0.0,0.0,0.0,
Beyaz Çelik Civata DIN 933 8.8 - M16x60,,22.18,22.18,"BC1660           22,18 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-celik-civata-din-933-8-8-m16x60,https://nalburtek.com/hirdavat-ve-nalbur,22.18,04,0.0,0.0,0.0,
Beyaz Çelik Civata DIN 933 8.8 - M14x100,,24.68,24.68,"BC14100           24,68 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-celik-civata-din-933-8-8-m14x100,https://nalburtek.com/hirdavat-ve-nalbur,24.68,04,0.0,0.0,0.0,
Beyaz Çelik Civata DIN 933 8.8 - M10x150,,22.71,22.71,"BC10150           22,71 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-celik-civata-	din-933-8-8-m10x150,https://nalburtek.com/hirdavat-ve-nalbur,22.71,04,0.0,0.0,0.0,
Beyaz Çelik Civata DIN 933 8.8 - M12x20,,5.75,5.75,"BC1220           5,75 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-celik-civata-din-933-8-8-m12x20,https://nalburtek.com/hirdavat-ve-nalbur,5.75,04,0.0,0.0,0.0,
Beyaz Çelik Civata DIN 933 8.8 - M12x25,,6.3,6.3,"BC1225           6,30 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-celik-civata-din-933-8-8-m12x25,https://nalburtek.com/hirdavat-ve-nalbur,6.3,04,0.0,0.0,0.0,
Beyaz Çelik Civata DIN 933 8.8 - M16x100,,32.04,32.04,"BC16100           32,04 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/civata-cesitleri/beyaz-civatalar/prd-beyaz-celik-civata-din-933-8-8-m16x100,https://nalburtek.com/hirdavat-ve-nalbur,32.04,04,0.0,0.0,0.0,
Tricraft İnox Kesici Disk 115x1.0x22.23 mm,,14.4,14.4,"TRC3301            14,40 TL            12,00 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/zimpara-ege-ve-asindirici-taslar/kesici-ve-asindirici-taslar/prd-tricraft-inox-kesici-disk-115x1-0x22-23-mm,https://nalburtek.com/hirdavat-ve-nalbur,14.4,04,0.0,0.0,0.0,
Düz Lama Bağlantı Sac Gönye 60x160mm,,35.2,35.2,"DG6016           35,20 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/gonye-ve-kosebentler/prd-duz-sac-gonye-60x160mm,https://nalburtek.com/hirdavat-ve-nalbur,35.2,04,0.0,0.0,0.0,
Düz Lama Bağlantı Sac Gönye 80x120mm,,30.24,30.24,"DG8012           30,24 TL           -  +   ADET        Sepete Ekle",/hirdavat-ve-nalbur/baglanti-elemanlari/gonye-ve-kosebentler/prd-duz-sac-gonye-80x120mm,https://nalburtek.com/hirdavat-ve-nalbur,30.24,04,0.0,0.0,0.0,
