product_name,price,Product Original Cost,Discount Amount,Discount Rate,Currency,Product ID,Stock Quantity,In Stock,Main Category,Top Category,Category ID,Category Path,Source Category,Source Category URL,Product URL,Image URL,Color,Size
Baci Milano Baroque Rock Su Bardağı Şeffaf,699.99,699.99,0.0,0.0,TRY,7169167,2,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/baci-milano-baroque-rock-su-bardagi-seffaf,https://cdn.karaca.com/image/cdndata/876/202301/555.01.01.0362/8056098895082-570.jpg,,
Baci Milano Cheers Su Bardağı Mavi,527.99,879.99,352.0,40.0,TRY,7170873,140,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/baci-milano-cheers-su-bardagi-mavi,https://cdn.karaca.com/image/cdndata/876/202302/555.01.01.0375/8034125675241-339.jpg,,
Baci Milano Cheers Su Bardağı Şeffaf,527.99,879.99,352.0,40.0,TRY,7170874,364,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/baci-milano-cheers-su-bardagi-seffaf,https://cdn.karaca.com/image/cdndata/876/202302/555.01.01.0376/8034125675265-340.jpg,,
Baci Milano Crystal Touch 6'lı Bardak Seti 300 ml Kırmızı,6799.0,6799.0,0.0,0.0,TRY,7199313,100,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/baci-milano-crystal-touch-6li-bardak-seti-300-ml-kirmizi,https://cdn.karaca.com/image/banner/perabulvari/000001000161419001-1.jpg,,
Baci Milano Crystal Touch 6'lı Bardak Seti 300 ml Mavi,6799.0,6799.0,0.0,0.0,TRY,7199321,122,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/baci-milano-crystal-touch-6li-bardak-seti-300-ml-mavi,https://cdn.karaca.com/image/banner/perabulvari/000001000161419003-1.jpg,,
Baci Milano Crystal Touch 6'lı Bardak Seti 300 ml Sarı,6799.0,6799.0,0.0,0.0,TRY,7199315,49,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/baci-milano-crystal-touch-6li-bardak-seti-300-ml-sari,https://cdn.karaca.com/image/000001000161419004/baci-milano-crystal-touch-6-li-bardak-seti-300-ml-sari-000001000161419004.webp,,
Baci Milano Crystal Touch 6'lı Bardak Seti 300 ml Yeşil,6799.0,6799.0,0.0,0.0,TRY,7199314,185,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/baci-milano-crystal-touch-6li-bardak-seti-300-ml-yesil,https://cdn.karaca.com/image/banner/perabulvari/000001000161419002-1.jpg,,
Baci Milano Dolce Vita 6'lı Cam Bardak Seti 370 ML,6299.0,6299.0,0.0,0.0,TRY,7211905,327,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/baci-milano-dolce-vita-6li-cam-bardak-seti-370-ml,https://cdn.karaca.com/image/000001000241284001/baci-milano-dolce-vita-6-li-cam-bardak-seti-370-ml-000001000241284001.jpg,,
Baci Milano Mamma Mia 6'lı Bardak Seti Cam 370 ML,6299.0,6299.0,0.0,0.0,TRY,7211927,589,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/baci-milano-mamma-mia-6li-bardak-seti-cam,https://cdn.karaca.com/image/000001000241286001/baci-milano-mamma-mia-6-li-bardak-seti-cam-370-ml-000001000241286001.jpg,,
Bambum Gento 2'li Bambu Bardak 100 Ml,449.9,449.9,0.0,0.0,TRY,7261385,286,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bambum-gento-2li-bambu-bardak-100-ml,https://cdn.karaca.com/image/marketplace-mirakll/7261385/137f49d578950276600e-0.jpg,,
Bambum Gento 2'li Bambu Bardak 225 Ml,750.0,750.0,0.0,0.0,TRY,7261338,216,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bambum-gento-2li-bambu-bardak-225-ml,https://cdn.karaca.com/image/marketplace-mirakll/7261338/7d9d34896169b7f8bec8-0.jpg,,
Bambum Tt2769 Turme 2'li Döküm Bitki Çay Bardak Takımı 50 Ml,580.0,580.0,0.0,0.0,TRY,7262327,352,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bambum-tt2769-turme-2li-dokum-bitki-cay-bardak-takimi-50-ml,https://cdn.karaca.com/image/marketplace-mirakll/7262327/16d23c982823c42c236c-0.jpg,,
"Beige & Stone ""cute But Overthinker"" Cam Meşrubat & Su Bardağı - 380 Ml",469.99,469.99,0.0,0.0,TRY,7268371,1951,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/beige-stone-cute-but-overthinker-cam-mesrubat-su-bardagi-380-ml,https://cdn.karaca.com/image/marketplace-mirakll/7268371/52e36cdd47246be79421-0.jpg,,
"Beige & Stone ""cute But Overthinker"" Cam Meşrubat & Su Bardağı - 510 Ml",484.99,484.99,0.0,0.0,TRY,7268342,1991,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/beige-stone-cute-but-overthinker-cam-mesrubat-su-bardagi-510-ml,https://cdn.karaca.com/image/marketplace-mirakll/7268342/12dae223d6a1919c25c3-0.jpg,,
"Beige & Stone ""offline Is The New Luxury"" Cam Meşrubat & Su Bardağı - 380 Ml",469.99,469.99,0.0,0.0,TRY,7268369,959,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/beige-stone-offline-is-the-new-luxury-cam-mesrubat-su-bardagi-380-ml,https://cdn.karaca.com/image/marketplace-mirakll/7268369/4f086bb5e364af840281-0.jpg,,
"Beige & Stone ""offline Is The New Luxury"" Cam Meşrubat & Su Soğuk Kahve Bardağı - 510 Ml",484.99,484.99,0.0,0.0,TRY,7268339,1992,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/beige-stone-offline-is-the-new-luxury-cam-mesrubat-su-soguk-kahve-bardagi-510-ml,https://cdn.karaca.com/image/marketplace-mirakll/7268339/8850d36e944afddf15b9-0.jpg,,
Beige & Stone Dayanıklı Paslanmaz Çelik Kupa Bardak | 200 Ml,640.99,640.99,0.0,0.0,TRY,7268383,1984,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/beige-stone-dayanikli-paslanmaz-celik-kupa-bardak-200-ml,https://cdn.karaca.com/image/marketplace-mirakll/7268383/2203a3235491ae44b8e5-0.jpg,,
Beige & Stone Halloween Cadılar Bayramı Hayalet Temalı 380 Ml Cam Bardak,469.99,469.99,0.0,0.0,TRY,7268336,94,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/beige-stone-halloween-cadilar-bayrami-hayalet-temali-380-ml-cam-bardak,https://cdn.karaca.com/image/marketplace-mirakll/7268336/3826365dc40560267036-0.jpg,Şeffaf,
Bella Maison Anser Bardak-kadeh Seti 18'li Naturel,3899.99,3899.99,0.0,0.0,TRY,7287620,22,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-anser-bardak-kadeh-seti-18li-naturel,https://cdn.karaca.com/image/marketplace-mirakll/7287620/d41c15d8fd8b0fb64a68-0.jpg,,
Bella Maison Anser Cam Bardak Naturel (400 Cc) Naturel,199.99,199.99,0.0,0.0,TRY,7287607,1398,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-anser-cam-bardak-naturel-400-cc-naturel,https://cdn.karaca.com/image/marketplace-mirakll/7287607/f0a90877c98b507b6849-0.jpg,,
Bella Maison Anser Kadeh Naturel (610 Cc) Naturel,249.99,249.99,0.0,0.0,TRY,7287494,900,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-anser-kadeh-naturel-610-cc-naturel,https://cdn.karaca.com/image/marketplace-mirakll/7287494/df43165f766c0eef0623-0.jpg,,
Bella Maison Anser Meşrubat Bardağı Naturel (550 Cc) Naturel,199.99,199.99,0.0,0.0,TRY,7287673,1416,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-anser-mesrubat-bardagi-naturel-550-cc-naturel,https://cdn.karaca.com/image/marketplace-mirakll/7287673/9be94892da42faa4c142-0.jpg,,
Bella Maison Bleu Blanc Meşrubat Bardağı 4'lü Mavi (510 Cc),499.99,499.99,0.0,0.0,TRY,7287642,9,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-bleu-blanc-mesrubat-bardagi-4lu-mavi-510-cc,https://cdn.karaca.com/image/marketplace-mirakll/7287642/d8f70fe873d55b0b360d-0.jpg,,
Bella Maison Blossom Bardak Seti 12'li,1799.99,1799.99,0.0,0.0,TRY,7287616,7,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-blossom-bardak-seti-12li,https://cdn.karaca.com/image/marketplace-mirakll/7287616/f5df08ad18f02fc6dadb-0.jpg,,
Bella Maison Bonita Cup 4'lü Antrasit (300 Cc),799.99,799.99,0.0,0.0,TRY,7288058,12,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-bonita-cup-4lu-antrasit-300-cc,https://cdn.karaca.com/image/marketplace-mirakll/7288058/ea5727724d869d2f0a97-0.jpg,,
Bella Maison Bonita Cup 4'lü Yeşil (300 Cc),799.99,799.99,0.0,0.0,TRY,7287586,12,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-bonita-cup-4lu-yesil-300-cc,https://cdn.karaca.com/image/marketplace-mirakll/7287586/5a1316493bd424a2c5bb-0.jpg,,
Bella Maison Bonita Cup Antrasit (300 Cc) Antrasit,199.99,199.99,0.0,0.0,TRY,7287554,1446,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-bonita-cup-antrasit-300-cc-antrasit,https://cdn.karaca.com/image/marketplace-mirakll/7287554/4198110ef79f07c18e7b-0.jpg,,
Bella Maison Bonita Cup Yeşil (300 Cc) Yeşil,199.99,199.99,0.0,0.0,TRY,7287502,682,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-bonita-cup-yesil-300-cc-yesil,https://cdn.karaca.com/image/marketplace-mirakll/7287502/86ed378d6696ed4f1eef-0.jpg,,
Bella Maison Bubble Kadeh Seti 6'lı Yeşil (400 Cc) Yeşil,999.99,999.99,0.0,0.0,TRY,7287522,502,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-bubble-kadeh-seti-6li-yesil-400-cc-yesil,https://cdn.karaca.com/image/marketplace-mirakll/7287522/81cae3366a810938e842-0.jpg,,
Bella Maison Colore Kesme Bardak 6'lı Antrasit (320 Cc),899.99,899.99,0.0,0.0,TRY,7287637,15,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-colore-kesme-bardak-6li-antrasit-320-cc,https://cdn.karaca.com/image/marketplace-mirakll/7287637/4f18120c4d94ae5bee77-0.jpg,,
Bella Maison Colore Kesme Bardak 6'lı Gül Kurusu (320 Cc),899.99,899.99,0.0,0.0,TRY,7287633,11,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-colore-kesme-bardak-6li-gul-kurusu-320-cc,https://cdn.karaca.com/image/marketplace-mirakll/7287633/c6597483c062beb3d81e-0.jpg,Yeşil,
Bella Maison Colore Kesme Bardak 6'lı Mavi (320 Cc),899.99,899.99,0.0,0.0,TRY,7287660,9,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-colore-kesme-bardak-6li-mavi-320-cc,https://cdn.karaca.com/image/marketplace-mirakll/7287660/c3a5712a168ed2f71d6b-0.jpg,,
Bella Maison Colore Kesme Bardak Antrasit (320 Cc) Antrasit,149.99,149.99,0.0,0.0,TRY,7287632,9623,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-colore-kesme-bardak-antrasit-320-cc-antrasit,https://cdn.karaca.com/image/marketplace-mirakll/7287632/64c3eaaae1f2552fc902-0.jpg,,
Bella Maison Colore Kesme Bardak Gülkurusu (320 Cc) Gülkurusu,149.99,149.99,0.0,0.0,TRY,7287597,6012,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-colore-kesme-bardak-gulkurusu-320-cc-gulkurusu,https://cdn.karaca.com/image/marketplace-mirakll/7287597/2474552dea6dca2c00e7-0.jpg,,
Bella Maison Colore Kesme Bardak Mavi (320 Cc) Mavi,149.99,149.99,0.0,0.0,TRY,7287610,8930,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-colore-kesme-bardak-mavi-320-cc-mavi,https://cdn.karaca.com/image/marketplace-mirakll/7287610/08fc9e54e82ea179ea26-0.jpg,,
Bella Maison Colore Kesme Bardak Seti 12'li Mavi,2299.99,2299.99,0.0,0.0,TRY,7287689,20,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-colore-kesme-bardak-seti-12li-mavi,https://cdn.karaca.com/image/marketplace-mirakll/7287689/5272989e1159559011d4-0.jpg,,
Bella Maison Colore Kesme Bardak Yeşil (320 Cc) Yeşil,149.99,149.99,0.0,0.0,TRY,7287669,9904,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-colore-kesme-bardak-yesil-320-cc-yesil,https://cdn.karaca.com/image/marketplace-mirakll/7287669/b32158c4ff82ead5feb2-0.jpg,,
Bella Maison Colore Kesme Bardak Yeşil 6'lı (320 Cc),799.99,853.59,53.6,6.28,TRY,7287654,8,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-colore-kesme-bardak-yesil-6li-320-cc,https://cdn.karaca.com/image/marketplace-mirakll/7287654/9ea772043f6bb60ef26b-0.jpg,,
Bella Maison Colore Kesme Bardak-kadeh Seti 12'li Antrasit,2299.99,2299.99,0.0,0.0,TRY,7287622,9,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-colore-kesme-bardak-kadeh-seti-12li-antrasit,https://cdn.karaca.com/image/marketplace-mirakll/7287622/db354fd578d08cb76f0c-0.jpg,,
Bella Maison Colore Kesme Bardak-kadeh Seti 12'li Gülkurusu,2299.99,2299.99,0.0,0.0,TRY,7287659,10,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-colore-kesme-bardak-kadeh-seti-12li-gulkurusu,https://cdn.karaca.com/image/marketplace-mirakll/7287659/5ed15f91c48145770014-0.jpg,,
Bella Maison Colore Kesme Bardak-kadeh Seti 12'li Mavi,2299.99,2299.99,0.0,0.0,TRY,7287628,9,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-colore-kesme-bardak-kadeh-seti-12li-mavi,https://cdn.karaca.com/image/marketplace-mirakll/7287628/e7b00189944033f70eb2-0.jpg,,
Bella Maison Colore Kesme Bardak-kadeh Seti 12'li Yeşil,2299.99,2299.99,0.0,0.0,TRY,7287657,9,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-colore-kesme-bardak-kadeh-seti-12li-yesil,https://cdn.karaca.com/image/marketplace-mirakll/7287657/4914e7624d553d7f6d4c-0.jpg,,
Bella Maison Colore Kesme Bardak-kadeh Seti 18'li Mavi,2699.99,2699.99,0.0,0.0,TRY,7287651,9,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-colore-kesme-bardak-kadeh-seti-18li-mavi,https://cdn.karaca.com/image/marketplace-mirakll/7287651/8411d5113cb4e097f2ae-0.jpg,,
Bella Maison Colore Kesme Bardak-kadeh Seti 24'lü Antrasit,3999.99,3999.99,0.0,0.0,TRY,7287538,13,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-colore-kesme-bardak-kadeh-seti-24lu-antrasit,https://cdn.karaca.com/image/marketplace-mirakll/7287538/059275c6a2ee58a1d493-0.jpg,,
Bella Maison Colore Kesme Bardak-kadeh Seti 24'lü Gülkurusu,3999.99,3999.99,0.0,0.0,TRY,7287518,18,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-colore-kesme-bardak-kadeh-seti-24lu-gulkurusu,https://cdn.karaca.com/image/marketplace-mirakll/7287518/871be0bdb8823bed1d4b-0.jpg,,
Bella Maison Colore Kesme Bardak-kadeh Seti 24'lü Mavi,3999.99,3999.99,0.0,0.0,TRY,7287523,9,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-colore-kesme-bardak-kadeh-seti-24lu-mavi,https://cdn.karaca.com/image/marketplace-mirakll/7287523/b6e11049d496fb047139-0.jpg,,
Bella Maison Colore Kesme Bardak-kadeh Seti 24'lü Yeşil,3999.99,3999.99,0.0,0.0,TRY,7287479,10,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-colore-kesme-bardak-kadeh-seti-24lu-yesil,https://cdn.karaca.com/image/marketplace-mirakll/7287479/42b37582247a97f7eaaa-0.jpg,,
Bella Maison Colore Kesme Kadeh 2'li Antrasit (310 Cc),399.99,399.99,0.0,0.0,TRY,7287582,9,Yes,Sofra,Bardak ve Bardak Seti,1411101,Sofra > Bardak ve Bardak Seti,Bardak ve Bardak Seti,https://www.karaca.com/bardak-bardak-seti,https://www.karaca.com/urun/bella-maison-colore-kesme-kadeh-2li-antrasit-310-cc,https://cdn.karaca.com/image/marketplace-mirakll/7287582/5db60033f029d4e1e65d-0.jpg,,
