Date,Price,District,Rooms
2026-03-22,23000,"Merkez
Ulukavak",1+1
2026-03-22,22000,"Merkez
Karakeçili",3+1
2026-03-22,19000,"Merkez
Karakeçili",3+1
2026-03-22,13000,"Merkez
Gülabibey",3+1
2026-03-22,13500,"Merkez
Yeniyol",3+1
2026-03-22,12000,"Merkez
Ulukavak",4+1
2026-03-22,18000,"Merkez
Karakeçili",3+1
2026-03-22,11000,Osmancık,1+1
2026-03-22,17500,"Merkez
Ulukavak",2+0
2026-03-22,18500,"Merkez
Karakeçili",3+1
2026-03-22,26000,"Merkez
Karakeçili",3+1
2026-03-22,18000,İskilip,3+1
2026-03-22,21000,Osmancık,3+1
2026-03-22,18000,"Merkez
Karakeçili",3+1
2026-03-22,25000,"Merkez
Karakeçili",3+1
2026-03-22,25000,"Merkez
Ulukavak",2+1
2026-03-22,18500,"Merkez
Yeniyol",3+1
2026-03-22,22500,"Merkez
Karakeçili",3+1
2026-03-22,15000,Osmancık,2+1
2026-03-22,10000,"Merkez
Gülabibey",3+1
2026-03-22,22000,"Merkez
Yeniyol",3+1
2026-03-22,17000,"Merkez
Ulukavak",1+1
2026-03-22,20000,Osmancık,3+1
2026-03-22,25000,"Merkez
Yeniyol",3+1
2026-03-22,37000,Merkez,4+1
2026-03-22,26500,"Merkez
Karakeçili",3+1
2026-03-22,15000,"Merkez
Karakeçili",3+1
2026-03-22,11000,"Merkez
Yeniyol",2+1
2026-03-22,36000,Sungurlu,3+1
2026-03-22,22000,"Merkez
Ulukavak",3+0
2026-03-22,25000,"Merkez
Gülabibey",4+1
2026-03-22,18500,"Merkez
Karakeçili",2+0
2026-03-22,20500,"Merkez
Karakeçili",3+1
2026-03-22,11500,İskilip,3+1
2026-03-22,22000,"Merkez
Yeniyol",3+1
2026-03-22,35000,Merkez,2+1
2026-03-22,18500,"Merkez
Karakeçili",3+1
2026-03-22,35000,"Merkez
Karakeçili",4+1
2026-03-22,13500,"Merkez
Yeniyol",3+1
2026-03-22,18500,"Merkez
Ulukavak",2+1
2026-03-22,48000,"Merkez
Ulukavak",4+1
2026-03-22,15000,"Merkez
Karakeçili",2+1
2026-03-22,10000,"Merkez
Gülabibey",3+1
2026-03-22,41000,"Merkez
Karakeçili",4+1
2026-03-22,22000,Merkez,2+1
2026-03-22,15000,"Merkez
Ulukavak",2+0
2026-03-22,16000,"Merkez
Karakeçili",3+1
2026-03-22,40000,Sungurlu,3+1
2026-03-22,25000,"Merkez
Ulukavak",3+0
2026-03-22,25000,"Merkez
Karakeçili",3+1
2026-03-22,10000,Osmancık,3+1
2026-03-22,20000,Alaca,4+1
2026-03-22,15000,"Merkez
Yeniyol",3+1
2026-03-22,15500,"Merkez
Yeniyol",2+1
2026-03-22,12000,Merkez,2+1
2026-03-22,16000,"Merkez
Gülabibey",3+1
2026-03-22,13000,"Merkez
Karakeçili",3+1
2026-03-22,15000,"Merkez
Yeniyol",3+1
2026-03-22,20990,"Merkez
Ulukavak",2+0
2026-03-22,16500,Osmancık,3+1
2026-03-22,25000,"Merkez
Yeniyol",1+1
2026-03-22,10000,"Merkez
Gülabibey",2+1
2026-03-22,30000,"Merkez
Ulukavak",1+1
2026-03-22,14000,"Merkez
Karakeçili",2+1
2026-03-22,18000,"Merkez
Yeniyol",3+1
2026-03-22,35000,"Merkez
Ulukavak",2+1
2026-03-22,12500,"Merkez
Gülabibey",2+1
2026-03-22,15000,"Merkez
Yeniyol",3+1
2026-03-22,16000,"Merkez
Karakeçili",2+1
2026-03-22,18000,"Merkez
Ulukavak",2+0
2026-03-22,19000,"Merkez
Yeniyol",Stüdyo (1+0)
2026-03-22,44000,"Merkez
Ulukavak",2+1
2026-03-22,25000,"Merkez
Karakeçili",4+1
2026-03-22,21000,"Merkez
Yeniyol",1+1
2026-03-22,12500,Osmancık,3+1
