Date,Price,District,Rooms
2026-04-01,15500,"Merkez
Yeniyol",1+1
2026-04-01,22000,"Merkez
Karakeçili",3+1
2026-04-01,23990,"Merkez
Ulukavak",2+0
2026-04-01,18000,"Merkez
Yeniyol",2+1
2026-04-01,30000,"Merkez
Yeniyol",3+1
2026-04-01,21000,"Merkez
Karakeçili",3+1
2026-04-01,15500,Osmancık,3+1
2026-04-01,29000,"Merkez
Yeniyol",4+1
2026-04-01,18000,"Merkez
Karakeçili",3+1
2026-04-01,13000,"Merkez
Yeniyol",3+1
2026-04-01,35000,"Merkez
Ulukavak",2+1
2026-04-01,12000,Merkez,2+1
2026-04-01,29000,"Merkez
Ulukavak",2+0
2026-04-01,21000,"Merkez
Yeniyol",3+1
2026-04-01,30000,"Merkez
Ulukavak",2+1
2026-04-01,12500,"Merkez
Karakeçili",2+1
2026-04-01,27000,Sungurlu,3+1
2026-04-01,19000,Osmancık,1+1
2026-04-01,26000,"Merkez
Ulukavak",2+0
2026-04-01,26000,Sungurlu,2+1
2026-04-01,11000,"Merkez
Gülabibey",2+1
2026-04-01,22000,"Merkez
Karakeçili",3+1
2026-04-01,14000,"Merkez
Karakeçili",3+1
2026-04-01,8000,Merkez,1+1
2026-04-01,21000,Osmancık,3+1
2026-04-01,18000,"Merkez
Gülabibey",3+0
2026-04-01,15000,"Merkez
Yeniyol",3+1
2026-04-01,22000,"Merkez
Karakeçili",3+1
2026-04-01,23500,"Merkez
Karakeçili",3+1
2026-04-01,17500,"Merkez
Karakeçili",2+1
2026-04-01,11000,Merkez,3+1
2026-04-01,18000,"Merkez
Ulukavak",2+1
2026-04-01,20500,"Merkez
Yeniyol",3+1
2026-04-01,36000,"Merkez
Ulukavak",2+1
2026-04-01,36000,Sungurlu,3+1
2026-04-01,30000,"Merkez
Karakeçili",3+1
2026-04-01,18000,"Merkez
Yeniyol",2+1
2026-04-01,15900,"Merkez
Karakeçili",2+1
2026-04-01,13500,"Merkez
Yeniyol",1+1
2026-04-01,20000,Osmancık,3+1
2026-04-01,35000,"Merkez
Karakeçili",1+1
2026-04-01,29000,"Merkez
Ulukavak",2+0
2026-04-01,16000,"Merkez
Gülabibey",1+1
2026-04-01,17500,"Merkez
Karakeçili",3+1
2026-04-01,16000,"Merkez
Karakeçili",3+1
2026-04-01,15000,"Merkez
Karakeçili",2+1
2026-04-01,20000,"Merkez
Yeniyol",1+1
2026-04-01,13500,"Merkez
Gülabibey",2+1
2026-04-01,18000,Merkez,3+1
2026-04-01,35000,Sungurlu,3+1
2026-04-01,35000,"Sungurlu
Karahacip",2+1
2026-04-01,17000,"Merkez
Karakeçili",3+1
2026-04-01,20000,"Merkez
Karakeçili",3+1
2026-04-01,28000,Sungurlu,3+1
2026-04-01,12500,"Merkez
Karakeçili",3+1
2026-04-01,15500,"Merkez
Gülabibey",3+1
2026-04-01,8000,"Merkez
Yeniyol",1+1
2026-04-01,16500,"Merkez
Ulukavak",1+1
2026-04-01,41000,"Merkez
Karakeçili",4+1
2026-04-01,24000,"Merkez
Karakeçili",5+1
2026-04-01,20000,Alaca,3+1
2026-04-01,15000,Alaca,4+1
2026-04-01,25000,Sungurlu,2+0
2026-04-01,18000,"Merkez
Karakeçili",3+1
2026-04-01,22000,"Merkez
Yeniyol",3+1
2026-04-01,15500,"Merkez
Karakeçili",3+1
2026-04-01,11500,"Merkez
Yeniyol",2+1
2026-04-01,14000,"Merkez
Yeniyol",2+1
2026-04-01,10000,"Merkez
Ulukavak",3+1
2026-04-01,14000,"Merkez
Yeniyol",3+1
2026-04-01,20500,"Sungurlu
Karahacip",1+1
2026-04-01,13500,Osmancık,1+1
2026-04-01,17500,"Merkez
Karakeçili",3+1
2026-04-01,11000,"Merkez
Yeniyol",3+1
2026-04-01,23000,"Merkez
Karakeçili",3+1
2026-04-01,10500,"Merkez
Yeniyol",3+1
2026-04-01,14000,"Merkez
Karakeçili",2+1
2026-04-01,22000,"Merkez
Ulukavak",2+0
2026-04-01,68000,"Merkez
Karakeçili",4+1
2026-04-01,21000,"Merkez
Karakeçili",3+1
2026-04-01,19500,"Merkez
Ulukavak",3+1
2026-04-01,31000,"Merkez
Ulukavak",3+1
2026-04-01,18000,"Merkez
Yeniyol",3+1
2026-04-01,37000,Merkez,4+1
2026-04-01,15000,"Merkez
Yeniyol",2+1
2026-04-01,15000,Merkez,3+1
2026-04-01,16500,"Merkez
Ulukavak",1+1
2026-04-01,12000,"Merkez
Gülabibey",3+1
2026-04-01,16000,Merkez,4+1
2026-04-01,19000,"Merkez
Karakeçili",3+1
2026-04-01,15000,"Merkez
Yeniyol",3+1
2026-04-01,1525,"Sungurlu
Köyler",3+1
2026-04-01,25000,"Merkez
Yeniyol",3+1
2026-04-01,17000,"Merkez
Karakeçili",3+1
2026-04-01,15500,"Merkez
Yeniyol",3+1
2026-04-01,16000,"Merkez
Karakeçili",3+1
2026-04-01,17000,"Merkez
Karakeçili",3+1
2026-04-01,25000,"Merkez
Ulukavak",3+0
2026-04-01,26500,"Merkez
Ulukavak",1+1
2026-04-01,15500,Merkez,3+1
2026-04-01,32000,"Merkez
Karakeçili",3+1
2026-04-01,21000,"Merkez
Ulukavak",2+1
2026-04-01,13000,"Merkez
Yeniyol",3+1
2026-04-01,52000,Merkez,4+1
2026-04-01,21000,"Merkez
Karakeçili",3+1
2026-04-01,20000,Alaca,1+1
2026-04-01,25000,Sungurlu,3+1
2026-04-01,22000,"Merkez
Karakeçili",3+1
2026-04-01,16500,"Merkez
Karakeçili",3+1
2026-04-01,30000,Merkez,3+1
2026-04-01,26000,"Merkez
Ulukavak",2+1
2026-04-01,22000,Merkez,3+1
2026-04-01,21000,"Merkez
Karakeçili",3+1
2026-04-01,16000,"Merkez
Gülabibey",3+1
2026-04-01,20000,"Merkez
Yeniyol",3+1
2026-04-01,26000,"Merkez
Karakeçili",3+1
2026-04-01,26000,"Merkez
Gülabibey",1+1
2026-04-01,15500,"Merkez
Gülabibey",2+1
2026-04-01,28000,"Merkez
Ulukavak",3+1
2026-04-01,23950,"Merkez
Ulukavak",3+0
2026-04-01,13500,"Merkez
Karakeçili",3+1
2026-04-01,12500,Merkez,1+1
2026-04-01,25000,"Merkez
Yeniyol",3+1
2026-04-01,36000,"Merkez
Ulukavak",3+0
2026-04-01,13500,"Merkez
Yeniyol",3+1
2026-04-01,13500,Osmancık,3+1
2026-04-01,18000,"Merkez
Yeniyol",1+1
2026-04-01,21000,"Merkez
Karakeçili",3+1
2026-04-01,23000,Merkez,3+1
2026-04-01,19000,"Merkez
Yeniyol",3+1
2026-04-01,24000,"Merkez
Yeniyol",3+1
2026-04-01,30000,"Merkez
Ulukavak",1+1
2026-04-01,19000,"Merkez
Karakeçili",2+1
2026-04-01,27000,"Merkez
Ulukavak",3+1
2026-04-01,36000,"Merkez
Karakeçili",4+1
2026-04-01,18000,"Merkez
Ulukavak",3+1
2026-04-01,20000,"Merkez
Yeniyol",3+1
2026-04-01,15000,"Merkez
Ulukavak",1+1
2026-04-01,23000,"Merkez
Ulukavak",2+0
2026-04-01,16500,"Merkez
Karakeçili",3+1
2026-04-01,18500,"Merkez
Yeniyol",1+1
2026-04-01,15000,"Merkez
Karakeçili",3+1
2026-04-01,17500,"Merkez
Karakeçili",3+1
2026-04-01,29000,"Merkez
Ulukavak",1+1
2026-04-01,15000,İskilip,2+1
2026-04-01,19000,"Merkez
Karakeçili",3+1
2026-04-01,22500,"Merkez
Karakeçili",3+1
2026-04-01,16000,"Merkez
Yeniyol",2+1
2026-04-01,33000,"Merkez
Karakeçili",4+1
2026-04-01,19500,"Merkez
Karakeçili",3+1
2026-04-01,50000,"Merkez
Karakeçili",4+1
2026-04-01,19500,"Merkez
Ulukavak",2+0
2026-04-01,24000,"Merkez
Ulukavak",2+1
2026-04-01,16000,"Merkez
Karakeçili",4+1
2026-04-01,36000,"Merkez
Ulukavak",2+0
2026-04-01,11000,"Merkez
Ulukavak",4+1
2026-04-01,17500,Merkez,3+1
2026-04-01,13000,"Merkez
Karakeçili",2+1
2026-04-01,25000,"Merkez
Karakeçili",3+1
2026-04-01,20000,"Merkez
Ulukavak",2+1
2026-04-01,8000,"Merkez
Karakeçili",1+1
2026-04-01,12000,"Merkez
Ulukavak",4+1
2026-04-01,16000,Merkez,3+1
2026-04-01,13000,"Merkez
Karakeçili",3+1
2026-04-01,19000,"Merkez
Ulukavak",2+0
2026-04-01,28000,"Merkez
Ulukavak",2+0
2026-04-01,20000,Merkez,3+1
2026-04-01,28500,"Merkez
Ulukavak",2+1
2026-04-01,17500,"Merkez
Yeniyol",Stüdyo (1+0)
2026-04-01,12500,"Merkez
Yeniyol",1+1
2026-04-01,20000,Osmancık,3+1
2026-04-01,17000,"Merkez
Gülabibey",3+1
2026-04-01,12000,"Merkez
Gülabibey",2+1
2026-04-01,32000,"Merkez
Ulukavak",2+1
2026-04-01,16000,"Merkez
Yeniyol",3+1
2026-04-01,31000,"Merkez
Ulukavak",4+1
2026-04-01,20000,"Merkez
Karakeçili",3+1
2026-04-01,25000,"Merkez
Karakeçili",3+1
2026-04-01,25000,"Merkez
Karakeçili",3+1
2026-04-01,26500,"Merkez
Yeniyol",3+0
2026-04-01,22950,"Merkez
Karakeçili",3+1
2026-04-01,17000,"Merkez
Karakeçili",3+1
2026-04-01,18000,"Merkez
Karakeçili",2+1
2026-04-01,40000,Sungurlu,2+1
2026-04-01,10000,"Merkez
Gülabibey",3+1
2026-04-01,18000,"Merkez
Karakeçili",3+1
2026-04-01,24000,"Merkez
Yeniyol",3+1
2026-04-01,29500,"Merkez
Ulukavak",1+1
2026-04-01,20000,"Merkez
Karakeçili",3+1
2026-04-01,12000,"Merkez
Karakeçili",2+1
2026-04-01,23000,"Merkez
Karakeçili",3+1
2026-04-01,21000,"Merkez
Yeniyol",2+1
2026-04-01,67000,"Merkez
Karakeçili",4+1
2026-04-01,15000,"Merkez
Gülabibey",2+1
2026-04-01,13000,Merkez,3+1
2026-04-01,15000,Osmancık,2+1
2026-04-01,32000,Merkez,4+1
2026-04-01,25000,Merkez,3+1
2026-04-01,21000,"Merkez
Yeniyol",1+1
2026-04-01,21000,"Merkez
Ulukavak",2+0
2026-04-01,12500,"Merkez
Yeniyol",1+1
2026-04-01,14000,"Merkez
Yeniyol",3+1
2026-04-01,13850,"Merkez
Karakeçili",Stüdyo (1+0)
2026-04-01,37500,Merkez,3+1
2026-04-01,25000,"Merkez
Karakeçili",3+1
2026-04-01,20000,"Merkez
Yeniyol",3+1
2026-04-01,20000,"Merkez
Yeniyol",3+1
2026-04-01,19000,"Merkez
Ulukavak",2+1
2026-04-01,16000,"Merkez
Karakeçili",2+1
2026-04-01,13500,"Merkez
Ulukavak",4+1
2026-04-01,32000,"Merkez
Karakeçili",4+1
2026-04-01,19000,Osmancık,1+1
2026-04-01,18500,"Merkez
Ulukavak",2+0
2026-04-01,15000,Alaca,3+1
2026-04-01,10500,Merkez,1+1
2026-04-01,14000,"Merkez
Karakeçili",2+1
2026-04-01,17500,"Merkez
Yeniyol",2+1
2026-04-01,21000,Sungurlu,3+1
2026-04-01,13000,"Merkez
Karakeçili",3+1
2026-04-01,20000,"Merkez
Yeniyol",3+1
2026-04-01,17000,"Merkez
Ulukavak",3+1
2026-04-01,15000,"Merkez
Karakeçili",3+1
2026-04-01,15000,"Merkez
Gülabibey",3+1
2026-04-01,10000,Merkez,1+1
2026-04-01,18000,Osmancık,3+1
2026-04-01,25000,"Merkez
Yeniyol",1+1
2026-04-01,18500,"Merkez
Gülabibey",3+1
2026-04-01,13000,"Merkez
Yeniyol",2+1
2026-04-01,20500,"Merkez
Yeniyol",3+1
2026-04-01,30000,"Merkez
Ulukavak",1+1
2026-04-01,21000,"Merkez
Karakeçili",3+1
2026-04-01,27000,"Merkez
Ulukavak",1+1
2026-04-01,35000,Merkez,3+1
2026-04-01,18000,"Merkez
Ulukavak",2+1
2026-04-01,20000,"Merkez
Yeniyol",4+1
2026-04-01,13000,"Merkez
Yeniyol",2+1
2026-04-01,19500,"Merkez
Karakeçili",3+1
2026-04-01,11000,İskilip,3+1
2026-04-01,17500,"Merkez
Yeniyol",3+1
2026-04-01,14000,"Merkez
Karakeçili",2+1
2026-04-01,25000,"Merkez
Ulukavak",1+1
2026-04-01,15200,İskilip,3+1
2026-04-01,14000,"Merkez
Gülabibey",3+1
2026-04-01,20000,"Merkez
Karakeçili",3+1
2026-04-01,18000,"Merkez
Karakeçili",3+1
2026-04-01,55000,Merkez,4+1
2026-04-01,19000,"Merkez
Yeniyol",3+1
2026-04-01,16000,"Merkez
Ulukavak",1+1
2026-04-01,50000,Merkez,6+1
2026-04-01,21000,"Merkez
Ulukavak",2+1
2026-04-01,23000,Merkez,3+1
2026-04-01,20000,"Merkez
Ulukavak",2+0
2026-04-01,15000,Alaca,3+1
2026-04-01,20000,Osmancık,3+1
2026-04-01,12000,Merkez,2+1
2026-04-01,20000,"Merkez
Ulukavak",2+0
2026-04-01,28000,"Merkez
Karakeçili",3+1
2026-04-01,19000,Alaca,3+0
2026-04-01,19000,Alaca,4+1
2026-04-01,26000,"Merkez
Ulukavak",1+1
2026-04-01,16000,"Merkez
Karakeçili",2+1
2026-04-01,17000,"Merkez
Yeniyol",1+1
2026-04-01,16500,"Merkez
Karakeçili",2+1
2026-04-01,25000,Sungurlu,2+1
2026-04-01,13000,"Merkez
Yeniyol",2+1
2026-04-01,16000,"Merkez
Gülabibey",3+1
2026-04-01,15000,Osmancık,3+1
2026-04-01,28000,"Merkez
Ulukavak",1+1
2026-04-01,11500,"Merkez
Karakeçili",3+1
2026-04-01,18000,"Merkez
Yeniyol",3+1
2026-04-01,15500,"Merkez
Ulukavak",1+1
2026-04-01,19750,"Merkez
Ulukavak",2+1
2026-04-01,29500,"Merkez
Ulukavak",2+0
2026-04-01,13500,Merkez,3+1
2026-04-01,11500,Osmancık,3+1
2026-04-01,16000,"Merkez
Karakeçili",3+1
2026-04-01,16000,"Merkez
Karakeçili",3+1
2026-04-01,13500,"Merkez
Karakeçili",2+1
2026-04-01,22000,"Merkez
Yeniyol",2+1
2026-04-01,17000,"Merkez
Karakeçili",3+1
2026-04-01,22500,"Merkez
Karakeçili",3+1
2026-04-01,20000,"Merkez
Karakeçili",3+1
2026-04-01,20500,"Merkez
Karakeçili",3+1
2026-04-01,13000,Merkez,2+1
2026-04-01,25500,"Merkez
Karakeçili",4+1
2026-04-01,32000,"Sungurlu
Arifegazili",3+1
2026-04-01,24000,"Merkez
Karakeçili",4+1
2026-04-01,21000,"Merkez
Karakeçili",3+1
2026-04-01,11000,"Merkez
Ulukavak",2+1
2026-04-01,12000,"Merkez
Gülabibey",2+1
2026-04-01,25000,"Merkez
Karakeçili",3+1
2026-04-01,12500,Merkez,1+1
2026-04-01,20000,"Merkez
Karakeçili",3+1
2026-04-01,19000,"Merkez
Karakeçili",3+1
2026-04-01,22000,"Merkez
Karakeçili",3+1
2026-04-01,17000,"Merkez
Ulukavak",2+1
2026-04-01,12000,"Merkez
Yeniyol",2+1
2026-04-01,27500,"Merkez
Ulukavak",1+1
2026-04-01,13500,"Merkez
Gülabibey",3+1
2026-04-01,23000,"Merkez
Karakeçili",3+1
2026-04-01,30000,"Merkez
Yeniyol",3+1
2026-04-01,22500,"Merkez
Karakeçili",3+1
2026-04-01,15000,Bayat,2+1
2026-04-01,19000,"Merkez
Karakeçili",3+1
2026-04-01,20000,"Merkez
Ulukavak",2+1
2026-04-01,19000,"Merkez
Karakeçili",3+1
2026-04-01,18500,"Merkez
Ulukavak",2+0
2026-04-01,26000,"Merkez
Ulukavak",1+1
2026-04-01,14000,"Merkez
Yeniyol",2+1
2026-04-01,15000,"Merkez
Yeniyol",2+1
2026-04-01,21000,"Merkez
Ulukavak",2+0
2026-04-01,13500,Alaca,2+1
2026-04-01,21000,Merkez,4+1
2026-04-01,16000,Osmancık,3+1
2026-04-01,18000,"Merkez
Ulukavak",3+1
2026-04-01,25000,Osmancık,3+1
2026-04-01,8500,"Merkez
Karakeçili",2+0
2026-04-01,20500,"Merkez
Yeniyol",3+1
2026-04-01,21000,"Merkez
Karakeçili",3+1
2026-04-01,17500,"Merkez
Karakeçili",3+1
2026-04-01,20000,"Merkez
Yeniyol",3+1
2026-04-01,25000,"Merkez
Yeniyol",3+1
2026-04-01,23000,"Merkez
Yeniyol",3+1
2026-04-01,13000,İskilip,3+1
2026-04-01,15500,"Merkez
Yeniyol",3+1
2026-04-01,17000,"Merkez
Yeniyol",3+1
2026-04-01,23000,"Merkez
Ulukavak",2+1
2026-04-01,30000,"Merkez
Karakeçili",3+1
2026-04-01,23750,Osmancık,1+1
2026-04-01,22000,"Merkez
Ulukavak",2+0
2026-04-01,16000,"Merkez
Yeniyol",3+1
2026-04-01,14000,"Merkez
Gülabibey",3+1
2026-04-01,13000,"Merkez
Karakeçili",2+1
2026-04-01,25000,"Merkez
Yeniyol",3+1
2026-04-01,22000,"Merkez
Karakeçili",3+1
2026-04-01,20000,"Merkez
Karakeçili",3+1
2026-04-01,22000,"Merkez
Yeniyol",3+1
2026-04-01,13000,"Merkez
Gülabibey",3+1
2026-04-01,13500,"Merkez
Yeniyol",3+1
2026-04-01,12000,"Merkez
Ulukavak",4+1
2026-04-01,31000,"Merkez
Ulukavak",1+1
2026-04-01,11000,Osmancık,1+1
2026-04-01,10000,"Merkez
Ulukavak",2+1
2026-04-01,23000,"Merkez
Karakeçili",3+1
2026-04-01,18000,İskilip,3+1
2026-04-01,21000,Osmancık,3+1
2026-04-01,19000,"Merkez
Ulukavak",2+1
2026-04-01,19500,"Merkez
Yeniyol",3+1
2026-04-01,20000,"Merkez
Yeniyol",2+0
2026-04-01,25000,"Merkez
Karakeçili",3+1
2026-04-01,35000,"Merkez
Ulukavak",2+0
2026-04-01,24000,"Merkez
Karakeçili",3+1
2026-04-01,22500,"Merkez
Karakeçili",3+1
2026-04-01,30000,Merkez,3+1
2026-04-01,26000,"Merkez
Yeniyol",3+1
2026-04-01,15000,Osmancık,2+1
2026-04-01,16500,"Merkez
Ulukavak",2+1
2026-04-01,12750,"Merkez
Yeniyol",1+1
2026-04-01,25000,"Merkez
Karakeçili",3+1
2026-04-01,37000,Merkez,4+1
2026-04-01,26500,"Merkez
Karakeçili",3+1
2026-04-01,11500,Osmancık,2+1
2026-04-01,30000,"Merkez
Karakeçili",4+1
2026-04-01,15000,"Merkez
Karakeçili",3+1
2026-04-01,13000,"Merkez
Karakeçili",3+1
2026-04-01,17000,"Merkez
Karakeçili",3+1
2026-04-01,22000,"Merkez
Ulukavak",3+0
2026-04-01,25000,"Merkez
Gülabibey",4+1
2026-04-01,18500,"Merkez
Karakeçili",2+0
2026-04-01,23000,"Merkez
Ulukavak",1+1
2026-04-01,11500,İskilip,3+1
2026-04-01,22000,"Merkez
Yeniyol",3+1
2026-04-01,35000,"Merkez
Ulukavak",2+1
2026-04-01,18500,"Merkez
Karakeçili",3+1
2026-04-01,35000,"Merkez
Karakeçili",4+1
2026-04-01,17500,"Merkez
Ulukavak",2+0
2026-04-01,18000,"Merkez
Ulukavak",2+1
2026-04-01,20000,"Merkez
Yeniyol",3+1
2026-04-01,18000,"Merkez
Yeniyol",3+1
2026-04-01,32000,Merkez,3+1
2026-04-01,22000,"Merkez
Yeniyol",3+1
2026-04-01,16000,"Merkez
Ulukavak",1+1
2026-04-01,25000,"Merkez
Ulukavak",2+1
2026-04-01,19000,"Merkez
Yeniyol",2+1
2026-04-01,15000,"Merkez
Karakeçili",2+1
2026-04-01,11000,"Merkez
Yeniyol",2+1
