Date,Price,District,Rooms
2026-03-24,19750,"Merkez
Ulukavak",2+1
2026-03-24,23000,"Merkez
Ulukavak",1+1
2026-03-24,19000,"Merkez
Karakeçili",3+1
2026-03-24,12000,Merkez,2+1
2026-03-24,20000,"Merkez
Ulukavak",2+0
2026-03-24,28000,"Merkez
Karakeçili",3+1
2026-03-24,19000,Alaca,3+0
2026-03-24,19000,Alaca,4+1
2026-03-24,26000,"Merkez
Ulukavak",1+1
2026-03-24,16000,"Merkez
Karakeçili",2+1
2026-03-24,17000,"Merkez
Yeniyol",1+1
2026-03-24,25000,Sungurlu,2+1
2026-03-24,16000,"Merkez
Gülabibey",3+1
2026-03-24,28000,"Merkez
Ulukavak",1+1
2026-03-24,20000,"Merkez
Yeniyol",3+1
2026-03-24,11500,"Merkez
Karakeçili",3+1
2026-03-24,15500,"Merkez
Ulukavak",1+1
2026-03-24,14000,"Merkez
Yeniyol",2+1
2026-03-24,29500,"Merkez
Ulukavak",2+0
2026-03-24,13500,Merkez,3+1
2026-03-24,12000,Osmancık,3+1
2026-03-24,21000,"Merkez
Ulukavak",2+0
2026-03-24,16000,"Merkez
Karakeçili",3+1
2026-03-24,16000,"Merkez
Karakeçili",3+1
2026-03-24,13500,"Merkez
Karakeçili",2+1
2026-03-24,22000,"Merkez
Yeniyol",2+1
2026-03-24,17000,"Merkez
Karakeçili",3+1
2026-03-24,22500,"Merkez
Karakeçili",3+1
2026-03-24,17500,"Merkez
Ulukavak",2+0
2026-03-24,21000,"Merkez
Karakeçili",3+1
2026-03-24,13000,Merkez,2+1
2026-03-24,25500,"Merkez
Karakeçili",4+1
2026-03-24,19500,"Merkez
Yeniyol",2+1
2026-03-24,19000,"Merkez
Ulukavak",2+1
2026-03-24,32000,"Sungurlu
Arifegazili",3+1
2026-03-24,24000,"Merkez
Karakeçili",4+1
2026-03-24,21000,"Merkez
Karakeçili",3+1
2026-03-24,25000,"Merkez
Yeniyol",3+1
2026-03-24,15000,"Merkez
Karakeçili",2+1
2026-03-24,11000,"Merkez
Ulukavak",2+1
2026-03-24,12000,"Merkez
Gülabibey",2+1
2026-03-24,12500,Merkez,1+1
2026-03-24,35000,"Merkez
Ulukavak",2+0
2026-03-24,24000,"Merkez
Karakeçili",3+1
2026-03-24,20000,"Merkez
Yeniyol",3+1
2026-03-24,22000,Merkez,3+1
2026-03-24,30000,Merkez,3+1
2026-03-24,17000,"Merkez
Yeniyol",3+1
2026-03-24,26000,"Merkez
Karakeçili",3+1
2026-03-24,23000,"Merkez
Ulukavak",2+1
2026-03-24,26000,"Merkez
Yeniyol",3+1
2026-03-24,19000,"Merkez
Yeniyol",2+1
2026-03-24,27500,"Merkez
Ulukavak",1+1
2026-03-24,37000,"Merkez
Karakeçili",4+1
2026-03-24,13500,"Merkez
Gülabibey",3+1
2026-03-24,17500,"Merkez
Ulukavak",2+1
2026-03-24,18000,"Merkez
Karakeçili",2+1
2026-03-24,23000,"Sungurlu
Karahacip",1+1
2026-03-24,23000,"Merkez
Karakeçili",3+1
2026-03-24,11000,"Merkez
Karakeçili",3+1
2026-03-24,11000,"Merkez
Karakeçili",3+1
2026-03-24,14000,"Merkez
Gülabibey",3+1
2026-03-24,13000,"Merkez
Karakeçili",2+1
2026-03-24,30000,"Merkez
Yeniyol",3+1
2026-03-24,27000,"Merkez
Ulukavak",1+1
2026-03-24,20000,"Merkez
Yeniyol",4+1
2026-03-24,22500,"Merkez
Karakeçili",3+1
2026-03-24,15000,Bayat,2+1
2026-03-24,22000,"Merkez
Karakeçili",3+1
2026-03-24,20000,"Merkez
Ulukavak",2+1
2026-03-24,19000,"Merkez
Karakeçili",3+1
2026-03-24,21000,"Merkez
Karakeçili",3+1
2026-03-24,18500,"Merkez
Karakeçili",3+1
2026-03-24,16000,İskilip,2+1
2026-03-24,15000,"Merkez
Yeniyol",2+1
2026-03-24,10000,"Merkez
Ulukavak",2+1
2026-03-24,13500,Alaca,2+1
2026-03-24,21000,Merkez,4+1
2026-03-24,16000,Osmancık,3+1
2026-03-24,10499,"Merkez
Yeniyol",3+1
2026-03-24,17990,"Merkez
Ulukavak",2+0
2026-03-24,18000,"Merkez
Ulukavak",3+1
2026-03-24,20000,Merkez,2+1
2026-03-24,25000,Osmancık,3+1
2026-03-24,17000,"Merkez
Ulukavak",3+1
2026-03-24,17000,"Merkez
Karakeçili",3+1
2026-03-24,21000,"Merkez
Karakeçili",3+1
2026-03-24,17500,"Merkez
Karakeçili",3+1
2026-03-24,18000,"Merkez
Gülabibey",3+1
2026-03-24,20000,"Merkez
Yeniyol",2+0
2026-03-24,24500,"Merkez
Yeniyol",3+1
2026-03-24,15500,"Merkez
Yeniyol",3+1
2026-03-24,27000,"Merkez
Ulukavak",3+1
2026-03-24,32000,Merkez,3+1
2026-03-24,30000,"Merkez
Karakeçili",3+1
2026-03-24,18000,"Merkez
Ulukavak",2+1
2026-03-24,23750,Osmancık,1+1
2026-03-24,22000,"Merkez
Ulukavak",2+0
2026-03-24,25000,"Merkez
Ulukavak",2+1
2026-03-24,30000,"Merkez
Karakeçili",4+1
2026-03-24,17000,"Merkez
Karakeçili",3+1
2026-03-24,10500,"Merkez
Karakeçili",2+1
2026-03-24,25000,"Merkez
Yeniyol",3+1
2026-03-24,13000,"Merkez
Karakeçili",3+1
2026-03-24,20000,"Merkez
Karakeçili",3+1
2026-03-24,22000,"Merkez
Karakeçili",3+1
