Date,Price,District,Rooms
2026-03-23,23000,"Merkez
Ulukavak",1+1
2026-03-23,22000,"Merkez
Karakeçili",3+1
2026-03-23,19750,"Merkez
Ulukavak",2+1
2026-03-23,19000,"Merkez
Karakeçili",3+1
2026-03-23,19500,"Merkez
Yeniyol",2+1
2026-03-23,19000,"Merkez
Ulukavak",2+1
2026-03-23,25000,"Sungurlu
Arifegazili",3+1
2026-03-23,24000,"Merkez
Karakeçili",4+1
2026-03-23,21000,"Merkez
Karakeçili",3+1
2026-03-23,25000,"Merkez
Yeniyol",3+1
2026-03-23,20000,"Merkez
Yeniyol",2+0
2026-03-23,15000,"Merkez
Karakeçili",2+1
2026-03-23,11000,"Merkez
Ulukavak",2+1
2026-03-23,12000,"Merkez
Gülabibey",2+1
2026-03-23,12500,Merkez,1+1
2026-03-23,35000,"Merkez
Ulukavak",2+0
2026-03-23,24000,"Merkez
Karakeçili",3+1
2026-03-23,20000,"Merkez
Yeniyol",3+1
2026-03-23,20000,Merkez,3+1
2026-03-23,30000,Merkez,3+1
2026-03-23,17000,"Merkez
Yeniyol",3+1
2026-03-23,26000,"Merkez
Karakeçili",3+1
2026-03-23,26000,"Merkez
Yeniyol",3+1
2026-03-23,23000,"Merkez
Ulukavak",2+1
2026-03-23,19000,"Merkez
Yeniyol",2+1
2026-03-23,27500,"Merkez
Ulukavak",1+1
2026-03-23,37000,"Merkez
Karakeçili",4+1
2026-03-23,13500,"Merkez
Gülabibey",3+1
2026-03-23,17500,"Merkez
Ulukavak",2+1
2026-03-23,18000,"Merkez
Karakeçili",2+1
2026-03-23,23000,"Sungurlu
Karahacip",1+1
2026-03-23,23000,"Merkez
Karakeçili",3+1
2026-03-23,11000,"Merkez
Karakeçili",3+1
2026-03-23,14000,"Merkez
Gülabibey",3+1
2026-03-23,13000,"Merkez
Karakeçili",2+1
2026-03-23,30000,"Merkez
Yeniyol",3+1
2026-03-23,27000,"Merkez
Ulukavak",1+1
2026-03-23,20000,"Merkez
Yeniyol",4+1
2026-03-23,22500,"Merkez
Karakeçili",3+1
2026-03-23,15000,Bayat,2+1
2026-03-23,22000,"Merkez
Karakeçili",3+1
2026-03-23,20000,"Merkez
Ulukavak",2+1
2026-03-23,19000,"Merkez
Karakeçili",3+1
2026-03-23,21000,"Merkez
Karakeçili",3+1
2026-03-23,31000,"Merkez
Ulukavak",1+1
2026-03-23,18500,"Merkez
Karakeçili",3+1
2026-03-23,16000,İskilip,2+1
2026-03-23,15000,"Merkez
Yeniyol",2+1
2026-03-23,13500,Alaca,2+1
2026-03-23,21000,Merkez,4+1
2026-03-23,16000,Osmancık,3+1
2026-03-23,10499,"Merkez
Yeniyol",3+1
2026-03-23,17990,"Merkez
Ulukavak",2+0
2026-03-23,18000,"Merkez
Ulukavak",3+1
2026-03-23,20000,Merkez,3+1
2026-03-23,25000,Osmancık,3+1
2026-03-23,17000,"Merkez
Ulukavak",3+1
2026-03-23,17000,"Merkez
Karakeçili",3+1
2026-03-23,21000,"Merkez
Karakeçili",3+1
2026-03-23,17500,"Merkez
Karakeçili",3+1
2026-03-23,18000,"Merkez
Gülabibey",3+1
2026-03-23,24500,"Merkez
Yeniyol",3+1
2026-03-23,15500,"Merkez
Yeniyol",3+1
2026-03-23,27000,"Merkez
Ulukavak",3+1
2026-03-23,32000,Merkez,3+1
2026-03-23,30000,"Merkez
Karakeçili",3+1
2026-03-23,18000,"Merkez
Ulukavak",2+1
2026-03-23,23750,Osmancık,1+1
2026-03-23,22000,"Merkez
Ulukavak",2+0
2026-03-23,25000,"Merkez
Ulukavak",2+1
2026-03-23,30500,"Merkez
Karakeçili",4+1
2026-03-23,17000,"Merkez
Karakeçili",3+1
2026-03-23,10500,"Merkez
Karakeçili",2+1
2026-03-23,25000,"Merkez
Yeniyol",3+1
2026-03-23,13000,"Merkez
Karakeçili",3+1
2026-03-23,20000,"Merkez
Karakeçili",3+1
2026-03-23,22000,"Merkez
Karakeçili",3+1
2026-03-23,22500,"Merkez
Ulukavak",2+1
2026-03-23,13000,"Merkez
Gülabibey",3+1
2026-03-23,13500,"Merkez
Yeniyol",3+1
2026-03-23,12000,"Merkez
Ulukavak",4+1
2026-03-23,18000,"Merkez
Karakeçili",3+1
2026-03-23,11000,Osmancık,1+1
2026-03-23,17500,"Merkez
Ulukavak",2+0
2026-03-23,18500,"Merkez
Karakeçili",3+1
2026-03-23,26000,"Merkez
Karakeçili",3+1
2026-03-23,18000,İskilip,3+1
2026-03-23,21000,Osmancık,3+1
