date,avg_inflation_1d,tuik_weighted_1d,avg_inflation_7d,tuik_weighted_7d,avg_inflation_15d,tuik_weighted_15d,avg_inflation_30d,tuik_weighted_30d
2026-04-30,,,,,,,,
2026-05-01,0.2289,0.2289,,,,,,
2026-05-02,0.0,0.0,,,,,,
2026-05-03,0.0,0.0,,,,,,
2026-05-04,0.0,0.0,,,,,,
2026-05-05,0.0,0.0,,,,,,
2026-05-06,0.0,0.0,,,,,,
2026-05-07,-0.2359,-0.2359,0.0042,0.0042,,,,
2026-05-08,0.0,0.0,-0.1889,-0.1889,,,,
2026-05-09,0.0,0.0,-0.1889,-0.1889,,,,
2026-05-10,0.0,0.0,-0.1889,-0.1889,,,,
2026-05-11,0.0,0.0,-0.1892,-0.1892,,,,
2026-05-12,0.0,0.0,-0.1882,-0.1882,,,,
2026-05-13,0.0,0.0,-0.2145,-0.2145,,,,
2026-05-14,0.0,0.0,0.0,0.0,,,,
