date,avg_inflation_1d,tuik_weighted_1d,avg_inflation_7d,tuik_weighted_7d,avg_inflation_15d,tuik_weighted_15d,avg_inflation_30d,tuik_weighted_30d
2026-04-30,,,,,,,,
2026-05-01,0.0,0.0,,,,,,
2026-05-02,-0.2064,-0.2064,,,,,,
2026-05-03,0.0,0.0,,,,,,
2026-05-04,0.0,0.0,,,,,,
2026-05-05,0.0,0.0,,,,,,
2026-05-06,0.0,0.0,,,,,,
2026-05-07,0.0,0.0,-0.2103,-0.2103,,,,
2026-05-08,0.0,0.0,-0.2103,-0.2103,,,,
2026-05-09,0.0,0.0,0.0,0.0,,,,
2026-05-10,-0.0706,-0.0706,-0.0736,-0.0736,,,,
2026-05-11,0.0,0.0,-0.0745,-0.0745,,,,
2026-05-12,0.0,0.0,-0.0745,-0.0745,,,,
