Product Name,Rooms,Product Cost,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Demirözü,2+1,8500.0,04,0.0,-19.047619047619047,-19.047619047619047,-19.047619047619047
Merkez / Bayburt,1+1,14805.714285714286,04,-1.3317818797270764,1.2667234554291775,3.5138425044477084,7.403085898518472
Merkez / Bayburt,2+0,12000.0,04,0.0,0.0,0.0,0.0
Merkez / Bayburt,2+1,14208.870967741936,04,-0.7510444254828784,-1.4432886084206198,0.1042912528239483,8.21385498062955
Merkez / Bayburt,2.5+1,11000.0,04,-6.382978723404255,0.0,0.0,
Merkez / Bayburt,3+0,12000.0,04,0.0,0.0,0.0,8.108108108108109
Merkez / Bayburt,3+1,15184.5,04,1.2605622787968762,1.3127068512534175,1.0573460934538936,1.447243330988974
Merkez / Bayburt,3.5+1,9000.0,04,0.0,0.0,0.0,
Merkez / Bayburt,4+1,21000.0,04,0.0,0.0,0.0,2.4390243902439024
Merkez / Bayburt,5+1,30000.0,04,0.0,0.0,,
Merkez / Bayburt,Stüdyo (1+0),14500.0,04,0.0,0.0,5.454545454545454,2.112676056338028
