Product Name,Rooms,Product Cost,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Demirözü,2+1,10500.0,04,0.0,0.0,0.0,
Merkez / Bayburt,1+1,14303.125,04,0.0,-0.2187575174404658,3.757220580333161,-1.818197419000549
Merkez / Bayburt,2+0,12000.0,04,0.0,0.0,0.0,0.0
Merkez / Bayburt,2+1,14194.06779661017,04,0.33675796644402656,2.0066552842213783,8.101114973507023,4.33362340850579
Merkez / Bayburt,2.5+1,11000.0,04,0.0,,,
Merkez / Bayburt,3+0,12000.0,04,0.0,-0.8264462809917356,8.108108108108109,3.4482758620689653
Merkez / Bayburt,3+1,15025.627118644068,04,0.05833741599935174,0.5605755548887331,0.38581780801419285,0.07874035719448512
Merkez / Bayburt,3.5+1,9000.0,04,0.0,0.0,,-22.58064516129032
Merkez / Bayburt,4+1,21000.0,04,0.0,0.0,2.4390243902439024,1.6129032258064457
Merkez / Bayburt,Stüdyo (1+0),13750.0,04,7.421875,0.0,-3.169014084507042,-4.069767441860469
