item_name,price,tarih,kategori,para_birimi,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Jacobs Barista Classic Filtre Kahve 200gr,358.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Nescafe Gold Filtre Kahve 250 Gr,340.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Tchibo Gold Selection Öğütülmüş Filtre Kahve 250 Gr,434.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Tchibo Gold Selection Çözünebilir Kahve 100 Gr,432.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Pınar Süt %1 Yağlı 1 Lt,90.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Jacobs 3 Ü 1 Arada Gold Yumuşak Lezzet 10 Lu Paket,174.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Jacobs Gold 3’Ü 1 Arada Yumuşak Lezzet 18 Gr,18.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Jacobs Monarch Gold Kahve 100 Gr,381.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Jacobs 2 Si 1 Arada 14 Gr,10.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Karali Kral Filiz Siyah Çay 5 Kg,1935.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Karali Demliğin Beklediği Dökme Çay 5 Kg,2275.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Teksüt Yarım Yağlı Süt 1 Lt,75.0,2026-05-25,icecek,TRY,01,0.0,0.0,-9.63855421686747,7.913669064748201
Freshers Granül Kuşburnu 300 Gr,131.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Freshers Granül Portakal 300 Gr,131.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Poli Toz İçecek Soğuk Limon 450 Gr,112.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Poli Toz İçecek Soğuk Portakal 450 Gr,112.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Lipton Mango & Ananaslı Yeşil Çay 20 Li,87.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
İçim İçimino Çilekli Süt 6X180 Ml,133.0,2026-05-25,icecek,TRY,01,0.0,0.0,-2.2058823529411766,5.138339920948617
Kurukahveci Mehmet Efendi Etiyopya Öğütülmüş Filtre Kahve 250 Gr,392.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Kurukahveci Mehmet Efendi Kakao 250 Gram,474.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Kurukahveci Mehmet Efendi Brazilian Filtre Kahve 250 Gr,306.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Mehmet Efendi Kafeinsiz Türk Kahvesi 50 Gr,128.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Lipton Yellow Label Demlik Poşet Çay 250Li,561.5,2026-05-25,icecek,TRY,01,0.0,0.0,,
Pınar Şeftali Meyve Suyu 1 Lt,87.5,2026-05-25,icecek,TRY,01,0.0,0.0,8.695652173913043,8.695652173913043
Kocatepe Premium Filtre Kahve 250 Gr,340.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Kurukahveci Mehmet Efendi Colombian Filtre Kahve 250 Gr,349.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Pınar Kahveli Protein Süt 500 Ml,113.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Nescafe Xpress Americano 250 Ml,81.0,2026-05-25,icecek,TRY,01,0.0,0.0,28.57142857142857,28.57142857142857
Lipton Yumuşak İçimli Yeşil Çay 20 Gr,87.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Lipton 40Gr Yeşil Çay Limon,87.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Red Bull White Enerji İçeceği 250 Ml,89.5,2026-05-25,icecek,TRY,01,0.0,0.0,12.578616352201259,17.763157894736842
Ofçay Hazine Zengin Dem Demlik Poşet Çay 30Gr X 30 Lu,555.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Mehmet Efendi Colombian Filtre Kahve 80 G,109.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
İçim Laktozsuz Süt 200 Ml,32.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,8.47457627118644
Cafe Crown Choco Latte 17 Gr,15.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Pınar Protein Muzlu Ve Yer Fıstıklı Süt 500 Ml,113.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Pınar Protein Çilekli Süt 500 Ml,113.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Kent Boringer Freshers Elma 300Gr,131.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Kent Boringer Freshers Limon 300Gr,131.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Osso Dibek Kahvesi 200 Gr,112.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Lipton Ice Tea Light Şeftali 330 Cc,48.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Lipton Earl Grey Dökme Çay 1 Kg,422.0,2026-05-25,icecek,TRY,01,0.0,0.0,3.3047735618115053,3.3047735618115053
Kurukahveci Mehmet Efendi Kavrulmuş Espresso Çekirdek Kahve 1 Kg,1310.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Sütaş Laktozsuz Süt 1 Lt,96.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,4.3478260869565215
İçim Kayısılı Meyve Suyu 1 Lt,68.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Pınar Protein Kakaolu Süt 500 Ml,113.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Pınar Protein Vanilyalı Süt 500 Ml,113.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Kilikya Şalgam Suyu Acı 1 Lt,61.5,2026-05-25,icecek,TRY,01,0.0,0.0,,0.0
Kilikya Şalgam Suyu Sade 300 Ml,20.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Kilikya Şalgam Suyu Acı 300 Ml,20.5,2026-05-25,icecek,TRY,01,0.0,0.0,,0.0
İçim Laktozsuz Süt 1Lt,100.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,1.0101010101010102
Pınar Biodenge Laktozsuz Süt 1 Lt,100.0,2026-05-25,icecek,TRY,01,0.0,0.0,-6.5420560747663545,-6.5420560747663545
Nescafe Gold 14’lü Paket 2 gr,178.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.28169014084507044
İçim Vişne Meyve Suyu 1 Lt,68.5,2026-05-25,icecek,TRY,01,0.0,0.0,,
Nescafe 3 Ü 1 Arada Ekstra 10 Lu,107.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Nescafe 2 Si 1 Arada 10 Adet 10 Gr,105.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
"Nescafe Sütlü Köpüklü 10 X 17,4 Gr",105.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Osso Osmanlı Kahvesi 200 Gr,112.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Nescafe Original 3’ü 1 Arada 10’lu Hazır Kahve,107.0,2026-05-25,icecek,TRY,01,0.0,0.0,5.9405940594059405,6.467661691542288
Lipton Slim Plus Kiraz Saplı Bitki Çayı 20 Li,87.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Lipton Sade Yeşil Çay 40 Gr,87.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Kocatepe Dibek Kahvesi 100 Gr,183.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Lipton Earl Grey Dökme Çay 500 Gr,264.5,2026-05-25,icecek,TRY,01,0.0,0.0,,0.0
Lipton Extra Dem Dökme Çay 500 Gr,275.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Meysu Mango Meyve Suyu 1 Lt,86.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Nescafe Gold Kahve 900 Gr Teneke,2606.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,17.59927797833935
Lipton Ekstra Dem Demlik Poşet Çay 100 Lü 320 Gr,356.5,2026-05-25,icecek,TRY,01,0.0,0.0,,2.0028612303290414
Çaykur Rize Çayı Hediyelik 500 gr,278.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Meysu %100 Portakal Suyu 1 Lt,115.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
"Nescafe Mocha 17,9 Gr",18.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Torku Süt Yarım Yağlı 1 Lt,83.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Kocatepe Türk Kahvesi 500 Gr Teneke,619.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Pınar Laktozsuz Süt 200 Ml,36.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Lipton Papatya Çayı 30 Gr,87.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Red Bull Blue Enerji İçeceği 250 Ml,89.5,2026-05-25,icecek,TRY,01,0.0,0.0,12.578616352201259,17.763157894736842
Sprite Teneke 250 Ml,42.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,-15.151515151515152
Fanta Portakal Teneke 250 Ml,42.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,-15.151515151515152
Lipton Slim Plus Kayısılı Bitki Çayı 20 Li,87.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Meysu Nar Meyve Suyu 1 Lt,87.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Meysu Ananas Meyve Suyu 1 Lt,87.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
"Nescafe Sütlü Köpüklü 17,4 Gr",14.35,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Nestle Latte 17 Gr,18.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Nestle Salep 15 Gr,14.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Red Bull Enerji İçeceği 355 Ml,133.0,2026-05-25,icecek,TRY,01,0.0,0.0,11.297071129707113,11.297071129707113
Pınar Organik Süt 200 Ml,39.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Cafe Crown Latte Köpüklü Sütlü Kahve 17 Gr,15.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Ülker Cafe Crown 2 Si 1 Arada Sade,13.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Ece Yaprak Çay Ceylon Tea Seylan Çayı 500 Gr,491.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Alpimilk Çikolatalı Süt 6 X 180 Ml,137.5,2026-05-25,icecek,TRY,01,0.0,0.0,-4.513888888888888,0.0
Nestle Coffee Mate Kahve Kreması 2 Kg,1104.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,11.571500757958566
Dola Ihlamur Atom Çayı 135 Gr,113.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Dola Atom Çayı Nane Limon Zencefil 135 g,113.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Dola Atom Çayı Kış Çayı 150 Gr,109.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Doğuş Tomurcuk Çay 100 Gr,82.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Doğuş Maydonoz Limon Çayı,87.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Doğuş Limonlu Zencefilli Yeşil Çay,87.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Doğuş Kiraz Saplı Form Çayı,87.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Doğuş Ihlamurlu Ballı Zencefilli,87.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Doğuş Şeftalili Yeşil Çay,87.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Doğadan İyi Uykular Çayı 18 Li,156.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,20.930232558139537
Doğadan Rahat Hisset Passifloralı Bitki Çayı 18 Li,156.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,20.930232558139537
Doğadan Yeşil Çay Açai Ananaslı 20 Li,153.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,21.428571428571427
Doğadan Yumuşak İçimli Yeşil Çay,156.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,20.930232558139537
Doğadan Elma Çayı 20 Li,153.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,21.428571428571427
Doğadan Kuşburnu Çayı,156.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,20.930232558139537
Doğadan Böğürtlen 40 Gr,151.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,21.686746987951807
Doğadan Rezene Çayı,156.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,20.930232558139537
Doğadan Form Kayısılı Bitki Çayı,156.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,20.930232558139537
Doğadan Zencefil Limonlu Bitki Çayı,156.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,20.930232558139537
Doğadan Yeşil Çay Limonlu,156.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,20.930232558139537
Doğadan Sade Yeşil Çay 35 Gr,152.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,21.51394422310757
Doğadan Papatya Çayı,156.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,20.930232558139537
Doğadan Form Kiraz Saplı Bitki Çayı,156.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,20.930232558139537
Doğadan Ihlamur Bitki Çayı,154.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,21.25984251968504
Doğadan Adaçayı Bardak Poşet 20 Li,153.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,21.428571428571427
Dimes Cool Lime Özü 310 Ml x1 adet,66.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Dimes Smoothie Çilek Muz Elma 310 Ml,76.5,2026-05-25,icecek,TRY,01,0.0,0.0,14.17910447761194,14.17910447761194
Dimes Milkshake Vanilyalı – Beyaz Çikolatalı 310 Ml,76.5,2026-05-25,icecek,TRY,01,0.0,0.0,14.17910447761194,14.17910447761194
Dimes Milkshake Muzlu – Kurabiyeli 310 Ml,76.5,2026-05-25,icecek,TRY,01,0.0,0.0,14.17910447761194,14.17910447761194
Dimes Mango Meyve Suyu 1 Lt,93.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Dimes 7/24 Tahıllı Karışık Meyve Suyu 200 Ml 27 Adet,627.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Dimes %100 Sıkma Portakal Suyu Cam 700 Ml,247.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Dimes Active 7/24 Tahıllı Karışık Meyve Suyu 1 Lt,86.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Dimes Active Vişne Suyu 1 Lt,93.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Didi Bergomat 330Ml,30.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Didi Limon Aromalı Soğuk Çay 330 Ml,33.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Didi Limon Aromalı Soğuk Çay 500 Ml,39.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Didi Şeftali Aromalı Soğuk Çay 500 Ml,39.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Didi Bergamot Aromalı Soğuk Çay 500 Ml,39.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Dark Blue Enerji İçeceği 1 Lt,61.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Çaykur Tamdem Bergamot Aromalı Çay 1000 Gr,461.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Çaykur Altınbaş Çayı 2000 Gr,1024.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Çaykur Tomurcuk Poşet 200 Gr,149.5,2026-05-25,icecek,TRY,01,0.0,0.0,,
Çaykur Tomurcuk Çay Teneke 125 Gr,146.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Çaykur Tiryaki Siyah Dökme Çay 5 Kg,1901.0,2026-05-25,icecek,TRY,01,0.0,0.0,2.6457883369330455,2.6457883369330455
Çaykur 100 Lü Siyah Bardak Poşet Çay 200 Gr,341.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Cook Premium Filtre Kahve Kağıdı Ebat 4,173.0,2026-05-25,icecek,TRY,01,0.0,0.0,7.78816199376947,7.78816199376947
Coffee Filters Filtre Kahve Kağıdı 4 Numara 80’li,175.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Coffee Filters Filtre Kahve Kağıdı 2 Numara 80’li,176.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Cappy Şeftali Meyve Suyu Cam 250 Ml,70.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,11.11111111111111
Cappy %100 Elma Meyve Suyu Cam 250 Ml,74.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Cappy Karışık Meyve Suyu Cam 250 Ml,70.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,11.11111111111111
Cappy Vişneli Meyve Suyu Cam 250 Ml,70.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,11.11111111111111
Cappy Atom Meyve Suyu 1 Lt,93.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Burn Gold 250Ml,59.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Caffeo Kahve Filtre Kağıdı 1X2,90.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Beta Tea Taç Yaprak Demlik Poşet Çay 100 Lü 320 Gr,406.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Beta Tea Bergamotlu Demlik Poşet Çay 48 Li 153 Gr,188.5,2026-05-25,icecek,TRY,01,0.0,0.0,,0.0
Beta Tea Champion Demlik Poşet Çay 100 Lü 320 Gr,593.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Beta Tea Yüksek Tepeler Dökme Çay 1 Kg,344.0,2026-05-25,icecek,TRY,01,0.0,0.0,4.084720121028744,4.084720121028744
Beta Tea Beyaz Çay 24 Gr,141.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Beta Tea Opa Seylan Dökme Çay 250 Gr,391.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Beta Tea Taç Yaprak Türk Çayı 1 Kg,408.0,2026-05-25,icecek,TRY,01,0.0,0.0,3.2911392405063293,3.2911392405063293
Beta Tea Kızıl Dem Türk Çayı 1 Kg,360.0,2026-05-25,icecek,TRY,01,0.0,0.0,3.7463976945244957,8.108108108108109
Beta Tea Kızıl Dem Demlik Poşet Çay 100 Lü 320 Gr,172.0,2026-05-25,icecek,TRY,01,0.0,0.0,8.517350157728707,8.517350157728707
Beta Tea Kızıl Dem Bardak Poşet Çay 25 Li 50 Gr,118.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Bağdat Adaçayı 40 Gr,65.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,
Atatürk Orman Çiftliği Elma Suyu 1 Lt,131.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Atatürk Orman Çiftliği Elma Suyu 250 Ml,59.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Atatürk Orman Çiftliği Vişne Nektarı 250 Ml,59.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Doğuş Elma Çayı,90.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Doğuş Limonlu Yeşil Çay,87.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Red Bull Enerji İçeceği 473 Ml,177.5,2026-05-25,icecek,TRY,01,0.0,0.0,16.776315789473685,16.776315789473685
Dimes Active Ekşi Elma Meyve Suyu 1 Lt,93.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Dimes %100 Karışık Meyve Suyu 1 Lt,140.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Dimes %100 Kırmızı Meyve Suyu 1 Lt,140.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Dimes %100 Elma – Vişne Suyu 1 Lt,146.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Dimes %100 Portakal Suyu 1 Lt,185.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Nescafe Xpress Latte Orijinal Tat 250 Ml,80.7,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Nescafe Xpress Vanilya 250 Ml,82.8,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Nescafe Xpress Çikolata 250 Ml,82.8,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,20.348837209302324
Burn Enerji İçeceği 500 Ml,98.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Kocatepe Türk Kahvesi Folyo 1 Kg,1020.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Meysu Elma Meyve Suyu 1 Lt,88.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Dr.Oetker Milkshake Çikolatalı – Çilekli 24 Gr,15.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Dr.Oetker Milkshake Muzlu 20 Gr,15.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Çaykur Tomurcuk Çay 200 Gr,203.0,2026-05-25,icecek,TRY,01,0.0,0.0,,0.0
Dimes Şeftali Suyu 1 Lt,93.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Dimes Kayısı Meyve Suyu 1 Lt,93.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Dimes Karışık Meyve Suyu 1 Lt,93.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Çaykur Tiryaki Dökme Çay 2 Kg,785.5,2026-05-25,icecek,TRY,01,0.0,0.0,3.7648612945838837,3.7648612945838837
Schweppes Mandalina Şişe 250 Ml,73.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Lipton Ice Tea Limon 330 Cc,48.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Lipton Ice Tea Mango 330 Cc,45.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Lipton Ice Tea Şeftali 330 Cc,43.5,2026-05-25,icecek,TRY,01,0.0,0.0,-3.3333333333333335,-3.3333333333333335
Kocatepe Damla Sakızı Aromalı Türk Kahvesi 100 Gr,183.0,2026-05-25,icecek,TRY,01,0.0,0.0,,0.0
Kocatepe Türk Kahvesi 100 Gr,96.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Lipton Earl Grey Bardak Poşet Çay 25 Li 50 Gr,132.0,2026-05-25,icecek,TRY,01,0.0,0.0,5.6000000000000005,5.6000000000000005
Cappy Pulpy Portakal Parçacıklı Meyve Suyu 1 Lt,100.0,2026-05-25,icecek,TRY,01,0.0,0.0,6.951871657754011,6.951871657754011
Lipton Kuşburnu Çayı 40 Gr,87.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Lipton Ada Çayı 30 Gr,87.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Lipton Ihlamur Çayı 32 Gr,87.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Lipton Yellow Label Bardak Poşet Çay 25 Li 50 Gr,132.0,2026-05-25,icecek,TRY,01,0.0,0.0,6.024096385542169,6.024096385542169
Lipton Earl Grey Demlik Poşet Çay 100 Lü 320 Gr,300.0,2026-05-25,icecek,TRY,01,0.0,0.0,,0.0
Lipton Doğu Karadeniz 100 Lü 200 Gr Bardak Poşet Çay,302.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.8333333333333334
Lipton Doğu Karadeniz 25 Li Bardak Poşet Çay 50 Gr,103.5,2026-05-25,icecek,TRY,01,0.0,0.0,5.0761421319796955,6.701030927835052
Lipton Rezene Çayı 40 Gr,87.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Lipton Earl Grey Bardak Poşet Çay 100 Lü 200 Gr,354.5,2026-05-25,icecek,TRY,01,0.0,0.0,8.409785932721713,8.409785932721713
Lipton Yellow Label Bardak Poşet Çay 100 Lü 200 Gr,354.5,2026-05-25,icecek,TRY,01,0.0,0.0,,8.409785932721713
Lipton Doğu Karadeniz Demlik Poşet Çay 150 Lı,296.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,15.8203125
Lipton Doğu Karadeniz Demlik Poşet Çay 48 Adet 153 Gr,133.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,1.9083969465648856
Lipton Earl Grey Demlik Poşet Çay 48 Li 153 Gr,148.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Lipton Yellow Label Demlik Poşet Çay 48 Li 153 Gr,148.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Lipton Doğu Karadeniz Çayı 1 Kg,363.0,2026-05-25,icecek,TRY,01,0.0,0.0,1.9662921348314606,1.9662921348314606
Lipton Doğu Karadeniz Dökme Çay 500 Gr,221.0,2026-05-25,icecek,TRY,01,0.0,0.0,,
Lipton Yellow Label Dökme Çay 1 Kg,378.0,2026-05-25,icecek,TRY,01,0.0,0.0,1.7496635262449527,1.7496635262449527
Lipton Yellow Label Dökme Çay 500 Gr,236.0,2026-05-25,icecek,TRY,01,0.0,0.0,,0.0
Doğuş Bergamotlu Yeşil Çay 20li 35 gr,90.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Doğuş Ayvalı -Zencefilli Çay 20’li 38 gr,89.0,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Doğuş Kayısılı Form Çayı,87.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Doğuş Sade Form Çayı,87.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Doğuş Kuşburnu Çayı,87.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Doğuş Rezene Çayı,87.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Doğuş Nane Limon Çayı,87.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Doğuş Ihlamur Bitki Çayı 20’Li,87.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
Doğuş Adaçayı Zarflı Süzen Poşet Çay 20 Adet 26 Gr,90.5,2026-05-25,icecek,TRY,01,0.0,0.0,0.0,0.0
