item_name,price,tarih,kategori,para_birimi,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
Uzungil Pişmaniye 400Gr,116.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Şölen Luppo Karamelli Sandviç Kek 182 Gr,95.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
"Ülker Dido Trio Beyaz Çikolatalı Gofret 36,5 Gr",39.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Eti Hoşbeş Muzlu Gofret 120 Gr,75.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Eti Fındıklı Kurabiye 198 Gr,88.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,11.39240506329114
Eti Bidolu Kakao Kremalı Yer Fıstığı Parçacıklı Gofret 81 Gr,51.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,14.606741573033707
Eti Bidolu Fındık Kremalı Yer Fıstığı Parçacıklı Gofret 81 Gr,51.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,14.606741573033707
Haribo Fizz Mix Şekerleme 70 Gr,58.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Haribo Worms Fizz Solucan Şekerleme 70 Gr,58.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Çubuk Kraker 32 Gr,8.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Fındık Kremalı Bisküvi 4 Lü 76 Gr,54.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,-5.263157894736842,-5.263157894736842
Torku Bitter Ve Portakal Kremalı Gofret 142 Gr,56.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,-7.377049180327869,-7.377049180327869
Torku Orman Meyveli Gofret 142 Gr,56.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,-5.833333333333333,-8.130081300813007
Mixmey Meyve Barı Elma + Şeftali 20Gr,48.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Mixmey Meyve Bar Elma + Hurma 20Gr,48.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Mixmey Meyve Barı Elma + Erik 20Gr,48.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Mixmey Meyve Barı Elma + Böğürtlen 20Gr,48.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Mixmey Meyve Barı Çilek 20 Gr,49.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Eti Gong Pops Mısır Ve Pirinç Patlağı 80 Gr,65.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,11.016949152542372
Eti Balık Kraker Mısırlı 70 Gr,29.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Haribo Starmix Şekerleme 80 Gr,58.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Haribo Starmix Şekerleme 160 Gr,101.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Haribo Diş Şekerleme 80 Gr,58.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Nestle Damak İnci Antep Fıstıklı Beyaz Çikolata 60 Gr,104.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,
Şölen Ozmo Popsy Renkli Çikolatalı Draje 3 Lü 24 Gr,97.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Şölen Ozmo Cornet 25 Gr,20.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Albeni Tane Tane Çikolata 29 Gr,38.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Altınbaşak Çörekotlu Kinoalı Bisküvi 40 Gr,18.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Toybox Choco Stick Kakolu Fındık Kreması 56 Gr,61.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Toybox Çakıl Çikolata 15 Gr,24.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Eti Gong Pops Baharat Çeşnili Mısır Ve Pirinç Patlağı 80 Gr,65.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,11.016949152542372
Eti Sütlü Çubuk Çikolata 34 Gr,44.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Eti Petito Sütlü Çikolata 18 Gr,24.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,,0.0
Eti Popkek Hindistan Cevizli Kek 180 Gr,75.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,-0.6622516556291391
Eti Hoşbeş Kakaolu Gofret 70 Gr,44.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,6.024096385542169
Eti Hoşbeş Hindistan Cevizli Gofret 70 Gr,44.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,6.024096385542169
Eti Hoşbeş Fındık Kremalı Gofret 70 Gr,44.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,6.024096385542169
Eti Hoşbeş Hindistan Cevizli Gofret 142 Gr,75.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,11.11111111111111
Eti Petito Ayıcık Mini Sütlü Çikolata 72 G,118.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Oneo Slim Çilek Aromalı Sakız 14 Gr,29.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Oneo Slim Yeşil Nane Aromalı Sakız 14 Gr,30.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,17.307692307692307,17.307692307692307
Ülker Oneo Slim Karpuz Aromalı Sakız 14 Gr,29.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Oneo Slim Nane Aromalı Sakız 14 Gr,30.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,17.307692307692307,17.307692307692307
Ülker Oneo Fliptop Nane Aromalı Draje 21 Gr,34.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,16.94915254237288
Ülker Oneo Dopdolu Nane Draje Sakız 76 Gr,132.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,,18.385650224215247
Torku Enjoy Çoko Muzlu Kek 55 Gr,17.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Enjoy Ahududu Soslu Kek 55 G,17.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Enjoy Çoko Çikolatalı Kek 55 Gr,17.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Halley Karadutlu Çikolata Kaplamalı Bisküvi 7 Li,117.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Halley Karadutlu Çikolata Kaplamalı Mini Bisküvi 74 Gr,36.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Rocco Rengarenk 33Gr,33.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Halley Çikolata Kaplamalı Bisküvi 8 Li 240 Gr,106.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
"Nestle Nesfit Karamelli Çikolata Bar 23,5 Gr",25.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Cocostar Atıştırmalık Sandviç Bisküvi 66 Gr,36.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Beyaz Tablet Çikolata 70 Gr,117.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,
Ülker Cocostar Atıştırmalık Büyük Boy 154 Gr,81.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,-14.210526315789473,-14.210526315789473
Ülker Çubuk Kraker 40 Gr,8.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Finger Bisküvi 150 Gr,133.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Pötibör Bisküvi 800 Gr,118.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,-14.181818181818182,-14.181818181818182
Ülker Çubuk Kraker 80 Gr,15.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Bebe Bisküvisi 800 Gr,156.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,-7.941176470588235,-7.941176470588235
Şölen Biscolata Starz Bitter Bisküvi 82 Gr,37.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Şölen Biscolata Starz Sütlü Bisküvi 82 Gr,37.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Şölen Boombastic Fantastik Bar,28.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Tam Ruşeymli Çikolatalı Bisküvi 84 Gr,41.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Eti Browni Gold Vişne Soslu Çikolatalı Kek 45 Gr,20.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Eti Browni Gold Çikolata Soslu Çikolatalı Kek 45 Gr,20.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
First X-Fresh Şeftali Karpuz Aromalı Sakız 27 G,58.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,19.587628865979383
Şölen Greta Mevsim Yeşillikli Kraker 120 Gr,71.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Şölen Greta Zeytinli Ve Dağ Kekikli Kraker 120 Gr,71.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Nestle Classic Beyaz Kare Çikolata 60 Gr,78.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,,4.0
Eti Maximus Loading Bar 50 Gr,29.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Eti Susamlı Çubuk Kraker 56 Gr,19.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,5.405405405405405
Eti Susamlı Çubuk Kraker 120 Gr,38.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,2.7027027027027026
Eti Cin Çilek Soslu Bisküvi 25 Gr,9.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,20.0
Eti Cin Lokmalık 342 Gr,92.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,-7.07070707070707,-7.07070707070707
Eti Lifalif Kuru Yemişli Müsli Bar 35 Gr,47.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,7.954545454545454
Eti Lifalif Kuru Meyveli Müsli Bar 35 Gr,47.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,7.954545454545454
Eti Lifalif Bitter Çikolatalı Yulaf Bar 35 Gr,47.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,7.954545454545454
Eti Form Tahıllı Buğday Patlağı 41 Gr,33.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,3.076923076923077
Ülker Dankek Lokmalık Hindistan Cevizli Kek 160 Gr,67.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Premio Bisküvi 86 Gr,24.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Favorimo Çikolata Kremalı Bisküvi 61 Gr,16.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Fındık Kremalı Bisküvi 61 Gr,16.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Favori Kremalı Muz 4*76Gr,53.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,-4.504504504504505,-4.504504504504505
Torku Premio Bisküvi 3 Lü 86 Gr,65.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Sade Kremalı Bisküvi 61 Gr,16.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Favorimo Çikolata Kremalı Bisküvi 4 Lü 76 Gr,54.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,-5.263157894736842,-5.263157894736842
Torku Tam Çikolatam 3 Lü Bisküvi 83 Gr,76.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,-17.391304347826086,-17.391304347826086
Ülker Biskrem Extra Kakao Kremalı Bisküvi 184 Gr,69.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Saklıköy Çikolatalı Sütlü Kremalı Bisküvi 100 Gr,46.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Haribo Phantasia Şekerleme 80 Gr,58.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Haribo Taş Ayıcık Şekerleme175 Gr,149.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,
Ülker Susamlı Çubuk Kraker 70 Gr,21.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Eti Burçak Kurabiye Kakaolu 198 Gr,90.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,11.11111111111111
Torku Gala Karamelli Kek 50 Gr,26.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Gala Orman Meyveli Kek 50 Gr,26.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Eti Crax Peynirli Çubuk Kraker 175 Gr,52.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,5.0
Eti Crax Baharatlı Çubuk Kraker 175 Gr,52.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,5.0
Eti Crax Baharatlı Çubuk Kraker 80 Gr,26.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,1.9607843137254901
Eti Crax Peynirli Çubuk Kraker 80 Gr,26.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,1.9607843137254901
Kinder Joy T1 Erkeklere Özel 20 Gr,53.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Eti Popkek Muzlu Mini Kek 180 Gr,75.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,-0.6622516556291391
Eti Popkek Limon Kaplamalı Mini Kek 180 Gr,75.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,-0.6622516556291391
Eti Popkek Kakao Kaplamalı Mini Kek 180 Gr,75.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Tam Kakaolu Kremalım Bisküvi 3 Lü 83 Gr,70.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,-9.615384615384617,-9.615384615384617
Şölen Biscolata Mood Bitter Bisküvi 125 Gr,81.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,-6.358381502890173,-6.358381502890173
Şölen Biscolata Veni Çikolatalı Gofret 110 Gr,56.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Şölen Biscolata Veni Fındıklı Gofret 110,56.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Biscolata Sütlü Stix 40 Gr,36.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,-10.0,-10.0
Şölen Ozmo Cornet Çok Al Az Öde 100 Gr,74.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Şölen Hoppo Bardak Bisküvi 90 Gr,69.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Şölen Ozmo Popsy Renkli Çikolatalı Draje 24 Gr,35.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Şölen Boombastic Kek Bar 40 Gr,28.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Olala Frambuazlı Sufle Kek 70 Gr,46.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Uzungil Hurma Şekeri 400Gr,124.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Yupo Jelly Böğürtlen 20 Gr,18.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,
Ülker Yupo Jelly Portakal 20 Gr,18.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,,2.7777777777777777
Torku Tam Kremalım Kakao Kremalı Bisküvi 83 Gr,27.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Miniki Portakallı Turtacık 94 Gr,21.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
"Nestle Nesfit Çilekli Çikolata Bar 23,5 Gr",26.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
"Nestle Nesfit Bitter Çikolata Bar 23,5 Gr",26.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Nestle 1927 %82 Kakao Bitter Çikolata 60 Gr,126.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,5.439330543933055
Ülker Çikolatalı Bitter Gofret 36 Gr,20.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Dankek Lokmalık Havuçlu Tarçınlı Kek 160 Gr,67.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Eti Benimo Lokmalık Bisküvi 80 Gr,43.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,8.75
Ülker Muzlu Rulo Pasta 235 Gr,91.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Nestle Nesquik Kakaolu Tam Tahıllı Bar 25 Gr,27.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Haribo Chammallows Pembe Beyaz Marshmallow 70 Gr,58.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Tatkrak Peynirli Kraker 77 Gr,18.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Tatkrak Baharatlı Kraker 77 Gr,18.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Kremini Tropikal Şeker 30 Gr,31.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,18.867924528301888
Ülker Oneo Çilek Aromalı Draje 60 Gr,87.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,19.047619047619047
Torku Miniki Nuga Çikolatalı Bar 72 Gr,63.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Nestle Sütlü Çikolata Baton 30 Gr,43.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Kremini Karpuzlu Şeker 44 Gr,31.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,18.867924528301888
Eti Browni Çikolatalı 50 Gr,32.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,10.344827586206897
Ülker Saklıköy Çikolatalı Kremalı Bisküvi 87 Gr,29.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Meyveli Kek 35 Gr,13.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Eti Popkek Portakallı Kek 60 Gr,15.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,-26.82926829268293,-26.82926829268293
Eti Crax Çubuk Kraker 85 Gr,18.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,12.121212121212121
"Ülker Fındık Rüyası Çikolata 40,5 Gr",46.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Kakaolu Fındıklı Kek 35 Gr,13.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku No 1 Çikolatalı Gofret 5 X 35 Gr,98.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Eti Karam Bitter %70 Kakaolu Çikolata 60 Gr,79.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Hanımeller Çokodamla Poşet Bisküvi 150 Gr,56.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Tadelle Beyaz Çikolatalı Gofret 35 Gr,22.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,,
Ülker Yupo Jelly Ayıcık 80 Gr,31.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,-36.08247422680412,0.0
Ülker Yupo Solucan 80 Gr,31.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,-36.08247422680412,-29.545454545454547
Ülker Hobby Çikolata Kaplı Fındıklı Bar 25 Gr,13.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Çokomilk Sütlü Nugalı Bar Çikolata 24 Gr,13.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,3.8461538461538463
Ülker Piko Portakallı Çikolata Kaplamalı 18 Gr,13.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Rondo Çilek Kremalı Bisküvi 488 Gr,100.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,-6.944444444444445,-6.944444444444445
Eti Çubuk Kraker 40 Gr,10.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,40.0
Tadelle Sütlü Şekersiz Çikolata 20 Gr,47.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,
Ülker Biskrem 200 Gr,63.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Saklıköy Sütlü Kremalı Bisküvi 264 Gr,74.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Nestle Damak Gece %55 Kakao 60 Gr,104.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,11.229946524064172
Torku Tam Yulaflı Bisküvi 3X118 Gr,76.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,2.7027027027027026,2.7027027027027026
Torku Tam Çikolatam Bisküvi 83 Gr,32.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker %60 Bitter Tablet Çikolata 70 Gr,117.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Milka Çikolata Rüyası 100 Gr,121.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,63.08724832214765,0.0
Eti Tartini Frambuazlı Turta 114 Gr,56.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,6.60377358490566
Eti Finger Bisküvi 900 Gr,183.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Eti Uzun Çikolata Keyfi Antep Fıstıklı 34 Gr,54.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Eti Karam %27 Antep Fıstıklı Bitter Çikolata 28 Gr,72.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Elit Çikolata Beyoğlu 27Gr,56.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Haribo Chammalow Klasik 150 Gr,103.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Haribo Chammallows Rubino Marshmallow 70 Gr,58.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Haribo Solucan Şekerleme 160 Gr,103.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Haribo Happy Cola Şekerleme 160 Gr,103.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker 9 Kat Tat İnce İnce Hindistan Cevizli Gofret 114 Gr,48.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Kent Missbon Çilekli Elmalı Şeker 43 Gr,28.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Eti Kombo Çikolata Kaplamalı Bisküvi 56 Gr,35.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Tam Buğdaylı Bisküvi 3 X 131 Gr,78.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,-7.100591715976331,-7.100591715976331
Ülker Biskrem 150 Gr,48.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Dankek Lokmalık Kakaolu Kek 160 Gr,67.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Dankek Lokmalık Üzümlü Kek 160 Gr,67.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Pötibör Bisküvi 700 Gr,96.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Hanımeller Tuzlu Karma Poşet Bisküvi 150 Gr,56.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Turtacık Portakal Jöleli 102 Gr,28.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Tam Buğdaylı Bisküvi 131 Gr,31.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Fav Muz 61Gr,16.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku 1 Daha Bol Çikolatalı Gofret 32 Gr,26.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,-3.7037037037037033,-3.7037037037037033
Torku Çokofest Karamelli Bar Çikolata 60 Gr,46.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Çokofest Karamelli Bar Çikolata 34 Gr,27.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Çokofest Frambuazlı Bar Çikolata 34 Gr,27.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Fındıklı Çikolata 60 Gr,78.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku Antep Fıstıklı Çikolata 65 Gr,115.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Torku No 1 Çikolatalı Gofret 35 Gr,19.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,-9.523809523809524,-9.523809523809524
Eti Burçak Çikolatalı Bisküvi 114 Gr,53.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Eti Paykek Şekl-İ Şahane 285 Gr,150.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,9.057971014492754
Ülker Olala Sufle Kek 70 Gr,46.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Nestle 1927 Ekstra Bitter Çikolata 60 Gr,105.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Nestle 1927 Bol Sütlü Kare Çikolata 65 Gr,105.0,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Kent Tipitip Sakız 27 Gr,44.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,0.0
Ülker Bonbon Karışık Meyve 36 Gr,31.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,18.867924528301888
Ülker Bonbon Nane 36 Gr,31.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,18.867924528301888
Ülker Kremini Ahududulu Şeker 44 Gr,31.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,18.867924528301888
Ülker Kremini Vişneli Şeker 44 Gr,31.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,18.867924528301888
Ülker Kremini Çilekli Şeker 44 Gr,31.5,2026-05-25,atistirmalik,TRY,01,0.0,0.0,0.0,18.867924528301888
