tarih,kategori,urun_adi,fiyat,para_birimi,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
2026-05-15,temel-gida,Akfa Domates Salçası 4300 Gr,501.0,TRY,01,0.0,0.2,0.2,-1.183431952662722
2026-05-15,temel-gida,Akfa Domates Salçası 830 Gr,121.0,TRY,01,0.0,2.5423728813559325,2.5423728813559325,2.5423728813559325
2026-05-15,temel-gida,Akfa Domates Salçası Cam 700 Gr,118.5,TRY,01,0.0,0.0,0.0,0.0
2026-05-15,temel-gida,Amoy Soya Sosu 750 Ml,302.0,TRY,01,0.0,0.0,0.0,0.0
2026-05-15,temel-gida,Ankara Makarna Arpa Şehriye 5 Kg,474.0,TRY,01,0.0,0.0,0.0,4.175824175824175
2026-05-15,temel-gida,Ankara Makarna Arpa Şehriye 500 Gr,48.0,TRY,01,0.0,0.0,0.0,5.4945054945054945
2026-05-15,temel-gida,Ankara Makarna Boncuk 500 Gr,48.0,TRY,01,0.0,0.0,0.0,5.4945054945054945
2026-05-15,temel-gida,Ankara Makarna Burgu 5 Kg,474.0,TRY,01,0.0,0.0,0.0,4.175824175824175
2026-05-15,temel-gida,Ankara Makarna Burgu 500 Gr,48.0,TRY,01,0.0,0.0,0.0,5.4945054945054945
2026-05-15,temel-gida,Ankara Makarna Dirsek 500 Gr,48.0,TRY,01,0.0,0.0,0.0,5.4945054945054945
2026-05-15,temel-gida,Ankara Makarna Erişte 5 Kg,474.0,TRY,01,0.0,0.0,0.0,4.175824175824175
2026-05-15,temel-gida,Ankara Makarna Erişte 500 Gr,48.0,TRY,01,0.0,0.0,0.0,5.4945054945054945
2026-05-15,temel-gida,Ankara Makarna Fiyonk 5 Kg,474.0,TRY,01,0.0,0.0,0.0,4.175824175824175
2026-05-15,temel-gida,Ankara Makarna Fiyonk 500 Gr,48.0,TRY,01,0.0,0.0,0.0,5.4945054945054945
2026-05-15,temel-gida,Ankara Makarna Fırın 500 Gr,48.0,TRY,01,0.0,0.0,0.0,5.4945054945054945
2026-05-15,temel-gida,Ankara Makarna İnce Uzun 5 Kg,474.0,TRY,01,0.0,0.0,0.0,4.175824175824175
2026-05-15,temel-gida,Ankara Makarna İnce Uzun 500 Gr,48.0,TRY,01,0.0,0.0,0.0,5.4945054945054945
2026-05-15,temel-gida,Ankara Makarna İrmik 500 Gr,50.15,TRY,01,0.0,0.0,0.0,3.937823834196888
2026-05-15,temel-gida,Ankara Makarna Kalem 500 Gr,48.0,TRY,01,0.0,0.0,0.0,5.4945054945054945
2026-05-15,temel-gida,Ankara Makarna Kelebek 500 Gr,48.0,TRY,01,0.0,0.0,0.0,5.4945054945054945
2026-05-15,temel-gida,Ankara Makarna Kepekli Spagetti 350 Gr,51.0,TRY,01,0.0,0.0,0.0,8.51063829787234
2026-05-15,temel-gida,Ankara Makarna Kuskus 5 Kg,381.0,TRY,01,0.0,0.0,0.0,0.0
