tarih,kategori,urun_adi,fiyat,para_birimi,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
2026-03-31,temel-gida,Billur İyotlu Tuz 750 Gr,39.5,TRY,01,0.0,0.0,1.282051282051282,1.282051282051282
2026-03-31,temel-gida,Billur Karton Tuz 250 Gr,37.0,TRY,01,0.0,0.0,0.0,0.0
2026-03-31,temel-gida,Billur Tuz İyotlu 3 Kg,202.5,TRY,01,0.0,0.0,0.49627791563275436,0.49627791563275436
2026-03-31,temel-gida,Billur Tuz İyotlu Tuzluklu 125 Gr,24.5,TRY,01,0.0,0.0,0.0,0.0
2026-03-31,temel-gida,"Billur Tuz Rafine İyotlu Sofra Tuzu 1,5 Kg",80.0,TRY,01,0.0,0.0,0.628930817610063,0.628930817610063
2026-03-31,temel-gida,Billur Tuz Sodyumu Azaltılmış İyotsuz Sofra Tuzu 500 Gr,117.5,TRY,01,0.0,0.0,0.8583690987124464,0.8583690987124464
2026-03-31,temel-gida,Billur Tuz Sofrada Öğütme Deniz Tuzu 500 Gr,72.0,TRY,01,0.0,0.0,0.6993006993006993,0.6993006993006993
2026-03-31,temel-gida,Billur Tuz Sofrada Öğütme Yemeklik Himalaya Kristal Granül Doğal Kaya Tuzu 200 Gr Değirmenli,95.0,TRY,01,0.0,0.0,0.5291005291005291,0.5291005291005291
2026-03-31,temel-gida,Billur Tuzluklu Tuz 500 Gr,51.5,TRY,01,0.0,0.0,0.0,0.0
2026-03-31,temel-gida,Biryağ Ayçiçek Yağı 1 Lt,173.5,TRY,01,0.0,0.0,0.5797101449275363,0.5797101449275363
2026-03-31,temel-gida,Biryağ Ayçiçek Yağı 2 Lt,323.5,TRY,01,0.0,0.0,0.6220839813374806,0.6220839813374806
2026-03-31,temel-gida,Bizim Mutfak Çikolata Sosu 98 Gr,60.5,TRY,01,0.0,0.0,0.8333333333333334,0.8333333333333334
2026-03-31,temel-gida,Bizim Mutfak Çilekli Puding 120 Gr,45.0,TRY,01,0.0,0.0,0.0,0.0
2026-03-31,temel-gida,Bizim Mutfak Domates Çorbası 65 Gr,45.0,TRY,01,0.0,0.0,0.0,0.0
2026-03-31,temel-gida,Bizim Mutfak Ezogelin Çorbası 80 Gr,44.0,TRY,01,0.0,0.0,1.1494252873563218,1.1494252873563218
2026-03-31,temel-gida,Bizim Mutfak Kakaolu Puding 132 Gr,45.0,TRY,01,0.0,0.0,,0.0
2026-03-31,temel-gida,Bizim Mutfak Krem Şanti 150 Gr,74.0,TRY,01,0.0,0.0,0.6802721088435374,0.6802721088435374
2026-03-31,temel-gida,Bizim Mutfak Krem Şanti 75 Gr,44.0,TRY,01,0.0,0.0,1.1494252873563218,1.1494252873563218
2026-03-31,temel-gida,Bizim Mutfak Kremalı Mantar Çorbası 65 Gr,45.0,TRY,01,0.0,0.0,0.0,0.0
2026-03-31,temel-gida,Bizim Mutfak Kremalı Tavuk Çorbası 62 Gr,45.0,TRY,01,0.0,0.0,0.0,0.0
2026-03-31,temel-gida,Bizim Mutfak Mercimek Çorbası 72 Gr,45.0,TRY,01,0.0,0.0,0.0,0.0
2026-03-31,temel-gida,Bizim Mutfak Şehriyeli Tavuk Suyu Çorbası 80 Gr,44.0,TRY,01,0.0,0.0,,1.1494252873563218
2026-03-31,temel-gida,Bizim Mutfak Tarhana Çorbası 65 Gr,45.0,TRY,01,0.0,0.0,0.0,0.0
2026-03-31,temel-gida,Bizim Mutfak Vanilyalı Puding 125 Gr,45.0,TRY,01,0.0,0.0,0.0,0.0
2026-03-31,temel-gida,Bizim Mutfak Yayla Çorbası 80 Gr,44.0,TRY,01,0.0,0.0,1.1494252873563218,1.1494252873563218
2026-03-31,temel-gida,Burcu Acı Biber Salçası 1500 Gr,302.5,TRY,01,0.0,0.0,0.6655574043261231,0.6655574043261231
2026-03-31,temel-gida,Burcu Acı Sos 100 Ml,61.0,TRY,01,0.0,0.0,,
2026-03-31,temel-gida,Burcu Acı Tatlı Karışık Salça 1500 Gr,294.5,TRY,01,0.0,0.0,0.6837606837606838,0.6837606837606838
2026-03-31,temel-gida,Burcu Ajvar Acı 310 Gr,79.0,TRY,01,0.0,0.0,0.6369426751592357,0.6369426751592357
2026-03-31,temel-gida,Burcu Ajvar Tatlı 310 Gr,79.0,TRY,01,0.0,0.0,0.6369426751592357,0.6369426751592357
2026-03-31,temel-gida,Burcu Bamya Konservesi 550 Gr,186.0,TRY,01,0.0,0.0,0.8130081300813009,0.8130081300813009
2026-03-31,temel-gida,Burcu Barbekü Sos 330 Gr,62.0,TRY,01,0.0,0.0,0.8130081300813009,3.3333333333333335
2026-03-31,temel-gida,Burcu Barbunya Pilaki Hazır Yemek 400 Gr,62.0,TRY,01,0.0,0.0,0.8130081300813009,0.8130081300813009
2026-03-31,temel-gida,Burcu Bezelye Konservesi 4250 Gr,353.0,TRY,01,0.0,0.0,0.5698005698005698,0.5698005698005698
2026-03-31,temel-gida,Burcu Bezelye Konservesi 570 Gr Cam Kavanoz,70.0,TRY,01,0.0,0.0,0.7194244604316548,0.7194244604316548
2026-03-31,temel-gida,Burcu Bezelye Konservesi 830 Gr,83.0,TRY,01,0.0,0.0,0.6060606060606061,0.6060606060606061
2026-03-31,temel-gida,Burcu Bütün Mantar Cam Kavanoz 560 Gr,192.0,TRY,01,0.0,0.0,0.7874015748031495,
2026-03-31,temel-gida,Burcu Dilimli Mantar Cam Kavanoz 560 Gr,192.0,TRY,01,0.0,0.0,0.7874015748031495,22.29299363057325
2026-03-31,temel-gida,Burcu Domates Rendesi 700 Gr,67.0,TRY,01,0.0,0.0,0.7518796992481203,0.7518796992481203
2026-03-31,temel-gida,Burcu Domates Salçası 1500 Gr,209.0,TRY,01,0.0,0.0,0.7228915662650602,0.7228915662650602
2026-03-31,temel-gida,Burcu Domates Salçası 830 Gr,82.0,TRY,01,0.0,0.0,0.6134969325153374,0.6134969325153374
2026-03-31,temel-gida,Burcu Enginar Konservesi 540 Gr Cam Kavanoz,238.0,TRY,01,0.0,0.0,0.847457627118644,0.847457627118644
2026-03-31,temel-gida,Burcu Fasulye Pilaki Hazır Yemek 400 Gr,62.0,TRY,01,0.0,0.0,0.8130081300813009,0.8130081300813009
2026-03-31,temel-gida,Burcu Garnitür 4 Kg,353.0,TRY,01,0.0,0.0,0.5698005698005698,11.35646687697161
2026-03-31,temel-gida,Burcu Garnitür Cam Kavanoz 570 Gr,70.0,TRY,01,0.0,0.0,0.7194244604316548,0.7194244604316548
2026-03-31,temel-gida,Burcu Haşlanmış Barbunya 800 Gr,91.5,TRY,01,0.0,0.0,18.064516129032256,18.064516129032256
2026-03-31,temel-gida,Burcu Haşlanmış Fasülye 800 Gr,75.0,TRY,01,0.0,0.0,0.6711409395973155,0.6711409395973155
2026-03-31,temel-gida,Burcu Haşlanmış Nohut 800 Gr,83.5,TRY,01,0.0,0.0,0.6024096385542169,0.6024096385542169
2026-03-31,temel-gida,Burcu Ketçap Acılı 650 Gr,71.5,TRY,01,0.0,0.0,0.7042253521126761,6.7164179104477615
2026-03-31,temel-gida,Burcu Ketçap Tatlı 650 Gr,71.5,TRY,01,0.0,0.0,0.7042253521126761,6.7164179104477615
2026-03-31,temel-gida,Burcu Közlenmiş Biber 560 Gr,131.0,TRY,01,0.0,0.0,0.7692307692307693,0.7692307692307693
2026-03-31,temel-gida,Burcu Közlenmiş Patlıcan Cam Kavanoz 540 Gr,74.0,TRY,01,0.0,0.0,0.6802721088435374,0.6802721088435374
2026-03-31,temel-gida,Burcu Kurutulmuş Domates 550 Gr Cam Kavanoz,188.0,TRY,01,0.0,0.0,0.8042895442359249,8.670520231213873
2026-03-31,temel-gida,Burcu Mayonez 550 Gr,73.0,TRY,01,0.0,0.0,0.6896551724137931,4.285714285714286
2026-03-31,temel-gida,Burcu Meksika Fasülyesi 400 Gr,69.0,TRY,01,0.0,0.0,0.7299270072992701,0.7299270072992701
2026-03-31,temel-gida,Burcu Mısır Konservesi 3 X 200 Gr,107.0,TRY,01,0.0,0.0,0.4694835680751174,-5.3097345132743365
2026-03-31,temel-gida,Burcu Paprika Sos 330 Gr,62.0,TRY,01,0.0,0.0,,3.3333333333333335
2026-03-31,temel-gida,Burcu Ranch Sos 290 Gr,62.0,TRY,01,0.0,0.0,0.8130081300813009,3.3333333333333335
2026-03-31,temel-gida,Burcu Sarımsaklı Mayonez 290 Gr,62.0,TRY,01,0.0,0.0,0.8130081300813009,3.3333333333333335
2026-03-31,temel-gida,Burcu Tane Süt Mısır 2600 Gr,441.5,TRY,01,0.0,0.0,1.9630484988452657,1.9630484988452657
2026-03-31,temel-gida,Burcu Tatlı Biber Salçası 1500 Gr,302.0,TRY,01,0.0,0.0,0.6666666666666667,0.6666666666666667
2026-03-31,temel-gida,Burcu Taze Fasülye Hazır Yemek 550 Gr Cam Kavanoz,91.5,TRY,01,0.0,0.0,1.1049723756906076,1.1049723756906076
2026-03-31,temel-gida,Burcu Zeytinyağlı Yaprak Sarma 200 gr,135.5,TRY,01,0.0,0.0,2.2641509433962264,7.5396825396825395
2026-03-31,temel-gida,Calve Acı Set Ketçap 600 Gr + Mayonez 540 Gr,197.5,TRY,01,0.0,0.0,0.7653061224489796,0.7653061224489796
2026-03-31,temel-gida,Calve Acı Sos 265 Gr,123.5,TRY,01,0.0,0.0,0.8163265306122449,
2026-03-31,temel-gida,Calve Ballı Hardal Sos 260 Gr,167.0,TRY,01,0.0,0.0,0.6024096385542169,0.6024096385542169
2026-03-31,temel-gida,Calve Barbekü Sos 290 Gr,121.5,TRY,01,0.0,0.0,,
