tarih,kategori,urun_adi,fiyat,para_birimi,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
2026-03-31,temel-gida,Akfa Domates Salçası 4300 Gr,507.0,TRY,01,0.0,0.0,0.5952380952380952,0.5952380952380952
2026-03-31,temel-gida,Akfa Domates Salçası 830 Gr,112.0,TRY,01,0.0,0.0,0.9009009009009009,1.3574660633484164
2026-03-31,temel-gida,Akfa Domates Salçası Cam 700 Gr,118.5,TRY,01,0.0,0.0,0.851063829787234,0.851063829787234
2026-03-31,temel-gida,Amoy Soya Sosu 750 Ml,302.0,TRY,01,0.0,0.0,0.6666666666666667,0.6666666666666667
2026-03-31,temel-gida,Ankara Makarna Arpa Şehriye 5 Kg,455.0,TRY,01,0.0,0.0,0.6637168141592921,0.6637168141592921
2026-03-31,temel-gida,Ankara Makarna Arpa Şehriye 500 Gr,45.5,TRY,01,0.0,0.0,1.1111111111111112,1.1111111111111112
2026-03-31,temel-gida,Ankara Makarna Boncuk 500 Gr,45.5,TRY,01,0.0,0.0,1.1111111111111112,1.1111111111111112
2026-03-31,temel-gida,Ankara Makarna Burgu 5 Kg,455.0,TRY,01,0.0,0.0,0.6637168141592921,0.6637168141592921
2026-03-31,temel-gida,Ankara Makarna Burgu 500 Gr,45.5,TRY,01,0.0,0.0,1.1111111111111112,1.1111111111111112
2026-03-31,temel-gida,Ankara Makarna Dirsek 500 Gr,45.5,TRY,01,0.0,0.0,1.1111111111111112,1.1111111111111112
2026-03-31,temel-gida,Ankara Makarna Erişte 5 Kg,455.0,TRY,01,0.0,0.0,0.6637168141592921,0.6637168141592921
2026-03-31,temel-gida,Ankara Makarna Erişte 500 Gr,45.5,TRY,01,0.0,0.0,1.1111111111111112,1.1111111111111112
2026-03-31,temel-gida,Ankara Makarna Fiyonk 5 Kg,455.0,TRY,01,0.0,0.0,,0.6637168141592921
2026-03-31,temel-gida,Ankara Makarna Fiyonk 500 Gr,45.5,TRY,01,0.0,0.0,1.1111111111111112,1.1111111111111112
2026-03-31,temel-gida,Ankara Makarna Fırın 500 Gr,45.5,TRY,01,0.0,0.0,1.1111111111111112,1.1111111111111112
2026-03-31,temel-gida,Ankara Makarna İnce Uzun 5 Kg,455.0,TRY,01,0.0,0.0,0.6637168141592921,0.6637168141592921
2026-03-31,temel-gida,Ankara Makarna İnce Uzun 500 Gr,45.5,TRY,01,0.0,0.0,1.1111111111111112,1.1111111111111112
2026-03-31,temel-gida,Ankara Makarna İrmik 500 Gr,48.25,TRY,01,0.0,0.0,0.6256517205422255,0.6256517205422255
2026-03-31,temel-gida,Ankara Makarna Kalem 500 Gr,45.5,TRY,01,0.0,0.0,1.1111111111111112,1.1111111111111112
2026-03-31,temel-gida,Ankara Makarna Kelebek 500 Gr,45.5,TRY,01,0.0,0.0,1.1111111111111112,1.1111111111111112
2026-03-31,temel-gida,Ankara Makarna Kepekli Spagetti 350 Gr,47.0,TRY,01,0.0,0.0,0.0,0.0
2026-03-31,temel-gida,Ankara Makarna Kuskus 5 Kg,455.0,TRY,01,0.0,0.0,0.6637168141592921,0.6637168141592921
2026-03-31,temel-gida,Ankara Makarna Kuskus 500 Gr,45.5,TRY,01,0.0,0.0,1.1111111111111112,1.1111111111111112
2026-03-31,temel-gida,Ankara Makarna Mantı 500 Gr,45.5,TRY,01,0.0,0.0,1.1111111111111112,1.1111111111111112
2026-03-31,temel-gida,Ankara Makarna Nuhun Gemisi 350 Gr,47.0,TRY,01,0.0,0.0,0.0,0.0
2026-03-31,temel-gida,Ankara Makarna Sebzeli Burgu 350 Gr,47.0,TRY,01,0.0,0.0,0.0,0.0
2026-03-31,temel-gida,Ankara Makarna Spagetti 5 Kg,455.0,TRY,01,0.0,0.0,0.6637168141592921,0.6637168141592921
2026-03-31,temel-gida,Ankara Makarna Spagetti 500 Gr,45.5,TRY,01,0.0,0.0,1.1111111111111112,1.1111111111111112
2026-03-31,temel-gida,Ankara Makarna Tam Buğday Kalem 500 Gr,54.0,TRY,01,0.0,0.0,0.0,0.0
2026-03-31,temel-gida,Ankara Makarna Tel Şehriye 5 Kg,455.0,TRY,01,0.0,0.0,0.6637168141592921,0.6637168141592921
2026-03-31,temel-gida,Ankara Makarna Tel Şehriye 500 Gr,45.05,TRY,01,0.0,0.0,0.6703910614525076,0.6703910614525076
2026-03-31,temel-gida,Ankara Makarna Yüksük 5 Kg,455.0,TRY,01,0.0,0.0,0.6637168141592921,0.6637168141592921
2026-03-31,temel-gida,Ankara Makarna Yüksük 500 Gr,45.5,TRY,01,0.0,0.0,1.1111111111111112,1.1111111111111112
2026-03-31,temel-gida,Azmanlı Katkısız Acı Ev Tarhanası 500 Gr,266.0,TRY,01,0.0,0.0,0.7575757575757576,0.7575757575757576
2026-03-31,temel-gida,Azmanlı Katkısız Tatlı Ev Tarhanası 500 Gr,266.0,TRY,01,0.0,0.0,0.7575757575757576,0.7575757575757576
2026-03-31,temel-gida,Bağdat Acı Toz Biber 75 Gr,93.0,TRY,01,0.0,0.0,0.5405405405405406,5.084745762711865
2026-03-31,temel-gida,Bağdat Cajun Baharatı Cam 55 Gr,111.5,TRY,01,0.0,0.0,0.904977375565611,16.145833333333336
2026-03-31,temel-gida,Bağdat Çıtır Pane Harcı 90 Gr,62.0,TRY,01,0.0,0.0,0.8130081300813009,5.084745762711865
2026-03-31,temel-gida,Bağdat Çörek Otu 75 Gr,93.5,TRY,01,0.0,0.0,0.5376344086021506,17.61006289308176
2026-03-31,temel-gida,Bağdat Dolmalık Fıstık 23 Gr,279.0,TRY,01,0.0,0.0,0.5405405405405406,18.976545842217483
2026-03-31,temel-gida,Bağdat Ekstra Acı Pul Biber 80 Gr,100.0,TRY,01,0.0,0.0,0.5025125628140703,7.526881720430108
2026-03-31,temel-gida,Bağdat Fesleğen 30 Gr,44.0,TRY,01,0.0,0.0,0.0,10.0
2026-03-31,temel-gida,Bağdat Galeta Unu 250 Gr,55.5,TRY,01,0.0,0.0,0.9090909090909091,3.7383177570093453
2026-03-31,temel-gida,Bağdat Hindistan Cevizi 50 Gr,82.5,TRY,01,0.0,0.0,0.6097560975609756,7.8431372549019605
2026-03-31,temel-gida,Bağdat Hindistan Cevizi Eko 160 Gr,199.5,TRY,01,0.0,0.0,0.7575757575757576,1.5267175572519083
2026-03-31,temel-gida,Bağdat İsot Biber 200 Gr,203.0,TRY,01,0.0,0.0,,6.842105263157896
2026-03-31,temel-gida,Bağdat İsot Biber 80 Gr,93.5,TRY,01,0.0,0.0,0.5376344086021506,-0.5319148936170213
2026-03-31,temel-gida,Bağdat Izgara Baharatı 65 Gr,78.0,TRY,01,0.0,0.0,0.6451612903225806,6.122448979591836
2026-03-31,temel-gida,Bağdat Kabuk Tarçın 45 Gr,89.0,TRY,01,0.0,0.0,0.5649717514124294,0.5649717514124294
2026-03-31,temel-gida,Bağdat Karabiber 40 Gr,97.0,TRY,01,0.0,0.0,0.5181347150259068,9.6045197740113
2026-03-31,temel-gida,Bağdat KaraBiber Tuzluklu 55 Gr,166.5,TRY,01,0.0,0.0,0.9090909090909091,6.050955414012739
2026-03-31,temel-gida,Bağdat Karanfil 15 Gr,64.0,TRY,01,0.0,0.0,0.7874015748031495,0.7874015748031495
2026-03-31,temel-gida,Bağdat Karbonat 1 Kg,146.5,TRY,01,0.0,0.0,0.6872852233676976,9.737827715355806
2026-03-31,temel-gida,Bağdat Karbonat 150 Gr,50.0,TRY,01,0.0,0.0,1.0101010101010102,9.89010989010989
2026-03-31,temel-gida,Bağdat Kekik 25 Gr,97.5,TRY,01,0.0,0.0,1.0362694300518136,31.756756756756754
2026-03-31,temel-gida,Bağdat Kekik Eko 60 Gr,215.0,TRY,01,0.0,0.0,0.9389671361502347,33.54037267080746
2026-03-31,temel-gida,Bağdat Kimyon 75 Gr,97.5,TRY,01,0.0,0.0,0.5154639175257731,3.723404255319149
2026-03-31,temel-gida,Bağdat Kişniş 40 Gr,36.5,TRY,01,0.0,0.0,0.0,12.307692307692308
2026-03-31,temel-gida,Bağdat Köfte Baharı 65 Gr,74.0,TRY,01,0.0,0.0,0.6802721088435374,0.6802721088435374
2026-03-31,temel-gida,Bağdat Köfte Harcı 90 Gr,62.0,TRY,01,0.0,0.0,0.8130081300813009,5.084745762711865
2026-03-31,temel-gida,Bağdat Köri 70 Gr,82.5,TRY,01,0.0,0.0,0.6097560975609756,5.769230769230769
2026-03-31,temel-gida,Bağdat Kuş Üzümü 40 Gr,100.0,TRY,01,0.0,0.0,0.5025125628140703,6.382978723404255
2026-03-31,temel-gida,Bağdat Limon Tuzu 60 Gr,60.5,TRY,01,0.0,0.0,0.8333333333333334,11.009174311926607
2026-03-31,temel-gida,Bağdat Limon Tuzu Eko 275 Gr,158.5,TRY,01,0.0,0.0,0.6349206349206349,18.726591760299627
2026-03-31,temel-gida,Bağdat Mahlep 30 Gr,203.0,TRY,01,0.0,0.0,0.7444168734491315,6.561679790026247
2026-03-31,temel-gida,Bağdat Mavi Haşhaş 80 Gr,88.0,TRY,01,0.0,0.0,0.5714285714285714,12.82051282051282
2026-03-31,temel-gida,Bağdat Nane 30 Gr,50.0,TRY,01,0.0,0.0,0.0,6.382978723404255
2026-03-31,temel-gida,Bağdat Nane 70 Gr,96.5,TRY,01,0.0,0.0,1.0471204188481675,1.0471204188481675
2026-03-31,temel-gida,Bağdat Pul Biber 210 Gr,212.5,TRY,01,0.0,0.0,0.7109004739336493,0.2358490566037736
2026-03-31,temel-gida,Bağdat Pul Biber 80 Gr,93.5,TRY,01,0.0,0.0,0.5376344086021506,0.5376344086021506
2026-03-31,temel-gida,Bağdat Sarımsak Granül 40 Gr,62.5,TRY,01,0.0,0.0,0.8064516129032258,3.3057851239669422
2026-03-31,temel-gida,Bağdat Sebzeli Çeşni 250 Gr,83.5,TRY,01,0.0,0.0,0.6024096385542169,12.080536912751679
2026-03-31,temel-gida,Bağdat Selection Et Çeşnisi 45 Gr,147.0,TRY,01,0.0,0.0,0.684931506849315,10.943396226415095
2026-03-31,temel-gida,Bağdat Sumak 80 Gr,119.0,TRY,01,0.0,0.0,0.42194092827004215,8.181818181818182
2026-03-31,temel-gida,Bağdat Susam 75 Gr,64.0,TRY,01,0.0,0.0,0.0,-5.88235294117647
2026-03-31,temel-gida,Bağdat Tane KaraBiber 40 Gr,97.0,TRY,01,0.0,0.0,0.5181347150259068,9.6045197740113
2026-03-31,temel-gida,Bağdat Tarçın 45 Gr,69.5,TRY,01,0.0,0.0,0.7246376811594203,9.448818897637794
2026-03-31,temel-gida,Bağdat Tatlı Toz Biber 1 Kg,641.0,TRY,01,0.0,0.0,0.6279434850863422,-1.3846153846153846
2026-03-31,temel-gida,Bağdat Tatlı Toz Biber 75 Gr,97.5,TRY,01,0.0,0.0,1.0362694300518136,6.557377049180328
2026-03-31,temel-gida,Bağdat Tavuk Harcı 65 Gr,72.5,TRY,01,0.0,0.0,0.6944444444444444,0.6944444444444444
2026-03-31,temel-gida,Bağdat Yenibahar 40 Gr,109.0,TRY,01,0.0,0.0,0.4608294930875576,5.825242718446602
2026-03-31,temel-gida,Bağdat Zencefil 60 Gr,88.5,TRY,01,0.0,0.0,0.5681818181818182,9.25925925925926
2026-03-31,temel-gida,Bağdat Zerdeçal 70 Gr,79.5,TRY,01,0.0,0.0,0.6329113924050633,8.16326530612245
2026-03-31,temel-gida,Bağdat Zerdeçal Cam 55 Gr,111.0,TRY,01,0.0,0.0,0.9090909090909091,3.255813953488372
2026-03-31,temel-gida,Balküpü Küp Şeker 1 Kg,85.0,TRY,01,0.0,0.0,0.591715976331361,0.591715976331361
2026-03-31,temel-gida,Barilla Burgu Makarna 500 Gr,68.0,TRY,01,0.0,0.0,0.7407407407407408,0.7407407407407408
2026-03-31,temel-gida,Barilla Fiyonk Makarna 500 Gr,68.0,TRY,01,0.0,0.0,0.7407407407407408,0.7407407407407408
2026-03-31,temel-gida,Barilla Kelebek Makarna 500 Gr,68.0,TRY,01,0.0,0.0,0.7407407407407408,0.7407407407407408
2026-03-31,temel-gida,Barilla Lasagne Makarna 500 Gr,225.0,TRY,01,0.0,0.0,0.6711409395973155,14.50381679389313
2026-03-31,temel-gida,Barilla Pesto Genovese Makarna Sosu 190 Gr,208.0,TRY,01,0.0,0.0,0.7263922518159807,0.7263922518159807
2026-03-31,temel-gida,Barilla Pipette Bukle Makarna 500 Gr,68.0,TRY,01,0.0,0.0,0.7407407407407408,0.7407407407407408
2026-03-31,temel-gida,Barilla Spagetti 500 Gr,68.0,TRY,01,0.0,0.0,0.7407407407407408,0.7407407407407408
2026-03-31,temel-gida,Barilla Tagliatelle Makarna 500 Gr,220.5,TRY,01,0.0,0.0,0.684931506849315,
2026-03-31,temel-gida,Barilla Yassı Spagetti 500 Gr,68.0,TRY,01,0.0,0.0,0.7407407407407408,0.7407407407407408
2026-03-31,temel-gida,Beşler Glutensiz Kesme Makarna 400 Gr,165.5,TRY,01,0.0,0.0,,0.60790273556231
2026-03-31,temel-gida,Bibercizade Acı Toz Biber 120 Gr,89.0,TRY,01,0.0,0.0,9.202453987730062,9.202453987730062
2026-03-31,temel-gida,Bibercizade Çiğ Köfte Seti 600 Gr,182.0,TRY,01,0.0,0.0,6.122448979591836,6.122448979591836
2026-03-31,temel-gida,Bibercizade Çiğköfte Seti 380 Gr,135.5,TRY,01,0.0,0.0,5.859375,5.859375
2026-03-31,temel-gida,Bibercizade Çörek Otu 150 Gr,89.0,TRY,01,0.0,0.0,9.202453987730062,9.202453987730062
2026-03-31,temel-gida,Bibercizade Dolmalık Fıstık 25 Gr,204.5,TRY,01,0.0,0.0,4.071246819338422,4.071246819338422
2026-03-31,temel-gida,Bibercizade Hindistan Cevizi 100 Gr,81.5,TRY,01,0.0,0.0,4.487179487179487,4.487179487179487
2026-03-31,temel-gida,Bibercizade Hindistan Cevizi 250 Gr,129.5,TRY,01,0.0,0.0,0.3875968992248062,0.3875968992248062
2026-03-31,temel-gida,Bibercizade İsot 120 Gr,88.5,TRY,01,0.0,0.0,12.738853503184714,12.738853503184714
2026-03-31,temel-gida,Bibercizade İsot 500 Gr,207.5,TRY,01,0.0,0.0,5.32994923857868,5.32994923857868
2026-03-31,temel-gida,Bibercizade Kabuk Tarçın 50 Gr,76.5,TRY,01,0.0,0.0,10.869565217391305,10.869565217391305
2026-03-31,temel-gida,Bibercizade KaraBiber 120 Gr,155.0,TRY,01,0.0,0.0,5.084745762711865,5.084745762711865
2026-03-31,temel-gida,Bibercizade Karanfil 20 Gr,52.5,TRY,01,0.0,0.0,15.384615384615385,15.384615384615385
2026-03-31,temel-gida,Bibercizade Karbonat 200 Gr,59.5,TRY,01,0.0,0.0,5.3097345132743365,5.3097345132743365
2026-03-31,temel-gida,Bibercizade Kekik 250 Gr,310.5,TRY,01,0.0,0.0,30.18867924528302,30.18867924528302
2026-03-31,temel-gida,Bibercizade Kimyon 120 Gr,89.0,TRY,01,0.0,0.0,9.202453987730062,9.202453987730062
2026-03-31,temel-gida,Bibercizade Kimyon 250 Gr,144.5,TRY,01,0.0,0.0,5.474452554744526,5.474452554744526
2026-03-31,temel-gida,Bibercizade Köfte Harcı 90 Gr,72.5,TRY,01,0.0,0.0,23.931623931623932,23.931623931623932
2026-03-31,temel-gida,Bibercizade Köri 120 Gr,59.5,TRY,01,0.0,0.0,19.0,19.0
2026-03-31,temel-gida,Bibercizade Kuş Üzümü 120 Gr,147.0,TRY,01,0.0,0.0,7.6923076923076925,7.6923076923076925
2026-03-31,temel-gida,Bibercizade Limon Tuzu 1 Kg,253.0,TRY,01,0.0,0.0,4.545454545454546,4.545454545454546
2026-03-31,temel-gida,Bibercizade Limon Tuzu 200 Gr,83.5,TRY,01,0.0,0.0,9.868421052631579,9.868421052631579
2026-03-31,temel-gida,Bibercizade Mahlep 100 Gr,229.0,TRY,01,0.0,0.0,55.78231292517006,55.78231292517006
2026-03-31,temel-gida,Bibercizade Mavi Haşhaş 120 Gr,82.0,TRY,01,0.0,0.0,4.45859872611465,4.45859872611465
2026-03-31,temel-gida,Bibercizade Nane 40 Gr,44.0,TRY,01,0.0,0.0,18.91891891891892,18.91891891891892
2026-03-31,temel-gida,Bibercizade Pasta Süsü 100 Gr,53.0,TRY,01,0.0,0.0,6.0,6.0
2026-03-31,temel-gida,Bibercizade Pul Biber 120 Gr,88.5,TRY,01,0.0,0.0,12.738853503184714,12.738853503184714
2026-03-31,temel-gida,Bibercizade Sumak 120 Gr,105.5,TRY,01,0.0,0.0,18.53932584269663,18.53932584269663
2026-03-31,temel-gida,Bibercizade Susam 150 Gr,77.0,TRY,01,0.0,0.0,10.0,10.0
2026-03-31,temel-gida,Bibercizade Tane Kara Biber 60 Gr,88.5,TRY,01,0.0,0.0,9.25925925925926,9.25925925925926
2026-03-31,temel-gida,Bibercizade Tane Zencefil 120 Gr,106.0,TRY,01,0.0,0.0,10.416666666666668,10.416666666666668
2026-03-31,temel-gida,Bibercizade Tarçın 120 Gr,88.5,TRY,01,0.0,0.0,12.738853503184714,12.738853503184714
2026-03-31,temel-gida,Bibercizade Tatlı Biber 250 Gr,160.5,TRY,01,0.0,0.0,0.6269592476489028,0.6269592476489028
2026-03-31,temel-gida,Bibercizade Tatlı Toz Biber 120 Gr,89.0,TRY,01,0.0,0.0,9.202453987730062,9.202453987730062
2026-03-31,temel-gida,Bibercizade Tatlı Toz Biber 250 Gr,129.0,TRY,01,0.0,0.0,6.172839506172839,6.172839506172839
2026-03-31,temel-gida,Bibercizade Toz Tatlı Biber 1 Kg,369.5,TRY,01,0.0,0.0,0.6811989100817438,0.6811989100817438
2026-03-31,temel-gida,Bibercizade Yenibahar 100 Gr,126.0,TRY,01,0.0,0.0,2.857142857142857,2.857142857142857
2026-03-31,temel-gida,Bibercizade Zencefil 100 Gr,88.5,TRY,01,0.0,0.0,12.738853503184714,12.738853503184714
2026-03-31,temel-gida,Bibercizade Zerdeçal 100 Gr,68.0,TRY,01,0.0,0.0,5.426356589147287,5.426356589147287
2026-03-31,temel-gida,Billur Demir Mineralli İyotlu Sofra Tuzu 500 Gr,70.5,TRY,01,0.0,0.0,0.7142857142857143,0.7142857142857143
