tarih,kategori,urun_adi,fiyat,para_birimi,tuik_category,per_item_inflation_1d,per_item_inflation_7d,per_item_inflation_15d,per_item_inflation_30d
2026-05-07,temel-gida,Akfa Domates Salçası 4300 Gr,500.0,TRY,01,0.0,0.0,-1.3806706114398422,-1.3806706114398422
2026-05-07,temel-gida,Akfa Domates Salçası 830 Gr,118.0,TRY,01,0.0,0.0,0.0,5.357142857142857
2026-05-07,temel-gida,Akfa Domates Salçası Cam 700 Gr,118.5,TRY,01,0.0,0.0,0.0,0.0
2026-05-07,temel-gida,Amoy Soya Sosu 750 Ml,302.0,TRY,01,0.0,0.0,0.0,0.0
2026-05-07,temel-gida,Ankara Makarna Arpa Şehriye 5 Kg,474.0,TRY,01,0.0,0.0,4.175824175824175,4.175824175824175
2026-05-07,temel-gida,Ankara Makarna Arpa Şehriye 500 Gr,48.0,TRY,01,0.0,0.0,5.4945054945054945,5.4945054945054945
2026-05-07,temel-gida,Ankara Makarna Boncuk 500 Gr,48.0,TRY,01,0.0,0.0,5.4945054945054945,5.4945054945054945
2026-05-07,temel-gida,Ankara Makarna Burgu 5 Kg,474.0,TRY,01,0.0,0.0,4.175824175824175,4.175824175824175
2026-05-07,temel-gida,Ankara Makarna Burgu 500 Gr,48.0,TRY,01,0.0,0.0,5.4945054945054945,5.4945054945054945
2026-05-07,temel-gida,Ankara Makarna Dirsek 500 Gr,48.0,TRY,01,0.0,0.0,5.4945054945054945,5.4945054945054945
2026-05-07,temel-gida,Ankara Makarna Erişte 5 Kg,474.0,TRY,01,0.0,0.0,4.175824175824175,4.175824175824175
2026-05-07,temel-gida,Ankara Makarna Erişte 500 Gr,48.0,TRY,01,0.0,0.0,5.4945054945054945,5.4945054945054945
2026-05-07,temel-gida,Ankara Makarna Fiyonk 5 Kg,474.0,TRY,01,0.0,0.0,4.175824175824175,4.175824175824175
2026-05-07,temel-gida,Ankara Makarna Fiyonk 500 Gr,48.0,TRY,01,0.0,0.0,5.4945054945054945,5.4945054945054945
2026-05-07,temel-gida,Ankara Makarna Fırın 500 Gr,48.0,TRY,01,0.0,0.0,5.4945054945054945,5.4945054945054945
2026-05-07,temel-gida,Ankara Makarna İnce Uzun 5 Kg,474.0,TRY,01,0.0,0.0,4.175824175824175,4.175824175824175
2026-05-07,temel-gida,Ankara Makarna İnce Uzun 500 Gr,48.0,TRY,01,0.0,0.0,5.4945054945054945,5.4945054945054945
2026-05-07,temel-gida,Ankara Makarna İrmik 500 Gr,50.15,TRY,01,0.0,0.0,3.937823834196888,3.937823834196888
2026-05-07,temel-gida,Ankara Makarna Kalem 500 Gr,48.0,TRY,01,0.0,0.0,5.4945054945054945,5.4945054945054945
2026-05-07,temel-gida,Ankara Makarna Kelebek 500 Gr,48.0,TRY,01,0.0,0.0,5.4945054945054945,5.4945054945054945
2026-05-07,temel-gida,Ankara Makarna Kepekli Spagetti 350 Gr,51.0,TRY,01,0.0,0.0,8.51063829787234,8.51063829787234
2026-05-07,temel-gida,Ankara Makarna Kuskus 5 Kg,381.0,TRY,01,0.0,0.0,0.0,-16.263736263736263
2026-05-07,temel-gida,Ankara Makarna Kuskus 500 Gr,48.0,TRY,01,0.0,0.0,5.4945054945054945,5.4945054945054945
2026-05-07,temel-gida,Ankara Makarna Mantı 500 Gr,48.0,TRY,01,0.0,0.0,5.4945054945054945,5.4945054945054945
2026-05-07,temel-gida,Ankara Makarna Nuhun Gemisi 350 Gr,51.0,TRY,01,0.0,0.0,8.51063829787234,8.51063829787234
2026-05-07,temel-gida,Ankara Makarna Sebzeli Burgu 350 Gr,51.0,TRY,01,0.0,0.0,8.51063829787234,8.51063829787234
2026-05-07,temel-gida,Ankara Makarna Spagetti 5 Kg,474.0,TRY,01,0.0,0.0,4.175824175824175,4.175824175824175
2026-05-07,temel-gida,Ankara Makarna Spagetti 500 Gr,48.0,TRY,01,0.0,0.0,5.4945054945054945,5.4945054945054945
2026-05-07,temel-gida,Ankara Makarna Tam Buğday Kalem 500 Gr,54.0,TRY,01,0.0,0.0,0.0,0.0
2026-05-07,temel-gida,Ankara Makarna Tel Şehriye 5 Kg,474.0,TRY,01,0.0,0.0,4.175824175824175,4.175824175824175
