Date,Price,District,Rooms
2026-04-19,24000,"Merkez
Çarşı",1+1
2026-04-19,25000,"Merkez
Taşmescit",3+1
2026-04-19,25000,"Merkez
Taşmescit",3+1
2026-04-19,15000,"Merkez
Taşmescit",3+1
2026-04-19,24000,"Merkez
Taşmescit",2+1
2026-04-19,23000,"Merkez
Taşmescit",3+1
2026-04-19,26000,"Merkez
Taşmescit",2+1
2026-04-19,10000,"Merkez
Çarşı",Stüdyo (1+0)
2026-04-19,15000,"Merkez
Çarşı",2+1
2026-04-19,19500,"Merkez
Çarşı",2+1
2026-04-19,20500,"Merkez
Çarşı",2+0
2026-04-19,15000,Merkez,2+1
2026-04-19,13750,"Merkez
Taşmescit",3+1
2026-04-19,32000,"Merkez
Çarşı",3+1
2026-04-19,37000,"Merkez
Çarşı",3+1
2026-04-19,23000,"Merkez
Taşmescit",3+1
2026-04-19,23000,"Merkez
Çarşı",3+1
2026-04-19,16000,"Merkez
Çarşı",2+1
2026-04-19,16000,"Merkez
Taşmescit",1+1
2026-04-19,22500,"Merkez
Çarşı",1+1
2026-04-19,10000,"Merkez
Çarşı",1+1
2026-04-19,30000,"Merkez
Taşmescit",1+1
2026-04-19,15000,"Merkez
Köyler",2+1
2026-04-19,21000,"Merkez
Çarşı",3+1
2026-04-19,8000,"Merkez
Çarşı",2+1
2026-04-19,12500,Şabanözü,2+1
2026-04-19,17000,"Merkez
Taşmescit",1+1
2026-04-19,13000,"Merkez
Taşmescit",3+1
2026-04-19,25000,"Merkez
Taşmescit",2+1
2026-04-19,24000,"Merkez
Çarşı",2+1
2026-04-19,25000,"Merkez
Çarşı",3+1
2026-04-19,25500,"Merkez
Çarşı",2+0
2026-04-19,21000,"Merkez
Taşmescit",1+1
2026-04-19,12500,"Merkez
Taşmescit",2+1
2026-04-19,10750,"Merkez
Çarşı",3+1
2026-04-19,26500,"Merkez
Taşmescit",3+1
2026-04-19,12000,"Merkez
Taşmescit",1+1
2026-04-19,18500,"Merkez
Çarşı",3+1
2026-04-19,25000,"Merkez
Çarşı",3+1
2026-04-19,15500,"Merkez
Taşmescit",1+1
2026-04-19,22000,"Merkez
Çarşı",3+1
2026-04-19,24000,"Merkez
Taşmescit",1+1
2026-04-19,35000,"Merkez
Çarşı",3+1
2026-04-19,16000,"Merkez
Taşmescit",2+1
2026-04-19,15000,"Merkez
Çarşı",3+1
2026-04-19,15500,"Merkez
Çarşı",1+1
2026-04-19,22000,"Merkez
Taşmescit",3+1
2026-04-19,15000,"Merkez
Taşmescit",2+1
2026-04-19,12500,"Merkez
Taşmescit",1+1
2026-04-19,18000,"Merkez
Taşmescit",3+1
2026-04-19,16000,"Merkez
Çarşı",3+1
2026-04-19,13000,"Merkez
Taşmescit",3+1
2026-04-19,19500,"Merkez
Çarşı",3+1
2026-04-19,30000,"Merkez
Çarşı",3+1
2026-04-19,25000,"Merkez
Taşmescit",1+1
2026-04-19,14000,Kurşunlu,2+1
2026-04-19,16000,Orta,3+1
2026-04-19,14000,"Merkez
Taşmescit",2+1
2026-04-19,21000,"Merkez
Çarşı",3+1
2026-04-19,23500,Ilgaz,3+1
2026-04-19,16000,"Merkez
Çarşı",3+1
2026-04-19,23000,"Merkez
Çarşı",3+1
2026-04-19,13500,"Merkez
Çarşı",3+1
2026-04-19,16000,Kurşunlu,2+1
2026-04-19,23000,Korgun,3+1
2026-04-19,19000,"Merkez
Çarşı",1+1
2026-04-19,27000,"Merkez
Çarşı",3+1
2026-04-19,16000,"Merkez
Çarşı",3+1
2026-04-19,12000,"Merkez
Çarşı",1+1
2026-04-19,17000,"Merkez
Çarşı",3+1
2026-04-19,17000,"Merkez
Çarşı",3+1
2026-04-19,23500,"Merkez
Taşmescit",3+1
2026-04-19,17500,"Merkez
Taşmescit",3+1
2026-04-19,25000,"Merkez
Taşmescit",3+1
2026-04-19,17000,"Merkez
Taşmescit",1+1
2026-04-19,28000,"Merkez
Çarşı",4+1
2026-04-19,28000,"Merkez
Çarşı",3+1
2026-04-19,23000,"Merkez
Çarşı",3+1
2026-04-19,8000,"Merkez
Çarşı",1+1
2026-04-19,12000,"Merkez
Taşmescit",1+1
2026-04-19,18500,"Merkez
Taşmescit",3+1
2026-04-19,10000,"Merkez
Taşmescit",3+1
2026-04-19,27000,"Merkez
Çarşı",3+1
2026-04-19,32000,"Merkez
Çarşı",3+1
2026-04-19,17500,"Merkez
Taşmescit",3+1
2026-04-19,21000,"Merkez
Taşmescit",3+1
2026-04-19,19500,"Merkez
Taşmescit",1+1
2026-04-19,18500,"Merkez
Taşmescit",3+1
2026-04-19,20000,"Merkez
Çarşı",2+1
2026-04-19,15000,"Merkez
Taşmescit",3+1
2026-04-19,16500,"Merkez
Taşmescit",3+1
2026-04-19,20000,"Merkez
Çarşı",2+0
2026-04-19,16000,"Merkez
Çarşı",1+1
2026-04-19,25000,"Merkez
Taşmescit",3+1
2026-04-19,25000,"Merkez
Taşmescit",3+1
2026-04-19,17000,Şabanözü,3+1
2026-04-19,18500,"Merkez
Taşmescit",1+1
2026-04-19,15000,"Merkez
Taşmescit",2+1
2026-04-19,26000,"Merkez
Çarşı",3+1
2026-04-19,9000,"Merkez
Taşmescit",2+1
2026-04-19,19500,"Merkez
Çarşı",2+0
2026-04-19,14000,"Merkez
Çarşı",2+1
2026-04-19,17000,"Merkez
Çarşı",3+1
2026-04-19,13000,"Merkez
Taşmescit",1+1
2026-04-19,22000,"Merkez
Taşmescit",1+1
2026-04-19,22500,Şabanözü,3+1
