Date,Price,District,Rooms
2026-04-20,24000,"Merkez
Çarşı",1+1
2026-04-20,25000,"Merkez
Taşmescit",3+1
2026-04-20,25000,"Merkez
Taşmescit",3+1
2026-04-20,15000,"Merkez
Taşmescit",3+1
2026-04-20,24000,"Merkez
Taşmescit",2+1
2026-04-20,23000,"Merkez
Taşmescit",3+1
2026-04-20,26000,"Merkez
Taşmescit",2+1
2026-04-20,15000,"Merkez
Çarşı",2+1
2026-04-20,18000,"Merkez
Çarşı",3+1
2026-04-20,27000,"Merkez
Taşmescit",3+1
2026-04-20,20000,Ilgaz,3+1
2026-04-20,8500,"Merkez
Çarşı",1+1
2026-04-20,16500,"Merkez
Çarşı",3+1
2026-04-20,17000,"Merkez
Çarşı",1+1
2026-04-20,15000,"Merkez
Taşmescit",2+1
2026-04-20,25000,"Merkez
Çarşı",3+1
2026-04-20,15000,"Merkez
Taşmescit",2+1
2026-04-20,12000,Eldivan,3+1
2026-04-20,18500,"Merkez
Çarşı",3+1
2026-04-20,10000,"Merkez
Çarşı",Stüdyo (1+0)
2026-04-20,26000,"Merkez
Çarşı",2+1
2026-04-20,16000,"Merkez
Çarşı",3+1
2026-04-20,15000,"Merkez
Taşmescit",3+1
2026-04-20,26500,"Merkez
Çarşı",2+1
2026-04-20,15000,"Merkez
Çarşı",2+1
2026-04-20,19500,"Merkez
Çarşı",2+1
2026-04-20,20500,"Merkez
Çarşı",2+0
2026-04-20,15000,Merkez,2+1
2026-04-20,13750,"Merkez
Taşmescit",3+1
2026-04-20,32000,"Merkez
Çarşı",3+1
2026-04-20,37000,"Merkez
Çarşı",3+1
2026-04-20,23000,"Merkez
Taşmescit",3+1
2026-04-20,23000,"Merkez
Çarşı",3+1
2026-04-20,17000,"Merkez
Çarşı",2+1
2026-04-20,16000,"Merkez
Taşmescit",1+1
2026-04-20,22500,"Merkez
Çarşı",1+1
2026-04-20,10000,"Merkez
Çarşı",1+1
2026-04-20,30000,"Merkez
Taşmescit",1+1
2026-04-20,15000,"Merkez
Köyler",2+1
2026-04-20,21000,"Merkez
Çarşı",3+1
2026-04-20,8000,"Merkez
Çarşı",2+1
2026-04-20,17000,"Merkez
Taşmescit",1+1
2026-04-20,13000,"Merkez
Taşmescit",3+1
2026-04-20,25000,"Merkez
Taşmescit",2+1
2026-04-20,24000,"Merkez
Çarşı",2+1
2026-04-20,25000,"Merkez
Çarşı",3+1
2026-04-20,25500,"Merkez
Çarşı",2+0
2026-04-20,12500,"Merkez
Taşmescit",2+1
2026-04-20,10750,"Merkez
Çarşı",3+1
2026-04-20,26500,"Merkez
Taşmescit",3+1
2026-04-20,11500,"Merkez
Taşmescit",1+1
